name,ttm,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
OperatingCashFlow,"9,913,000,000"
	CashFlowFromContinuingOperatingActivities,"9,913,000,000"
		NetIncomeFromContinuingOperations,"5,773,000,000"
		DepreciationAmortizationDepletion,"1,185,000,000"
			DepreciationAndAmortization,"1,185,000,000"
				Depreciation,"570,000,000"
				AmortizationCashFlow,"615,000,000"
					AmortizationOfIntangibles,"615,000,000"
		DeferredTax,"50,000,000"
			DeferredIncomeTax,"50,000,000"
		StockBasedCompensation,"298,000,000"
		OtherNonCashItems,"378,000,000"
		ChangeInWorkingCapital,"21,000,000"
			ChangeInReceivables,"-9,391,000,000"
				ChangesInAccountReceivables,"-9,391,000,000"
			ChangeInPayablesAndAccruedExpense,"23,780,000,000"
				ChangeInPayable,"23,968,000,000"
					ChangeInAccountPayable,"23,968,000,000"
				ChangeInAccruedExpense,"-188,000,000"
			ChangeInOtherCurrentAssets,"-1,320,000,000"
			ChangeInOtherWorkingCapital,"-13,048,000,000"
InvestingCashFlow,"-66,147,000,000"
	CashFlowFromContinuingInvestingActivities,"-66,147,000,000"
		NetPPEPurchaseAndSale,"-1,026,000,000"
			PurchaseOfPPE,"-1,026,000,000"
		NetInvestmentPurchaseAndSale,"-53,162,000,000"
			PurchaseOfInvestment,"-160,784,000,000"
			SaleOfInvestment,"107,622,000,000"
		NetOtherInvestingChanges,"-401,000,000"
FinancingCashFlow,"100,153,000,000"
	CashFlowFromContinuingFinancingActivities,"100,153,000,000"
		NetIssuancePaymentsOfDebt,"5,944,000,000"
			NetLongTermDebtIssuance,"4,215,000,000"
				LongTermDebtIssuance,"6,037,000,000"
			NetShortTermDebtIssuance,"1,729,000,000"
				ShortTermDebtIssuance,"9,005,000,000"
				ShortTermDebtPayments,"-7,276,000,000"
		NetPreferredStockIssuance,"140,000,000"
			PreferredStockIssuance,"740,000,000"
		CashDividendsPaid,"-1,886,000,000"
		ProceedsFromStockOptionExercised,"154,000,000"
		NetOtherFinancingCharges,"-128,000,000"
EndCashPosition,"117,358,000,000"
	ChangesInCash,"43,919,000,000"
	BeginningCashPosition,"73,439,000,000"
IncomeTaxPaidSupplementalData,"2,066,000,000"
InterestPaidSupplementalData,"531,000,000"
CapitalExpenditure,"-1,026,000,000"
IssuanceOfCapitalStock,"740,000,000"
IssuanceOfDebt,"15,042,000,000"
RepaymentOfDebt,"-9,098,000,000"
FreeCashFlow,"8,887,000,000"
