name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
OperatingCashFlow,"68,206,000","8,682,000","15,354,000","26,964,000","17,206,000","13,744,000","10,702,000","20,593,000","14,513,000","11,418,000","12,423,000","15,323,000","12,244,000","11,376,000","11,291,000","13,119,000","14,202,000","3,131,000","10,007,000","13,272,000","6,662,000","7,565,000","5,288,000","8,064,000","11,488,000","8,936,000","5,238,034","8,409,749","6,253,832","1,139,385","13,134,649","-2,229,786","139,360","-974,223"
	CashFlowFromContinuingOperatingActivities,"68,206,000","8,682,000","15,354,000","26,964,000","17,206,000","13,744,000","10,702,000","20,593,000","14,513,000","11,418,000","12,423,000","15,323,000","12,244,000","11,376,000","11,291,000","13,119,000","14,202,000","3,131,000","10,007,000","13,272,000","6,662,000","7,565,000","5,288,000","8,064,000","11,488,000","8,936,000","5,238,034","8,409,749","6,253,832","1,139,385","13,134,649","-2,229,786","139,360","-974,223"
		NetIncomeFromContinuingOperations,"25,339,000","-4,667,000","38,831,000","-5,407,000","-3,418,000","-6,900,000","-4,212,000","29,641,000","-9,318,000","28,039,000","-13,306,000","119,104,000","-1,987,000","-4,373,000","-4,782,000","-5,260,000","-1,666,000","10,094,000","-4,343,000","54,076,000","9,930,000","-3,304,000","176,000","8,825,000","16,596,000","291,000","-1,944,533","-889,903","-2,265,015","-5,892,549","-6,133,281","-6,441,369","-2,335,509","-2,622,841"
		OperatingGainsLosses,"-32,541,000","2,384,000","-42,464,000","3,781,000","3,758,000","3,663,000","3,719,000","-26,479,000","2,599,000","-39,620,000","-1,016,000","-129,376,000","-1,880,000","-1,854,000","-1,557,000","-1,150,000","-892,000","-14,091,000","97,000","-58,067,000","-19,533,000","449,000","-547,000","-9,667,000","-16,368,000","4,000","103,580","-141,179","50,070","115,529","129,572","179,890","244,635","204,903"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,"0",,"0","0","-13,742,000","21,000","-58,490,000",,,"0","-9,562,000",,,"-118",,,,"0",,,
			GainLossOnInvestmentSecurities,"-32,541,000","2,384,000","-42,464,000","3,781,000","3,758,000","3,663,000","3,719,000","-26,479,000","2,599,000","-39,620,000","-1,016,000","-129,376,000","-1,880,000","-1,854,000","-1,557,000","-1,150,000","-892,000","-14,091,000","97,000","-58,067,000","-19,533,000","449,000","-547,000","-9,667,000","-16,368,000","4,000","103,698","16,703","50,070","115,529","129,572","179,890","244,635","204,903"
		DepreciationAmortizationDepletion,"89,838,000","23,718,000","24,543,000","21,591,000","19,986,000","20,758,000","19,932,000","17,723,000","21,418,000","23,338,000","23,394,000","17,228,000","13,066,000","15,398,000","13,832,000","11,228,000","11,038,000","11,372,000","12,886,000","11,215,000","12,208,000","12,443,000","9,280,000","8,667,000","8,084,000","9,612,000","10,005,337","9,135,353","10,050,020","11,610,290","10,219,393","5,846,387","3,568,029","2,011,191"
			DepreciationAndAmortization,"89,838,000","23,718,000","24,543,000","21,591,000","19,986,000","20,758,000","19,932,000","17,723,000","21,418,000","23,338,000","23,394,000","17,228,000","13,066,000","15,398,000","13,832,000","11,228,000","11,038,000","11,372,000","12,886,000","11,215,000","12,208,000","12,443,000","9,280,000","8,667,000","8,084,000","9,612,000","10,005,337","9,135,353","10,050,020","11,610,290","10,219,393","5,846,387","3,568,029","2,011,191"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,"1,245,000","387,000","717,000","396,000","1,142,000","773,000","481,000","287,000","756,000","631,000","297,000","162,094","268,379","233,931","306,596","104,758","106,293","56,509","25,440"
		ProvisionandWriteOffofAssets,"4,435,000","1,248,000","963,000","1,317,000","907,000","734,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,"-1,150,000",,,,"423,000","363,000","449,000","-547,000",,,,,,,,,,,
		StockBasedCompensation,"7,266,000","1,877,000","1,785,000","1,806,000","1,798,000","1,608,000","1,433,000","1,434,000","1,337,000","1,300,000","1,186,000","1,290,000","1,584,000","1,070,000","1,095,000","1,094,000","1,094,000","915,000","694,000","823,000","984,000","608,000","529,000",,,,,,,,,,,
		OtherNonCashItems,"-14,619,000","-3,037,000","-1,690,000","-3,729,000","-6,163,000","-3,445,000","-4,160,000","-7,636,000","47,000","1,780,000","5,443,000","3,666,000","2,357,000","2,218,000","2,004,000","2,440,000","1,233,000","1,048,000","252,000","907,000","447,000","265,000","-585,000","756,000","631,000","297,000","1,439,094","268,379","233,931","306,596","1,014,258","851,793","56,509","25,440"
		ChangeInWorkingCapital,"-11,512,000","-12,841,000","-6,614,000","7,605,000","338,000","-2,674,000","-8,720,000","5,910,000","-1,570,000","-3,419,000","-3,278,000","3,411,000","-896,000","-1,083,000","699,000","4,767,000","3,395,000","-6,207,000","421,000","4,318,000","2,626,000","-2,896,000","-3,565,000","-813,000","2,545,000","-1,268,000","-4,365,444","37,099","-1,815,174","-5,000,481","7,904,707","-2,666,487","-1,394,304","-592,916"
			ChangeInReceivables,,,,,,,,,,,,,,,,,,,,,"174,000","756,000","-1,258,000","33,000","126,000","213,000","-195,905","-107,690","-216,234","-451,171","1,266,167","-1,988,479","-146,760","-273,928"
				ChangesInAccountReceivables,,,,,,,,,,,,,,,,,,,,,"174,000","756,000","-1,258,000","33,000","126,000","213,000","-195,905","-107,690","-216,234","-451,171","1,266,167","-1,988,479","-146,760","-273,928"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,"662,000","-2,059,000","2,953,000","-1,463,000","378,000","-1,560,000","1,516,817","-353,281","119,845","-537,381","698,335","411,487","-836,615","-68,207"
			ChangeInPayablesAndAccruedExpense,,,,,,,,,,,,,,,,,,,,,"1,790,000","-1,593,000","-3,053,000","2,360,000","2,970,000","-4,800,000","625,954","3,405,950","2,260,574","-3,738,478","207,193","1,774,559","930,594","1,276,654"
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,"1,790,000","-1,593,000","-3,053,000","2,360,000","2,970,000","-4,800,000","625,954","3,405,950","2,260,574","-3,738,478","207,193","1,774,559","930,594","1,276,654"
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,"1,790,000","-1,593,000","-3,053,000","2,360,000","2,970,000","-4,800,000","625,954","3,405,950","2,260,574","-3,738,478","223,007","1,761,745","930,594","1,276,654"
			ChangeInOtherCurrentAssets,"-10,527,000","-6,413,000","154,000","-91,000","-4,177,000","578,000","-1,493,000","495,000","-4,659,000","791,000","3,361,000","-3,126,000","-5,918,000","5,333,000","1,320,000","288,000","-363,000","-1,036,000","1,563,000",,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-985,000","-6,428,000","-6,768,000","7,696,000","4,515,000","-3,252,000","-7,227,000","5,415,000","3,089,000","-4,210,000","-6,639,000","6,537,000","5,022,000","-6,416,000","-621,000","4,479,000","3,758,000","-5,171,000","-1,142,000",,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,"-1,083,000",,,"3,395,000","-6,207,000","421,000",,,,,"-1,743,000","-929,000","4,879,000","-6,312,310","-2,907,880","-3,979,359","-273,451",,"-2,864,054","-1,341,523","-1,527,435"
InvestingCashFlow,"-238,781,000","-10,462,000","-12,951,000","-83,191,000","-132,177,000","-7,587,000","-87,896,000","40,778,000","-13,668,000","72,289,000","-256,104,000","-144,704,000","-12,942,000","-139,379,000","-12,970,000","-138,433,000","-8,274,000","22,723,000","-65,294,000","135,075,000","-37,434,000","-30,023,000","-168,321,000","56,743,000","61,491,000","-1,817,000","-895,584","-78,228,978","-26,482,553","-162,971,885","-114,876,538","-287,623,942","-44,021,310","-152,556,210"
	CashFlowFromContinuingInvestingActivities,"-238,781,000","-10,462,000","-12,951,000","-83,191,000","-132,177,000","-7,587,000","-87,896,000","40,778,000","-13,668,000","72,289,000","-256,104,000","-144,704,000","-12,942,000","-139,379,000","-12,970,000","-138,433,000","-8,274,000","22,723,000","-65,294,000","135,075,000","-37,434,000","-30,023,000","-168,321,000","56,743,000","61,491,000","-1,817,000","-895,584","-78,228,978","-26,482,553","-162,971,885","-114,876,538","-287,623,942","-44,021,310","-152,556,210"
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,"22,723,000","-66,794,000","136,575,000","-37,434,000","-30,023,000","-177,216,000","62,092,000","69,420,000","-6,200,000","-15,254,400","-103,493,691","-20,882,825","-143,695,084","-143,890,540","-267,323,277","-40,834,417","-147,029,766"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,"-6,830,000","-66,794,000","-5,105,000","-120,170,000","-30,023,000","-177,216,000","-6,474,000","6,200,000","-6,200,000","-15,254,400","-103,493,691","-20,882,825","-143,695,084","-143,890,540","-267,323,277","-40,834,417","-147,029,766"
			SaleOfPPE,,,,,,,,,,,,,,,,,,"29,553,000","0","141,680,000",,,"0","68,566,000",,,,,,,,,,
		NetIntangiblesPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,"-111",,,,"0",,,
			SaleOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,"-111",,,,"0",,,
