name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"554,424,235","945,757,811","1,962,722,439","1,697,883,345"
EnterpriseValue,"188,426,235","595,387,811","1,576,564,439","1,762,778,345"
PeRatio,"16.135","10.932",,
PsRatio,"0.756","0.622","4.472","6.47"
PbRatio,"0.765","1.341","3",
EnterprisesValueRevenueRatio,"0.258","3.355","8.19","7.881"
EnterprisesValueEBITDARatio,"1.213","44.234","52.374","28.065"
