name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
MarketCap,"3,729,399,559","1,332,369,441","2,360,172,531","3,282,171,181","3,835,038,069","4,633,009,024","5,869,812,666","3,683,874,143","2,670,267,960","1,604,358,337","2,233,067,908","1,178,248,038","1,269,843,378"
EnterpriseValue,"2,817,046,559","356,366,441","1,330,548,531","2,210,867,181","2,723,748,069","3,514,320,024","5,162,568,666","2,977,906,143","2,294,247,960","1,200,262,337","1,814,811,908","929,598,038","1,181,940,378"
PsRatio,"613.046","42.906","75.114","56.083","68.523","154.537","186.074",,,,,,
PbRatio,"4.184","1.396","2.325","3.078","3.5","4.174","8.366","5.188","7.136","3.968","5.32","5.436",
EnterprisesValueRevenueRatio,"465.397","830.691",,"4,806.233","527.449","139.429",,"119.116",,,,,
EnterprisesValueEBITDARatio,"-10.345","-4.837","-17.198","-33.783","-48.807","-99.23","-109.071","-166.039","-71.387","-19.347","-80.605","-43.553","-64.601"
