name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019
MarketCap,"1,321,743,346","1,188,533,517","1,615,484,833","3,588,759,392","3,453,016,163","2,595,318,959","2,883,392,607","1,616,429,734","1,138,758,080","954,649,806","1,134,933,653","1,062,889,048","977,303,172"
EnterpriseValue,"1,066,903,346","890,522,517","1,227,053,833","3,161,542,392","3,014,825,163","2,390,858,959","2,661,881,607","1,562,915,734","1,075,568,080","888,198,806","1,067,283,653","986,662,501","1,009,369,175"
PeRatio,"72.917",,,,,,"77.726","2.573",,,,,
PsRatio,"5.709","5.353","7.691","17.638","17.361","13.756","17.499","10.16","8.703","4.131","9.388","9.6","7.342"
PbRatio,"3.467","2.861","3.528","7.413","6.893","9.857","10.842","16.667","11.397","9.372","11.073","10.334",
EnterprisesValueRevenueRatio,"4.673","14.056","21.149","56.542","59.106","49.509","63.669","40.633","30.723","26.596","32.523","30.042","32.755"
EnterprisesValueEBITDARatio,"-7.925","-19.912","-30.152","-103.312","-162.726","-419.081","-660.68","-736.877","-474.236","-660.371","-1,051.511","791.229","-1,392.203"
