name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
OperatingCashFlow,"989,303,000","265,580,000","269,390,000","294,383,000","159,950,000","190,413,000","143,286,000","95,010,000","-47,880,000","107,775,000","252,959,000"
	CashFlowFromContinuingOperatingActivities,"989,303,000","265,580,000","269,390,000","294,383,000","159,950,000","190,413,000","143,286,000","95,010,000","-47,880,000","107,775,000","252,959,000"
		NetIncomeFromContinuingOperations,"858,877,000","468,314,000","225,922,000","83,332,000","81,309,000","-35,265,000","700,148,000","-47,097,000","-89,349,000","-4,334,275,000","-64,154,000"
		OperatingGainsLosses,"-27,228,000","-212,636,000","44,966,000","96,385,000","44,057,000","181,427,000","95,359,000","3,618,000","38,234,000","-380,435,000","67,567,000"
			GainLossOnSaleOfPPE,"-743,139,000","-520,421,000","5,667,000","-5,405,000","-222,980,000","-88,000","1,245,000","-1,473,000","1,047,000","-11,226,000","505,000"
			GainLossOnInvestmentSecurities,"776,048,000","367,922,000","39,299,000","101,790,000","267,037,000","181,515,000","94,114,000","5,071,000","37,187,000","-285,322,000","71,374,000"
			EarningsLossesFromEquityInvestments,,"-60,137,000",,,,,,,,,
		DepreciationAmortizationDepletion,"162,987,000","44,673,000","45,723,000","33,623,000","38,968,000","39,990,000","34,324,000","36,000,000","33,130,000","203,755,000","209,169,000"
		DeferredTax,"2,670,000","-7,000","-977,000","0","3,654,000","-3,654,000","-3,914,000","-5,144,000","-2,638,000","-254,677,000","-23,859,000"
			DeferredIncomeTax,"2,670,000","-7,000","-977,000","0","3,654,000","-3,654,000","-3,914,000","-5,144,000","-2,638,000","-254,677,000","-23,859,000"
		AssetImpairmentCharge,"2,000","0","0","0","2,000","3,000","108,568,000","2,578,000","2,319,000","4,823,678,000","9,604,000"
		StockBasedCompensation,"18,126,000","4,848,000","4,289,000","4,287,000","4,702,000","2,198,000","15,054,000","4,834,000","4,890,000","6,807,000","7,237,000"
		OtherNonCashItems,"14,105,000","3,433,000","-5,819,000","2,522,000","13,969,000","2,320,000","-829,200,000","52,044,000","10,567,000","6,188,000","9,073,000"
		ChangeInWorkingCapital,"-40,236,000","-43,045,000","-44,714,000","74,234,000","-26,711,000","3,394,000","22,947,000","48,177,000","-45,033,000","36,734,000","38,322,000"
			ChangeInReceivables,"-235,876,000","-111,813,000","-119,281,000","31,380,000","-36,162,000","-60,542,000","-3,991,000","878,000","18,052,000","149,819,000","12,174,000"
				ChangesInAccountReceivables,"-235,876,000","-111,813,000","-119,281,000","31,380,000","-36,162,000","-60,542,000","-3,991,000","878,000","18,052,000","149,819,000","12,174,000"
			ChangeInInventory,"-1,671,000","667,000","-240,000","5,288,000","-7,386,000","4,506,000","4,103,000","2,533,000","-4,439,000","-4,300,000","-2,217,000"
			ChangeInPrepaidAssets,"4,147,000","-369,000","1,096,000","736,000","2,684,000","1,089,000","4,805,000","1,358,000","-8,100,000","635,000","-3,828,000"
			ChangeInPayablesAndAccruedExpense,"174,444,000","52,122,000","65,575,000","37,973,000","18,774,000","62,195,000","25,212,000","44,189,000","-50,523,000","-106,145,000","30,771,000"
			ChangeInOtherWorkingCapital,"18,720,000","16,348,000","8,136,000","-1,143,000","-4,621,000","-3,854,000","-7,182,000","-781,000","-23,000","-3,275,000","1,422,000"
InvestingCashFlow,"-849,598,000","29,303,000","-831,738,000","-135,781,000","88,618,000","-41,868,000","-49,919,000","60,069,000","18,334,000","-130,768,000","-157,940,000"
	CashFlowFromContinuingInvestingActivities,"-849,598,000","29,303,000","-831,738,000","-135,781,000","88,618,000","-41,868,000","-49,919,000","60,069,000","18,334,000","-130,768,000","-157,940,000"
		CapitalExpenditureReported,"-239,693,000","-48,831,000","-69,619,000","-57,984,000","-63,259,000","-21,958,000","-50,036,000","-21,493,000","-122,682,000","-147,601,000","-154,951,000"
		NetPPEPurchaseAndSale,,,"2,048,000","3,646,000","364,775,000","2,686,000","0","1,408,000","1,967,000","11,813,000","1,337,000"
			PurchaseOfPPE,,,"-141,000","-427,000",,,,,,,
			SaleOfPPE,,,"2,189,000","4,073,000","367,133,000","2,686,000","0","1,408,000","1,967,000","11,813,000","1,337,000"
		NetBusinessPurchaseAndSale,"-457,095,000","135,688,000","-515,597,000","0",,,,"0",,,"-12,672,000"
			PurchaseOfBusiness,"-601,465,000","-11,368,000","-515,597,000","0",,,,"0",,,"-12,672,000"
			SaleOfBusiness,,"147,056,000",,,,,,,,,
		NetInvestmentPurchaseAndSale,"-539,081,000","-70,670,000","-330,989,000","976,000","-138,398,000","-22,596,000","117,000","80,154,000","139,049,000","5,020,000","8,346,000"
			PurchaseOfInvestment,"-539,081,000","-70,670,000",,,,,,,,,
