name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"1,750,624,000","604,670,000","222,200,000","178,844,000","298,017,000","447,229,000","279,659,000","157,024,000","35,538,000","3,377,000","8,816,000","2,507,000","3,357,000","3,982,000","6,127,000","7,735,000","10,773,000","9,653,000","10,412,000","8,352,000","6,732,000","5,680,000","5,399,000","3,231,000","2,505,000","4,218,000","5,853,000","6,525,000","13,996,000","9,877,000","6,724,000","8,214,000","8,259,000","7,462,000","8,748,000","4,802,000","3,531,000","3,833,000","4,566,000","5,765,000","7,103,000","4,642,000","5,845,000","5,008,000","3,001,000","834,000","51,000","175,000","7,000","110,000","74,000","201,000","29,000","21,000","70,000","194,000","342,000","458,000","-629,000","1,315,000","158,000","668,000","1,348,000","1,193,000","839,000","1,303,000","2,244,000","1,867,000","2,315,000","962,000","2,046,000","653,000","3,005,000","3,220,000","4,048,000","4,269,000","2,275,000","1,194,000","1,699,000","2,467,000","4,745,000","6,094,000","6,117,000","5,038,000","7,945,000","4,966,000","807,000","370,000","588,000","710,000","700,000","100,000","300,000","100,000","200,000","200,000","100,000","200,000","300,000","100,000","100,000","100,000","0","100,000","100,000","100,000"
	OperatingRevenue,"1,750,624,000","604,670,000","222,200,000","178,844,000","298,017,000","447,229,000","279,659,000","157,024,000","35,538,000","3,377,000","8,816,000","2,507,000","3,357,000","3,982,000","6,127,000","7,735,000","10,773,000","9,653,000","10,412,000","8,352,000","6,732,000","5,680,000","5,399,000","3,231,000","2,505,000","4,218,000","5,853,000","6,525,000","13,996,000","9,877,000","6,724,000","8,214,000","8,259,000","7,462,000","8,748,000","4,802,000","3,531,000","3,833,000","4,566,000","5,765,000","7,103,000","4,642,000","5,845,000","5,008,000","3,001,000","834,000","51,000","175,000","7,000","110,000","74,000","201,000","29,000","21,000","70,000","194,000","342,000","458,000","-629,000","1,315,000","158,000","668,000","1,348,000","1,193,000","839,000","1,303,000","2,244,000","1,867,000","2,315,000","962,000","2,046,000","653,000","3,005,000","3,220,000","4,048,000","4,269,000","2,275,000","1,194,000","1,699,000","2,467,000","4,745,000","6,094,000","6,117,000","5,038,000","7,945,000","4,966,000","807,000","370,000","588,000","710,000","700,000","100,000","300,000","100,000","200,000","200,000","100,000","200,000","300,000","100,000","100,000","100,000","0","100,000","100,000","100,000"
CostOfRevenue,,"15,204,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,747,000","2,687,000","2,459,000","2,837,000","4,027,000","5,102,000","3,021,000","2,603,000","2,276,000","1,632,000","1,712,000","1,952,000","3,838,000","5,118,000","3,786,000","7,003,000","0","0","0","0","0","0","0","0","0","0","0",,,,,"-3,048,000","1,096,000","855,000","1,404,000","2,909,000","1,170,000","1,161,000","1,548,000","717,000","1,068,000","2,027,000","1,979,000","1,362,000","364,000","1,501,000","263,000","673,000","761,000","388,000","234,000","731,000","762,000","1,008,000","1,057,000","1,126,000","822,000","1,061,000","1,043,000","-285,000","-103,000","-104,000","-102,000","-100,000","-200,000",,"-100,000","-100,000",,"-100,000","-100,000","-100,000","-100,000",,"-100,000","-100,000","-100,000","-100,000","-100,000"
GrossProfit,,"589,466,000",,,,,,,,,,,,,,,,,,"-33,510,000","-32,531,000","-31,974,000","-45,701,000","-49,752,000","-62,399,000","-64,734,000","-70,051,000","3,778,000","11,309,000","7,418,000","3,887,000","4,187,000","3,157,000","4,441,000","6,145,000","2,526,000","1,899,000","2,121,000","2,614,000","1,927,000","1,985,000","856,000","-1,158,000","5,008,000","3,001,000","834,000","51,000","175,000","7,000","110,000","74,000","201,000","29,000","21,000","70,000","194,000","342,000","458,000","2,419,000","219,000","-697,000","-736,000","-1,561,000","23,000","-322,000","-245,000","1,527,000","799,000","288,000","-1,017,000","684,000","289,000","1,504,000","2,957,000","3,375,000","3,508,000","1,887,000","960,000","968,000","1,705,000","3,737,000","5,037,000","4,991,000","4,216,000","6,884,000","3,923,000","1,092,000","473,000","692,000","812,000","800,000","300,000",,"200,000","300,000","200,000","200,000","300,000","400,000","200,000","100,000","200,000","100,000","200,000","200,000","200,000"
OperatingExpense,"3,004,072,000","380,174,000","1,047,171,000","485,988,000","643,846,000","655,861,000","462,512,000","350,966,000","52,565,000","26,274,000","37,521,000","26,510,000","40,023,000","44,205,000","52,639,000","49,635,000","52,766,000","53,166,000","58,196,000","49,980,000","48,203,000","46,506,000","59,444,000","66,539,000","79,003,000","79,480,000","92,809,000","36,977,000","32,130,000","31,731,000","35,552,000","23,976,000","21,008,000","18,826,000","20,398,000","17,805,000","14,797,000","12,126,000","12,109,000","8,776,000","7,840,000","8,323,000","3,101,000","8,976,000","8,922,000","8,264,000","7,083,000","10,714,000","9,475,000","11,564,000","14,228,000","8,463,000","7,859,000","7,158,000","9,280,000","9,920,000","8,546,000","7,678,000","5,715,000","9,476,000","8,028,000","8,256,000","5,279,000","5,717,000","6,716,000","4,790,000","-5,181,000","3,036,000","5,513,000","7,400,000","10,592,000","2,609,000","8,844,000","7,853,000","6,435,000","6,468,000","6,519,000","6,361,000","5,860,000","8,044,000","8,971,000","10,131,000","8,039,000","6,588,000","8,566,000","6,076,000","6,176,000","3,849,000","3,519,000","2,267,000","1,900,000","2,100,000","1,100,000","1,100,000","2,000,000","1,500,000","1,500,000","1,200,000","1,500,000","1,400,000","1,400,000","1,300,000","1,900,000","1,200,000","1,500,000","1,300,000"
	SellingGeneralAndAdministration,"331,160,000","95,992,000","84,214,000","77,793,000","73,161,000","63,190,000","61,313,000","56,879,000","17,719,000","9,379,000","8,181,000","7,899,000","9,606,000","8,732,000","9,224,000","8,309,000","8,224,000","8,652,000","8,540,000","8,118,000","8,940,000","8,852,000","8,344,000","13,556,000","14,099,000","10,528,000","8,851,000","9,060,000","7,088,000","5,843,000","5,057,000","4,757,000","5,806,000","4,308,000","4,079,000","3,857,000","4,012,000","2,694,000","2,697,000","2,381,000","2,664,000","3,246,000","2,453,000","2,737,000","3,338,000","2,850,000","2,277,000","2,844,000","3,148,000","2,535,000","3,267,000","3,207,000","2,562,000","2,892,000","3,415,000","1,265,000","3,166,000","3,244,000","1,602,000","3,842,000","3,835,000","4,597,000","2,086,000","2,814,000","3,315,000","2,758,000","3,612,000","2,731,000","4,136,000","6,178,000","9,051,000","11,555,000","7,615,000","4,806,000","4,090,000","3,914,000","3,727,000","3,996,000","4,207,000","4,342,000","5,766,000","7,189,000","5,450,000","4,831,000","4,729,000","3,484,000","3,094,000","822,000","1,302,000","641,000","600,000","800,000","500,000","500,000","600,000","600,000","700,000","500,000","500,000","600,000","600,000","600,000","600,000","300,000","500,000","400,000"
		GeneralAndAdministrativeExpense,,,"84,214,000","77,793,000","73,161,000","63,190,000","61,313,000","56,879,000","17,719,000","9,379,000","8,181,000","7,899,000","9,606,000","8,732,000","9,224,000","8,309,000","8,224,000","8,652,000","8,540,000","8,118,000","8,940,000","8,852,000","8,344,000","13,556,000","14,099,000","10,528,000","8,851,000","9,060,000","7,088,000","5,843,000","5,057,000","4,757,000","5,806,000","4,308,000","4,079,000","3,857,000","4,012,000","2,694,000","2,697,000","2,381,000","2,664,000","3,246,000",,"2,737,000","3,338,000","2,850,000","2,277,000","2,844,000","3,148,000","2,535,000","3,267,000","3,207,000","2,562,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,"84,214,000","77,793,000","73,161,000","63,190,000","61,313,000","56,879,000","17,719,000","9,379,000","8,181,000","7,899,000","9,606,000","8,732,000","9,224,000","8,309,000","8,224,000","8,652,000","8,540,000","8,118,000","8,940,000","8,852,000","8,344,000","13,556,000","14,099,000","10,528,000","8,851,000","9,060,000","7,088,000","5,843,000","5,057,000","4,757,000","5,806,000","4,308,000","4,079,000","3,857,000","4,012,000","2,694,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"2,325,320,000","383,483,000","962,957,000","408,195,000","570,685,000","592,671,000","401,199,000","294,087,000","34,846,000","16,895,000","29,340,000","18,611,000","30,417,000","35,473,000","43,415,000","41,326,000","44,542,000","44,514,000","49,656,000","41,862,000","39,263,000","37,654,000","51,100,000","52,983,000","64,904,000","68,952,000","83,958,000","27,917,000","25,042,000","25,888,000","30,495,000","19,219,000","15,202,000","14,518,000","16,319,000","13,948,000","10,785,000","9,432,000","9,412,000","6,395,000","5,176,000","5,077,000","648,000","6,239,000","5,584,000","5,414,000","4,806,000","7,870,000","6,327,000","9,029,000","10,961,000","5,256,000","5,297,000","4,266,000","5,865,000","8,655,000","5,380,000","4,434,000","4,113,000","5,634,000","4,193,000","3,659,000","3,193,000","2,903,000","3,401,000","2,032,000","1,316,000","1,161,000","1,377,000","1,222,000","1,541,000","1,552,000","1,229,000","3,047,000","2,345,000","2,554,000","2,792,000","2,365,000","1,653,000","3,702,000","3,205,000","2,942,000","2,589,000","1,757,000","3,837,000","2,592,000","2,797,000","2,924,000","2,113,000","1,524,000","1,200,000","1,100,000","600,000","500,000","1,300,000","900,000","700,000","600,000","900,000","700,000","800,000","600,000","1,200,000","800,000","900,000","800,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"285,000","103,000","104,000","102,000","100,000","200,000",,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","0","100,000","100,000","100,000","100,000","100,000"
