name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalRevenue,"11,115,000","29,861,000","-7,095,000","-34,383,000","23,192,000","99,395,000","78,191,000","130,203,000","475,887,000","-577,573,000","66,411,000","55,980,000","41,471,000","56,797,000","32,171,000","60,809,000","49,778,000","44,513,000","54,258,000","31,763,000","41,784,000","30,544,000","22,032,000","51,600,000","1,034,000","19,141,000","15,045,000","52,523,000","32,159,000","4,720,000","19,237,000","65,819,000","81,520,000","45,028,000","63,912,000","48,458,000","76,257,000","65,098,000","-2,247,000","99,196,000","64,406,000","46,649,000","1,251,000","41,985,000","30,223,000","17,283,000","4,938,000","12,656,000","13,324,000","3,854,000","316,000"
	OperatingRevenue,"11,115,000","29,861,000","-7,095,000","-34,383,000","23,192,000","99,395,000","78,191,000","130,203,000","475,887,000","-577,573,000","66,411,000","55,980,000","41,471,000","56,797,000","32,171,000","60,809,000","49,778,000","44,513,000","54,258,000","31,763,000","41,784,000","30,544,000","22,032,000","51,600,000","1,034,000","19,141,000","15,045,000","52,523,000","32,159,000","4,720,000","19,237,000","65,819,000","81,520,000","45,028,000","63,912,000","48,458,000","76,257,000","65,098,000","-2,247,000","99,196,000","64,406,000","46,452,000","1,475,000","41,887,000","30,223,000","17,283,000","4,938,000","12,673,000","13,324,000","3,854,000","316,000"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0",
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,196,000","64,406,000","46,649,000","39,123,000","41,985,000","30,223,000","17,283,000","13,629,000","12,656,000","13,324,000","3,854,000",
OperatingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,945,000","18,169,000","15,400,000","2,669,000","11,882,000","9,251,000","6,719,000","3,209,000","4,315,000","3,261,000","2,473,000",
	SellingGeneralAndAdministration,"3,252,000","1,437,000","870,000","-383,000","1,328,000","2,185,000","1,132,000","1,039,000","1,200,000","519,000","1,513,000","1,644,000","1,771,000","1,969,000","1,369,000","1,924,000","2,220,000","1,268,000","1,404,000","1,067,000","1,959,000","1,892,000","1,979,000","1,508,000","2,224,000","1,289,000","1,618,000","1,550,000","1,389,000","2,808,000","1,660,000","1,843,000","1,883,000","2,942,000","2,095,000","2,292,000","1,438,000","2,089,000","-55,460,000","29,828,000","18,169,000","7,733,000","-18,060,000","9,984,000","7,591,000","5,836,000","-5,729,000","3,323,000","2,637,000","2,305,000","1,017,000"
		GeneralAndAdministrativeExpense,"3,252,000","1,437,000","870,000","-383,000","1,328,000","2,185,000","1,132,000","1,039,000","1,200,000","519,000","1,513,000","1,644,000","1,771,000","1,969,000","1,369,000","1,924,000","2,220,000","1,268,000","1,404,000","1,067,000","1,959,000","1,892,000","1,979,000","1,508,000","2,224,000","1,289,000","1,618,000","1,550,000","1,389,000","2,808,000","1,660,000","1,843,000","1,883,000","2,942,000","2,095,000","2,292,000","1,438,000","2,089,000","-55,460,000","29,828,000","18,169,000","7,733,000","-18,060,000","9,984,000","7,591,000","5,836,000","-5,729,000","3,323,000","2,637,000","2,305,000","1,017,000"
			SalariesAndWages,"3,252,000","1,437,000","870,000","-383,000","1,328,000","2,185,000","1,132,000","1,039,000","1,200,000","519,000","1,513,000","1,644,000","1,771,000","1,969,000","1,369,000","1,924,000","2,220,000","1,268,000","1,404,000","1,067,000","1,959,000","1,892,000","1,979,000","1,508,000","2,224,000","1,289,000","1,618,000","1,550,000","1,389,000","2,808,000","1,660,000","1,843,000","1,883,000","2,942,000","2,095,000","2,292,000","1,438,000","2,089,000","2,102,000","1,997,000","1,744,000","1,301,000","1,330,000","1,567,000","1,250,000","1,014,000","415,000","573,000","836,000","803,000","820,000"
			InsuranceAndClaims,,,,,"384,000","435,000","339,000","354,000","319,000","339,000","328,000","309,000","322,000","280,000","278,000","274,000","337,000","305,000","182,000","300,000","330,000","338,000","388,000","304,000","316,000","318,000","320,000","309,000","302,000","373,000","251,000","247,000","252,000",,,,,,,,,,,,,"190,000","188,000",,"200,000","197,000","197,000"
			OtherGandA,,,,,"4,378,000","2,921,000","3,506,000","2,748,000","3,821,000","3,627,000","3,487,000","3,594,000","2,627,000","2,345,000","3,452,000","1,501,000","1,521,000","1,379,000","1,477,000","1,567,000","1,988,000","1,752,000","1,888,000","1,696,000","2,766,000","2,996,000","3,624,000","2,857,000","2,857,000","2,684,000","2,723,000","3,048,000","2,865,000","8,074,000","8,924,000","8,539,000","8,455,000","6,492,000","-45,126,000","27,831,000","16,425,000","6,432,000","5,970,000","8,417,000","6,341,000","4,632,000","4,114,000","2,750,000","1,601,000","1,305,000",
