name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"1,371,717,000","1,077,212,000","1,131,195,000","845,893,000","1,003,159,000","686,975,000","782,015,000","424,255,000","532,669,000","344,264,000","439,087,000","490,908,000","245,080,000","290,012,000","195,091,000","239,290,000","126,135,000","146,888,000","184,670,000","214,255,000","60,191,000","27,017,000"
	CurrentAssets,"1,171,085,000","876,254,000","944,381,000","666,580,000","900,696,000","603,406,000","708,285,000","362,562,000","474,446,000","328,281,000","423,170,000","474,352,000","227,373,000","272,339,000","182,980,000","227,602,000","114,673,000","136,665,000","179,503,000","208,616,000","53,169,000","24,035,000"
		CashCashEquivalentsAndShortTermInvestments,"602,475,000","364,593,000","520,440,000","366,107,000","566,261,000","355,334,000","546,214,000","261,061,000","428,239,000","316,727,000","416,574,000","465,739,000","217,407,000","264,249,000","168,185,000","217,452,000","104,206,000","131,468,000","175,754,000","204,290,000","52,286,000","23,565,000"
			CashAndCashEquivalents,"169,065,000","171,945,000","501,409,000","306,267,000","464,714,000","132,149,000","316,231,000","261,061,000","428,239,000","316,727,000","416,574,000","465,739,000","217,407,000","264,249,000","168,185,000","217,452,000","104,206,000","131,468,000","175,754,000","204,290,000","52,286,000","23,565,000"
				CashFinancial,,,,,,,,"261,061,000","428,239,000","316,727,000","416,574,000","465,739,000","217,407,000","264,249,000","168,185,000","217,452,000","104,206,000","131,468,000","175,754,000","204,290,000","52,286,000","23,565,000"
			OtherShortTermInvestments,"433,410,000","192,648,000","19,031,000","59,840,000","101,547,000","223,185,000","229,983,000",,,,,,,,,,,,,,,
		Receivables,"328,342,000","308,269,000","252,952,000","168,637,000","156,769,000","120,111,000","79,522,000","44,796,000","4,337,000","2,978,000",,,,,"1,290,000",,,,,,,
			AccountsReceivable,"328,342,000","308,269,000","252,952,000","168,637,000","156,769,000","120,111,000","79,522,000","44,796,000","4,337,000",,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,"127,931,000",,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,"-7,820,000",,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,"2,978,000",,,,,"1,290,000",,,,,,,
		Inventory,"91,281,000","80,608,000","74,864,000","64,058,000","58,329,000","39,563,000","20,131,000","8,970,000","4,582,000",,,,,,,,,,,,,
			RawMaterials,,,,,"0","931,000","976,000","0","0",,,,,,,,,,,,,
			WorkInProcess,,,,,"51,452,000","33,266,000","16,898,000","8,302,000","4,287,000",,,,,,,,,,,,,
			FinishedGoods,,,,,"6,877,000","5,366,000","2,257,000","668,000","295,000",,,,,,,,,,,,,
		PrepaidAssets,"104,891,000","88,838,000","61,698,000","48,871,000","119,337,000","88,398,000","62,418,000","47,735,000","37,288,000","8,572,000","5,710,000","8,479,000","9,295,000","7,603,000","13,247,000","9,930,000","10,253,000","5,097,000","3,607,000","4,205,000","860,000","388,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,"0","0","0","67,000"
		OtherCurrentAssets,"44,096,000","33,946,000","34,427,000","18,907,000",,,,,,"4,000","886,000","134,000","671,000","487,000","258,000","220,000","214,000","100,000","142,000","121,000","23,000","15,000"
	TotalNonCurrentAssets,"200,632,000","200,958,000","186,814,000","179,313,000","102,463,000","83,569,000","73,730,000","61,693,000","58,223,000","15,983,000","15,917,000","16,556,000","17,707,000","17,673,000","12,111,000","11,688,000","11,462,000","10,223,000","5,167,000","5,639,000","7,022,000","2,982,000"
		NetPPE,"14,534,000","14,690,000","10,409,000","10,885,000","11,258,000","9,340,000","8,802,000","8,979,000","8,933,000","8,152,000","7,460,000","7,433,000","7,157,000","6,248,000","4,891,000","3,792,000","2,936,000","2,344,000","267,000","92,000","43,000","26,000"
			GrossPPE,,"19,302,000",,,,"11,454,000",,,,"9,084,000",,,,"6,551,000",,,,"2,387,000",,,,"34,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,
				BuildingsAndImprovements,,"12,297,000",,,,"6,858,000",,,,"6,858,000",,,,"5,410,000",,,,,,,,
				MachineryFurnitureEquipment,,"7,005,000",,,,"3,737,000",,,,"2,116,000",,,,"1,141,000",,,,"189,000",,,,"34,000"
				ConstructionInProgress,,"0",,,,"860,000",,,,"110,000",,,,"0",,,,"2,198,000",,,,
			AccumulatedDepreciation,,"-4,612,000",,,,"-2,114,000",,,,"-932,000",,,,"-303,000",,,,"-43,000",,,,"-8,000"
		GoodwillAndOtherIntangibleAssets,"55,910,000","56,438,000","56,968,000","57,501,000","58,226,000","39,087,000","39,811,000","40,535,000","41,259,000",,,,,,,,,,,,,
			OtherIntangibleAssets,,,,,,,,"40,535,000","41,259,000",,,,,,,,,,,,,
		InvestmentsAndAdvances,,"0","0",,"0","1,176,000","1,866,000","2,473,000","3,958,000","5,338,000","7,106,000","9,099,000","10,514,000","11,414,000","7,156,000","7,853,000","8,494,000","7,847,000","4,900,000","5,538,000","4,511,000","2,753,000"
			LongTermEquityInvestment,,"0","0",,"0","1,176,000","1,866,000","2,473,000","3,958,000","5,338,000","7,106,000","9,099,000","10,514,000","11,414,000","7,156,000","7,853,000","8,494,000","7,847,000","4,900,000","5,538,000","4,511,000","2,753,000"
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,"0","9,000","2,408,000","143,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,"0","9,000","9,000","9,000"
		OtherNonCurrentAssets,"130,188,000","129,830,000","119,437,000","110,927,000","32,979,000","33,966,000","23,251,000","9,706,000","4,073,000","2,493,000","1,351,000","24,000","36,000","11,000","64,000","43,000","32,000","32,000","0",,"60,000","60,000"
TotalLiabilitiesNetMinorityInterest,"1,838,130,000","1,760,221,000","1,662,402,000","1,242,489,000","1,221,314,000","1,019,164,000","935,833,000","459,721,000","410,711,000","351,688,000","320,111,000","304,167,000","148,069,000","139,092,000","129,278,000","120,460,000","18,319,000","14,917,000","28,477,000","21,403,000","113,733,000","9,842,000"
	CurrentLiabilities,"576,114,000","534,202,000","462,276,000","399,132,000","395,791,000","276,760,000","217,118,000","166,417,000","122,098,000","66,173,000","47,206,000","44,669,000","23,693,000","19,534,000","15,264,000","12,755,000","16,865,000","9,429,000","22,113,000","17,521,000","15,442,000","7,942,000"
		PayablesAndAccruedExpenses,"478,252,000","431,593,000","367,480,000","309,668,000","305,581,000","184,813,000","150,408,000","102,972,000","97,011,000","62,652,000","42,987,000","42,522,000","22,647,000","19,426,000","12,964,000","10,935,000","15,759,000","8,978,000","20,849,000","11,979,000","10,642,000","3,699,000"
			Payables,"56,202,000","51,683,000","49,437,000","60,002,000","64,571,000","48,476,000","43,976,000","17,044,000","29,703,000","26,071,000","25,062,000","27,002,000","14,210,000","10,752,000","4,658,000","4,027,000","9,051,000","4,721,000","8,818,000","6,227,000","4,314,000","845,000"
				AccountsPayable,"56,202,000","51,683,000","49,437,000","60,002,000","64,571,000","48,476,000","43,976,000","17,044,000","29,703,000","14,071,000","11,562,000","13,502,000","8,210,000","10,752,000","4,658,000","4,027,000","9,051,000","4,721,000","8,753,000","5,986,000","4,022,000","746,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,"65,000","241,000","292,000","99,000"
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,"65,000","241,000","292,000","99,000"
				OtherPayable,,,,,,,,,,"12,000,000","13,500,000","13,500,000","6,000,000",,,,,,"0",,,
			CurrentAccruedExpenses,"422,050,000","379,910,000","318,043,000","249,666,000","241,010,000","136,337,000","106,432,000","85,928,000","67,308,000","36,581,000","17,925,000","15,520,000","8,437,000","8,674,000","8,306,000","6,908,000","6,708,000","4,257,000","12,031,000","5,752,000","6,328,000","2,854,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"35,362,000","40,109,000","32,296,000","26,964,000","27,710,000","29,447,000","19,835,000","32,195,000","9,462,000","3,521,000","4,219,000","2,147,000","1,046,000","108,000","2,277,000","1,467,000","753,000","89,000","1,264,000","757,000","311,000","27,000"
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,"23,000","353,000","353,000","362,000","0","4,785,000","4,489,000","4,216,000"
			CurrentDebt,,,,,,,,,,,,,,,,,,,"0","4,785,000","4,489,000","4,216,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,"0","0","4,785,000","4,489,000","4,216,000"
			CurrentCapitalLeaseObligation,,,,,,,,,,,,,,"0","23,000","353,000","353,000","362,000",,,,
