name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"696,826,377","1,040,109,547","1,710,662,996","2,136,301,467"
EnterpriseValue,"471,813,377","788,836,547","1,448,994,996","2,099,126,467"
PsRatio,"5.551","4.676","18.077",
PbRatio,"2.279","3.586","203.494",
EnterprisesValueRevenueRatio,"3.761","28.351","38.125","59.714"
EnterprisesValueEBITDARatio,"-10.481","-168.231","38.308","-25.885"
