name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"719,796,936","724,014,295","685,990,719","623,938,379","691,816,474","679,354,079","628,276,244","705,829,822"
TotalLiabilitiesNetMinorityInterest,"10,287,066","10,991,513","9,041,962","7,388,678","8,569,347","12,542,982","5,041,794","12,393,724"
TotalEquityGrossMinorityInterest,"709,509,870","713,022,782","676,948,757","616,549,701","683,247,127","666,811,097","623,234,450","693,436,098"
	StockholdersEquity,"709,509,870","713,022,782","676,948,757","616,549,701","683,247,127","666,811,097","623,234,450","693,436,098"
		CapitalStock,"606,225,184","618,323,885","618,323,885","652,111,708","655,666,945","671,004,730","673,322,419","680,249,058"
			CommonStock,"606,225,184","618,323,885","618,323,885","652,111,708","655,666,945","671,004,730","673,322,419","680,249,058"
		RetainedEarnings,"103,284,686","94,698,897","58,624,872","-35,562,007","27,580,182","-4,193,633","-50,087,969","-11,950,317"
TotalCapitalization,,"713,574,369",,,,,,
CommonStockEquity,"709,509,870","713,022,782","676,948,757","616,549,701","683,247,127","666,811,097","623,234,450","693,436,098"
NetTangibleAssets,"709,509,870","713,022,782","676,948,757","616,549,701","683,247,127","666,811,097","623,234,450","693,436,098"
InvestedCapital,,"713,574,369",,,,,,
TangibleBookValue,"709,509,870","713,022,782","676,948,757","616,549,701","683,247,127","666,811,097","623,234,450","693,436,098"
TotalDebt,,"551,587",,,,,,
NetDebt,,"551,587",,,,,,
ShareIssued,"104,237,971","104,237,971","104,237,971","104,964,522","105,679,515","107,278,332","107,706,596","109,049,017"
OrdinarySharesNumber,"104,237,971","104,237,971","104,237,971","104,964,522","105,679,515","107,278,332","107,706,596","109,049,017"
