name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
TotalRevenue,"422,437,000","97,529,000","117,130,000","103,747,000","104,031,000","88,845,000","116,680,000","103,468,000","89,432,000","79,943,000","126,301,000","131,167,000","102,215,000","68,730,000","130,692,000","65,686,000","81,106,000","69,155,000","94,208,000","86,825,000","65,077,000","52,166,000","87,459,000","66,106,000","54,350,000","66,042,000","53,307,000","39,572,000","27,744,000","28,932,000","38,073,000","16,918,000","6,840,000","14,605,000","5,031,000","4,932,000","9,663,000","3,255,000","26,980,000","96,413,000","14,604,000","12,248,000","32,154,000","12,218,000","11,262,000","10,237,000","16,772,000","9,059,000","10,959,000","9,052,000","8,604,000","15,257,000","6,610,000","5,231,000","4,974,000"
	OperatingRevenue,"422,437,000","97,529,000","117,130,000","103,747,000","104,031,000","88,845,000","116,680,000","103,468,000","89,432,000","79,943,000","126,301,000","131,167,000","102,215,000","68,730,000","130,692,000","65,686,000","81,106,000","69,155,000","94,208,000","86,825,000","65,077,000","52,166,000","87,459,000","66,106,000","54,350,000","66,042,000","53,307,000","39,572,000","27,744,000","28,932,000","38,073,000","16,918,000","6,840,000","14,605,000","5,031,000","4,932,000","9,663,000","3,255,000","26,980,000","96,413,000","14,604,000","12,248,000","32,154,000","12,218,000","11,262,000","10,237,000","16,772,000","9,059,000","10,959,000","9,052,000","8,604,000","15,257,000","6,610,000","5,231,000","4,974,000"
CostOfRevenue,,,"0","0","0","0","897,000","0","0","2,239,000","11,013,000","506,000","11,313,000","1,043,000","21,463,000","4,616,000","4,065,000","2,607,000","8,984,000","6,080,000","3,502,000","531,000","1,868,000",,"0","0","0","0","8,150,000","12,000","13,141,000","0","10,518,000","1,924,000","533,000","2,021,000","3,418,000","1,231,000","965,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
GrossProfit,,,"117,130,000","103,747,000","104,031,000","88,845,000","115,783,000","103,468,000","89,432,000","77,704,000","115,288,000","130,661,000","90,902,000","67,687,000","109,229,000","61,070,000","77,041,000","66,548,000","85,224,000","80,745,000","61,575,000","51,635,000","85,591,000",,"54,350,000","66,042,000","53,307,000","39,572,000","19,594,000","28,920,000","24,932,000","16,918,000","-3,678,000","12,681,000","4,498,000","2,911,000","6,245,000","2,024,000","26,015,000","96,413,000","14,604,000","12,248,000","32,154,000","12,218,000","11,262,000","10,237,000","16,772,000","9,059,000","10,959,000","9,052,000","8,604,000","15,257,000","6,610,000","5,231,000","4,974,000"
OperatingExpense,"178,085,000","39,683,000","60,538,000","38,649,000","39,215,000","43,136,000","50,249,000","56,620,000","56,719,000","64,477,000","65,727,000","68,470,000","72,004,000","118,731,000","102,451,000","103,201,000","110,771,000","101,904,000","101,546,000","100,736,000","95,557,000","89,726,000","90,353,000","85,726,000","69,665,000","68,010,000","59,134,000","56,269,000","61,603,000","56,987,000","58,057,000","53,657,000","51,441,000","57,068,000","51,236,000","59,462,000","66,125,000","90,857,000","69,915,000","48,805,000","55,438,000","47,884,000","39,186,000","33,834,000","30,214,000","28,779,000","29,567,000","25,224,000","28,278,000","25,280,000","32,739,000","23,544,000","25,187,000","23,801,000","21,774,000"
	SellingGeneralAndAdministration,"112,342,000","28,861,000","28,687,000","27,742,000","27,052,000","27,652,000","33,982,000","34,928,000","34,643,000","36,450,000","39,190,000","40,919,000","43,246,000","64,741,000","58,179,000","55,248,000","68,363,000","61,923,000","57,953,000","61,774,000","57,792,000","55,604,000","55,208,000","44,987,000","36,918,000","36,168,000","31,507,000","30,439,000","32,955,000","30,346,000","30,575,000","28,535,000","29,299,000","29,924,000","28,720,000","30,264,000","30,870,000","33,374,000","25,612,000","25,352,000","23,200,000","18,374,000","14,962,000","10,929,000","10,805,000","9,224,000","8,301,000","6,482,000","7,325,000","6,643,000",,"4,941,000","5,790,000","5,194,000",
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,955,000","30,346,000","30,575,000",,,"29,924,000",,"30,264,000",,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,212,000","3,372,000","6,192,000",,,"3,384,000",,"2,850,000",,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,743,000","26,974,000","24,383,000",,,"26,540,000",,"27,414,000",,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"65,743,000","10,822,000","31,851,000","10,907,000","12,163,000","15,484,000","16,267,000","21,692,000","22,076,000","28,027,000","26,537,000","27,551,000","28,758,000","53,990,000","44,272,000","46,794,000","38,932,000","36,505,000","40,117,000","37,065,000","37,344,000","33,702,000","38,442,000","37,526,000","31,682,000","31,842,000","27,627,000","25,830,000","28,648,000","26,641,000","27,482,000","25,122,000","22,142,000","27,144,000","22,516,000","23,016,000","24,093,000","32,753,000","28,273,000","23,453,000","32,238,000","29,510,000","24,224,000","22,905,000","19,409,000","19,555,000","21,266,000","18,742,000","20,953,000","18,637,000","26,068,000","18,603,000","19,397,000","18,607,000","16,500,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,"0","0","0","0","0","1,159,000","3,476,000","3,476,000","3,476,000","1,897,000","421,000","420,000","-3,297,000","3,213,000","1,065,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,"0","0","0","0","0","1,159,000","3,476,000","3,476,000","3,476,000","1,897,000","421,000","420,000","-3,297,000","3,213,000","1,065,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,"0","0","0","0","0","1,159,000","3,476,000","3,476,000","3,476,000","1,897,000","421,000","420,000","-3,297,000","3,213,000","1,065,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,"0","0","0","0","0","1,159,000","3,476,000","3,476,000","3,476,000","1,897,000","421,000","420,000","-3,297,000","3,213,000","1,065,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,"0",,"-3,169,000",,,,,,,,,,,,,,,,,,,,,,"0","6,182,000","11,162,000","24,730,000","8,368,000",,,,,,,,,,,,,,,,
OperatingIncome,"244,352,000","57,846,000","56,592,000","65,098,000","64,816,000","45,709,000","65,534,000","46,848,000","32,713,000","13,227,000","49,561,000","62,191,000","18,898,000","-51,044,000","6,778,000","-42,131,000","-33,730,000","-35,356,000","-16,322,000","-19,991,000","-33,982,000","-38,091,000","-4,762,000","-19,620,000","-15,315,000","-1,968,000","-5,827,000","-16,697,000","-42,009,000","-28,067,000","-33,125,000","-36,739,000","-55,119,000","-44,387,000","-46,738,000","-56,551,000","-59,880,000","-88,833,000","-43,900,000","47,608,000","-40,834,000","-35,636,000","-7,032,000","-21,616,000","-18,952,000","-18,542,000","-12,795,000","-16,165,000","-17,319,000","-16,228,000","-24,135,000","-8,287,000","-18,577,000","-18,570,000","-16,800,000"
NetNonOperatingInterestIncomeExpense,"-25,105,000","-2,111,000","-7,771,000","-7,663,000","-7,560,000","-7,430,000","-7,301,000","-7,188,000","-7,042,000","-6,443,000","-6,558,000","-9,564,000","-8,762,000","-8,856,000","-8,749,000","-8,741,000","-8,651,000","-8,592,000","-8,587,000","-8,534,000","-8,550,000","-8,588,000","-9,308,000","-9,458,000","-9,532,000","-9,686,000","-9,830,000","-9,865,000","-5,803,000","-5,155,000","-5,183,000","-5,249,000","-5,238,000","-5,239,000","-5,248,000","-5,224,000","-5,269,000","-5,069,000","45,000","27,000","31,000","35,000","58,000","89,000","108,000","138,000","151,000","107,000","110,000","-25,000","-75,000","-44,000","-40,000","-30,000","142,000"
	InterestIncomeNonOperating,"760,000","230,000","180,000","178,000","172,000","196,000","220,000","231,000","276,000","777,000","565,000","893,000","668,000","736,000","837,000","741,000","732,000","681,000","619,000","601,000","496,000","395,000","346,000","307,000","295,000","221,000","151,000","156,000","71,000","65,000","77,000","71,000","65,000","44,000","50,000","41,000","49,000","52,000","63,000","41,000","44,000","49,000","72,000","105,000","125,000","154,000","169,000","188,000","189,000","68,000","29,000","28,000","82,000","104,000","223,000"
	InterestExpenseNonOperating,"25,726,000","1,804,000","9,188,000","7,415,000","7,320,000","7,228,000","8,598,000","7,047,000","6,958,000","6,874,000","7,123,000","10,457,000","9,430,000","9,592,000","9,586,000","9,482,000","9,383,000","9,273,000","9,206,000","9,135,000","9,046,000","8,983,000","9,654,000","9,765,000","9,827,000","9,907,000","9,981,000","10,021,000","5,874,000","5,220,000","5,260,000","5,320,000","5,303,000","5,283,000","5,298,000","5,265,000","5,318,000","5,121,000","18,000","14,000","13,000","14,000","14,000","16,000","17,000","16,000","18,000","81,000","79,000","93,000","104,000","72,000","122,000","134,000","81,000"
	TotalOtherFinanceCost,,"537,000",,"426,000","412,000","398,000",,"372,000","360,000","346,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
