name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,09/30/1995,06/30/1995,12/31/1993,09/30/1993
		OtherNonCashItems,"-1,079,000","-669,000","-393,000","-1,093,000","-141,000","2,259,000","-98,000","-1,667,000","1,571,000","-326,000","897,000","1,764,000","-32,205,000","2,873,000","10,475,000","20,082,000","1,451,000","-2,169,000","1,155,000","-2,871,000","822,000",,,,"7,978,000","-7,299,000","3,187,000","4,625,000","-6,080,000","7,463,000","-1,327,000","-1,204,000","-35,000","-684,000","-1,378,000","246,000","2,059,000","664,000","140,000","-90,000","-16,715,000","-31,043,000","31,022,000","2,205,000","49,000","-3,128,000","-809,000","1,731,000","2,697,000","2,625,000","1,898,000","1,593,000","-2,899,000","-537,000","1,817,000","1,649,000","-1,378,000","134,000","1,365,000","644,000","254,000","4,206,000","708,000","170,000","3,479,000",,,"84,000",,,,,,,,,,,,,,,,,,,,,,,"0","100,000",,,,,,,,,,"100,000",,,,,,,
		ChangeInWorkingCapital,"-26,005,000","-20,271,000","-6,067,000","5,981,000","-5,648,000","-14,092,000","19,515,000","3,403,000","13,598,000","-4,663,000","202,000","-12,965,000","49,357,000","-16,152,000","10,459,000","-20,855,000","18,801,000","5,480,000","18,000","-56,555,000","11,546,000","-17,360,000","56,796,000","-10,469,000","-34,681,000","-27,811,000","21,088,000","-47,139,000","39,474,000","-42,102,000","-7,416,000","-25,558,000","11,224,000","-4,317,000","-32,322,000","14,062,000","10,980,000","-46,073,000","-8,085,000","-3,933,000","12,296,000","2,155,000","-16,181,000","2,063,000","-13,284,000","6,354,000","-2,228,000","-27,997,000","19,420,000","10,680,000","706,000","-22,867,000","24,301,000","-3,831,000","-3,454,000","-42,887,000","-10,906,000","-3,453,000","-13,744,000","-10,870,000","-12,217,000","369,000","-8,426,000","10,717,000","11,057,000","803,000","-8,991,000","-10,377,000","-6,854,000","5,499,000","706,000","-16,302,000","2,789,000","-4,023,000","6,419,000","-15,933,000","-14,753,000","-2,762,000","3,141,000","-7,809,000","5,461,000","58,000","1,696,000","-11,121,000","-10,847,000","6,613,000","-11,396,000","-5,693,000","9,949,000","-7,138,000","-2,100,000","-4,000,000","-5,900,000","-800,000","-1,900,000","-2,500,000","-600,000","-2,800,000","-1,700,000","-1,800,000","800,000","500,000","-500,000","-700,000","1,000,000","-800,000","-100,000","200,000","-300,000"
			ChangeInReceivables,"31,981,000","1,780,000","21,813,000","-9,443,000","17,831,000","-11,198,000","-5,948,000","-3,575,000","64,726,000","-38,410,000","8,393,000","-853,000","30,018,000","-15,407,000","2,226,000","4,357,000","-843,000","-4,804,000","213,000","-19,407,000","1,954,000","9,836,000","-2,684,000","18,569,000","16,315,000","-11,970,000","-10,064,000","-7,167,000","27,737,000","-18,024,000","-9,933,000","-31,626,000","19,293,000","-8,374,000","-15,918,000","5,966,000","19,035,000","-24,349,000","-33,100,000","-9,337,000","22,563,000","2,904,000","-20,734,000","-9,049,000","-1,542,000","-7,498,000","155,000","-13,660,000","7,997,000","6,819,000","6,755,000","-16,978,000","9,411,000","-15,986,000","10,506,000","-11,820,000","16,271,000","-1,503,000","-15,137,000","-12,957,000","17,432,000","-4,860,000","-5,563,000","-16,374,000","1,410,000","-2,178,000","-7,310,000","-4,340,000","4,941,000","2,206,000","-3,597,000","-973,000","2,769,000","4,642,000","947,000","-13,588,000","4,508,000","-1,741,000","-1,247,000","-6,493,000","12,194,000","58,000","1,250,000","-11,678,000","8,346,000","1,625,000","-6,094,000","-10,391,000","9,447,000","-5,136,000","1,300,000","-1,400,000","500,000",,,"600,000","-500,000","-1,500,000","-700,000","300,000","-1,300,000","1,100,000","-1,200,000","1,000,000",,"400,000","-200,000","-100,000","-100,000"
				ChangesInAccountReceivables,"31,981,000","1,780,000","21,813,000","-9,443,000","17,831,000","-11,198,000","-5,948,000","-3,575,000","64,726,000","-38,410,000","8,393,000","-853,000","30,018,000","-15,407,000","2,226,000","4,357,000","-843,000","-4,804,000","213,000","-19,407,000","1,954,000","9,836,000","-2,684,000","18,569,000","16,315,000","-11,970,000","-10,064,000","-7,167,000","27,737,000","-18,024,000","-9,933,000","-31,626,000","19,293,000","-8,374,000","-15,918,000","5,966,000","19,035,000","-24,349,000","-33,100,000","-9,337,000","22,563,000","2,904,000","-20,734,000","-9,049,000","-1,542,000","-7,498,000","155,000","-13,660,000","7,997,000","6,819,000","6,755,000","-16,978,000","9,411,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"17,411,000","-6,844,000","196,000","2,277,000","21,782,000","-1,792,000","-13,550,000","-44,962,000","-14,044,000","37,891,000","14,896,000","-5,507,000","27,824,000","10,296,000","6,675,000","-24,147,000","-1,681,000","22,076,000","-13,591,000","-51,840,000","14,226,000","-3,273,000","5,786,000","-37,707,000","-4,342,000","9,494,000","22,765,000","-43,656,000","-5,991,000","11,138,000","8,183,000","-34,427,000","-17,789,000","3,292,000","4,227,000","-12,505,000","300,000","-9,331,000","-7,710,000","-11,601,000","-8,866,000","5,866,000","9,870,000","-12,467,000","-3,756,000","8,889,000","-167,000","-10,643,000","788,000","10,747,000","-38,000","-5,641,000","7,402,000","7,483,000","-207,000","-41,301,000","-15,898,000","-109,000","-7,462,000","-7,866,000","-3,371,000","-1,021,000","479,000","-5,880,000","90,000","6,691,000","-10,028,000","-6,594,000","-2,238,000","3,949,000","5,868,000","-7,083,000","-3,031,000","-1,279,000","-4,487,000","-2,639,000","-4,416,000","-1,426,000","1,594,000","1,506,000","-3,259,000","4,979,000","-7,833,000","-3,066,000","-979,000","1,736,000","1,787,000","-1,696,000","-2,574,000","467,000",,,"-5,200,000","300,000","1,800,000","-900,000","-900,000","2,400,000","-2,900,000","-800,000",,,"2,100,000","-1,500,000","800,000","-800,000","1,100,000","-100,000","-100,000"
			ChangeInPayablesAndAccruedExpense,"-61,113,000","-4,856,000","-25,392,000","13,813,000","-44,678,000","-1,956,000","20,660,000","15,612,000","11,403,000","-12,627,000","-9,373,000","-20,972,000","-861,000","-13,753,000","46,000","-2,404,000","30,204,000","-8,891,000","4,973,000","23,000,000","-13,079,000","-22,662,000","39,651,000","2,896,000","-26,940,000","-18,273,000","9,081,000","-4,533,000","9,335,000","-37,040,000","6,112,000","35,199,000","19,628,000","-474,000","-16,844,000","21,633,000","-11,621,000","3,207,000","35,865,000","19,758,000","1,859,000","-2,071,000","-3,485,000","21,549,000","-8,012,000","6,152,000","-2,895,000","1,835,000","9,861,000","-5,259,000","-5,469,000","-3,095,000","8,289,000","8,445,000","-9,872,000","4,702,000","655,000","1,939,000","4,875,000","5,473,000","-11,838,000","2,532,000","-4,605,000","22,925,000","15,986,000","-5,745,000","5,183,000","-5,409,000","-4,165,000","7,619,000","-1,694,000","-5,775,000","5,174,000","-8,414,000","4,774,000","-2,937,000","-3,372,000","-1,757,000","3,026,000","-7,217,000","-826,000","-5,329,000","-4,123,000","2,784,000","-6,409,000","272,000","-15,295,000","2,313,000","11,503,000","-5,421,000","2,300,000","-4,500,000","900,000","2,100,000","-1,400,000","-2,000,000","800,000","-4,200,000","2,100,000","-1,500,000","1,400,000","0","-1,300,000","200,000","-3,400,000","-100,000","900,000",,
				ChangeInPayable,,"-4,856,000",,,"-44,678,000",,,,"11,403,000",,,,"-861,000","-13,753,000","46,000","-2,404,000","30,204,000","-8,891,000","4,973,000","23,000,000","-13,079,000","-22,662,000","39,651,000","2,896,000","-26,940,000","-18,273,000","9,081,000","-4,533,000","9,335,000","-37,040,000","6,112,000","35,199,000","19,628,000","-474,000","-16,844,000","21,633,000","-11,621,000","3,207,000","35,865,000","19,758,000","1,859,000","-2,071,000","-3,485,000","21,549,000","-8,012,000","6,152,000","-2,895,000","1,835,000","9,861,000","-5,259,000","-5,469,000","-3,095,000","8,289,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,495,000",,,,"3,845,000","-4,994,000","3,446,000","3,484,000","-491,000","3,258,000","1,396,000","-4,867,000","5,576,000","-10,944,000","3,277,000","1,265,000","-977,000","645,000","2,366,000","2,965,000","5,287,000","-2,397,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,495,000",,,,"3,845,000","-4,994,000","3,446,000","3,484,000","-491,000","3,258,000","1,396,000","-4,867,000","5,576,000","-10,944,000","3,277,000","1,265,000","-977,000","645,000","2,366,000","2,965,000","5,287,000","-2,397,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,,"-4,856,000",,,"-44,678,000",,,,"11,403,000",,,,"-861,000","-13,753,000","46,000","-2,404,000","30,204,000","-8,891,000","4,973,000","23,000,000","-13,079,000","-22,662,000","39,651,000","2,896,000","-26,940,000","-18,273,000","9,081,000","-4,533,000","9,335,000","-37,040,000","2,617,000","38,694,000","14,665,000","-474,000","-12,999,000","17,788,000","-6,627,000","-239,000","32,381,000","20,249,000",,,,,,,"-4,160,000","2,812,000","9,216,000","-7,625,000","-8,434,000","-8,382,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"-12,311,000","-5,870,000","-6,026,000","900,000","-1,315,000","769,000","17,849,000","37,869,000","-55,639,000","8,407,000","-12,328,000","14,223,000","-6,073,000","2,080,000","-3,123,000","1,358,000","-1,116,000","-3,632,000","3,398,000","-7,919,000","12,281,000","-498,000","14,642,000","6,212,000","-21,884,000","-5,986,000","-1,080,000","6,416,000","3,649,000","5,278,000","-5,863,000","4,635,000","-7,375,000","2,652,000","-2,910,000","-315,000","6,021,000","-9,764,000","-6,475,000","2,073,000","-565,000","-3,573,000","275,000","2,307,000","2,030,000","-205,000","1,575,000","-2,622,000","2,593,000","-826,000","-86,000","3,038,000","874,000","-4,990,000","2,199,000","3,686,000","-5,743,000","429,000","-350,000","-102,000","1,752,000","-1,109,000","54,000","4,287,000","-317,000","-3,254,000","-12,000","1,272,000","-3,160,000","-3,956,000","-849,000","-4,948,000","563,000","-1,265,000","-282,000","786,000","-240,000","814,000","-2,392,000","-1,094,000","-977,000","-2,742,000","3,865,000","-2,584,000","297,000","225,000","-267,000","-397,000","1,130,000","-1,111,000","-900,000","200,000","-1,200,000","-2,000,000","-2,100,000","-500,000","-300,000","-500,000","-400,000","-100,000","-200,000","0","-100,000","-400,000","2,400,000","-300,000","-900,000",,"-100,000"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,123,000","2,244,000","-5,347,000","-3,754,000","5,039,000","5,743,000",,,"2,742,000","4,861,000",,,"3,176,000","4,694,000","-2,232,000","-4,319,000","978,000","2,477,000","-2,686,000","2,293,000","5,467,000","2,445,000","-11,233,000","1,348,000","2,160,000","5,489,000","-1,671,000","3,092,000","8,537,000","3,423,000","-12,102,000","2,755,000","8,473,000","4,478,000","-9,557,000","4,063,000","1,700,000","1,700,000","-900,000","2,400,000","400,000","300,000","300,000","1,000,000","200,000","300,000",,,,,,,,,
