name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997
TotalRevenue,"3,823,297,000","949,227,000","844,443,000","1,041,486,000","988,141,000","833,927,000","757,130,000","828,480,000","976,712,000","894,053,000","832,912,000","967,987,000","960,606,000","865,011,000","778,527,000","899,356,000","818,817,000","729,978,000","646,135,000","744,449,000","728,719,000","707,022,000","621,497,000","716,191,000","670,550,000","640,717,000","573,115,000","691,973,000","602,932,000","621,602,000","529,162,000","590,963,000","603,562,000","560,061,000","533,703,000","583,385,000","538,356,000","507,712,000","453,093,000","465,531,000","474,090,000","477,617,000","416,685,000","455,455,000","435,313,000","417,894,000","433,308,000","417,614,000","389,675,000","253,471,000","175,876,000","176,270,000","164,758,000","144,201,000","167,400,000","179,654,000","253,179,000","242,199,000","227,416,000","216,190,000","204,951,000","193,527,000","165,101,000","159,952,000","152,499,000","131,175,000","120,430,000","118,183,000","110,480,000","103,846,000","94,748,000","82,005,000","75,589,000","74,699,000","66,414,000","70,644,000","68,478,000","73,540,000","70,474,000","61,918,000","50,028,000","87,053,000","162,156,000","367,774,000","458,070,000","425,396,000","351,989,000","287,590,000","233,268,000","185,679,000","152,200,000","141,400,000","128,800,000","111,500,000","100,400,000","91,200,000","129,100,000","142,700,000","134,300,000","121,000,000","112,200,000","86,700,000","53,900,000"
	OperatingRevenue,"3,823,297,000","949,227,000","844,443,000","1,041,486,000","988,141,000","833,927,000","757,130,000","828,480,000","976,712,000","894,053,000","832,912,000","967,987,000","960,606,000","865,011,000","778,527,000","899,356,000","818,817,000","729,978,000","646,135,000","744,449,000","728,719,000","707,022,000","621,497,000","716,191,000","670,550,000","640,717,000","573,115,000","691,973,000","602,932,000","621,602,000","529,162,000","590,963,000","603,562,000","560,061,000","533,703,000","583,385,000","538,356,000","507,712,000","453,093,000","465,531,000","474,090,000","477,617,000","416,685,000","455,455,000","435,313,000","417,894,000","433,308,000","417,614,000","389,675,000","253,471,000","175,876,000","176,270,000","164,758,000","144,201,000","167,400,000","179,654,000","253,179,000","242,199,000","227,416,000","216,190,000","204,951,000","193,527,000","165,101,000","159,952,000","152,499,000","131,175,000","120,430,000","118,183,000","110,480,000","103,846,000","94,748,000","82,005,000","75,589,000","74,699,000","66,414,000","70,644,000","68,478,000","73,540,000","70,474,000","61,918,000","50,028,000","87,053,000","162,156,000","367,774,000","458,070,000","425,396,000","351,989,000","287,590,000","233,268,000","185,679,000","152,200,000","141,400,000","128,800,000","111,500,000","100,400,000","91,200,000","129,100,000","142,700,000","134,300,000","121,000,000","112,200,000","86,700,000","53,900,000"
CostOfRevenue,"2,085,660,000","547,446,000","460,256,000","564,367,000","513,591,000","421,508,000","399,239,000","424,131,000","512,031,000","480,727,000","462,377,000","548,291,000","536,254,000","490,334,000","455,186,000","501,281,000","467,274,000","436,671,000","374,370,000","418,764,000","400,643,000","388,782,000","347,712,000","397,643,000","362,065,000","357,624,000","321,665,000","388,985,000","333,063,000","349,191,000","298,867,000","370,126,000","339,589,000","322,370,000","307,852,000","351,739,000","310,135,000","298,199,000","257,298,000","273,325,000","292,769,000","294,676,000","248,929,000","265,545,000","250,416,000","252,061,000","264,802,000","249,224,000","245,666,000","148,529,000","95,716,000","98,668,000","90,093,000","83,481,000","95,557,000","98,523,000","127,548,000","114,603,000","110,847,000","107,044,000","107,286,000","111,697,000","91,473,000","87,196,000","80,835,000","68,269,000","69,975,000","71,019,000","72,851,000","76,680,000","70,517,000","57,824,000","56,792,000","66,477,000","45,861,000","48,614,000","51,943,000","55,325,000","54,209,000","53,393,000","92,152,000","310,802,000","139,687,000","221,554,000","259,649,000","231,509,000","191,837,000","138,068,000","111,929,000","89,673,000","73,100,000","68,500,000","65,700,000","59,000,000","54,400,000","52,100,000","61,300,000","55,900,000","44,500,000","38,900,000","37,500,000","29,900,000","19,800,000"
GrossProfit,"1,737,637,000","401,781,000","384,187,000","477,119,000","474,550,000","412,419,000","357,891,000","404,349,000","464,681,000","413,326,000","370,535,000","419,696,000","424,352,000","374,677,000","323,341,000","398,075,000","351,543,000","293,307,000","271,765,000","325,685,000","328,076,000","318,240,000","273,785,000","318,548,000","308,485,000","283,093,000","251,450,000","302,988,000","269,869,000","272,411,000","230,295,000","220,837,000","263,973,000","237,691,000","225,851,000","231,646,000","228,221,000","209,513,000","195,795,000","192,206,000","181,321,000","182,941,000","167,756,000","189,910,000","184,897,000","165,833,000","168,506,000","168,390,000","144,009,000","104,942,000","80,160,000","77,602,000","74,665,000","60,720,000","71,843,000","81,131,000","125,631,000","127,596,000","116,569,000","109,146,000","97,665,000","81,830,000","73,628,000","72,756,000","71,664,000","62,906,000","50,455,000","47,164,000","37,629,000","27,166,000","24,231,000","24,181,000","18,797,000","8,222,000","20,553,000","22,030,000","16,535,000","18,215,000","16,265,000","8,525,000","-42,124,000","-223,749,000","22,469,000","146,220,000","198,421,000","193,887,000","160,152,000","149,522,000","121,339,000","96,006,000","79,100,000","72,900,000","63,100,000","52,500,000","46,000,000","39,100,000","67,800,000","86,800,000","89,800,000","82,100,000","74,700,000","56,800,000","34,100,000"
OperatingExpense,"1,302,738,000","333,755,000","320,706,000","332,298,000","315,979,000","270,287,000","275,922,000","299,885,000","272,459,000","280,613,000","286,287,000","314,387,000","292,334,000","289,154,000","271,517,000","296,967,000","258,577,000","256,882,000","249,068,000","254,827,000","243,874,000","256,144,000","252,286,000","255,999,000","249,294,000","252,040,000","238,528,000","271,120,000","222,791,000","228,994,000","218,045,000","222,481,000","226,908,000","230,529,000","222,381,000","231,635,000","213,188,000","218,584,000","196,374,000","212,011,000","194,296,000","192,963,000","196,946,000","203,277,000","196,956,000","207,546,000","216,691,000","226,947,000","224,372,000","155,094,000","103,014,000","103,399,000","93,658,000","101,616,000","98,508,000","110,487,000","110,678,000","108,629,000","98,150,000","82,065,000","82,833,000","79,826,000","71,314,000","69,241,000","73,466,000","67,176,000","63,598,000","235,853,000","86,748,000","84,329,000","79,753,000","477,888,000","114,579,000","78,118,000","85,976,000","119,434,000","88,878,000","93,771,000","103,530,000","674,279,000","101,636,000","125,029,000","122,958,000","1,940,869,000","212,876,000","161,081,000","84,292,000","123,328,000","82,654,000","72,004,000","68,600,000","69,500,000","64,300,000","51,300,000","45,700,000","47,400,000","44,300,000","59,700,000","28,900,000","25,800,000","18,800,000","13,400,000","13,000,000"
	SellingGeneralAndAdministration,"671,685,000","165,511,000","163,379,000","179,008,000","163,787,000","154,022,000","137,271,000","156,797,000","136,398,000","143,244,000","149,534,000","167,508,000","146,925,000","145,656,000","137,356,000","157,330,000","133,607,000","136,335,000","126,921,000","132,058,000","122,308,000","123,541,000","120,866,000","129,000,000","118,068,000","121,871,000","113,620,000","126,807,000","111,393,000","112,773,000","106,265,000","112,956,000","118,204,000","115,544,000","108,445,000","118,769,000","107,679,000","105,358,000","94,796,000","103,665,000","93,267,000","89,597,000","93,811,000","98,511,000","90,067,000","94,248,000","95,406,000","97,600,000","84,776,000","66,831,000","47,000,000","47,730,000","42,992,000","45,910,000","45,404,000","54,982,000","54,198,000","55,241,000","56,236,000","46,345,000","44,867,000","41,889,000","35,176,000","36,419,000","41,120,000","37,903,000","36,468,000","31,949,000","41,897,000","38,542,000","34,496,000","32,140,000","40,390,000","31,561,000","33,198,000","56,884,000","36,436,000","38,157,000","43,742,000","50,843,000","45,343,000","47,603,000","56,389,000","70,453,000","70,064,000","55,569,000","40,781,000","66,718,000","33,714,000","27,507,000","25,000,000","24,700,000","22,200,000","17,900,000","16,900,000","18,000,000","16,400,000","25,500,000","12,600,000","13,200,000","8,900,000","6,600,000","8,900,000"
		GeneralAndAdministrativeExpense,"188,316,000","45,572,000","44,498,000","49,383,000","48,863,000","43,635,000","39,993,000","43,415,000","41,635,000","42,030,000","42,468,000","50,307,000","42,695,000","42,154,000","39,243,000","44,539,000","38,212,000","38,976,000","38,406,000","36,181,000","35,569,000","34,990,000","35,864,000","32,147,000","34,336,000","35,203,000","31,142,000","33,804,000","29,743,000","30,302,000","29,553,000","28,560,000","36,285,000","31,882,000","30,097,000","31,275,000","32,066,000","30,883,000","28,208,000","29,652,000","27,870,000","27,080,000","29,400,000","27,276,000","28,172,000","32,480,000","38,314,000","35,777,000","32,649,000","21,503,000","12,763,000","11,785,000","11,524,000","12,615,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"188,316,000","45,572,000","44,498,000","49,383,000","48,863,000","43,635,000","39,993,000","43,415,000","41,635,000","42,030,000","42,468,000","50,307,000","42,695,000","42,154,000","39,243,000","44,539,000","38,212,000","38,976,000","38,406,000","36,181,000","35,569,000","34,990,000","35,864,000","32,147,000","34,336,000","35,203,000","31,142,000","33,804,000","29,743,000","30,302,000","29,553,000","28,560,000","36,285,000","31,882,000","30,097,000","31,275,000","32,066,000","30,883,000","28,208,000","29,652,000","27,870,000","27,080,000","29,400,000","27,276,000","28,172,000","32,480,000","38,314,000","35,777,000","32,649,000","21,503,000","12,763,000","11,785,000","11,524,000","12,615,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"483,369,000","119,939,000","118,881,000","129,625,000","114,924,000","110,387,000","97,278,000","113,382,000","94,763,000","101,214,000","107,066,000","117,201,000","104,230,000","103,502,000","98,113,000","112,791,000","95,395,000","97,359,000","88,515,000","95,877,000","86,739,000","88,551,000","85,002,000","96,853,000","83,732,000","86,668,000","82,478,000","93,003,000","81,650,000","82,471,000","76,712,000","84,396,000","81,919,000","83,662,000","78,348,000","87,494,000","75,613,000","74,475,000","66,588,000","74,013,000","65,397,000","62,517,000","64,411,000","71,235,000","61,895,000","61,768,000","57,092,000","61,823,000","52,127,000","45,328,000","34,237,000","35,945,000","31,468,000","33,295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"601,412,000","159,324,000","148,409,000","147,454,000","146,225,000","110,246,000","132,741,000","137,237,000","130,221,000","131,530,000","130,900,000","141,657,000","139,880,000","137,969,000","128,633,000","134,983,000","121,133,000","116,924,000","118,524,000","119,108,000","117,729,000","121,623,000","116,869,000","112,448,000","116,697,000","114,603,000","108,046,000","107,859,000","100,379,000","105,202,000","100,761,000","98,506,000","97,685,000","103,492,000","101,497,000","100,427,000","93,069,000","100,787,000","89,125,000","95,801,000","88,315,000","90,399,000","89,664,000","91,232,000","93,216,000","99,624,000","95,790,000","105,582,000","100,869,000","71,142,000","50,033,000","49,695,000","44,442,000","49,482,000","46,700,000","47,142,000","47,809,000","44,628,000","35,444,000","34,130,000","31,671,000","31,642,000","29,853,000","26,561,000","26,190,000","28,856,000","29,462,000","36,209,000","32,619,000","35,608,000","34,662,000","53,946,000","57,762,000","47,887,000","49,382,000","58,633,000","47,963,000","52,193,000","53,734,000","61,355,000","53,950,000","59,558,000","64,756,000","73,195,000","65,788,000","54,344,000","43,511,000","36,665,000","32,697,000","29,965,000","29,700,000","29,900,000","28,400,000","21,200,000","17,400,000","18,800,000","18,800,000","26,200,000","10,200,000","8,300,000","7,200,000","4,700,000","3,000,000"
