name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalRevenue,"59,599,000","16,894,000","16,158,000","13,476,000","13,071,000","12,212,000","12,908,000","9,954,000","8,560,000","11,021,000"
	OperatingRevenue,"59,599,000","16,894,000","16,158,000","13,476,000","13,071,000","12,212,000","12,908,000","9,954,000","8,560,000","11,021,000"
CostOfRevenue,"22,690,000","6,798,000","5,932,000","5,023,000","4,937,000","4,807,000","5,000,000","3,920,000","3,290,000","4,325,000"
GrossProfit,"36,909,000","10,096,000","10,226,000","8,453,000","8,134,000","7,405,000","7,908,000","6,034,000","5,270,000","6,696,000"
OperatingExpense,"84,513,000","25,450,000","25,983,000","18,968,000","14,112,000","12,380,000","10,371,000","8,962,000","8,447,000","9,620,000"
	SellingGeneralAndAdministration,"61,030,000","18,193,000","19,046,000","13,725,000","10,066,000","8,179,000","6,816,000","5,712,000","5,105,000","6,349,000"
	ResearchAndDevelopment,"18,223,000","5,714,000","5,563,000","3,999,000","2,947,000","3,192,000","2,532,000","2,279,000","2,420,000","2,372,000"
	DepreciationAmortizationDepletionIncomeStatement,"5,260,000","1,543,000","1,374,000","1,244,000","1,099,000","1,009,000","1,023,000","971,000","922,000","899,000"
		DepreciationAndAmortizationInIncomeStatement,"5,260,000","1,543,000","1,374,000","1,244,000","1,099,000","1,009,000","1,023,000","971,000","922,000","899,000"
	OtherOperatingExpenses,,,,"224,000","400,000","426,000","686,000","739,000","655,000","-1,561,000"
OperatingIncome,"-47,604,000","-15,354,000","-15,757,000","-10,515,000","-5,978,000","-4,975,000","-2,463,000","-2,928,000","-3,177,000","-2,924,000"
NetNonOperatingInterestIncomeExpense,"-3,113,000","-749,000","-844,000","-763,000","-757,000","-751,000","-745,000","-683,000","-658,000","-637,000"
	InterestExpenseNonOperating,"3,113,000","749,000","844,000","763,000","757,000","751,000","745,000","683,000","658,000","637,000"
OtherIncomeExpense,"-647,000","-274,000","-1,189,000","-350,000","1,166,000","-2,362,000","-2,512,000","-682,000","-711,000","1,456,000"
	GainOnSaleOfSecurity,,,"0",,"-858,000","-1,870,000",,,,
	SpecialIncomeCharges,"629,000","-200,000","-1,023,000","-224,000","2,076,000","-426,000","-2,357,000","-739,000","-655,000","1,561,000"
		RestructuringAndMergernAcquisition,"1,847,000","200,000","1,023,000","224,000","400,000","426,000","686,000","739,000","655,000","-1,561,000"
		OtherSpecialCharges,,,"0",,"-2,476,000",,,,,
