name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988
MarketCap,"1,319,020,104","2,174,488,200","2,765,197,500","3,449,971,950","5,003,164,810","3,427,256,000","1,300,903,360","609,861,280","836,765,910","908,415,330","1,028,965,000","956,924,100","1,061,886,744","1,255,447,930","1,176,709,680","2,155,172,348","1,571,740,046","1,319,000,726","983,769,891","1,523,785,334","2,129,574,700","1,702,268,480","1,493,260,319","2,027,829,450","1,535,675,750","1,732,346,070","975,217,870","1,294,142,850","2,185,908,160","3,067,749,600","3,665,793,880","5,157,874,210","6,584,398,600","6,135,629,500","9,592,048,740","5,549,200,180","4,078,643,815","2,986,357,509","3,174,324,999","1,819,982,702","1,745,109,344","1,199,906,114","727,755,984","706,746,819","993,896,460","1,206,844,039","734,976,599","363,937,859","289,151,999","313,458,600","256,509,999","209,631,759","163,133,459","147,688,687","177,586,333","318,716,027","212,467,499","328,205,992","342,366,559","523,308,729","550,674,599","419,454,702","304,599,105","349,487,039","367,707,269","334,184,059","275,436,000","339,757,406","363,874,994","276,558,720","288,061,199","160,896,000","149,046,999","164,455,199","130,965,449","112,176,089","87,102,618","59,340,439","99,255,000","83,605,479","154,256,799","208,874,049","187,131,000","195,109,200","206,035,500","126,126,249","147,900,749","226,237,500","225,795,999","121,117,749","97,180,499","52,127,712","62,765,999","69,786,000","85,417,500","69,457,499","111,200,916","121,307,999","70,697,899","115,769,250","104,006,749","102,249,000","144,827,250","164,205,999","249,303,999","237,279,000","267,876,249","188,403,999","207,995,499","127,268,468","92,704,637","94,495,120","61,851,351","48,106,606","48,106,606","30,925,675","36,079,954","34,361,861","24,584,834","12,292,417","18,997,372","33,524,774","37,994,744","26,819,819","44,699,699","75,989,489","50,303,678","79,774,774","133,327,702","187,004,504","196,486,486","101,518,018","70,407,657","71,226,351","56,187,687","63,516,516","65,959,459"
EnterpriseValue,"1,074,526,104","1,887,454,200","2,316,154,500","3,374,176,950","4,931,061,810","3,431,518,000","1,301,153,360","623,566,280","814,410,910","867,442,330","1,003,259,000","932,679,100","1,052,454,744","1,177,495,930","1,091,830,680","2,043,237,348","1,457,726,046","1,190,378,726","853,299,891","1,377,767,334","1,975,950,700","1,525,480,480","1,322,264,319","1,860,062,450","1,374,546,750","1,585,419,070","826,659,870","1,131,939,850","1,995,156,160","2,792,476,600","3,298,352,880","4,606,572,210","6,296,614,600","5,848,193,500","9,265,540,740","5,232,186,180","4,018,763,815","2,918,646,509","3,106,613,999","1,801,970,702","1,824,758,344","1,159,665,114","662,878,984","641,869,819","922,684,460","1,143,869,039","705,906,599","338,436,859","271,637,999","295,238,600","240,063,999","194,168,759","147,671,459","132,886,687","167,169,333","312,391,027","205,318,499","318,278,992","324,846,559","529,545,729","579,118,599","441,234,702","327,162,105","362,834,039","381,054,269","334,035,059","275,794,000","340,115,406","362,192,994","276,490,720","288,414,199","177,671,000","165,789,999","178,305,199","143,805,449","129,135,089","100,832,618","85,945,439","124,016,000","111,476,479","182,348,799","237,852,049","216,109,000","181,795,200","194,083,500","111,622,249","140,168,749","217,250,500","216,808,999","114,359,749","89,180,499","46,027,712","56,665,999","64,886,000","74,217,500","62,257,499","103,500,916","113,507,999","62,797,899","108,369,250","90,206,749","84,749,000","125,327,250","139,405,999","215,403,999","198,979,000","230,176,249","156,503,999","176,095,499","121,468,468","87,604,637","89,395,120","56,951,351","43,206,606","41,806,606","28,525,675","33,379,954","31,861,861","21,984,834","7,492,417","13,997,372","33,424,774","37,394,744","30,919,819","47,099,699","76,389,489","50,703,678","81,574,774","131,027,702","178,004,504","197,786,486","102,818,018","71,707,657","72,526,351","56,187,687","63,516,516","65,959,459"
PeRatio,"5.111","6.541","8.48",,,,,,,,,,,,,,,,,,,,,,,,,,,"249.273","164.35","128.806","135.909","131.444","200.568","121.782","96.838","68.113","75.141","56.638","50.206","33.629","19.592","19.034","27.566","47.578","37.94","26.627","31.375","59.348","225.995",,,,,,,,,,,,,,,"53.425","47.368","58.5","52.304","60.871","284.004","40",,,,,,,,,"33.889",,,"33.191","25.385","16.27","20.551","64.655","65.517",,,,,,"41.667",,,,,,"38.021","28.125","32.692","38.889","28.205","25.301","23.75","27.459","30.328","24.656","28.125","28.675","20.475","21.897","87.588",,,,,,,,,,,,,"47.965","506.757",,,,,,,,
ForwardPeRatio,,,,,,,,,,,,"32.573","90.909","43.103",,"78.74",,"57.804","31.447","22.523","36.63","29.326","27.248","42.919","42.373","33.223","32.051","19.455","24.155","22.676","31.746","41.322","49.751","48.544","75.188","41.841","36.496","26.385","37.313","23.202","40.65","21.459","18.083","15.748",,"25.907","30.96",,,,,,,,"18.762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,"1.232","3.439","1.691",,"0.534",,"2.693","1.46","0.699","1.227","0.981","1.148","1.856","1.68","1.424","1.749","0.984","1.174","0.615","1.722","3.827","4.607","1.872","2.275","1.38","3.073","1.838","1.785","0.806","1.85","0.975","1.34","0.844",,"1.727","2.478",,,,,,"-12.017",,"1.442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.129","3.423","4.192","5.473","8.463","5.79","2.22","0.994","1.304","1.395","1.538","1.408","1.522","1.758","1.665","3.142","2.353","2.001","1.516","2.334","3.258","2.628","2.277","3.115","2.332","2.6","1.449","1.878","3.223","4.531","5.607","8.166","10.838","11.336","19.028","11.686","9.91","7.451","8.219","5.875","6.75","5.182","3.382","3.286","4.894","6.547","4.622","2.519","2.206","2.583","2.264","1.863","1.355","1.123","1.277","2.134","1.39","2.065","2.035","3.05","3.291","2.818","1.896","2.061","2.257","2.369","2.293","2.832","2.774","2.19","2.326","1.254","1.268","1.411","1.179","1.039","0.792","0.531","0.863","0.703","1.317","1.649","1.479","1.803","1.878","1.205","1.422","2.211","2.241","1.237","0.998","0.545","0.672","0.682","0.886","0.757","1.248","1.367","0.781","1.352","1.157","1.356","1.881","2.072","3.647","3.597","4.099","3.195","3.529","2.618","2.125","2.167","1.415","1.355","1.408","1.099","1.339","1.087","1.147","0.578","0.85","1.538","1.831","1.203","1.634","2.302","1.964","2.857","5.752","8.604","15.471","12.231","8.483","12.496",,,
PbRatio,"1.595","2.581","3.691","7.395","10.826","7.957","3.036","1.316","1.712","1.74","1.999","1.783","1.933","2.144","2.027","3.705","2.589","2.15","1.606","2.352","3.34","2.703","2.342","3.109","2.338","2.641","0.781","1.01","1.721","2.373","2.815","4.015","6.911","6.579","10.68","6.536","8.375","6.221","6.609","4.878","7.174","4.741","3.177","3.079","4.446","6.127","5.521","3.018","2.587","2.884","2.45","2.073","1.644","1.494","1.737","3.234","2.098","3.127","3.268","6.103","8.205","6.021","4.164","4.36","4.587","4.733","4.357","5.374","5.898","5.037","5.429","4.33","4.429","4.792","3.569","2.374","1.712","1.113","1.658","1.106","1.707","2.62","2.347","2.666","2.837","1.757","2.253","3.549","3.542","2.002","1.631","0.881","1.064","1.106","1.283","1.06","1.74","1.907","1.094","1.751","1.541","1.499","2.108","2.473","3.889","3.766","4.517","3.432","3.789","5.865","5.328","5.431","3.771","3.084","3.273","2.257","2.673","2.437","1.639","0.741","1.086","3.255","3.689","2.395","2.776","4.085","2.704","4.955","8.547","12.303","122.804","63.449","44.005","44.516",,,
EnterprisesValueRevenueRatio,"1.783","14.191","15.352","21.616","30.334","23.485","7.421","4.614","7.268","6.44","6.096","6.007","6.692","7.748","6.042","12.42","8.256","7.176","4.814","9.01","12.391","9.752","7.968","11.896","8.694","10.392","4.508","7.468","11.702","17.375","17.597","27.594","41.559","39.58","59.848","38.552","33.271","28.592","30.586","19.904","21.825","14.883","9.489","11.156","16.737","23.882","13.682","8.155","7.729","9.335","6.589","7.018","5.977","5.53","4.787","8.781","5.601","10.013","7.23","13.852","15.898","11.947","7.684","11.53","13.617","9.963","6.247","10.522","11.053","9.086","7.526","5.992","5.944","6.041","4.086","5.179","3.752","3.734","3.925","3.927","6.336","8.746","5.883","5.763","7.75","4","4.422","7.352","8.53","4.97","3.151","1.926","2.576","2.858","2.729","2.672","4.19","4.978","2.542","4.86","4.138","3.96","5.671","7.041","11.581","10.363","12.309","10.032","11.979","8.932","7.181","7.982","5.476","4.548","4.861","3.522","4.636","4.425","3.604","1.086","2.5","4.579","7.956","7.191","7.983","16.606","14.487","11.33","18.455","24.723","29.52","18.694","19.38","45.329","29.572","57.742","59.963"
EnterprisesValueEBITDARatio,"3.643","-134.005","686.471","10.99","-3,581.018","72.958","-214.676","-10.818","-35.305","-107.703","166.932","-873.295","-137.991","-134.02","186.733","385.444","163.404","-329.836","122.127","-77.472","199.531","240.878","69.578","-230.405","112.686","-1,410.515","-1.489","-84.184","-2,451.052","1,434.983","166.139","197.022","387.103","265.791","351.847","140.168","166.533","124.14","131.686","76.478","97.863","75.406","44.596","60.332","87.177","110.872","58.364","44.079","54.306","76.388","39.673","77.482","259.528",,"51.868","242.54","-197.422","-168.848","109.857","237.039","-187.66","808.122","-146.25","-66.114","-59.023","133.135","40.943","109.715","109.193","86.865","46.317","39.29","92.88","366.13","-61.534","-118.039","120.039","-24.465","2,755.911","-266.69","-59.611","-89.418","624.592","85.955","318.17","31.558","28.192","37.431","48.656","34.127","21.233","460.277","-15.741","-30.898","26.506","36.622","47.046","63.06","-27.303","-47.117","150.345","60.535","43.216","66.384","113.371","90.445","127.876","74.526","83.855","63.931","62.575","55.872","71.189","36.006","22.003","40.751","-333.8","-106.206","-21.985","14.985","-23.329","55.708","-16.998","-9.662","-67.285","-38.195","-19.501","203.937","436.759","296.674","-14.984","18.694","19.38","45.329","-6.61","57.742","59.963"
