name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"17,963,253,000","18,732,648,000","18,918,225,000","18,447,721,000","18,115,336,000","17,753,476,000","17,117,007,000","16,986,025,000","15,573,868,000","14,958,207,000","14,959,127,000","14,708,922,000","14,145,383,000","9,849,965,000","9,891,464,000","10,017,037,000","8,811,014,000","8,684,463,000","8,891,114,000","8,593,979,000","6,022,614,000","5,852,801,000","5,667,195,000","5,446,797,000","5,261,967,000","5,055,000,000","4,478,339,000","4,375,727,000","4,258,364,000","4,132,639,000","3,746,682,000","3,654,311,000","2,353,675,000","2,163,984,000","1,954,754,000","1,905,851,000","1,764,134,000","1,740,171,000"
TotalLiabilitiesNetMinorityInterest,"15,440,793,000","16,155,998,000","16,351,532,000","15,904,836,000","15,622,219,000","15,238,105,000","14,640,634,000","14,561,065,000","13,187,583,000","12,618,434,000","12,660,195,000","12,459,580,000","11,911,181,000","8,243,532,000","8,324,280,000","8,478,768,000","7,456,315,000","7,348,445,000","7,609,654,000","7,334,387,000","5,334,145,000","5,180,436,000","5,023,942,000","4,817,169,000","4,645,709,000","4,427,691,000","3,910,082,000","3,816,280,000","3,707,636,000","3,591,788,000","3,246,371,000","3,163,220,000","2,101,167,000","1,930,212,000","1,736,243,000","1,691,669,000","1,639,992,000","1,621,580,000"
TotalEquityGrossMinorityInterest,"2,522,460,000","2,576,650,000","2,566,693,000","2,542,885,000","2,493,117,000","2,515,371,000","2,476,373,000","2,424,960,000","2,386,285,000","2,339,773,000","2,298,932,000","2,249,342,000","2,234,202,000","1,606,433,000","1,567,184,000","1,538,269,000","1,354,699,000","1,336,018,000","1,281,460,000","1,259,592,000","688,469,000","672,365,000","643,253,000","629,628,000","616,258,000","627,309,000","568,257,000","559,447,000","550,728,000","540,851,000","500,311,000","491,091,000","252,508,000","233,772,000","218,511,000","214,182,000","124,142,000","118,591,000"
	StockholdersEquity,"2,522,460,000","2,576,650,000","2,566,693,000","2,542,885,000","2,493,117,000","2,515,371,000","2,476,373,000","2,424,960,000","2,386,285,000","2,339,773,000","2,298,932,000","2,249,342,000","2,234,202,000","1,606,433,000","1,567,184,000","1,538,269,000","1,354,699,000","1,336,018,000","1,281,460,000","1,259,592,000","688,469,000","672,365,000","643,253,000","629,628,000","616,258,000","627,309,000","568,257,000","559,447,000","550,728,000","540,851,000","500,311,000","491,091,000","252,508,000","233,772,000","218,511,000","214,182,000","124,142,000","118,591,000"
		CapitalStock,"428,000","428,000","429,000","432,000","432,000","431,000","432,000","430,000","430,000","430,000","430,000","430,000","437,000","306,000","305,000","305,000","284,000","283,000","278,000","278,000","189,000","189,000","185,000","185,000","185,000","24,122,000","24,109,000","24,109,000","24,109,000","24,108,000","24,102,000","24,102,000","126,000","123,000","121,000","121,000","83,000","83,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0",,"23,938,000","23,938,000","23,938,000","23,938,000","23,938,000","23,938,000","23,938,000",,,,,,
			CommonStock,"428,000","428,000","429,000","432,000","432,000","431,000","432,000","430,000","430,000","430,000","430,000","430,000","437,000","306,000","305,000","305,000","284,000","283,000","278,000","278,000","189,000","189,000","185,000","185,000","185,000","184,000","171,000","171,000","171,000","170,000","164,000","164,000","126,000","123,000","121,000","121,000","83,000","83,000"
		AdditionalPaidInCapital,"1,947,909,000","1,945,497,000","1,942,783,000","1,940,360,000","1,938,012,000","1,934,807,000","1,932,690,000","1,930,722,000","1,928,241,000","1,926,359,000","1,924,385,000","1,922,475,000","1,920,723,000","1,317,616,000","1,313,981,000","1,312,432,000","1,153,553,000","1,151,990,000","1,109,884,000","1,108,608,000","556,350,000","555,325,000","534,446,000","533,369,000","531,243,000","530,107,000","479,615,000","478,497,000","477,564,000","476,609,000","445,379,000","444,342,000","235,225,000","222,116,000","209,840,000","209,396,000","88,973,000","116,051,000"
		RetainedEarnings,"657,154,000","625,484,000","600,987,000","579,585,000","535,375,000","543,800,000","504,135,000","454,878,000","426,942,000","393,674,000","354,177,000","309,314,000","309,571,000","296,816,000","267,118,000","235,689,000","210,028,000","184,232,000","167,820,000","147,086,000","131,730,000","117,951,000","105,023,000","91,997,000","81,665,000","70,698,000","61,670,000","54,896,000","45,754,000","37,731,000","28,714,000","20,796,000","16,708,000","12,663,000","9,108,000","5,874,000","33,624,000","111,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","232,000","232,000"
		GainsLossesNotAffectingRetainedEarnings,"-83,031,000","5,241,000","22,494,000","22,508,000","19,298,000","36,333,000","39,116,000","38,930,000","30,672,000","19,310,000","19,940,000","17,123,000","3,471,000","-8,305,000","-14,220,000","-10,157,000","-9,166,000","-487,000","3,478,000","3,620,000","200,000","-1,100,000","3,599,000","4,077,000","3,165,000","2,382,000","2,863,000","1,945,000","3,301,000","2,403,000","2,116,000","1,851,000","449,000","-1,130,000","-558,000","-1,209,000","1,694,000","2,578,000"
TotalCapitalization,"2,996,275,000","3,047,242,000","3,252,561,000","3,278,030,000","3,230,539,000","3,250,069,000","3,210,875,000","3,595,346,000","3,593,019,000","2,896,348,000","3,120,349,000","3,095,601,000","2,826,303,000","2,061,601,000","2,077,194,000","2,453,746,000","2,000,039,000","2,031,250,000","1,977,318,000","1,855,332,000","1,274,731,000","1,258,557,000","1,239,374,000","1,225,944,000","1,079,150,000","1,004,579,000","920,889,000","843,724,000","860,366,000","861,133,000","915,612,000","786,411,000","452,847,000","447,133,000","405,895,000","413,423,000","342,523,000","337,856,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,"23,938,000","23,938,000","23,938,000","23,938,000","23,938,000","23,938,000","23,938,000",,,,,,
CommonStockEquity,"2,522,460,000","2,576,650,000","2,566,693,000","2,542,885,000","2,493,117,000","2,515,371,000","2,476,373,000","2,424,960,000","2,386,285,000","2,339,773,000","2,298,932,000","2,249,342,000","2,234,202,000","1,606,433,000","1,567,184,000","1,538,269,000","1,354,699,000","1,336,018,000","1,281,460,000","1,259,592,000","688,469,000","672,365,000","643,253,000","629,628,000","616,258,000","603,371,000","544,319,000","535,509,000","526,790,000","516,913,000","476,373,000","467,153,000","252,508,000","233,772,000","218,511,000","214,182,000","124,142,000","118,591,000"
NetTangibleAssets,"1,456,094,000","1,507,139,000","1,494,037,000","1,467,084,000","1,414,171,000","1,433,280,000","1,391,137,000","1,336,549,000","1,294,699,000","1,245,011,000","1,198,056,000","1,145,155,000","1,128,497,000","839,594,000","798,867,000","768,639,000","691,328,000","671,316,000","627,561,000","603,337,000","416,465,000","399,869,000","370,265,000","356,148,000","342,286,000","352,309,000","327,086,000","317,913,000","309,006,000","298,939,000","282,286,000","273,137,000","206,120,000","195,920,000","187,045,000","182,541,000","92,325,000","86,626,000"
InvestedCapital,"2,996,275,000","3,064,242,000","3,252,561,000","3,278,030,000","3,230,539,000","3,256,569,000","3,210,875,000","3,595,346,000","3,593,019,000","2,920,848,000","3,120,349,000","3,095,601,000","2,826,303,000","2,061,601,000","2,077,194,000","2,453,746,000","2,000,039,000","2,031,250,000","1,977,318,000","1,855,332,000","1,274,731,000","1,258,557,000","1,239,374,000","1,225,944,000","1,079,150,000","980,641,000","896,951,000","819,786,000","836,428,000","837,195,000","891,674,000","762,473,000","452,847,000","447,133,000","405,895,000","413,423,000","342,523,000","337,856,000"
TangibleBookValue,"1,456,094,000","1,507,139,000","1,494,037,000","1,467,084,000","1,414,171,000","1,433,280,000","1,391,137,000","1,336,549,000","1,294,699,000","1,245,011,000","1,198,056,000","1,145,155,000","1,128,497,000","839,594,000","798,867,000","768,639,000","691,328,000","671,316,000","627,561,000","603,337,000","416,465,000","399,869,000","370,265,000","356,148,000","342,286,000","328,371,000","303,148,000","293,975,000","285,068,000","275,001,000","258,348,000","249,199,000","206,120,000","195,920,000","187,045,000","182,541,000","92,325,000","86,626,000"
TotalDebt,"473,815,000","487,592,000","685,868,000","735,145,000","737,422,000","741,198,000","734,502,000","1,170,386,000","1,206,734,000","581,075,000","821,417,000","846,259,000","592,101,000","455,168,000","510,010,000","915,477,000","645,340,000","695,232,000","695,858,000","595,740,000","586,262,000","586,192,000","596,121,000","596,316,000","462,892,000","377,270,000","352,632,000","284,277,000","309,638,000","320,282,000","415,301,000","295,320,000","200,339,000","213,361,000","187,384,000","199,241,000","218,381,000","219,265,000"
NetDebt,,,,,,,,,"252,108,000","10,186,000","245,601,000","261,596,000","158,815,000","323,164,000","218,615,000","467,203,000","237,438,000","251,145,000",,"10,148,000","75,247,000","88,458,000","6,521,000","146,825,000","67,032,000","22,245,000",,,,,"165,532,000","102,792,000","102,624,000","120,307,000","66,755,000","103,937,000","132,809,000","109,255,000"
ShareIssued,"42,795,228","42,756,234","42,941,715","43,180,607","43,193,257","43,137,104","43,244,797","43,041,119","43,041,776","42,950,228","42,952,642","42,953,818","43,665,793","30,600,582","30,477,648","30,468,413","28,362,973","28,254,893","27,804,877","27,790,144","18,925,182","18,870,312","18,488,628","18,475,978","18,461,480","18,399,194","17,111,394","17,108,394","17,119,793","17,032,669","16,370,313","16,370,707","12,592,935","12,330,158","12,076,927","12,064,967","11,469,707","11,469,707"
OrdinarySharesNumber,"42,795,228","42,756,234","42,941,715","43,180,607","43,193,257","43,137,104","43,244,797","43,041,119","43,041,776","42,950,228","42,952,642","42,953,818","43,665,793","30,600,582","30,477,648","30,468,413","28,362,973","28,254,893","27,804,877","27,790,144","18,925,182","18,870,312","18,488,628","18,475,978","18,461,480","18,399,194","17,111,394","17,108,394","17,119,793","17,032,669","16,370,313","16,370,707","12,592,935","12,330,158","12,076,927","12,064,967","11,469,707","11,469,707"
