name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalRevenue,"1,101,563,000","209,563,000","296,730,000","267,691,000","327,579,000","194,701,000","285,219,000","243,523,000","791,678,000","528,557,000","883,152,000","773,699,000","1,001,802,000","621,796,000","913,710,000","787,102,000","1,247,917,000","885,288,000","1,261,223,000","983,394,000","1,277,439,000","855,933,000","1,175,893,000","929,855,000","1,231,910,000","906,534,000","1,150,503,000","985,395,000","1,270,177,000","885,584,000","1,329,209,000","968,859,000","1,238,530,000","375,776,000","283,524,000","346,626,000","260,906,000","303,119,000","235,110,000","277,770,000","199,204,000","217,789,000","184,114,000","211,502,000","146,110,000","158,251,000","132,156,000","154,913,000","106,327,000","116,242,000","108,721,000","174,745,000","131,463,000","159,422,000","138,369,000","126,214,000","107,749,000","130,395,000","120,446,000","98,914,000","59,969,000","92,490,000","85,283,000","-63,704,000","136,700,000","148,500,000","123,800,000","144,930,000","109,700,000","99,300,000","75,400,000","78,211,733","58,500,000","57,600,000","44,900,000","45,316,660","37,700,000","39,600,000","34,600,000","31,500,000","20,500,000","19,000,000","17,000,000","11,300,000","12,200,000","8,500,000","5,800,000"
	OperatingRevenue,"1,099,818,000","230,593,000","216,658,000","289,832,000","362,736,000","217,476,000","285,219,000","243,523,000","791,678,000","528,557,000","883,152,000","773,699,000","1,001,802,000","621,796,000","913,710,000","787,102,000","1,247,917,000","885,288,000","1,261,223,000","983,394,000","1,277,439,000","855,933,000","1,175,893,000","929,855,000","1,231,910,000","906,534,000","1,150,503,000","985,395,000","1,270,177,000","885,584,000","1,329,209,000","968,859,000","1,238,530,000","375,776,000","283,524,000","346,626,000","260,906,000","303,119,000","235,110,000","277,770,000","199,204,000","217,789,000","184,114,000","211,502,000","146,110,000","158,251,000","132,156,000","154,913,000","106,327,000","116,242,000","108,721,000","174,745,000","131,463,000","159,422,000","138,369,000","126,214,000","107,749,000","130,395,000","120,446,000","98,914,000","59,969,000","92,490,000","85,283,000","-63,704,000","136,700,000","148,500,000","123,800,000","144,930,000","109,700,000","99,300,000","75,400,000","78,211,733","58,500,000","57,600,000","44,900,000","45,316,660","37,700,000","39,600,000","34,600,000","31,500,000","20,500,000","19,000,000","17,000,000","11,300,000","12,200,000","8,500,000","5,800,000"
CostOfRevenue,"815,522,000","182,880,000","237,349,000","181,978,000","213,315,000","181,848,000","188,333,000","185,758,000","554,132,000","588,987,000","669,377,000","655,627,000","720,230,000","652,414,000","665,743,000","677,816,000","908,941,000","865,446,000","945,565,000","924,091,000","942,246,000","853,232,000","917,518,000","864,203,000","963,794,000","869,823,000","964,989,000","905,790,000","989,621,000","899,615,000","1,048,710,000","949,566,000","967,620,000","295,441,000","272,931,000","255,083,000","236,250,000","234,718,000","225,232,000","198,844,000","169,852,000","178,072,000","171,884,000","156,672,000","122,063,000","128,376,000","122,563,000","115,368,000","92,474,000","98,523,000","103,816,000","154,014,000","121,046,000","136,943,000","126,706,000","103,665,000","95,735,000","106,334,000","108,074,000","83,571,000","53,227,000","81,168,000","75,917,000","-13,433,000","96,000,000","112,400,000","98,000,000","133,913,000","77,300,000","77,700,000","57,700,000","69,920,955","39,600,000","57,200,000","32,600,000","-72,748,229","23,900,000","27,300,000","24,600,000","22,000,000","12,700,000","12,000,000","11,600,000","6,900,000","7,100,000","4,700,000","3,100,000"
GrossProfit,"286,041,000","26,683,000","59,381,000","85,713,000","114,264,000","12,853,000","96,886,000","57,765,000","237,546,000","-60,430,000","213,775,000","118,072,000","281,572,000","-30,618,000","247,967,000","109,286,000","338,976,000","19,842,000","315,658,000","59,303,000","335,193,000","2,701,000","258,375,000","65,652,000","268,116,000","36,711,000","185,514,000","79,605,000","280,556,000","-14,031,000","280,499,000","19,293,000","270,910,000","80,335,000","10,593,000","91,543,000","24,656,000","68,401,000","9,878,000","78,926,000","29,352,000","39,717,000","12,230,000","54,830,000","24,047,000","29,875,000","9,593,000","39,545,000","13,853,000","17,719,000","4,905,000","20,731,000","10,417,000","22,479,000","11,663,000","22,549,000","12,014,000","24,061,000","12,372,000","15,343,000","6,742,000","11,322,000","9,366,000","-50,271,000","40,700,000","36,100,000","25,800,000","11,017,000","32,400,000","21,600,000","17,700,000","8,290,778","18,900,000","400,000","12,300,000","118,064,889","13,800,000","12,300,000","10,000,000","9,500,000","7,800,000","7,000,000","5,400,000","4,400,000","5,100,000","3,800,000","2,700,000"
OperatingExpense,"179,281,000","17,505,000","65,100,000","47,315,000","49,361,000","42,594,000","58,978,000","52,602,000","47,241,000","52,937,000","58,521,000","72,342,000","67,405,000","53,911,000","105,080,000","73,680,000","73,203,000","47,301,000","93,562,000","64,999,000","91,343,000","65,567,000","63,930,000","53,150,000","57,548,000","47,868,000","60,583,000","46,286,000","47,916,000","39,902,000","50,269,000","38,530,000","33,394,000","13,876,000","20,339,000","13,654,000","11,154,000","11,420,000","9,851,000","8,445,000","8,508,000","6,101,000","6,994,000","7,042,000","6,341,000","7,714,000","6,001,000","3,850,000","2,947,000","28,838,000","6,771,000","842,246,000","-111,495,000","-111,814,000","-118,951,000","643,056,000","-85,313,000","-93,543,000","-96,511,000","201,049,000","-42,695,000","-73,395,000","-69,734,000","-18,545,000","14,500,000","15,900,000","14,900,000","-12,670,000","12,000,000","11,700,000","9,500,000","-4,932,117","8,100,000","14,600,000","6,800,000","107,097,724","6,900,000","7,800,000","7,200,000","8,900,000","4,500,000","4,600,000","4,000,000","3,900,000","3,800,000","3,200,000","2,900,000"
	SellingGeneralAndAdministration,"179,281,000","17,505,000","65,100,000","47,315,000","49,361,000","42,594,000","58,978,000","52,602,000","47,241,000","52,937,000","58,521,000","72,342,000","67,405,000","53,911,000","105,080,000","73,680,000","73,203,000","47,301,000","93,562,000","64,999,000","91,343,000","65,567,000","63,930,000","53,150,000","57,548,000","47,868,000","60,583,000","46,286,000","47,916,000","39,902,000","50,269,000","38,530,000","33,394,000","10,330,000","11,036,000","13,654,000","11,154,000","11,420,000","9,851,000","6,386,000","7,173,000","5,687,000","6,214,000","5,210,000","5,450,000","5,431,000","5,289,000","3,488,000","2,592,000","6,680,000","6,771,000","6,480,000","6,551,000","7,885,000","7,755,000","4,473,000","5,643,000","5,901,000","5,986,000","6,319,000","4,620,000","4,566,000","4,801,000","11,555,000","5,500,000","5,000,000","4,700,000","4,230,000","3,600,000","4,400,000","3,300,000","3,967,883","3,700,000","9,900,000","3,000,000","-4,544,594","4,300,000","4,700,000","4,300,000","4,700,000","3,400,000","3,300,000","2,900,000","3,000,000","3,000,000","2,400,000","2,400,000"
		GeneralAndAdministrativeExpense,"179,281,000","17,505,000","65,100,000","47,315,000","49,361,000","42,594,000","58,978,000","52,602,000","47,241,000","52,937,000","58,521,000","72,342,000","67,405,000","53,911,000","105,080,000","73,680,000","73,203,000","47,301,000","93,562,000","64,999,000","91,343,000","65,567,000","63,930,000","53,150,000","57,548,000","47,868,000","60,583,000","46,286,000","47,916,000","39,902,000","50,269,000","38,530,000","33,394,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"179,281,000","17,505,000","65,100,000","47,315,000","49,361,000","42,594,000","58,978,000","52,602,000","47,241,000","52,937,000","58,521,000","72,342,000","67,405,000","53,911,000","105,080,000","73,680,000","73,203,000","47,301,000","93,562,000","64,999,000","91,343,000","65,567,000","63,930,000","53,150,000","57,548,000","47,868,000","60,583,000","46,286,000","47,916,000","39,902,000","50,269,000","38,530,000","33,394,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,000,000","10,900,000","10,200,000",,"8,400,000","7,300,000","6,200,000",,"4,400,000","4,700,000","3,800,000",,"2,600,000","3,100,000","2,900,000","4,200,000","1,100,000","1,300,000","1,100,000","900,000","800,000","800,000","500,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,000,000","10,900,000","10,200,000",,"8,400,000","7,300,000","6,200,000",,"4,400,000","4,700,000","3,800,000",,"2,600,000","3,100,000","2,900,000","4,200,000","1,100,000","1,300,000","1,100,000","900,000","800,000","800,000","500,000"
