name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
OperatingCashFlow,"550,910,000","178,659,000","108,843,000","191,094,000","72,314,000","144,152,000","91,610,000","139,958,000","101,082,000","122,940,000","85,131,000","135,730,000","65,870,000","99,790,000","92,828,000","128,372,000","94,734,000","94,109,000","70,470,000","98,126,000","82,041,000","96,375,000","92,449,000","114,976,000","59,425,000","78,204,000","69,396,000","85,784,000","61,849,000","54,979,000","47,989,000","90,402,000","61,781,000","45,081,000","54,266,000","79,306,000","50,505,000","56,499,000","33,397,000","68,694,000","29,891,000","48,742,000","24,191,000","57,600,000","12,668,000","43,797,000","24,899,000","37,540,000","23,820,000","33,568,000","26,965,000","37,098,000","31,797,000","29,105,000","29,039,000","51,322,000","32,610,000","31,510,000","30,761,000","42,122,000","39,955,000","34,662,000","29,534,000","33,727,000","42,875,000","-44,566,000","26,366,000","37,555,000","29,820,000","22,261,000","30,176,000","34,984,000","24,092,000","18,792,000","13,605,000","43,803,000","20,140,000","18,398,000","30,790,000","27,003,000","15,918,000","21,843,000","30,734,000","24,862,000","15,298,000","35,188,000","14,553,000","21,534,000","23,563,000","14,359,000","26,335,000","22,400,000","17,900,000","18,000,000","18,929,000","20,600,000","17,500,000","16,400,000","12,628,000","10,500,000","5,600,000","200,000"
	CashFlowFromContinuingOperatingActivities,"550,910,000","178,659,000","108,843,000","191,094,000","72,314,000","144,152,000","91,610,000","139,958,000","101,082,000","122,940,000","85,131,000","135,730,000","65,870,000","99,790,000","92,828,000","128,372,000","94,734,000","94,109,000","70,470,000","98,126,000","82,041,000","96,375,000","92,449,000","114,976,000","59,425,000","78,204,000","69,396,000","85,784,000","61,849,000","54,979,000","47,989,000","90,402,000","61,781,000","45,081,000","54,266,000","79,306,000","50,505,000","56,499,000","33,397,000","68,694,000","29,891,000","48,742,000","24,191,000","57,600,000","12,668,000","43,797,000","24,899,000","37,540,000","23,820,000","33,568,000","26,965,000","37,098,000","31,797,000","29,105,000","29,039,000","51,322,000","32,610,000","31,510,000","30,761,000","42,122,000","39,955,000","34,662,000","29,534,000","33,727,000","42,875,000","-44,566,000","26,366,000","37,555,000","29,820,000","22,261,000","30,176,000","34,984,000","24,092,000","18,792,000","13,605,000","43,803,000","20,140,000","18,398,000","30,790,000","27,003,000","15,918,000","21,843,000","30,734,000","24,862,000","15,298,000","35,188,000","14,553,000","21,534,000","23,563,000","14,359,000","26,335,000","22,400,000","17,900,000","18,000,000","18,929,000","20,600,000","17,500,000","16,400,000","12,628,000","10,500,000","5,600,000","200,000"
		NetIncomeFromContinuingOperations,"210,882,000","59,383,000","55,126,000","53,493,000","42,880,000","507,411,000","83,452,000","54,071,000","24,352,000","45,418,000","77,922,000","48,298,000","47,215,000","41,794,000","166,890,000","38,310,000","31,755,000","40,971,000","32,540,000","75,488,000","35,306,000","37,281,000","35,418,000","56,375,000","33,892,000","178,113,000","29,308,000","106,704,000","58,590,000","44,002,000","19,899,000","13,716,000","16,454,000","11,817,000","11,218,000","9,027,000","9,680,000","2,388,000","-65,615,000","2,523,000","2,277,000","78,671,000","44,860,000","14,290,000","3,472,000","4,867,000","5,384,000","3,669,000","1,956,000","8,877,000","671,000","12,230,000","13,341,000","11,773,000","8,294,000","15,578,000","7,983,000","12,266,000","68,015,000","11,431,000","15,496,000","18,880,000","11,585,000","33,973,000","20,375,000","15,931,000","755,000","16,982,000","937,000","15,145,000","3,390,000","11,141,000","8,639,000","6,769,000","5,287,000","20,039,000","13,357,000","10,929,000","13,963,000","7,885,000","4,957,000","13,507,000","7,625,000","9,283,000","15,097,000","6,426,000","8,786,000","15,679,000","12,803,000","9,578,000","8,295,000","10,900,000","10,800,000","9,900,000","10,222,000","9,900,000","9,800,000","8,900,000","8,358,000","6,400,000","4,100,000","2,700,000"
		OperatingGainsLosses,,,"6,949,000","0","-543,000","-457,288,000",,,,,"-49,833,000","6,118,000","-298,000","7,211,000","-133,097,000","6,634,000","8,669,000","3,598,000","10,741,000","-33,048,000","4,832,000","1,877,000","5,801,000","-13,083,000","5,626,000","-141,287,000","4,417,000","-74,900,000","-27,349,000","-13,697,000","3,278,000","3,372,000","-547,000","2,502,000","2,162,000","2,174,000","2,046,000","2,234,000","80,479,000","0","5,487,000","-78,296,000","-39,032,000",,,,"-949,000",,,,"-4,909,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,"-11,825,000",,,,"0","-449,000",,,"0","0","295,000","0","152,000","0","0","-17,268,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"-5,297,000","0","-543,000","-457,288,000",,,,,"-49,833,000","6,118,000","-298,000","7,211,000","-133,895,000","6,634,000","8,669,000","3,598,000","5,429,000","-32,599,000","4,832,000","1,877,000","5,801,000","-13,083,000","5,331,000","-141,287,000","4,265,000","-74,900,000","-27,349,000","3,571,000","3,278,000","3,372,000","2,943,000","2,502,000","2,162,000","2,174,000","2,046,000","2,234,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"324,157,000","89,016,000","87,664,000","73,675,000","73,802,000","76,143,000","73,200,000","72,070,000","80,290,000","74,573,000","69,743,000","69,392,000","68,399,000","66,279,000","64,861,000","62,700,000","64,006,000","62,715,000","60,149,000","62,567,000","62,251,000","60,919,000","56,782,000","56,666,000","53,346,000","50,440,000","51,727,000","49,422,000","51,658,000","51,487,000","53,869,000","50,640,000","50,767,000","49,202,000","51,142,000","50,650,000","49,304,000","50,391,000","46,250,000","46,274,000","40,624,000","36,752,000","38,787,000","36,251,000","32,248,000","29,311,000","29,095,000","30,054,000","23,722,000","20,938,000","21,019,000","21,968,000","23,480,000","21,185,000","21,212,000","20,661,000","17,415,000","23,987,000","36,340,000","15,530,000","13,804,000","20,747,000","17,243,000","18,293,000","17,381,000","16,833,000","16,076,000","17,646,000","16,988,000","17,116,000","15,890,000","15,679,000","15,391,000","15,111,000","15,554,000","15,243,000","14,092,000","14,942,000","15,658,000","15,723,000","19,510,000","13,604,000","13,826,000","13,227,000","13,069,000","13,981,000","13,468,000","9,941,000","9,645,000","9,323,000","11,194,000","7,900,000","7,500,000","7,200,000","7,000,000","6,800,000","6,500,000","5,900,000","4,823,000","3,700,000","3,000,000","2,500,000"
			DepreciationAndAmortization,"324,157,000","89,016,000","87,664,000","73,675,000","73,802,000","76,143,000","73,200,000","72,070,000","80,290,000","74,573,000","69,743,000","69,392,000","68,399,000","66,279,000","64,861,000","62,700,000","64,006,000","62,715,000","60,149,000","62,567,000","62,251,000","60,919,000","56,782,000","56,666,000","53,346,000","50,440,000","51,727,000","49,422,000","51,658,000","51,487,000","53,869,000","50,640,000","50,767,000","49,202,000","51,142,000","50,650,000","49,304,000","50,391,000","46,250,000","46,274,000","40,624,000","36,752,000","38,787,000","36,251,000","32,248,000","29,311,000","29,095,000","30,054,000","23,722,000","20,938,000","21,019,000","21,968,000","23,480,000","21,185,000","21,212,000","20,661,000","17,415,000","23,987,000","36,340,000","15,530,000","13,804,000","20,747,000","17,243,000","18,293,000","17,381,000","16,833,000","16,076,000","17,646,000","16,988,000","17,116,000","15,890,000","15,679,000","15,391,000","15,111,000","15,554,000","15,243,000","14,092,000","14,942,000","15,658,000","15,723,000","19,510,000","13,604,000","13,826,000","13,227,000","13,069,000","13,981,000","13,468,000","9,941,000","9,645,000","9,323,000","11,194,000","7,900,000","7,500,000","7,200,000","7,000,000","6,800,000","6,500,000","5,900,000","4,823,000","3,700,000","3,000,000","2,500,000"
				Depreciation,"324,157,000","89,016,000","87,664,000","73,675,000","73,802,000","76,143,000","73,200,000","72,070,000","80,290,000","74,573,000","69,743,000","69,392,000","68,399,000","66,279,000","64,861,000","62,700,000","64,006,000","62,715,000","60,149,000","62,567,000","62,251,000","60,919,000","56,782,000","56,666,000","53,346,000","50,440,000","51,727,000","49,422,000","51,658,000","51,487,000","53,869,000","50,640,000","50,767,000","49,202,000","51,142,000","50,650,000","49,304,000","50,391,000","46,250,000","46,274,000","40,624,000","36,752,000","38,787,000","36,251,000","32,248,000","29,311,000","29,095,000","30,054,000","23,722,000","20,938,000","21,019,000","21,968,000","23,480,000","21,185,000","21,212,000","20,661,000",,,,,,,"17,700,000","18,751,000","17,728,000","17,141,000","16,384,000","17,955,000","17,291,000","17,419,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,"-2,586,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-457,000","-458,000","-347,000","-308,000","-308,000","-309,000","-303,000","-303,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
