name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
OperatingCashFlow,"410,419,000","172,189,000","109,254,000","179,378,000","-50,402,000","299,035,000","180,840,000","286,235,000","28,785,000","41,083,000","51,998,000","28,773,000","62,743,000","37,514,000","59,928,000","63,597,000","54,441,000","105,745,000","49,957,000","72,738,000","33,929,000","41,266,000","25,493,000","39,665,000","25,993,000","46,860,000","36,983,000","78,354,000","54,332,000","17,199,000","23,978,000","30,760,000","51,131,000","12,778,000","50,515,000","53,714,000","22,919,000","22,373,000","82,218,000","-30,039,000","25,938,000","40,263,000","38,495,000","61,552,000","6,345,000","44,227,000","49,688,000","-23,353,000","19,747,000","-2,611,000","7,112,000","49,462,000","875,000","-17,036,000","717,000","17,497,000","12,628,000","119,000","2,776,000","18,499,000","15,045,000","-1,998,000","-2,671,000","15,139,000","-67,000","-1,526,000","20,239,000","3,825,000","-371,000","1,988,000","7,718,000","-2,197,000","8,781,000","467,000","26,543,000","22,269,000","-19,572,000","12,182,000","-17,360,000","-5,711,000","4,209,000","16,438,000","-10,764,000","3,599,000","1,735,000","3,626,000","2,879,000","2,752,000","3,072,000","3,247,000","1,800,000","-1,000,000","1,500,000","2,600,000","2,600,000","1,300,000","4,300,000","2,000,000","1,400,000","3,000,000","1,700,000","2,300,000"
	CashFlowFromContinuingOperatingActivities,"410,419,000","172,189,000","109,254,000","179,378,000","-50,402,000","299,035,000","180,840,000","286,235,000","28,785,000","41,083,000","51,998,000","28,773,000","62,743,000","37,514,000","59,928,000","63,597,000","54,441,000","105,745,000","49,957,000","72,738,000","33,929,000","41,266,000","25,493,000","39,665,000","25,993,000","46,860,000","36,983,000","78,354,000","54,332,000","17,199,000","23,978,000","30,760,000","51,131,000","12,778,000","50,515,000","53,714,000","22,919,000","22,373,000","82,218,000","-30,039,000","25,938,000","40,263,000","38,495,000","61,552,000","6,345,000","44,227,000","49,688,000","-23,353,000","19,747,000","-2,611,000","7,112,000","49,462,000","875,000","-17,036,000","717,000","17,497,000","12,628,000","119,000","2,776,000","18,499,000","15,045,000","-1,998,000","-2,671,000","15,139,000","-67,000","-1,526,000","20,239,000","3,825,000","-371,000","1,988,000","7,718,000","-2,197,000","8,781,000","467,000","26,543,000","22,269,000","-19,572,000","12,182,000","-17,360,000","-5,711,000","4,209,000","16,438,000","-10,764,000","3,599,000","1,735,000","3,626,000","2,879,000","2,752,000","3,072,000","3,247,000","1,800,000","-1,000,000","1,500,000","2,600,000","2,600,000","1,300,000","4,300,000","2,000,000","1,400,000","3,000,000","1,700,000","2,300,000"
		NetIncomeFromContinuingOperations,"428,923,000","100,329,000","106,846,000","122,788,000","98,960,000","146,949,000","86,236,000","95,221,000","-84,935,000","24,110,000","49,091,000","51,565,000","41,460,000","44,367,000","49,004,000","47,082,000","40,459,000","42,326,000","2,421,000","35,046,000","31,823,000","18,264,000","24,177,000","28,095,000","24,516,000","24,494,000","25,535,000","25,140,000","24,872,000","23,926,000","21,248,000","19,326,000","17,946,000","16,917,000","13,984,000","12,054,000","12,532,000","10,649,000","5,910,000","9,063,000","8,031,000","7,028,000","4,829,000","10,332,000","4,918,000","2,516,000","559,000","1,787,000","575,000","48,961,000","1,519,000","2,170,000","5,386,000","4,520,000","3,549,000","124,000","6,149,000","5,963,000","5,142,000","5,642,000","5,571,000","5,210,000","4,758,000","5,260,000","5,001,000","4,786,000","4,085,000","4,395,000","4,105,000","4,070,000","3,424,000","3,902,000","3,324,000","3,366,000","3,668,000","3,886,000","3,811,000","3,421,000","3,800,000","3,255,000","3,403,000","3,376,000","2,991,000","3,091,000","3,099,000","3,076,000","2,425,000","2,807,000","2,751,000","2,550,000","2,200,000","1,500,000","2,100,000","2,100,000","1,600,000","2,000,000","2,000,000","1,900,000","1,500,000","1,800,000","1,600,000","1,600,000"
		OperatingGainsLosses,"-46,043,000","-1,657,000","-8,556,000","-18,416,000","-17,414,000","-17,607,000","-50,979,000","-54,424,000","-20,671,000","-263,000","-55,000","-512,000","1,743,000","-270,000","267,000","49,000","1,979,000","-72,000","-27,000","-339,000","-110,000","-15,000","-8,000","-19,000","-31,000","-124,000","633,000","131,000","257,000","44,000","-12,000","1,205,000","203,000","-4,000","-1,000","-10,000","10,000","5,000","6,841,000","-6,961,000","-60,000","1,000","12,000","-10,988,000","7,000","-5,820,000","-196,000","36,000",,,"56,000","111,000","-83,000","-124,000","4,479,000","5,750,000",,,"430,000","-41,000",,,"177,000","158,000","4,000","-9,000","210,000","3,000","-6,000","-5,000","187,000","-7,000","-9,000","-172,000",,"0",,,,,,,"0","-26,000","-543,000","-1,000",,"15,000","-8,000","-1,000",,,,"-200,000",,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-11,001,000","0","-5,528,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"915,000","812,000","107,000","-5,000","-2,348,000","3,102,000","4,999,000","-296,000","24,000","-263,000","-31,000","-75,000","3,452,000","271,000","264,000","38,000","1,338,000","-72,000","6,000","186,000","0","-15,000","-8,000","-19,000","-31,000","-2,000","144,000","131,000","257,000","44,000",,"1,115,000","291,000","-4,000",,"-10,000","10,000","5,000",,"0","1,000","1,000","2,000","13,000","17,000","31,000",,,,,,"193,000","-83,000","-124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"-2,000","-64,000",,,"-10,709,000","478,000","-493,000","0","-24,000","-437,000","-1,709,000","-541,000","3,000","11,000",,,"-33,000","-1,278,000",,,"0","0","0","-122,000",,,,,"0","90,000",,,"0","0",,,"-128,000","0","-61,000","0","10,000","0","-10,000","-323,000","-292,000",,,,"0","-82,000",,,"10,348,000","-205,000",,,,,,,,,,,,,"-1,000","-2,000",,,,,,,,,,,,,"0","-26,000",,,,"15,000","-8,000","-1,000",,,,"-200,000",,,,,,,,
		DepreciationAmortizationDepletion,"63,840,000","16,178,000","16,033,000","15,717,000","15,912,000","15,475,000","14,896,000","13,219,000","10,399,000","7,853,000","8,140,000","8,144,000","8,310,000","8,527,000","8,832,000","8,839,000","9,086,000","8,939,000","7,674,000","6,966,000","7,014,000","7,050,000","5,566,000","5,451,000","5,423,000","5,142,000","5,766,000","5,173,000","5,178,000","5,353,000","5,334,000","5,306,000","5,173,000","5,367,000","5,684,000","4,865,000","3,446,000","3,500,000","3,116,000","3,081,000","3,141,000","2,754,000","2,983,000","2,691,000","2,612,000","2,481,000","2,521,000","2,453,000","2,429,000","1,887,000","1,783,000","1,703,000","2,078,000","1,310,000","1,280,000","1,270,000","1,226,000","1,223,000","1,176,000","1,095,000","1,245,000","808,000","784,000","914,000","715,000","758,000","1,171,000","734,000","755,000","706,000","917,000","827,000","744,000","741,000","733,000","1,227,000","852,000","740,000","1,300,000","942,000","-322,000","1,047,000","1,320,000","400,000","348,000","371,000","1,403,000","17,000","743,000","391,000","600,000","600,000","500,000","400,000","500,000","500,000","700,000","200,000","600,000","400,000","500,000","400,000"
			DepreciationAndAmortization,"63,840,000","16,178,000","16,033,000","15,717,000","15,912,000","15,475,000","14,896,000","13,219,000","10,399,000","7,853,000","8,140,000","8,144,000","8,310,000","8,527,000","8,832,000","8,839,000","9,086,000","8,939,000","7,674,000","6,966,000","7,014,000","7,050,000","5,566,000","5,451,000","5,423,000","5,142,000","5,766,000","5,173,000","5,178,000","5,353,000","5,334,000","5,306,000","5,173,000","5,367,000","5,684,000","4,865,000","3,446,000","3,500,000","3,116,000","3,081,000","3,141,000","2,754,000","2,983,000","2,691,000","2,612,000","2,481,000","2,521,000","2,453,000","2,429,000","1,887,000","1,783,000","1,703,000","2,078,000","1,310,000","1,280,000","1,270,000","1,226,000","1,223,000","1,176,000","1,095,000","1,245,000","808,000","784,000","914,000","715,000","758,000","1,171,000","734,000","755,000","706,000","917,000","827,000","744,000","741,000","733,000","1,227,000","852,000","740,000","1,300,000","942,000","-322,000","1,047,000","1,320,000","400,000","348,000","371,000","1,403,000","17,000","743,000","391,000","600,000","600,000","500,000","400,000","500,000","500,000","700,000","200,000","600,000","400,000","500,000","400,000"
		DeferredTax,"95,886,000","49,073,000","-38,846,000","24,723,000","60,936,000","21,037,000","-12,705,000","-10,135,000","-16,564,000","-4,878,000","-2,949,000","0","-541,000","1,998,000","5,279,000","3,389,000","1,524,000","3,993,000","29,054,000","-896,000","2,482,000","1,558,000","1,756,000","2,107,000","4,280,000","1,235,000","5,835,000","3,533,000","-2,303,000","-17,000","18,504,000","7,381,000","-2,383,000","2,303,000","-11,832,000","8,983,000","517,000","2,212,000","21,913,000","24,455,000","-21,392,000","110,000","-12,108,000","2,012,000","-1,042,000","937,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"207,000","20,000","-864,000","528,000","845,000","-670,000","-19,000","-621,000","232,000","-759,000","-119,000","302,000",,,,,,,,,,,,
