name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990
TotalRevenue,"6,499,405,000","1,638,772,000","1,596,596,000","1,649,161,000","1,614,876,000","1,561,793,000","1,551,268,000","1,553,168,000","1,245,837,000","1,286,461,000","1,456,155,000","1,418,744,000","1,328,651,000","1,436,706,000","1,396,745,000","1,404,752,000","1,336,320,000","1,400,609,000","1,375,222,000","1,385,737,000","1,304,115,000","1,445,032,000","1,397,418,000","1,418,241,000","1,332,436,000","1,453,770,000","1,400,853,000","1,389,210,000","1,142,870,000","1,148,854,000","1,063,312,000","1,103,325,000","1,059,529,000","1,102,077,000","1,082,679,000","998,834,000","880,125,000","964,933,000","915,861,000","867,193,000","889,225,000","936,334,000","895,030,000","856,875,000","847,422,000","883,819,000","824,650,000","857,414,000","849,787,000","812,762,000","820,084,000","814,951,000","789,579,000","779,884,000","811,023,000","759,461,000","743,859,000","778,388,000","776,946,000","741,992,000","701,403,000","739,143,000","709,494,000","694,273,000","655,488,000","695,177,000","682,402,000","641,697,000","595,847,000","627,272,000","638,005,000","578,237,000","577,943,000","537,359,000","521,218,000","477,510,000","433,262,000","447,326,000","421,070,000","400,821,000","387,739,000","399,849,000","357,394,000","355,018,000","303,254,000","310,399,000","288,890,000","288,872,000","268,294,000","277,148,000","260,200,000","248,400,000","254,600,000","235,200,000","230,200,000","213,300,000","200,100,000","211,000,000","195,500,000","191,600,000","173,300,000","181,400,000","176,100,000","161,900,000","142,200,000","155,200,000","148,700,000","143,700,000","134,300,000","140,500,000","136,500,000","131,900,000","123,600,000","126,400,000","124,900,000","113,900,000","101,800,000","89,200,000","85,100,000","86,600,000","81,900,000","75,000,000","69,000,000","69,800,000","63,300,000","65,600,000","59,600,000","60,600,000","57,400,000"
	OperatingRevenue,"6,499,405,000","1,638,772,000","1,596,596,000","1,649,161,000","1,614,876,000","1,561,793,000","1,551,268,000","1,553,168,000","1,245,837,000","1,286,461,000","1,456,155,000","1,418,744,000","1,328,651,000","1,436,706,000","1,396,745,000","1,404,752,000","1,336,320,000","1,400,609,000","1,375,222,000","1,385,737,000","1,304,115,000","1,445,032,000","1,397,418,000","1,418,241,000","1,332,436,000","1,453,770,000","1,400,853,000","1,389,210,000","1,142,870,000","1,148,854,000","1,063,312,000","1,103,325,000","1,059,529,000","1,102,077,000","1,082,679,000","998,834,000","880,125,000","964,933,000","915,861,000","867,193,000","889,225,000","936,334,000","895,030,000","856,875,000","847,422,000","883,819,000","824,650,000","857,414,000","849,787,000","812,762,000","820,084,000","814,951,000","789,579,000","779,884,000","811,023,000","759,461,000","743,859,000","778,388,000","776,946,000","741,992,000","701,403,000","739,143,000","709,494,000","694,273,000","655,488,000","695,177,000","682,402,000","641,697,000","595,847,000","627,272,000","638,005,000","578,237,000","577,943,000","537,359,000","521,218,000","477,510,000","433,262,000","447,326,000","421,070,000","400,821,000","387,739,000","399,849,000","357,394,000","355,018,000","303,254,000","310,399,000","288,890,000","288,872,000","268,294,000","277,148,000","260,200,000","248,400,000","254,600,000","235,200,000","230,200,000","213,300,000","200,100,000","211,000,000","195,500,000","191,600,000","173,300,000","181,400,000","176,100,000","161,900,000","142,200,000","155,200,000","148,700,000","143,700,000","134,300,000","140,500,000","136,500,000","131,900,000","123,600,000","126,400,000","124,900,000","113,900,000","101,800,000","89,200,000","85,100,000","86,600,000","81,900,000","75,000,000","69,000,000","69,800,000","63,300,000","65,600,000","59,600,000","60,600,000","57,400,000"
CostOfRevenue,"5,210,318,000","1,290,533,000","1,259,985,000","1,322,726,000","1,337,074,000","1,257,388,000","1,226,727,000","1,232,800,000","992,021,000","992,429,000","1,144,325,000","1,117,250,000","1,038,597,000","1,124,179,000","1,097,236,000","1,109,676,000","1,052,657,000","1,110,770,000","1,080,486,000","1,069,994,000","1,005,067,000","1,109,534,000","1,067,657,000","1,099,281,000","1,015,258,000","1,090,029,000","1,060,989,000","1,058,311,000","854,626,000","815,254,000","760,753,000","797,503,000","763,304,000","786,209,000","771,218,000","709,403,000","598,607,000","640,756,000","615,568,000","586,594,000","603,525,000","622,613,000","605,496,000","575,892,000","569,146,000","579,870,000","543,775,000","578,213,000","569,587,000","524,651,000","544,015,000","548,414,000","530,895,000","510,774,000","541,914,000","505,886,000","492,129,000","505,234,000","507,808,000","489,693,000","464,269,000","478,580,000","459,228,000","458,644,000","433,074,000","448,175,000","441,433,000","422,483,000","388,603,000","400,685,000","410,677,000","373,610,000","373,974,000","336,791,000","330,345,000","311,189,000","288,680,000","291,454,000","273,305,000","263,047,000","254,564,000","259,547,000","231,786,000","233,815,000","196,187,000","213,122,000","177,721,000","180,156,000","168,531,000","171,912,000","161,500,000","155,100,000","158,800,000","145,200,000","142,100,000","132,400,000","124,400,000","128,700,000","120,200,000","118,900,000","108,300,000","113,000,000","110,800,000","103,400,000","91,600,000","98,100,000","96,300,000","92,300,000","86,300,000","87,500,000","87,600,000","85,000,000","79,500,000","78,500,000","81,200,000","73,700,000","65,900,000","57,200,000","55,400,000","56,500,000",,,,,,,,,
GrossProfit,"1,289,087,000","348,239,000","336,611,000","326,435,000","277,802,000","304,405,000","324,541,000","320,368,000","253,816,000","294,032,000","311,830,000","301,494,000","290,054,000","312,527,000","299,509,000","295,076,000","283,663,000","289,839,000","294,736,000","315,743,000","299,048,000","335,498,000","329,761,000","318,960,000","317,178,000","363,741,000","339,864,000","330,899,000","288,244,000","333,600,000","302,559,000","305,822,000","296,225,000","315,868,000","311,461,000","289,431,000","281,518,000","324,177,000","300,293,000","280,599,000","285,700,000","313,721,000","289,534,000","280,983,000","278,276,000","303,949,000","280,875,000","279,201,000","280,200,000","288,111,000","276,069,000","266,537,000","258,684,000","269,110,000","269,109,000","253,575,000","251,730,000","273,154,000","269,138,000","252,299,000","237,134,000","260,563,000","250,266,000","235,629,000","222,414,000","247,002,000","240,969,000","219,214,000","207,244,000","226,587,000","227,328,000","204,627,000","203,969,000","200,568,000","190,873,000","166,321,000","144,582,000","155,872,000","147,765,000","137,774,000","133,175,000","140,302,000","125,608,000","121,203,000","107,067,000","97,277,000","111,169,000","108,716,000","99,763,000","105,236,000","98,700,000","93,300,000","95,800,000","90,000,000","88,100,000","80,900,000","75,700,000","82,300,000","75,300,000","72,700,000","65,000,000","68,400,000","65,300,000","58,500,000","50,600,000","57,100,000","52,400,000","51,400,000","48,000,000","53,000,000","48,900,000","46,900,000","44,100,000","47,900,000","43,700,000","40,200,000","35,900,000","32,000,000","29,700,000","30,100,000",,,,,,,,,
OperatingExpense,"1,132,085,000","275,401,000","275,778,000","263,575,000","317,331,000","267,057,000","262,860,000","246,662,000","215,944,000","233,440,000","268,014,000","319,640,000","273,380,000","265,904,000","254,146,000","253,860,000","279,149,000","248,588,000","244,690,000","243,984,000","242,215,000","239,343,000","283,207,000","239,157,000","251,762,000","257,397,000","244,135,000","247,436,000","226,067,000","226,904,000","211,803,000","214,601,000","211,471,000","223,267,000","214,810,000","214,208,000","200,237,000","219,721,000","210,755,000","202,730,000","203,108,000","210,870,000","199,628,000","197,724,000","196,283,000","199,824,000","188,168,000","189,049,000","191,176,000","187,863,000","182,302,000","182,051,000","181,894,000","176,622,000","177,567,000","170,973,000","172,136,000","171,885,000","172,024,000","166,686,000","161,927,000","164,117,000","157,580,000","157,608,000","153,877,000","154,876,000","152,423,000","146,388,000","137,730,000","143,891,000","145,549,000","134,568,000","136,367,000","126,346,000","123,882,000","110,043,000","99,573,000","104,722,000","101,288,000","95,316,000","94,312,000","97,098,000","87,027,000","85,248,000","77,627,000","58,638,000","80,349,000","79,708,000","75,344,000","77,992,000","72,400,000","70,800,000","73,700,000","68,800,000","66,300,000","62,200,000","59,200,000","63,900,000","58,000,000","56,900,000","51,800,000","53,100,000","50,900,000","46,600,000","41,600,000","43,900,000","41,600,000","40,700,000","38,400,000","41,600,000","39,400,000","37,600,000","35,700,000","38,200,000","36,000,000","32,100,000","29,200,000","27,300,000","24,900,000","24,700,000",,,,,,,,,
	SellingGeneralAndAdministration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199,628,000",,"196,283,000","199,824,000","188,168,000",,,,,,,,"177,567,000","170,973,000","172,136,000","171,885,000","172,024,000","166,686,000","161,927,000","164,117,000","157,580,000","157,608,000","153,877,000","154,876,000","152,423,000","146,388,000","137,730,000","143,891,000","145,549,000","134,568,000","136,367,000","126,346,000","123,882,000","110,043,000","99,573,000","104,722,000","101,288,000","95,316,000","94,312,000","97,098,000","87,027,000","85,248,000","77,627,000","66,198,000","77,913,000","77,114,000","72,814,000","75,287,000","70,400,000","68,500,000","71,400,000","66,500,000","64,300,000","60,200,000","57,300,000","61,700,000","56,200,000","55,100,000","50,100,000","51,400,000","49,300,000","45,300,000","40,900,000","43,000,000","41,400,000","39,600,000","37,800,000","40,900,000","38,400,000","37,000,000","35,200,000","37,900,000","35,700,000","31,800,000","28,900,000","26,400,000","24,700,000","24,700,000",,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-222,000","-221,000","-221,000","-221,000","211,000","2,436,000","2,594,000","2,530,000","2,705,000","2,000,000","2,300,000","2,300,000","2,300,000","2,000,000","2,000,000","1,900,000","2,200,000","1,800,000","1,800,000","1,700,000","1,700,000","1,600,000","1,300,000","700,000","900,000","200,000","1,100,000","600,000","700,000","1,000,000","600,000","500,000","300,000","300,000","300,000","300,000","900,000","200,000",,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-222,000","-221,000","-221,000","-221,000","211,000","2,436,000","2,594,000","2,530,000","2,705,000","2,000,000","2,300,000","2,300,000","2,300,000","2,000,000","2,000,000","1,900,000","2,200,000","1,800,000","1,800,000","1,700,000","1,700,000","1,600,000","1,300,000","700,000","900,000","200,000","1,100,000","600,000","700,000","1,000,000","600,000","500,000","300,000","300,000","300,000","300,000","900,000","200,000",,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-222,000","-221,000","-221,000","-221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-222,000","-221,000","-221,000","-221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
