name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,06/30/2005,03/31/2005
		DeferredTax,"-6,697,000","-1,749,000","-1,297,000","-2,181,000","-1,470,000","-26,634,000","-31,059,000","-28,035,000","-38,985,000","17,743,000","12,700,000","26,510,000","-1,186,000","-13,957,000","-26,494,000","-5,612,000","26,255,000","20,246,000","-283,011,000","-4,747,000","-7,775,000","-15,579,000","2,740,000","-13,863,000","-10,193,000","52,649,000","10,463,000","-13,235,000","1,574,000","4,737,000","-9,756,000","3,910,000","-5,258,000","-22,465,000","6,630,000","-8,355,000","-6,456,000","-23,035,000","-124,539,000","-8,592,000","-8,703,000","-15,481,000","12,351,000","2,681,000","3,069,000","-19,494,000","-2,640,000","17,411,000","-10,279,000","-18,854,000","-4,464,000","-2,026,000","-143,603,000","17,752,000","-268,932,000","-1,037,000","9,723,000","12,801,000","18,537,000","5,784,000","6,830,000","3,764,000","-8,448,000","12,270,000","12,091,000","23,614,000",,"-2,825,000","-9,054,000"
			DeferredIncomeTax,"-6,697,000","-1,749,000","-1,297,000","-2,181,000","-1,470,000","-26,634,000","-31,059,000","-28,035,000","-38,985,000","17,743,000","12,700,000","26,510,000","-1,186,000","-13,957,000","-26,494,000","-5,612,000","26,255,000","20,246,000","-283,011,000","-4,747,000","-7,775,000","-15,579,000","2,740,000","-13,863,000","-10,193,000","52,649,000","10,463,000","-13,235,000","1,574,000","4,737,000","-9,756,000","3,910,000","-5,258,000","-22,465,000","6,630,000","-8,355,000","-6,456,000","-23,035,000","-124,539,000","-8,592,000","-8,703,000","-15,481,000","12,351,000","2,681,000","3,069,000","-19,494,000","-2,640,000","17,411,000","-10,279,000","-18,854,000","-4,464,000","-2,026,000","-143,603,000","17,752,000","-268,932,000","-1,037,000","9,723,000","12,801,000","18,537,000","5,784,000","6,830,000","3,764,000","-8,448,000","12,270,000","12,091,000","23,614,000",,"-2,825,000","-9,054,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,"2,628,000",,,,,,,,,,,,,,,"2,160,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,"0","27,263,000","0","123,137,000","0","5,300,000",,,"0",,,,"858,216,000",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,"11,493,000","0",,,"78,347,000","0",,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"6,223,000",,,,,,,,,"3,735,000","1,454,000","352,000","2,571,000","1,846,000","2,279,000","1,791,000","1,631,000","1,686,000","412,000","2,256,000","3,551,000","521,000","2,215,000","1,782,000","4,644,000","2,018,000","4,698,000","3,542,000","2,619,000","2,525,000","1,756,000","1,251,000","2,622,000","1,521,000","1,683,000","-18,000","1,747,000","1,712,000","2,493,000","1,601,000","1,086,000","1,820,000","995,000","1,671,000","1,007,000","2,304,000",,,,,,,"5,608,000","2,071,000",,,,,,,,,,,,,,,
		StockBasedCompensation,,,,,,,"4,055,000","2,297,000","3,106,000","3,777,000","3,354,000","2,021,000","8,561,000","1,834,000","1,760,000","3,132,000","1,519,000","2,106,000","2,437,000","2,894,000","1,900,000","2,359,000","2,098,000","2,697,000","3,058,000","2,385,000","2,314,000","2,316,000","1,804,000","1,925,000","2,031,000","1,462,000","2,240,000","2,010,000","2,078,000","1,652,000","2,334,000","1,661,000","1,573,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"373,503,000","91,081,000","82,463,000","101,270,000","98,761,000","93,359,000","93,588,000","267,783,000","13,613,000","707,000","957,000","1,722,000","1,455,000","988,000","3,171,000","1,626,000","2,808,000","1,569,000","2,751,000","13,775,000","-8,380,000","-2,329,000","26,283,000","8,965,000","36,272,000","7,985,000","6,522,000","20,530,000","-12,923,000","-18,510,000","4,253,000","-3,956,000","-10,554,000","667,000","2,030,000","3,223,000","2,207,000","3,290,000","11,827,000","-6,048,000","4,364,000","932,000","-7,761,000","13,951,000","9,536,000","-13,402,000","13,868,000","6,796,000","10,318,000","3,394,000","3,010,000","13,428,000","3,191,000","3,608,000","3,249,844,000","81,914,000","-73,758,000","3,192,000","-5,411,000","14,495,000",,,,,,,,"-3,303,000","-1,143,000"
		ChangeInWorkingCapital,"-458,492,000","-5,390,000","-207,967,000","-55,424,000","-189,711,000","-84,082,000","-109,531,000","-286,678,000","249,196,000","-58,466,000","45,928,000","-5,094,000","14,204,000","47,561,000","-30,544,000","21,391,000","-42,919,000","46,683,000","-46,281,000","61,180,000","-30,985,000","-48,767,000","23,628,000","36,903,000","-46,189,000","10,181,000","83,796,000","-36,059,000","-49,781,000","-40,741,000","-2,273,000","8,449,000","-95,171,000","46,593,000","22,467,000","47,016,000","-41,830,000","25,571,000","19,410,000","-14,740,000","-32,255,000","60,963,000","-2,709,000","21,340,000","13,937,000","-32,275,000","6,221,000","75,105,000","-41,001,000","73,634,000","4,571,000","37,305,000","-29,718,000","17,269,000","15,444,000","54,672,000","-2,093,000","-74,381,000","15,277,000","20,240,000","-22,396,000","-24,323,000","-27,809,000","19,620,000","-21,183,000","-25,355,000",,"-10,802,000","-12,032,000"
			ChangeInReceivables,"-182,119,000","109,948,000","-118,019,000","-58,472,000","-115,576,000","114,998,000","-34,459,000","-59,762,000","128,003,000","75,232,000","-34,968,000","-22,410,000","-24,426,000","69,249,000","-59,305,000","-23,135,000","-28,475,000","36,317,000","-21,964,000","4,292,000","-59,170,000","37,052,000","-19,382,000","17,553,000","-47,896,000","80,033,000","-19,266,000","3,607,000","-75,016,000","34,095,000","-31,410,000","26,649,000","-84,504,000","50,647,000","-5,911,000","16,141,000","-30,317,000","63,516,000","-46,285,000","-4,973,000","-54,372,000","59,336,000","-9,934,000","29,298,000","-43,831,000","40,296,000","-26,839,000","5,674,000","-58,071,000","32,123,000",,,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,"-182,119,000","109,948,000","-118,019,000","-58,472,000","-115,576,000","114,998,000","-34,459,000","-59,762,000","128,003,000","75,232,000","-34,968,000","-22,410,000","-24,426,000","69,249,000","-59,305,000","-23,135,000","-28,475,000","36,317,000","-21,964,000","4,292,000","-59,170,000","37,052,000","-19,382,000","17,553,000","-47,896,000","80,033,000","-19,266,000","3,607,000","-75,016,000","34,095,000","-31,410,000","26,649,000","-84,504,000","50,647,000","-5,911,000","16,141,000","-30,317,000","63,516,000","-46,285,000","-4,973,000","-54,372,000","59,336,000","-9,934,000","29,298,000","-43,831,000","40,296,000","-26,839,000","5,674,000","-58,071,000","32,123,000",,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-9,688,000","-11,042,000","-750,000","-489,000","2,593,000","-10,193,000","7,649,000","3,031,000","4,710,000","-7,013,000","-3,387,000","1,793,000","-8,688,000","-26,258,000","21,683,000","5,617,000","13,200,000","-38,423,000","25,729,000","-755,000","39,386,000","-54,808,000","24,075,000","-10,655,000","-9,667,000","-19,331,000","24,189,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"117,750,000","-24,666,000","24,039,000","89,494,000","28,883,000","-95,759,000","30,832,000","5,796,000","88,138,000","-93,584,000","64,308,000","9,706,000","48,490,000","-21,412,000","20,656,000","46,211,000","-23,074,000","12,233,000","-4,209,000","67,553,000","-4,203,000","-70,152,000","65,459,000","39,006,000","-3,409,000","-79,141,000","98,995,000","-5,836,000","-6,811,000","-55,213,000","43,481,000","19,748,000","-29,920,000","-18,646,000","49,672,000","24,747,000","-14,681,000","-51,969,000","63,366,000","21,427,000","1,741,000","-36,699,000","19,024,000","24,079,000","35,035,000","-64,529,000","28,384,000","17,137,000","14,097,000","-8,895,000",,,,,,,,,,,,,,,,,,,
				ChangeInPayable,"81,015,000","-53,772,000","66,182,000","60,099,000","8,506,000","-40,098,000","-22,335,000","2,027,000","-9,183,000","39,458,000","-6,542,000","-3,613,000","4,465,000","-7,829,000","15,620,000","-5,832,000","-11,115,000","30,574,000","-103,000","12,118,000","-635,000","-15,506,000","22,751,000","-12,741,000","4,383,000","-18,190,000","27,700,000","5,481,000","-6,901,000","4,362,000","4,741,000","9,294,000","-31,406,000","12,911,000","11,484,000","1,360,000","-7,283,000","-15,968,000","23,439,000","15,484,000","-8,034,000","-6,348,000","37,125,000","8,386,000","8,326,000","-4,926,000",,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"81,015,000","-53,772,000","66,182,000","60,099,000","8,506,000","-40,098,000","-22,335,000","2,027,000","-9,183,000","39,458,000","-6,542,000","-3,613,000","4,465,000","-7,829,000","15,620,000","-5,832,000","-11,115,000","30,574,000","-103,000","12,118,000","-635,000","-15,506,000","22,751,000","-12,741,000","4,383,000","-18,190,000","27,700,000","5,481,000","-6,901,000","4,362,000","4,741,000","9,294,000","-31,406,000","12,911,000","11,484,000","1,360,000","-7,283,000","-15,968,000","23,439,000","15,484,000","-8,034,000","-6,348,000","37,125,000","8,386,000","8,326,000","-4,926,000",,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"36,735,000","29,106,000","-42,143,000","29,395,000","20,377,000","-55,661,000","53,167,000","3,769,000","97,321,000","-133,042,000","70,850,000","13,319,000","44,025,000","-13,583,000","5,036,000","52,043,000","-11,959,000","-18,341,000","-4,106,000","55,435,000","-3,568,000","-54,646,000","42,708,000","51,747,000","-7,792,000","-60,951,000","71,295,000","-11,317,000","90,000","-59,575,000","38,740,000","10,454,000","1,486,000","-31,557,000","38,188,000","23,387,000","-7,398,000","-36,001,000","39,927,000","5,943,000","9,775,000","-30,351,000","-18,101,000","15,693,000","26,709,000","-59,603,000",,,,,,,,,,,,,,,,,,,,,,,
					ChangeInInterestPayable,"36,735,000","29,106,000","-42,143,000","29,395,000","20,377,000","-55,661,000","65,862,000","-58,380,000","77,635,000","-56,881,000","60,079,000","-27,160,000","46,192,000","9,440,000","-8,647,000","9,544,000","-8,003,000","8,491,000","-5,600,000","6,092,000","-4,896,000","4,835,000","-4,863,000","2,149,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,"-2,918,000","3,702,000","-903,000","-6,164,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-392,729,000","-98,335,000","-102,295,000","-92,579,000","-99,520,000","-104,701,000","-92,961,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-30,838,000","5,703,000","50,808,000",,"-21,595,000","412,000","48,203,000","-37,065,000","-5,256,000","-6,406,000","41,682,000",,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"8,294,000","18,705,000","-10,942,000","6,622,000","-6,091,000","11,573,000","-17,674,000","22,341,000","29,248,000","-26,937,000","19,975,000","5,817,000","-1,172,000","25,982,000","-13,578,000","-7,302,000","-4,570,000","36,556,000","-45,837,000","-9,910,000","-6,998,000","39,141,000","-46,524,000","-9,001,000","14,783,000","28,620,000","-20,122,000","-7,913,000","32,046,000","-19,623,000","-14,344,000","-37,948,000","19,253,000","14,592,000","-21,294,000","6,128,000","3,168,000","14,024,000","28,002,000","-356,000","14,673,000","-12,482,000","15,221,000","-10,442,000","22,321,000","-56,245,000","41,741,000","57,550,000","9,379,000","8,724,000",,,,,,"54,672,000","-2,093,000","-74,381,000",,"20,240,000","-22,396,000","-24,323,000",,"19,620,000","-21,183,000","-25,355,000",,,
InvestingCashFlow,"-153,872,000","-18,814,000","-73,264,000","-32,327,000","-29,467,000","-17,645,000","-29,741,000","-25,314,000","185,520,000","-35,944,000","-85,729,000","-57,626,000","-49,111,000","-27,576,000","-98,262,000","-47,067,000","-31,006,000","-27,257,000","-88,794,000","-46,148,000","-57,234,000","16,275,000","139,778,000","-42,959,000","-68,864,000","523,544,000","-123,700,000","-44,232,000","-48,887,000","-40,906,000","-95,437,000","-23,435,000","-49,766,000","-37,793,000","-77,700,000","-28,395,000","-34,775,000","-36,809,000","-87,253,000","-9,639,000","-84,336,000","-52,520,000","-133,250,000","-67,048,000","-55,022,000","-43,614,000","-63,478,000","-49,509,000","-27,744,000","-57,974,000","-69,760,000","-31,992,000","-10,769,000","-50,343,000","-117,386,000","-90,760,000","-90,818,000","-126,880,000","-152,473,000","-54,277,000","-100,177,000","-49,441,000","-106,064,000","-64,906,000","-252,809,000","-65,231,000","-361,371,000","-120,998,000","-27,237,000"
	CashFlowFromContinuingInvestingActivities,"-153,872,000","-18,814,000","-73,264,000","-32,327,000","-29,467,000","-17,645,000","-29,741,000","-25,314,000","185,520,000","-35,944,000","-85,729,000","-57,626,000","-49,111,000","-27,576,000","-98,262,000","-47,067,000","-31,006,000","-27,257,000","-88,794,000","-46,148,000","-57,234,000","16,275,000","139,778,000","-42,959,000","-68,864,000","523,544,000","-123,700,000","-44,232,000","-48,887,000","-40,906,000","-95,437,000","-23,435,000","-49,766,000","-37,793,000","-77,700,000","-28,395,000","-34,775,000","-36,809,000","-87,253,000","-9,639,000","-84,336,000","-52,520,000","-133,250,000","-67,048,000","-55,022,000","-43,614,000","-63,478,000","-49,509,000","-27,744,000","-57,974,000","-69,760,000","-31,992,000","-10,769,000","-50,343,000","-117,386,000","-90,760,000","-90,818,000","-126,880,000","-152,473,000","-54,277,000","-100,177,000","-49,441,000","-106,064,000","-64,906,000","-252,809,000","-65,231,000",,"-120,998,000","-27,237,000"
		NetPPEPurchaseAndSale,"-165,897,000","-35,809,000","-65,568,000","-32,672,000","-31,848,000","-17,918,000","-30,913,000","-26,286,000","-30,356,000","-32,815,000","-84,288,000","-57,583,000","-51,108,000","-28,173,000","-100,958,000","-48,806,000","-32,643,000","-28,672,000","-89,370,000","-31,789,000","-66,735,000","-36,344,000","-81,767,000","-50,950,000","-49,853,000","-47,202,000","-79,714,000","-48,585,000","-48,218,000","-41,815,000","-95,712,000","-42,490,000","-54,339,000","-38,628,000","-91,842,000","-34,240,000","-40,664,000","-39,441,000","-88,208,000","-46,743,000","-83,269,000","-57,357,000","-126,650,000","-58,626,000","-57,297,000","-48,477,000","-55,999,000","-52,558,000","-37,393,000","-49,323,000","-77,566,000","-44,953,000","-26,038,000","-32,329,000","-118,872,000","-59,413,000","-7,577,000","-130,926,000","-62,455,000","-95,427,000","-50,907,000","-49,580,000","-65,793,000","-57,509,000","-50,382,000","-44,747,000",,"-41,811,000","-31,128,000"
			PurchaseOfPPE,"-165,897,000","-35,809,000","-65,568,000","-32,672,000","-31,848,000","-17,918,000","-30,913,000","-26,286,000","-30,356,000","-32,815,000","-84,288,000","-57,583,000","-51,108,000","-28,173,000","-100,958,000","-48,806,000","-32,643,000","-28,672,000","-89,370,000","-31,789,000","-66,735,000","-36,344,000","-81,767,000","-50,950,000","-49,853,000","-47,202,000","-79,714,000","-48,585,000","-48,218,000","-41,815,000","-95,712,000","-42,490,000","-54,339,000","-38,628,000","-91,842,000","-34,240,000","-40,664,000","-39,441,000","-88,208,000","-46,743,000","-83,269,000","-57,357,000","-126,650,000","-58,626,000","-57,297,000","-48,477,000","-55,999,000","-52,558,000","-37,393,000","-49,323,000","-66,910,000","-47,154,000","-29,618,000","-37,204,000","-120,392,000","-64,654,000","-31,422,000","-141,867,000","-67,882,000","-95,690,000","-52,676,000","-59,442,000","-69,902,000","-58,636,000","-52,512,000","-52,832,000",,"-42,816,000","-35,067,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,201,000","3,580,000","4,875,000","1,520,000","5,241,000","23,845,000","10,941,000","5,427,000","263,000","1,769,000","9,862,000","4,109,000","1,127,000","2,130,000","8,085,000",,"1,005,000","3,939,000"
		NetIntangiblesPurchaseAndSale,,,,,,,"0","0","-713,000","-3,079,000","-8,514,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,,,,,,,"0","0","-713,000","-3,079,000","-8,514,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,126,000",,,,"5,668,000",,,,"8,295,000","-21,201,000",,,,,,,,,,,,,
			PurchaseOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,126,000",,,,"5,668,000",,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,000",,,,,,,,,,,,,,,,,,,,,,"-818,000","-2,636,000","-2,186,000","-5,610,000","-917,000","10,621,000","-3,090,000","2,931,000","46,000","416,000","4,516,000","2,157,000","6,000","613,000",,"647,000","55,000"
			SaleOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,000",,,,,,,,,,,,,,,,,,,,,,,,"-2,160,000","-5,610,000","-917,000","10,621,000","-2,431,000","2,931,000","46,000","416,000","4,516,000","2,157,000","6,000","613,000",,,
		NetOtherInvestingChanges,"12,025,000","16,995,000","-7,696,000","345,000","2,381,000","273,000","1,172,000","972,000","216,589,000","-50,000","7,073,000","2,755,000","1,997,000","597,000","2,696,000","1,739,000","1,637,000","1,415,000","576,000","-14,359,000","9,501,000","52,619,000","220,764,000","7,991,000","-19,011,000","570,746,000","-19,285,000","4,353,000","-669,000","909,000","261,000","3,235,000","4,573,000","835,000","14,142,000","5,845,000","5,889,000","2,632,000","5,676,000","37,104,000","-1,067,000","4,837,000","6,579,000","-8,422,000","2,275,000","4,863,000","-6,353,000","3,764,000","9,649,000","-8,651,000","5,136,000","18,986,000","16,087,000","-15,378,000","-4,623,000","-4,536,000","1,268,000","-6,575,000","-17,869,000","5,487,000","-16,584,000","-277,000","197,631,000","-107,032,000","-104,955,000","-21,097,000",,"-79,834,000","3,836,000"
FinancingCashFlow,"-90,070,000","-5,753,000","-135,529,000","-7,340,000","58,552,000","-920,000","-26,694,000","306,581,000","-6,208,000","144,600,000","-5,783,000","17,464,000","147,988,000","60,340,000","21,511,000","-8,425,000","-2,899,000","30,499,000","-67,431,000","11,896,000","-12,888,000","-311,090,000","-107,256,000","-102,370,000","-50,405,000","-466,468,000","193,661,000","22,457,000","-75,208,000","58,144,000","-76,957,000","-103,451,000","-48,745,000","-32,156,000","-191,164,000","-101,483,000","-185,800,000","-5,946,000","-16,897,000","-16,234,000","-18,302,000","-54,116,000","-121,914,000","-64,296,000","-80,244,000","-32,290,000","-135,461,000","-107,532,000","-1,004,000","-70,466,000","342,622,000","-46,575,000","-63,917,000","-474,000","-37,842,000","-108,562,000","-130,515,000","44,079,000","-81,423,000","-120,969,000","-69,791,000","-33,568,000","-47,265,000","-88,513,000","117,682,000","-35,069,000","-77,550,000","12,465,000","-11,420,000"
