name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
		CapitalStock,"2,000","2,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,017,000","1,014,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
			CommonStock,"2,000","2,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,017,000","1,014,000"
		AdditionalPaidInCapital,"964,474,000","971,604,000","936,280,000","907,383,000","869,174,000","835,444,000","806,002,000","772,313,000","737,236,000","705,143,000","680,957,000","654,857,000","582,652,000","551,937,000","534,863,000","231,586,000","216,581,000"
		RetainedEarnings,"-654,923,000","-617,546,000","-576,084,000","-553,181,000","-523,944,000","-494,297,000","-476,009,000","-449,890,000","-426,966,000","-402,716,000","-382,140,000","-365,830,000","-347,352,000","-332,268,000","-307,070,000","-204,751,000","-177,571,000"
		GainsLossesNotAffectingRetainedEarnings,"-533,000","414,000","1,638,000","3,346,000","2,255,000","5,208,000","1,807,000","-1,333,000","-2,880,000","-444,000","-2,449,000","501,000","-306,000","-287,000","-315,000","-243,000","19,000"
TotalCapitalization,"493,361,000","564,290,000","572,126,000","568,315,000","558,727,000","558,072,000","543,992,000","533,757,000","520,532,000","515,600,000","510,459,000","504,094,000","450,035,000","434,898,000","440,993,000","342,881,000","356,332,000"
CommonStockEquity,"309,020,000","354,474,000","361,835,000","357,549,000","347,486,000","346,356,000","331,801,000","321,091,000","307,391,000","301,984,000","296,369,000","289,529,000","234,995,000","219,383,000","227,479,000","27,609,000","40,043,000"
CapitalLeaseObligations,"74,145,000","76,525,000","78,654,000","81,034,000","83,157,000","82,805,000","84,431,000","86,191,000","86,377,000","91,049,000","92,865,000","89,673,000","88,667,000","92,009,000","92,349,000","92,682,000","93,385,000"
NetTangibleAssets,"-189,930,000","-148,193,000","-145,052,000","-154,148,000","-166,152,000","-173,077,000","-187,300,000","-200,516,000","-216,470,000","-227,249,000","-235,045,000","-176,144,000","-143,875,000","-160,082,000","-154,628,000","-356,737,000","-351,905,000"
WorkingCapital,"-5,641,000","61,375,000","65,118,000","54,760,000","41,059,000","33,731,000","18,638,000","1,548,000","-18,597,000","-31,766,000","-42,637,000","14,976,000","45,186,000","34,503,000","33,587,000","-72,987,000","-68,258,000"
InvestedCapital,"495,261,000","566,190,000","574,026,000","570,215,000","560,627,000","559,972,000","545,892,000","535,657,000","522,432,000","517,500,000","512,359,000","505,994,000","451,935,000","436,798,000","544,275,000","344,913,000","358,364,000"
TangibleBookValue,"-189,930,000","-148,193,000","-145,052,000","-154,148,000","-166,152,000","-173,077,000","-187,300,000","-200,516,000","-216,470,000","-227,249,000","-235,045,000","-176,144,000","-143,875,000","-160,082,000","-154,628,000","-356,737,000","-351,905,000"
TotalDebt,"260,386,000","288,241,000","290,845,000","293,700,000","296,298,000","296,421,000","298,522,000","300,757,000","301,418,000","306,565,000","308,855,000","306,138,000","305,607,000","309,424,000","409,145,000","409,986,000","411,706,000"
NetDebt,,,,,,,"7,757,000","37,794,000","70,420,000","84,481,000","99,806,000","61,919,000","51,030,000","63,608,000","59,676,000","273,913,000","282,976,000"
ShareIssued,"150,420,000","150,398,000","148,799,000","147,498,000","145,638,000","143,820,000","142,199,000","140,238,000","138,070,000","136,054,000","134,594,000","132,776,000","128,060,000","125,818,000","125,077,000","121,391,268","121,391,268"
OrdinarySharesNumber,"150,420,000","150,398,000","148,799,000","147,498,000","145,638,000","143,820,000","142,199,000","140,238,000","138,070,000","136,054,000","134,594,000","132,776,000","128,060,000","125,818,000","125,077,000","121,391,268","121,391,268"
