name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
OperatingCashFlow,"-45,682,000","-19,691,000","-555,000","-10,458,000","-14,978,000","-12,532,000","5,616,000","-5,570,000","-4,238,000","-3,406,000","4,100,000","10,326,000","-1,486,000","-1,483,000","-4,695,000","-1,515,000","-12,695,000","-90,000","-5,531,000","-10,454,000","-293,000","-5,824,000","-2,779,000"
	CashFlowFromContinuingOperatingActivities,"-45,682,000","-19,691,000","-555,000","-10,458,000","-14,978,000","-12,532,000","5,616,000","-5,570,000","-4,238,000","-3,406,000","4,100,000","10,326,000","-1,486,000","-1,483,000","-4,695,000","-1,515,000","-12,695,000","-90,000","-5,531,000","-10,454,000","-293,000","-5,824,000","-2,779,000"
		NetIncomeFromContinuingOperations,"-70,632,000","33,038,000","-11,835,000","-44,529,000","-47,306,000","-24,895,000","-6,777,000","-15,356,000","-19,758,000","-13,531,000","3,427,000","-7,747,000","-6,510,000","-6,314,000","-11,566,000","-8,368,000","-13,053,000","-20,055,000","-4,056,000","-2,474,000","-648,000","-12,463,000","-7,045,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,"0","-801,000","-1,611,000","9,172,000","169,000","-1,381,000","1,466,000","327,000","671,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"0","-801,000","-1,611,000","9,172,000","169,000","-1,381,000","1,466,000","327,000","671,000"
		DepreciationAmortizationDepletion,"42,903,000","11,387,000","11,611,000","9,791,000","10,114,000","4,138,000","3,144,000","2,841,000","2,397,000","3,210,000","1,354,000","1,167,000","1,053,000","961,000","811,000","777,000","784,000","910,000","725,000","771,000","767,000","765,000","787,000"
			DepreciationAndAmortization,"42,903,000","11,387,000","11,611,000","9,791,000","10,114,000","4,138,000","3,144,000","2,841,000","2,397,000","3,210,000","1,354,000","1,167,000","1,053,000","961,000","811,000","777,000","784,000","910,000","725,000","771,000","767,000","765,000","787,000"
				Depreciation,"42,903,000","11,387,000","11,611,000","9,791,000","10,114,000","4,138,000","3,144,000","2,841,000","2,397,000","3,210,000",,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,"731,000","653,000","482,000","378,000",,,"1,594,000","5,110,000",,,"2,383,000"
		AssetImpairmentCharge,"1,044,000","346,000","262,000","284,000","152,000","1,004,000","-85,000","-45,000","-151,000","1,477,000",,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,"16,000","-32,000","81,000","-86,000","82,000","-4,000","356,000"
		StockBasedCompensation,"56,601,000","13,585,000","12,849,000","16,830,000","13,337,000","7,248,000","7,585,000","11,578,000","9,108,000","4,125,000","3,585,000","7,486,000","3,072,000","1,708,000","9,822,000","5,723,000","8,345,000","2,900,000","1,440,000","1,482,000","1,242,000","983,000","1,206,000"
		OtherNonCashItems,"-49,372,000","-63,074,000","-2,155,000","11,197,000","4,660,000","3,281,000","1,297,000","976,000","1,165,000","2,955,000","-1,084,000","2,242,000","1,992,000","445,000","1,144,000","625,000","-5,018,000","3,893,000","1,996,000","1,478,000","-5,833,000","5,290,000","4,001,000"
		ChangeInWorkingCapital,"-18,362,000","-14,973,000","-3,423,000","-4,031,000","4,065,000","-3,308,000","452,000","-5,564,000","3,001,000","-1,642,000","-3,182,000","7,178,000","-1,093,000","1,717,000","-4,906,000","513,000","-2,158,000","3,122,000","-5,886,000","-10,244,000","2,631,000","-722,000","-2,755,000"
			ChangeInReceivables,"-20,524,000","15,279,000","-27,179,000","-10,966,000","2,342,000","7,867,000","-27,406,000","-17,450,000","20,311,000","22,149,000","-20,229,000","1,235,000","-11,764,000","4,740,000","-20,309,000","3,182,000","-922,000","8,623,000","-10,759,000","-2,844,000","-572,000","6,672,000","-6,886,000"
				ChangesInAccountReceivables,,"15,279,000",,"-10,966,000","2,342,000","7,867,000","-27,406,000","-17,450,000","20,311,000","22,149,000","-20,229,000","1,235,000","-11,764,000","4,740,000","-20,309,000","3,182,000","-922,000","8,623,000","-10,759,000","-2,844,000","-572,000","6,672,000","-6,886,000"
			ChangeInPrepaidAssets,"-346,000","-725,000","-170,000","600,000","-51,000","-1,845,000","1,347,000","-809,000","-94,000","-509,000","-856,000","254,000","-449,000","-1,173,000","-478,000","-288,000","11,000","-1,520,000","426,000","-722,000","181,000","-551,000","235,000"
			ChangeInPayablesAndAccruedExpense,"-13,560,000","-12,424,000","2,939,000","-6,626,000","2,551,000","1,491,000","5,534,000","329,000","-349,000","-6,736,000","4,499,000","1,035,000","2,478,000","-2,461,000","3,921,000","1,321,000","1,168,000","-2,244,000","-117,000","380,000","467,000","-2,171,000","170,000"
				ChangeInPayable,"-90,000","-855,000","1,218,000","-1,979,000","1,526,000","495,000","-99,000","278,000","-415,000","252,000","-200,000","-95,000","385,000","-691,000","690,000","1,060,000","-431,000","-408,000","-916,000","-808,000","-814,000","631,000","-1,308,000"
					ChangeInAccountPayable,"-90,000","-855,000","1,218,000","-1,979,000","1,526,000","495,000","-99,000","278,000","-415,000","252,000","-200,000","-95,000","385,000","-691,000","690,000","1,060,000","-431,000","-408,000","-916,000","-808,000","-814,000","631,000","-1,308,000"
				ChangeInAccruedExpense,"-13,470,000","-11,569,000","1,721,000","-4,647,000","1,025,000","996,000","5,633,000","51,000","66,000","-6,988,000","4,699,000","1,130,000","2,093,000","-1,770,000","3,231,000","261,000","1,599,000","-1,836,000","799,000","1,188,000","1,281,000","-2,802,000","1,478,000"
			ChangeInOtherCurrentAssets,,,,,,,"0","0","0","0","1,156,000","1,157,000","1,155,000","1,157,000","1,344,000","1,344,000",,,,,,,
			ChangeInOtherCurrentLiabilities,"16,068,000","-17,103,000","20,987,000","12,961,000","-777,000","-10,821,000","20,977,000","12,366,000","-16,867,000","-16,546,000","12,248,000","3,497,000","7,487,000","-546,000","14,116,000","-1,546,000","-1,763,000","-2,831,000","7,851,000","-4,593,000","4,565,000","-5,634,000","6,426,000"
			ChangeInOtherWorkingCapital,,,,,,,,,,,"1,156,000","1,157,000","1,155,000","1,157,000","-3,500,000","-3,500,000","-3,344,000","1,094,000","-3,287,000","-513,000","-3,962,000","962,000","-2,700,000"
InvestingCashFlow,"-359,767,000","-5,034,000","-3,414,000","-2,871,000","-348,448,000","-151,962,000","-3,857,000","-2,873,000","-1,950,000","-1,437,000","-4,609,000","-1,248,000","-3,182,000","-1,981,000","-3,157,000","-2,024,000","-1,367,000","-794,000","-548,000","-588,000","-109,000","-402,000","-431,000"
	CashFlowFromContinuingInvestingActivities,"-359,767,000","-5,034,000","-3,414,000","-2,871,000","-348,448,000","-151,962,000","-3,857,000","-2,873,000","-1,950,000","-1,437,000","-4,609,000","-1,248,000","-3,182,000","-1,981,000","-3,157,000","-2,024,000","-1,367,000","-794,000","-548,000","-588,000","-109,000","-402,000","-431,000"
		CapitalExpenditureReported,"-9,714,000","-2,314,000","-2,386,000","-2,506,000","-2,508,000","-1,923,000","-1,114,000","-1,387,000","-1,210,000","-922,000","-876,000","-697,000","-650,000","-489,000","-418,000","-324,000","-283,000","-374,000",,,,"0",
		NetPPEPurchaseAndSale,"-2,128,000","-397,000","-963,000","-355,000","-413,000","-1,377,000","-2,717,000","-1,466,000","-733,000","-492,000","-3,716,000","-542,000","-2,527,000","-1,492,000","-2,730,000","-1,698,000","-1,074,000","-418,000","-244,000","-483,000","-102,000","-386,000","-395,000"
			PurchaseOfPPE,"-2,128,000","-397,000","-963,000","-355,000","-413,000","-1,377,000","-2,717,000","-1,466,000","-733,000","-492,000","-3,716,000","-542,000","-2,527,000","-1,492,000","-2,730,000","-1,698,000","-1,074,000","-418,000","-244,000","-483,000","-102,000","-386,000","-395,000"
		NetIntangiblesPurchaseAndSale,"-154,000","-49,000","-65,000","-10,000","-30,000","-28,000","-26,000","-20,000","-7,000","-23,000","-17,000","-9,000","-5,000","0","-9,000","-2,000","-10,000","-2,000","68,000","-105,000","-7,000","-16,000","-36,000"
			PurchaseOfIntangibles,"-154,000","-49,000","-65,000","-10,000","-30,000","-28,000","-26,000","-20,000","-7,000","-23,000","-17,000","-9,000","-5,000","0","-9,000","-2,000","-10,000","-2,000","68,000","-105,000","-7,000","-16,000","-36,000"
		NetBusinessPurchaseAndSale,"-347,771,000","-2,274,000","0","0","-345,497,000","-148,634,000",,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,"-347,771,000","-2,274,000","0","0","-345,497,000","-148,634,000",,,,,,,,,,,,,,,,,
FinancingCashFlow,"1,515,000","182,000","225,000","370,000","738,000","484,665,000","3,417,000","197,602,000","2,272,000","3,139,000","9,130,000","43,939,000","-9,052,000","162,000","49,000","936,000","-5,026,000","69,232,000","-870,000","-1,188,000","16,254,000","7,565,000","4,722,000"
