name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
MarketCap,"1,519,759,848","1,799,911,720","1,952,646,600","1,968,930,720","2,325,814,720","2,283,128,750","2,189,797,500","1,214,401,080","1,596,264,480","702,872,300","917,970,000","1,024,404,480","1,014,760,257","1,149,247,288","890,223,120","729,090,479","789,396,266","1,045,654,371","1,203,269,700","1,252,832,926","1,475,427,800","1,677,741,100","2,147,406,877","1,866,223,560","1,488,062,240","1,527,246,000","1,509,322,940","1,652,812,770","1,979,327,700","2,116,311,200","1,889,558,400","1,400,447,040","1,156,528,320","1,260,258,790","1,053,341,820","1,053,739,900","1,097,442,028","985,876,743","860,219,850","710,672,648","797,621,031","894,441,566","863,168,788","615,292,080","877,705,120","932,757,320","1,120,634,950","933,491,500","806,352,000","1,017,244,800","1,159,893,150","1,387,220,710","1,247,555,700","650,117,119","575,819,180","790,447,434","791,882,380","1,018,846,400","2,019,888,000","1,794,527,362","1,949,279,050","1,933,641,697","1,904,612,760","1,626,695,380","1,273,910,000","1,473,723,120","1,166,483,783","1,338,168,614","1,478,832,509","1,880,107,759","1,568,225,459","906,133,083","720,107,635","702,800,393","723,704,272"
EnterpriseValue,"2,077,636,848","2,374,868,720","2,563,388,600","2,631,380,720","2,995,787,720","2,949,479,750","3,074,088,500","2,117,398,080","1,806,966,480","935,333,300","1,199,734,000","1,330,539,480","1,358,540,257","1,477,076,288","1,266,362,120","1,114,789,479","1,188,936,266","1,424,624,371","1,635,066,700","1,706,335,926","1,944,086,800","2,147,975,100","1,751,151,877","1,494,465,560","1,124,615,240","1,145,502,000","1,122,137,940","1,220,919,770","1,544,053,700","1,681,890,200","1,490,850,400","1,071,204,040","777,507,320","900,671,790","676,527,820","673,233,900","694,729,028","543,273,743","417,616,850","235,877,648","307,189,031","401,996,566","327,579,788","79,703,080","350,633,120","433,262,320","645,629,950","459,836,500","369,021,000","599,862,800","771,935,150","1,008,862,710","890,516,700","288,853,119","299,319,180","529,779,434","547,629,380","799,327,400","1,730,164,000","1,558,245,362","1,745,020,050","1,739,565,697","1,747,828,760","1,480,192,380","1,127,407,000","1,340,046,120","1,020,341,783","1,192,026,614","1,340,786,509","1,752,980,759","1,459,886,459","809,757,083","643,821,635","634,820,393","659,325,272"
PeRatio,,,"10.506","10.184","15.773","12.44",,,,,"25.342",,,,,,,,,,"55.185","30.313","25.114","20.126","15.876","13.901","12.199","8.643","11.474","12.318","66.222",,,,,,,,,,,,,,"15.725","15.741","19.43","18.687","18.882","25.35","16.387","19.103","22.784","15.368","118.8","77.81","29.764","27.733","44.731","22.059","27.585","31.771","35.699","139.12","110","72.909","21.189","24.516","23.864","30.231","29.299","28.333",,"213.885","85.5"
ForwardPeRatio,"7.782","7.949",,,"10.65","11.249","12.136","5.924",,,,,,"9.794","6.64","6.54","7.93","8.636","9.756","8.757","18.622","16.722","14.993","16.155","13.87","15.198","14.225","16.502","25.317","22.173","23.923","22.321",,,,,,,"72.993","41.667","39.841","10.204","11.962","9.116","9.217","9.814","11.976",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.649",,"1.48","1.595","1.117",,,,,,,"3.895","2.222","2.124","0.408","0.479","0.365","0.369","0.393","0.479",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.671","2.067","1.826","1.882","2.194","2.047","2.626","1.548","2.141","2.44","2.295","2.468","2.524","2.813","2.745","2.119","2.133","2.787","3.831","4.33","5.565","6.565","8.83","7.643","6.268","5.965","5.879","5.82","7.516","7.738","6.96","6.517","5.172","7.463","5.662","4.893","4.966","4.164","3.654","3.142","3.378","3.461","3.072","2.19","2.905","3.038","3.708","3.346","3.078","4.047","3.828","4.39","3.955","2.126","2.314","3.391","3.642","4.857","10.339","7.198","8.523","9.353","10.585","18.047","14.27","16.896","13.89","16.071","17.158","23.251","23.851","23.042","21.084","22.069","20.993"
PbRatio,"1.114","1.334","1.415","1.366","1.611","1.567","1.697","0.897","2.825","1.283","1.624","1.765","1.723","1.859","1.643","1.265","1.292","2.39","2.747","2.729","2.969","3.304","4.28","3.841","3.024","2.965","2.868","3.062","3.642","3.909","3.676","3.465","2.546","2.861","2.034","1.807","1.867","1.536","1.337","1.066","1.2","1.327","1.29","0.918","1.241","1.36","1.686","1.448","1.308","1.72","2.027","0.032","2.352","1.311","1.288","1.833","1.85","2.444","4.829","5.168","5.999","6.322","7.727","8.451","6.618","7.801","6.809","7.811","9.086","12.359","11.619","9.144","8.751","9.996","10.967"
EnterprisesValueRevenueRatio,"2.274","9.226","11.953","11.995","13.478","13.31","7.084","10.441","13.129","7.949","13.254","22.993","18.086","26.112","6.199","15.405","18.59","21.739","12.91","19.279","21.288","31.938","24.968","23.937","16.78","19.099","18.147","18.108","24.055","21.063","24.879","11.477","20.893","10.196","12.002","18.069","14.904","17.455","7.845","3.245","5.001","8.613","5.774","1.343","4.957","6.393","8.026","5.6","4.948","9.335","13.67","15.257","14.301","2.521","4.33","8.343","9.725","13.468","32.62","31.701","37.387","37.155","34.774","13.39","46.474","56.628","41.484","60.374","59.694","62.833","79.671","34.246","36.485","48.382","61.752"
EnterprisesValueEBITDARatio,"7.838","23.959","66.863","41.092","47.132","42.315","12.382","51.658","181.861","18.961","53.764","793.405","57.656","-2,600.486","9.465","103.03","341.256","-3,597.536","30.423","83.977","79.422","-227.035","3,380.602","35.836","24.49","29.288","26.053","25.289","33.984","27.229","35.272","14.695","46.513","13.072","26.841","91.934","66.127","-32.508","2,233.245","12.997","34.204","-254.751","19.888","3.719","15.084","17.49","11.21","11.882","11.288","25.567","17.778","39.747","37.388","3.973","2.955","486.036","76.028","83.107","87.32","72.568","96.972","84.99","74.751","18.24","-559.23","359.647","102.712","162.026","116.368","95.209","192.928","54.695","69.325","128.402","-125.204"
