name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
MarketCap,"2,153,353,299","5,498,687,845","5,883,013,248","5,637,795,867","7,498,161,484","8,257,965,879","11,013,832,160"
EnterpriseValue,"2,071,444,299","5,326,120,845","5,350,357,248","5,071,115,867","6,902,685,484","8,118,961,879","10,874,828,160"
PsRatio,"63.171","169.443","277.38","291.568","484.426",,
PbRatio,"17.382","27.773","10.913","10.306","13.221",,
EnterprisesValueRevenueRatio,"61.86","776.969","433.438","635.637","1,094.101","1,528.131","4,471.558"
EnterprisesValueEBITDARatio,"-8.565","-63.524","-75.567","-98.81","-192.452","-108.158","-37.64"
