name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalRevenue,"267,781,000","75,033,000","69,307,000","64,091,000","59,350,000","53,550,000","49,287,000","44,932,000","41,489,000","39,178,000"
	OperatingRevenue,"267,781,000","75,033,000","69,307,000","64,091,000","59,350,000","53,550,000","49,287,000","44,932,000","41,489,000","39,178,000"
CostOfRevenue,"37,917,000","10,145,000","9,572,000","9,609,000","8,591,000","7,343,000","7,466,000","6,918,000","6,303,000","6,043,000"
GrossProfit,"229,864,000","64,888,000","59,735,000","54,482,000","50,759,000","46,207,000","41,821,000","38,014,000","35,186,000","33,135,000"
OperatingExpense,"236,625,000","62,296,000","52,613,000","55,162,000","66,554,000","43,442,000","40,789,000","39,014,000","35,242,000","34,653,000"
	SellingGeneralAndAdministration,"205,348,000","53,387,000","44,584,000","47,583,000","59,794,000","37,700,000","35,104,000","34,192,000","30,851,000","29,747,000"
		GeneralAndAdministrativeExpense,"90,153,000","22,640,000","19,377,000","19,852,000","28,284,000","14,629,000","13,170,000","13,440,000","10,976,000","10,120,000"
			OtherGandA,"90,153,000","22,640,000","19,377,000","19,852,000","28,284,000","14,629,000","13,170,000","13,440,000","10,976,000","10,120,000"
		SellingAndMarketingExpense,"115,195,000","30,747,000","25,207,000","27,731,000","31,510,000","23,071,000","21,934,000","20,752,000","19,875,000","19,627,000"
	ResearchAndDevelopment,"31,277,000","8,909,000","8,029,000","7,579,000","6,760,000","5,742,000","5,685,000","4,822,000","4,391,000","4,906,000"
OperatingIncome,"-6,761,000","2,592,000","7,122,000","-680,000","-15,795,000","2,765,000","1,032,000","-1,000,000","-56,000","-1,518,000"
NetNonOperatingInterestIncomeExpense,"-217,000","-56,000","-51,000","-51,000","-59,000","-178,000","23,000","4,000","-2,000","112,000"
	InterestIncomeNonOperating,"69,000","30,000","16,000","16,000","7,000","18,000","38,000","20,000","14,000","125,000"
	InterestExpenseNonOperating,"286,000","86,000","67,000","67,000","66,000","196,000","15,000","16,000","16,000","13,000"
OtherIncomeExpense,"-1,425,000","-538,000","-585,000","114,000","-416,000","-143,000","665,000","29,000","80,000","33,000"
	OtherNonOperatingIncomeExpenses,"-1,425,000","-538,000","-585,000","114,000","-416,000","-143,000","665,000","29,000","80,000","33,000"
PretaxIncome,"-8,403,000","1,998,000","6,486,000","-617,000","-16,270,000","2,444,000","1,720,000","-967,000","22,000","-1,373,000"
TaxProvision,"4,282,000","638,000","2,088,000","963,000","593,000","244,000","1,516,000","735,000","-407,000","-12,000"
NetIncomeCommonStockholders,"-12,685,000","1,360,000","4,398,000","-1,580,000","-16,863,000","2,200,000","-14,796,000","-1,702,000","429,000","-1,361,000"
	NetIncome,"-12,685,000","1,360,000","4,398,000","-1,580,000","-16,863,000","2,200,000","204,000","-1,702,000","429,000","-1,361,000"
		NetIncomeIncludingNoncontrollingInterests,"-12,685,000","1,360,000","4,398,000","-1,580,000","-16,863,000","2,200,000","204,000","-1,702,000","429,000","-1,361,000"
			NetIncomeContinuousOperations,"-12,685,000","1,360,000","4,398,000","-1,580,000","-16,863,000","2,200,000","204,000","-1,702,000","429,000","-1,361,000"
DilutedNIAvailtoComStockholders,"-12,685,000","1,360,000","4,398,000","-1,580,000","-16,863,000","2,200,000","-14,796,000","-1,702,000","429,000","-1,361,000"
BasicEPS,,"0.01","0.03","-0.01","-0.14","0.013",,"-0.011","0.003","-0.009"
DilutedEPS,,"0.01","0.03","-0.01","-0.14","0.013",,"-0.011","0.003","-0.009"
BasicAverageShares,,"174,523,311","47,629,155","170,359,220","122,273,944","167,233,817",,"156,215,847","156,215,847","156,215,847"
DilutedAverageShares,,"182,649,162","47,629,155","170,359,220","122,273,944","167,233,817",,"156,215,847","156,215,847","156,215,847"
TotalOperatingIncomeAsReported,"-6,761,000","2,592,000","7,122,000","-680,000","-15,795,000","2,765,000","1,032,000","-1,000,000","-56,000","-1,518,000"
TotalExpenses,"274,542,000","72,441,000","62,185,000","64,771,000","75,145,000","50,785,000","48,255,000","45,932,000","41,545,000","40,696,000"
