name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalAssets,"11,227,223,000","11,847,310,000","11,585,317,000","10,960,718,000","11,127,864,000","11,117,802,000","10,106,294,000","9,799,670,000","9,992,219,000","8,988,719,000","9,003,467,000","8,670,003,000","8,388,406,000","8,389,137,000","8,057,855,000","7,880,017,000","7,698,060,000","7,479,029,000","7,393,656,000","7,244,527,000","7,090,163,000","6,890,096,000","6,762,132,000","6,365,320,000","6,131,222,000","6,076,649,000","5,888,958,000","5,753,803,000","5,500,340,000","5,247,880,000","4,169,181,000","3,914,444,000","3,803,952,000","3,771,503,000","3,504,928,000","3,410,568,000","3,324,865,000","3,409,441,000","2,976,188,000","2,962,897,000","2,815,549,000","2,831,255,000","3,219,746,000","2,353,716,000","2,186,268,000","2,089,370,000","2,006,146,000","1,937,265,000","1,832,991,000","1,805,504,000","1,682,773,000","1,590,206,000","1,495,774,000","1,496,827,000","1,457,545,000","915,800,000","899,467,000","846,400,000","802,129,000","813,015,000","776,188,000","773,451,000","727,367,000","757,407,000","694,566,000","672,252,000","647,019,000","610,100,000","589,850,000","553,453,000","507,687,000","494,027,000","469,462,000","442,997,000","401,721,000","420,636,000","350,370,000","347,829,000","337,284,000","286,613,000","262,352,000","236,833,000","211,995,000","213,276,000","182,569,000","164,081,958","147,653,546","136,180,680","125,545,279","113,200,000","90,400,000","76,600,000","65,948,835"
TotalLiabilitiesNetMinorityInterest,"9,947,669,000","10,496,535,000","10,253,620,000","9,654,382,000","9,867,031,000","9,876,910,000","8,882,892,000","8,611,775,000","8,829,441,000","7,798,038,000","7,818,873,000","7,485,421,000","7,239,918,000","7,280,196,000","6,996,204,000","6,856,880,000","6,712,880,000","6,528,591,000","6,459,674,000","6,341,852,000","6,217,121,000","6,047,297,000","5,946,493,000","5,576,692,000","5,368,726,000","5,338,048,000","5,102,889,000","4,988,742,000","4,758,810,000","4,627,121,000","3,726,567,000","3,487,623,000","3,393,570,000","3,377,640,000","3,122,828,000","3,041,178,000","2,963,013,000","3,059,465,000","2,651,789,000","2,672,627,000","2,539,541,000","2,564,544,000","2,961,284,000","2,136,689,000","1,976,149,000","1,884,654,000","1,803,845,000","1,740,522,000","1,640,526,000","1,617,183,000","1,481,257,000","1,444,958,000","1,351,245,000","1,354,456,000","1,356,952,000","831,587,000","815,930,000","765,234,000","724,063,000","737,006,000","701,728,000","700,535,000","656,800,000","688,930,000","627,325,000","607,288,000","583,432,000","549,045,000","530,210,000","494,919,000","451,209,000","439,305,000","414,806,000","389,985,000","349,820,000","399,068,000","329,504,000","327,801,000","318,126,000","268,340,000","245,030,000","219,701,000","195,043,000","196,649,000","166,227,000","148,560,251","132,815,427","122,037,613","111,743,410","99,500,000","76,400,000","62,600,000","51,433,030"
TotalEquityGrossMinorityInterest,"1,279,554,000","1,350,775,000","1,331,697,000","1,306,336,000","1,260,833,000","1,240,892,000","1,223,402,000","1,187,895,000","1,162,778,000","1,190,681,000","1,184,594,000","1,184,582,000","1,148,488,000","1,108,941,000","1,061,651,000","1,023,137,000","985,180,000","950,438,000","933,982,000","902,675,000","873,042,000","842,799,000","815,639,000","788,628,000","762,496,000","738,601,000","786,069,000","765,061,000","741,530,000","620,759,000","442,614,000","426,821,000","410,382,000","393,863,000","382,100,000","369,390,000","361,852,000","349,976,000","324,399,000","290,270,000","276,008,000","266,711,000","258,462,000","217,027,000","210,119,000","204,716,000","202,301,000","196,743,000","192,465,000","188,321,000","201,516,000","145,248,000","144,529,000","142,371,000","100,593,000","84,213,000","83,537,000","81,166,000","78,066,000","76,009,000","74,460,000","72,916,000","70,567,000","68,477,000","67,241,000","64,964,000","63,587,000","61,055,000","59,640,000","58,534,000","56,478,000","54,722,000","54,656,000","53,012,000","51,901,000","21,568,000","20,866,000","20,028,000","19,158,000","18,273,000","17,322,000","17,132,000","16,952,000","16,627,000","16,342,000","15,521,707","14,838,119","14,143,067","13,801,869","13,700,000","14,000,000","14,000,000","14,515,805"
	StockholdersEquity,"1,279,554,000","1,350,775,000","1,331,697,000","1,306,336,000","1,260,833,000","1,240,892,000","1,223,402,000","1,187,895,000","1,162,778,000","1,190,681,000","1,184,594,000","1,184,582,000","1,148,488,000","1,108,941,000","1,061,651,000","1,023,137,000","985,180,000","950,438,000","933,982,000","902,675,000","873,042,000","842,799,000","815,639,000","788,628,000","762,496,000","738,601,000","786,069,000","765,061,000","741,530,000","620,759,000","442,614,000","426,821,000","410,382,000","393,863,000","382,100,000","369,390,000","361,852,000","349,976,000","324,399,000","290,270,000","276,008,000","266,711,000","258,462,000","217,027,000","210,119,000","204,716,000","202,301,000","196,743,000","192,465,000","188,321,000","201,516,000","145,248,000","144,529,000","142,371,000","100,593,000","84,213,000","83,537,000","81,166,000","78,066,000","76,009,000","74,460,000","72,916,000","70,567,000","68,477,000","67,241,000","64,964,000","63,587,000","61,055,000","59,640,000","58,534,000","56,478,000","54,722,000","54,656,000","53,012,000","51,901,000","21,568,000","20,866,000","20,028,000","19,158,000","18,273,000","17,322,000","17,132,000","16,952,000","16,627,000","16,342,000","15,521,707","14,838,119","14,143,067","13,801,869","13,700,000","14,000,000","14,000,000","14,515,805"
		CapitalStock,"318,000","316,000","316,000","316,000","316,000","315,000","320,000","320,000","320,000","331,000","336,000","343,000","343,000","342,000","341,000","341,000","341,000","340,000","340,000","340,000","339,000","338,000","333,000","333,000","333,000","331,000","72,230,000","72,230,000","72,229,000","72,196,000","56,855,000","56,855,000","56,855,000","56,853,000","56,852,000","56,851,000","56,828,000","56,826,000","56,817,000","56,803,000","56,799,000","56,797,000","56,797,000","23,432,000","22,826,000","22,779,000","22,734,000","22,690,000","22,645,000","22,807,000","37,682,000","36,585,000","36,501,000","36,439,000","115,000","98,000","98,000","97,000","96,000","96,000","95,000","95,000","94,000","72,000","72,000","72,000","72,000","71,000","71,000","54,000","54,000","54,000","54,000","54,000","53,000","29,000","29,000","29,000","29,000","29,000","29,000","29,000","29,000","29,000","21,000","20,625","20,624","20,625","20,625",,,,"16,500"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","71,900,000","71,900,000","71,900,000","71,900,000","56,600,000","56,600,000","56,600,000","56,600,000","56,600,000","56,600,000","56,600,000","56,600,000","56,600,000","56,600,000","56,600,000","56,600,000","56,600,000","23,235,000","22,629,000","22,582,000","22,537,000","22,493,000","22,449,000","22,612,000","37,487,000","36,458,000","36,374,000","36,312,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"318,000","316,000","316,000","316,000","316,000","315,000","320,000","320,000","320,000","331,000","336,000","343,000","343,000","342,000","341,000","341,000","341,000","340,000","340,000","340,000","339,000","338,000","333,000","333,000","333,000","331,000","330,000","330,000","329,000","296,000","255,000","255,000","255,000","253,000","252,000","251,000","228,000","226,000","217,000","203,000","199,000","197,000","197,000","197,000","197,000","197,000","197,000","197,000","196,000","195,000","195,000","127,000","127,000","127,000","115,000","98,000","98,000","97,000","96,000","96,000","95,000","95,000","94,000","72,000","72,000","72,000","72,000","71,000","71,000","54,000","54,000","54,000","54,000","54,000","53,000","29,000","29,000","29,000","29,000","29,000","29,000","29,000","29,000","29,000","21,000","20,625","20,624","20,625","20,625",,,,"16,500"
		AdditionalPaidInCapital,"437,820,000","434,640,000","432,479,000","431,103,000","428,917,000","427,016,000","442,592,000","440,934,000","439,321,000","482,286,000","502,566,000","532,585,000","530,894,000","528,380,000","526,423,000","524,176,000","522,316,000","520,304,000","518,616,000","517,356,000","515,656,000","513,531,000","509,706,000","507,602,000","505,338,000","503,529,000","500,334,000","498,704,000","495,784,000","394,933,000","247,811,000","245,629,000","244,332,000","242,990,000","241,131,000","239,584,000","181,993,000","180,593,000","164,522,000","140,572,000","134,455,000","132,670,000","131,946,000","131,225,000","130,703,000","130,382,000","129,958,000","129,701,000","129,434,000","129,211,000","128,977,000","77,099,000","76,958,000","76,822,000","76,643,000","53,401,000","52,878,000","52,290,000","51,603,000","51,247,000","50,647,000","50,278,000","49,636,000","49,559,000","49,419,000","48,594,000","48,461,000","47,505,000","47,433,000","47,014,000","46,802,000","46,744,000","46,737,000","46,406,000","46,404,000","16,631,000","16,569,000","16,541,000","16,531,000","16,525,000","16,515,000","16,515,000","16,515,000","16,481,000","16,479,000","16,479,375","16,479,375","16,479,375","16,479,375","16,500,000","16,500,000",,"16,483,500"
		RetainedEarnings,"963,140,000","930,061,000","901,218,000","870,397,000","833,598,000","798,061,000","766,219,000","731,973,000","710,072,000","705,105,000","677,055,000","647,887,000","618,243,000","584,494,000","544,177,000","505,229,000","467,933,000","431,544,000","415,975,000","386,100,000","358,328,000","331,311,000","305,594,000","281,071,000","256,926,000","233,604,000","211,318,000","190,035,000","169,291,000","150,037,000","135,490,000","121,553,000","108,751,000","96,393,000","84,534,000","72,916,000","117,577,000","106,146,000","96,088,000","86,556,000","78,911,000","71,423,000","64,389,000","58,209,000","53,349,000","48,551,000","43,833,000","39,400,000","36,288,000","33,024,000","30,756,000","28,575,000","26,486,000","24,866,000","23,223,000","30,523,000","29,258,000","28,195,000","26,492,000","25,312,000","23,908,000","22,796,000","21,212,000","19,878,000","18,394,000","16,918,000","15,355,000","13,584,000","12,525,000","11,368,000","9,533,000","8,533,000","7,460,000","6,281,000","5,466,000","4,688,000","4,049,000","3,066,000","2,144,000","1,296,000","768,000","399,000","82,000","-138,000","-873,000","-1,354,890","-1,617,255","-2,004,794","-2,284,915","-2,400,000","-2,400,000","-2,200,000","-1,923,279"
		GainsLossesNotAffectingRetainedEarnings,"-121,724,000","-14,242,000","-2,316,000","4,520,000","-1,998,000","15,500,000","14,271,000","14,668,000","13,065,000","2,959,000","4,637,000","3,767,000","-992,000","-4,275,000","-9,290,000","-6,609,000","-5,410,000","-1,750,000","-949,000","-1,121,000","-1,281,000","-2,381,000","-940,000","-1,324,000","-1,047,000","191,000","1,241,000","3,146,000","3,280,000","2,647,000","1,512,000","1,838,000","-502,000","-3,319,000","-1,363,000","-907,000","4,508,000","5,465,000","6,026,000","5,393,000","4,897,000","4,875,000","4,384,000","3,215,000","2,295,000","2,058,000","4,830,000","4,006,000","3,152,000","2,333,000","3,155,000","1,097,000","2,692,000","4,244,000","612,000","191,000","1,303,000","584,000","-125,000","-646,000","-190,000","-253,000","-375,000","-1,032,000","-644,000","-620,000","-301,000","-105,000","-389,000","98,000","89,000","-609,000","405,000","271,000","-22,000","220,000","219,000","392,000","454,000","423,000","10,000","189,000","326,000","255,000","715,000","376,597","-44,626","-352,139","-413,216","-400,000","-300,000",,"-60,916"
