name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,12/31/1994
		PrepaidAssets,"7,520,000","6,790,000","8,044,000","7,492,000","6,904,000","7,033,000","7,413,000","7,563,000","7,401,000","7,475,000","7,951,000","8,692,000","7,956,000","13,136,000","13,620,000","13,988,000","11,994,000","12,085,000","12,685,000","10,920,000","10,709,000","10,691,000","11,732,000","12,754,000","10,463,000","9,060,000","9,674,000","10,374,000","10,237,000","10,170,000","10,254,000","12,243,000","11,811,000","10,534,000","10,095,000","11,145,000","9,395,000","7,364,000","7,860,000","16,975,000","14,562,000","5,592,000","6,875,000","7,269,000","6,646,000","5,014,000","6,049,000","6,635,000","6,902,000","4,924,000","5,741,000","6,418,000","7,329,000","6,177,000","6,577,000","6,755,000","6,602,000","4,268,000","4,601,000","5,352,000","5,409,000","4,453,000","5,569,000","7,864,000","8,124,000","3,236,000","5,009,000","6,199,000","7,049,000","5,162,000","6,848,000","7,613,000","5,304,000","3,055,000","3,399,000","3,941,000","4,904,000","3,838,000","3,785,000","4,903,000","4,507,000","4,956,000","8,440,000","10,614,000","5,541,000",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,"4,799,000","4,927,000","3,990,000","3,815,000","4,518,000","4,651,000","4,363,000","4,790,000","4,980,000","5,324,000","4,710,000","4,350,000","4,662,000","8,462,000","7,985,000","8,828,000","9,494,000","5,119,000","5,135,000","5,096,000","4,694,000","3,838,000","3,893,000","4,950,000","4,950,000","5,210,000","5,679,000","6,105,000","6,011,000","5,316,000","5,701,000","5,817,000","5,994,000","8,684,000","8,634,000","7,303,000","8,409,000","8,110,000","8,759,000","7,702,000","8,892,000","9,251,000","12,514,000","13,929,000","15,793,000","15,032,000","15,243,000","17,253,000","17,180,000",,,,,,,,,"2,222,000","2,222,000","4,036,000","4,037,000","4,872,000","4,872,000","4,872,000",,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,"4,799,000","4,927,000","3,990,000","3,815,000","4,518,000","4,651,000","4,363,000","4,790,000","4,980,000","5,324,000","4,710,000","4,350,000","4,662,000","8,462,000","7,985,000","8,828,000","9,494,000","5,119,000","5,135,000","5,096,000","4,694,000","3,838,000","3,893,000","4,950,000","4,950,000","5,210,000","5,679,000","6,105,000","6,011,000","5,316,000","5,701,000","5,817,000","5,994,000","8,684,000","8,634,000","7,303,000","8,409,000","8,110,000","8,759,000","7,702,000","8,892,000","9,251,000","12,514,000","13,929,000","15,793,000","15,032,000","15,243,000","17,253,000","17,180,000",,,,,,,,,"2,222,000","2,222,000","4,036,000","4,037,000","4,872,000","4,872,000","4,872,000",,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,"0","0","0","26,688,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,554,000","10,672,000","9,030,000","6,531,000","7,200,000","12,500,000","10,100,000","9,700,000","21,300,000","20,900,000","11,400,000","2,700,000","2,100,000","3,400,000","5,400,000","2,500,000","2,300,000","2,400,000","1,500,000","1,700,000","8,500,000","8,400,000","1,100,000"
	TotalNonCurrentAssets,"124,040,000","131,290,000","129,041,000","126,442,000","140,883,000","140,157,000","139,538,000","136,508,000","130,726,000","135,890,000","131,988,000","126,418,000","169,076,000","131,446,000","139,648,000","139,730,000","138,392,000","138,859,000","147,074,000","148,283,000","147,014,000","141,916,000","140,819,000","135,439,000","134,382,000","137,288,000","138,694,000","138,747,000","138,877,000","139,513,000","135,469,000","142,361,000","142,199,000","144,882,000","156,828,000","155,065,000","155,187,000","153,590,000","165,092,000","167,032,000","212,408,000","223,433,000","221,772,000","223,530,000","226,005,000","225,843,000","224,548,000","227,903,000","203,188,000","202,688,000","203,372,000","203,165,000","203,719,000","205,069,000","290,878,000","292,729,000","294,157,000","295,222,000","295,515,000","294,982,000","292,746,000","292,164,000","226,334,000","224,225,000","224,982,000","169,187,000","173,266,000","176,963,000","175,980,000","159,202,000","160,857,000","160,648,000","82,583,000","81,273,000","80,383,000","82,228,000","83,193,000","83,385,000","120,059,000","125,096,000","133,548,000","137,158,000","132,864,000","136,727,000","139,473,000","141,668,000","142,022,000","143,850,000","144,258,000","145,500,000","140,700,000","139,300,000","136,600,000","129,100,000","125,800,000","109,000,000","82,400,000","81,300,000","74,800,000","33,500,000","28,500,000","18,400,000","17,700,000","15,600,000","10,100,000","4,200,000","3,700,000","1,700,000"
		NetPPE,"19,962,000","21,359,000","22,172,000","22,452,000","42,280,000","43,639,000","45,604,000","45,587,000","47,068,000","48,319,000","48,004,000","43,982,000","44,229,000","35,818,000","37,011,000","38,568,000","38,848,000","39,680,000","40,654,000","41,892,000","42,732,000","43,145,000","42,355,000","37,726,000","37,599,000","37,476,000","37,863,000","35,635,000","35,174,000","35,330,000","35,736,000","36,064,000","36,194,000","36,728,000","36,533,000","36,061,000","35,543,000","34,883,000","35,246,000","35,798,000","35,271,000","36,124,000","35,854,000","36,068,000","37,443,000","38,130,000","38,576,000","38,314,000","10,802,000","11,407,000","12,081,000","12,649,000","13,711,000","14,687,000","15,111,000","14,564,000","13,962,000","13,355,000","12,291,000","12,930,000","13,161,000","12,610,000","12,067,000","11,132,000","10,402,000","10,148,000","9,060,000","8,519,000","8,845,000","8,579,000","7,428,000","7,205,000","6,942,000","7,422,000","8,221,000","8,636,000","9,231,000","9,605,000","11,524,000","12,736,000","13,919,000","15,367,000","17,924,000","19,586,000","22,998,000","23,115,000","22,107,000","24,624,000","26,181,000","27,800,000","24,800,000","23,800,000","22,300,000","19,900,000","23,800,000","20,800,000","8,500,000","8,200,000","9,000,000","8,200,000","5,600,000","5,300,000","4,800,000","3,000,000","2,500,000","2,400,000","1,900,000","300,000"
			GrossPPE,"19,962,000","33,372,000","22,172,000","22,452,000","42,280,000","67,274,000","45,604,000","45,587,000","47,068,000","74,914,000","48,004,000","43,982,000","44,229,000","67,900,000","37,011,000","38,568,000","38,848,000","71,565,000","40,654,000","41,892,000","42,732,000","73,025,000","42,355,000","37,726,000","37,599,000","66,235,000","37,863,000","35,635,000","35,174,000","60,804,000","35,736,000","36,064,000","36,194,000","60,950,000","36,533,000","36,061,000","35,543,000","57,136,000",,,,"54,963,000",,,,"53,338,000",,,,"26,275,000",,,,"29,824,000","28,560,000","28,013,000","27,411,000","26,804,000","24,326,000","24,965,000","25,196,000","24,645,000","20,200,000","19,265,000","18,535,000","18,281,000","14,587,000","14,046,000","14,372,000","14,106,000","19,841,000","19,618,000","19,355,000","19,835,000","19,697,000","20,112,000","20,707,000","21,081,000","36,922,000","38,134,000","39,317,000","40,765,000","41,518,000","43,180,000","46,592,000","46,709,000","49,135,000","51,428,000","50,293,000","49,500,000","43,800,000","40,500,000","37,900,000","33,800,000","25,500,000","35,000,000","14,400,000","13,400,000","12,700,000","11,900,000","8,400,000","8,100,000","7,300,000","5,300,000","4,100,000","4,000,000",,
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"0",,,,"5,892,000",,,,"5,892,000",,,,"5,892,000",,,,"5,892,000",,,,"5,892,000",,,,"5,892,000",,,,"5,892,000",,,,"5,892,000",,,,"5,892,000",,,,"5,892,000",,,,"5,892,000",,,,"1,310,000",,,,"1,310,000",,,,"1,310,000",,,,"1,310,000",,,,"1,310,000",,,,"1,310,000",,,,"1,310,000",,,,"1,310,000",,,,"6,817,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"0",,,,"25,964,000",,,,"25,990,000",,,,"25,755,000",,,,"25,733,000",,,,"25,701,000",,,,"25,516,000",,,,"25,304,000",,,,"25,191,000",,,,"25,121,000",,,,"25,009,000",,,,"24,995,000",,,,,,,,"7,392,000",,,,"5,878,000",,,,"5,268,000",,,,"4,267,000",,,,"3,936,000",,,,"4,698,000",,,,"5,147,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"10,988,000",,,,"12,398,000",,,,"15,206,000",,,,"23,756,000",,,,"26,516,000",,,,"28,087,000",,,,"23,195,000",,,,"17,499,000",,,,"18,667,000",,,,"15,501,000",,,,"13,611,000",,,,"12,423,000",,,,"11,129,000",,,,"11,925,000",,,,"10,656,000",,,,"9,799,000",,,,"6,867,000",,,,"6,612,000",,,,"13,827,000",,,,"14,624,000",,,,"33,948,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"19,962,000","15,395,000","22,172,000","22,452,000","42,280,000","16,835,000","45,604,000","45,587,000","47,068,000","18,344,000","48,004,000","43,982,000","44,229,000","35,818,000","37,011,000","38,568,000","38,848,000","39,680,000","40,654,000","41,892,000","42,732,000","43,145,000","42,355,000","37,726,000","37,599,000","37,476,000","37,863,000","35,635,000","35,174,000","3,762,000","35,736,000","36,064,000","36,194,000","4,306,000","36,533,000","36,061,000","35,543,000","5,902,000",,,,,,,,,,,,,,,,"9,197,000",,,,"8,960,000",,,,"8,268,000",,,,"5,837,000",,,,"2,248,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,"6,989,000",,,,"6,185,000",,,,"9,482,000",,,,"12,497,000",,,,"13,424,000",,,,"13,345,000",,,,"11,632,000",,,,"8,347,000",,,,"6,894,000",,,,"4,720,000",,,,"10,451,000",,,,"10,028,000",,,,"13,836,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-12,013,000",,,,"-23,635,000",,,,"-26,595,000",,,,"-32,082,000",,,,"-31,885,000",,,,"-29,880,000",,,,"-28,759,000",,,,"-25,474,000",,,,"-24,222,000",,,,"-22,253,000",,,,"-18,839,000",,,,"-15,208,000",,,,"-14,868,000",,,,"-15,137,000","-13,449,000","-13,449,000","-13,449,000","-13,449,000","-12,035,000","-12,035,000","-12,035,000","-12,035,000","-8,133,000","-8,133,000","-8,133,000","-8,133,000","-5,527,000","-5,527,000","-5,527,000","-5,527,000","-12,413,000","-12,413,000","-12,413,000","-12,413,000","-11,476,000","-11,476,000","-11,476,000","-11,476,000","-25,398,000","-25,398,000","-25,398,000","-25,398,000","-23,594,000","-23,594,000","-23,594,000","-23,594,000","-27,028,000","-26,804,000","-24,112,000","-21,700,000","-19,000,000","-16,700,000","-15,600,000","-13,900,000","-1,700,000","-14,200,000","-5,900,000","-5,200,000","-3,700,000","-3,700,000","-2,800,000","-2,800,000","-2,500,000","-2,300,000","-1,600,000","-1,600,000",,
		GoodwillAndOtherIntangibleAssets,"39,836,000","39,706,000","40,283,000","39,736,000","38,851,000","37,842,000","36,995,000","36,140,000","34,881,000","33,799,000","32,435,000","31,349,000","30,517,000","48,920,000","49,006,000","49,093,000","49,179,000","49,265,000","49,352,000","49,438,000","49,524,000","49,610,000","49,697,000","49,818,000","50,011,000","52,252,000","50,404,000","50,596,000","50,787,000","54,657,000","48,531,000","53,576,000","53,734,000","59,365,000","68,570,000","68,765,000","68,955,000","75,875,000","73,210,000","73,422,000","138,966,000","144,713,000","144,951,000","145,238,000","145,505,000","145,865,000","146,242,000","146,777,000","147,338,000","147,987,000","148,709,000","149,107,000","150,235,000","150,723,000","244,615,000","245,398,000","248,624,000","263,356,000","246,346,000","247,759,000","244,589,000","246,561,000","184,266,000","182,024,000","184,652,000","134,340,000","135,712,000","135,747,000","136,552,000","118,191,000","131,294,000","131,428,000","61,798,000","61,798,000","61,798,000","61,798,000","61,798,000","61,798,000","95,621,000","95,621,000","95,621,000","95,804,000","89,688,000","90,713,000","91,739,000","92,764,000","93,789,000","94,881,000","95,840,000","95,700,000","96,100,000","97,200,000","96,700,000","93,500,000","94,500,000","82,400,000","66,000,000","66,700,000","61,600,000","21,900,000","19,700,000","10,900,000",,,,,,
			Goodwill,"25,040,000","25,040,000","25,040,000","25,040,000","25,040,000","25,040,000","25,040,000","25,040,000","25,040,000","25,040,000","25,040,000","25,040,000","25,040,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","45,968,000","44,014,000","48,900,000","48,900,000","48,900,000","63,410,000","63,410,000","63,410,000","63,410,000","67,268,000","67,268,000","132,568,000","138,078,000","138,078,000","138,078,000","138,078,000","138,078,000","138,078,000","137,912,000","137,912,000","137,912,000","140,420,000","140,368,000","140,168,000","140,119,000","235,324,000","235,477,000","237,609,000","237,609,000","226,459,000","226,459,000","221,840,000","222,302,000","173,207,000","169,838,000","171,339,000",,,,,,,,,,,,,,,,"95,621,000",,"89,688,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"14,796,000","14,666,000","15,243,000","14,696,000","13,811,000","12,802,000","11,955,000","11,100,000","9,841,000","8,759,000","7,395,000","6,309,000","5,477,000","2,952,000","3,038,000","3,125,000","3,211,000","3,297,000","3,384,000","3,470,000","3,556,000","3,642,000","3,729,000","3,850,000","4,043,000","6,284,000","4,436,000","4,628,000","4,819,000","8,689,000","4,517,000","4,676,000","4,834,000","10,465,000","5,160,000","5,355,000","5,545,000","12,465,000","5,942,000","6,154,000","6,398,000","6,635,000","6,873,000","7,160,000","7,427,000","7,787,000","8,164,000","8,865,000","9,426,000","10,075,000","8,289,000","8,739,000","10,067,000","10,604,000","9,291,000","9,921,000","11,015,000","25,747,000","19,887,000","21,300,000","22,749,000","24,259,000","11,059,000","12,186,000","13,313,000","134,340,000","135,712,000","135,747,000","136,552,000","118,191,000","131,294,000","131,428,000","61,798,000","61,798,000","61,798,000","61,798,000","61,798,000","61,798,000","95,621,000","95,621,000",,"95,804,000",,"90,713,000","91,739,000","92,764,000","93,789,000","94,881,000","95,840,000","95,700,000","96,100,000","97,200,000","96,700,000","93,500,000","94,500,000","82,400,000","66,000,000","66,700,000","61,600,000","21,900,000","19,700,000","10,900,000",,,,,,
		InvestmentsAndAdvances,"16,683,000","17,008,000","15,779,000","13,966,000","11,997,000","10,488,000","9,432,000","9,535,000","7,574,000","8,169,000","8,641,000","9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
