name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
TotalRevenue,"7,701,000,000","1,514,000,000","1,675,000,000","2,009,000,000","2,503,000,000","-1,957,000,000","2,230,000,000","2,071,000,000","1,663,000,000","1,685,000,000","696,000,000","2,237,000,000","2,346,000,000","2,197,000,000","2,182,000,000","2,252,000,000","2,113,000,000","1,967,000,000","1,265,600,000","2,550,200,000","2,588,800,000","2,213,400,000","2,548,400,000","2,528,500,000","2,696,000,000","3,009,300,000","1,996,800,000","3,719,500,000","2,993,900,000","2,626,000,000","2,510,800,000","3,191,100,000","2,698,100,000","2,670,900,000","2,364,000,000","2,435,300,000","2,140,600,000","1,818,600,000","2,203,800,000","2,564,300,000","3,361,900,000","1,485,300,000","860,600,000","3,622,600,000"
	OperatingRevenue,"7,701,000,000","1,514,000,000","1,675,000,000","2,009,000,000","2,503,000,000","-1,957,000,000","2,230,000,000","2,071,000,000","1,663,000,000","1,685,000,000","696,000,000","2,237,000,000","2,346,000,000","2,197,000,000","2,182,000,000","2,252,000,000","2,113,000,000","1,967,000,000","1,265,600,000","2,550,200,000","2,588,800,000","2,213,400,000","2,548,400,000","2,528,500,000","2,696,000,000","3,009,300,000","1,996,800,000","3,719,500,000","2,993,900,000","2,626,000,000","2,510,800,000","3,191,100,000","2,698,100,000","2,670,900,000","2,364,000,000","2,435,300,000","2,140,600,000","1,818,600,000","2,203,800,000","2,564,300,000","3,361,900,000","1,485,300,000","860,600,000","3,622,600,000"
NetNonOperatingInterestIncomeExpense,"-216,000,000","-46,000,000","-69,000,000","-50,000,000","-51,000,000","-54,000,000","-48,000,000","-45,000,000","-40,000,000","-43,000,000","-50,000,000","-59,000,000","-58,000,000","-47,000,000","-90,000,000","-55,000,000","-62,000,000","-55,000,000","-62,300,000","-67,500,000","-71,400,000","-62,800,000","-71,700,000","-72,100,000","-177,400,000","-68,700,000","-114,400,000","-113,100,000","-131,300,000","-109,900,000","-104,600,000","-103,800,000","-97,000,000","-93,800,000","-98,200,000","-98,800,000","-87,200,000","-81,200,000","-77,100,000","-72,800,000","-63,700,000","-46,500,000","-51,800,000","-47,200,000"
	InterestExpenseNonOperating,"216,000,000","46,000,000","69,000,000","50,000,000","51,000,000","54,000,000","48,000,000","45,000,000","40,000,000","43,000,000","50,000,000","59,000,000","58,000,000","47,000,000","90,000,000","55,000,000","62,000,000","55,000,000","62,300,000","67,500,000","71,400,000","62,800,000","71,700,000","72,100,000","177,400,000","68,700,000","114,400,000","113,100,000","131,300,000","109,900,000","104,600,000","103,800,000","97,000,000","93,800,000","98,200,000","98,800,000","87,200,000","81,200,000","77,100,000","72,800,000","63,700,000","46,500,000","51,800,000","47,200,000"
OtherIncomeExpense,"509,000,000","40,000,000","49,000,000","46,000,000","374,000,000","110,000,000","146,000,000","90,000,000","81,000,000","92,000,000","157,000,000","93,000,000","102,000,000","113,000,000","120,000,000","127,000,000","101,000,000","99,000,000","91,200,000","89,800,000","96,200,000","93,800,000","103,200,000","90,500,000","84,600,000","82,800,000","91,600,000","106,700,000","105,900,000","102,700,000","116,000,000","101,000,000","110,300,000","105,500,000","111,700,000","119,600,000","106,100,000","95,600,000","91,800,000","97,200,000","100,500,000","89,000,000","108,600,000","102,300,000"
	SpecialIncomeCharges,"-101,000,000",,,,,,,"-10,000,000","-21,000,000","-19,000,000","-37,000,000","-28,000,000","-58,000,000","-86,000,000","-27,000,000","-23,000,000","-10,000,000","-19,000,000","-16,300,000","-48,400,000","-5,100,000","-12,200,000",,,,,,,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,"101,000,000",,,,,,,"10,000,000","21,000,000","19,000,000","37,000,000","28,000,000","58,000,000","86,000,000","27,000,000","23,000,000","10,000,000","19,000,000","16,300,000","48,400,000","5,100,000","12,200,000",,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,830,000,000","91,000,000","300,000,000","411,000,000","1,028,000,000","1,038,000,000","501,000,000","-145,000,000","-48,000,000","44,000,000","-58,000,000","143,000,000","298,000,000","177,000,000","162,000,000","186,000,000","241,000,000","21,000,000","218,200,000","238,100,000","231,100,000","-159,400,000","-651,900,000","-355,900,000","153,100,000","241,300,000","-243,300,000","80,300,000","486,200,000","256,300,000","-490,900,000","554,800,000","419,000,000","302,300,000","627,600,000","420,000,000","-75,200,000","-214,300,000","-108,100,000","373,900,000","853,100,000","-512,900,000","-1,432,600,000","855,200,000"
TaxProvision,"-43,000,000","7,000,000","-202,000,000","40,000,000","112,000,000","-48,000,000","55,000,000","-72,000,000","5,000,000","-6,000,000","-278,000,000","4,000,000","44,000,000","25,000,000","-15,000,000","21,000,000","45,000,000","4,000,000","721,000,000","24,100,000","11,900,000","-17,000,000","-161,400,000","-119,400,000","17,100,000","49,000,000","-82,900,000","-35,900,000","119,100,000","44,700,000","-1,826,400,000","37,400,000","6,100,000","30,700,000","-26,100,000","-27,700,000","10,100,000","11,200,000","-1,200,000","-12,900,000","1,000,000","7,900,000","290,100,000","-177,400,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
