name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009
TotalAssets,"12,387,515,000","13,772,708,000","13,868,600,000","13,598,112,000","12,522,254,000","11,492,011,000","10,455,067,000","9,083,719,000","11,918,488,000","11,771,351,000","10,744,609,000","9,465,789,000","7,555,987,000","7,813,361,000","7,267,578,000","6,676,849,000","5,790,486,000","5,604,933,000","5,785,043,000","6,010,244,000","6,002,946,000","6,357,502,000","6,618,901,000","5,767,562,000","5,820,440,000","5,826,924,000","5,592,231,000","6,677,374,000","5,737,410,000","4,904,296,000","4,604,813,000","4,869,745,000","4,227,537,000","4,310,917,000","4,249,231,000","3,443,384,000","2,927,160,000","2,559,663,000","2,328,725,000","1,890,745,000","1,378,020,000","1,386,062,000","1,155,494,000","883,475,000","840,531,000","589,095,000","370,478,000","326,688,000","324,446,000"
	CurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,078,628,000","1,694,968,000","1,212,430,000","1,112,412,000","901,597,000","823,338,000","199,082,000","544,877,000","370,478,000","325,177,000",
		CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,043,676,000","1,658,129,000","1,182,320,000","1,096,003,000","885,542,000","799,469,000","166,232,000","533,535,000","341,380,000","317,463,000",
			CashAndCashEquivalents,"278,854,000","58,983,000","131,741,000","68,616,000","92,842,000","57,704,000","278,486,000","346,007,000","1,099,380,000","104,056,000","113,651,000","77,676,000","68,538,000","59,845,000","373,463,000","329,012,000","332,044,000","265,736,000","237,109,000","162,489,000","171,291,000","69,925,000","150,582,000","141,885,000","66,972,000","58,108,000","89,303,000","114,698,000","65,668,000","76,386,000","46,487,000","37,902,000","11,871,000","27,411,000","100,064,000","27,642,000","19,376,000","33,756,000","106,135,000","27,970,000","79,849,000","14,589,000","42,718,000","40,977,000","10,843,000","45,447,000","22,514,000","2,125,000","54,000"
				CashFinancial,"187,880,000","58,983,000","131,741,000","68,616,000","92,842,000","57,704,000","278,486,000","346,007,000","1,099,380,000","104,056,000","113,651,000","77,676,000","68,538,000","59,845,000","88,929,000","63,035,000","102,167,000","77,647,000","99,515,000","69,893,000","120,049,000","34,476,000","139,068,000","95,705,000","66,972,000","58,108,000","89,303,000","114,698,000","65,668,000","76,386,000","46,487,000","37,902,000","11,871,000","27,411,000","100,064,000","27,642,000","19,376,000","33,756,000","67,813,000","27,970,000","16,405,000","14,589,000","11,975,000","2,344,000","10,843,000","45,447,000","22,514,000","2,125,000","54,000"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,322,000",,"63,444,000","30,319,000","30,743,000","38,633,000",,,,,
			OtherShortTermInvestments,"236,468,000","167,999,000","116,130,000","44,890,000","108,375,000","127,295,000","81,624,000","273,592,000","137,960,000","90,836,000","74,895,000","76,731,000","29,751,000","74,850,000","26,736,000","39,484,000","71,044,000","18,398,000","5,646,000","77,366,000","19,883,000","122,088,000","33,353,000","16,877,000","47,500,000","41,865,000","31,518,000","32,417,000","44,949,000","139,900,000","37,452,000","104,453,000","91,338,000","92,398,000","80,936,000","73,236,000","45,024,000","39,017,000","1,937,541,000","1,630,159,000","1,102,471,000","30,319,000","842,824,000","758,492,000","155,389,000","0","318,866,000","315,338,000","213,628,000"
		Receivables,"102,819,000","15,953,000","19,162,000","19,216,000","7,521,000","8,152,000","18,872,000","3,458,000","3,512,000","2,760,000","4,993,000","1,485,000","3,345,000","4,077,000","2,351,000","4,010,000","313,000","4,154,000","4,725,000","5,013,000","10,916,000","7,091,000","5,776,000","12,375,000","6,531,000","8,806,000","9,050,000","9,342,000","5,778,000","6,621,000","4,311,000","4,137,000","3,590,000","6,009,000","38,870,000","37,067,000","40,518,000","37,062,000","34,952,000","36,839,000","30,110,000","16,409,000","16,055,000","23,869,000","32,850,000","11,342,000","11,617,000","6,784,000","492,000"
			AccountsReceivable,"23,901,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,940,000","34,004,000","34,527,000","32,233,000","30,016,000","24,915,000","22,628,000","10,763,000","6,720,000","14,633,000","26,854,000","9,227,000","10,701,000","6,182,000","492,000"
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,932,000","3,610,000","2,018,000","2,099,000","2,132,000","2,028,000","1,416,000","978,000","916,000","602,000",
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,004,000","8,314,000","5,464,000","347,000","7,203,000","7,208,000","4,580,000","2,115,000",,,
			OtherReceivables,"58,356,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,817,000",,,,,,,"5,299,000",,,,,,,
		PrepaidAssets,"69,150,000","111,496,000","53,599,000","40,552,000","75,638,000","121,820,000","46,897,000","38,254,000","39,030,000","48,971,000","32,057,000","35,143,000","37,392,000","67,666,000","48,056,000","53,340,000","63,352,000","77,158,000","61,826,000","67,172,000","70,332,000","76,950,000","78,624,000","74,090,000","76,881,000","88,010,000","79,528,000","78,347,000","79,261,000","79,878,000","59,325,000","63,993,000","60,024,000","59,573,000","43,741,000","39,672,000","37,695,000","32,191,000",,,,,,,,,,,"455,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,481,000","930,000",
	TotalNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,097,000","195,777,000","165,590,000","273,650,000","253,897,000","60,137,000","641,449,000","44,218,000","0","1,511,000",
