name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996
			DepreciationAndAmortization,,,,,,,,,,,"76,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,097,000","26,710,000",,"22,242,000","22,287,000","21,240,000",,"26,303,000","24,608,000","23,985,000",,"23,450,000","22,214,000","11,798,000",,"9,226,000","12,189,000","12,100,000",,"10,900,000","10,800,000","11,100,000","8,400,000","12,800,000","9,800,000","8,700,000","8,100,000","8,900,000","6,900,000","8,000,000","7,000,000","6,300,000","6,600,000","6,500,000"
				Depreciation,,,,,,,,,,,"76,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-4,600,000","-900,000","2,000,000","-5,600,000","-100,000","-39,600,000","-1,900,000","22,000,000","-4,800,000","6,500,000","-7,000,000","11,600,000","-800,000","-7,500,000","-2,000,000","77,600,000","0","-4,100,000","-65,500,000","11,100,000","-1,000,000","3,500,000","-11,300,000","4,300,000","1,300,000","-3,700,000","-400,000","-2,600,000","-700,000","-12,200,000","9,600,000","17,700,000","900,000","-6,400,000","1,900,000","1,500,000","400,000","-200,000","300,000","32,200,000","-4,900,000","-3,600,000","-3,500,000","13,320,000","-287,000","-4,211,000","3,520,000","2,279,000","-1,016,000","310,000","3,023,000","-4,390,000","-664,000","-291,000","5,823,000","96,780,000","-883,000","-641,000","-77,018,000","-26,327,000","-32,398,000","-3,000","27,084,000","-7,013,000","6,879,000","-1,295,000","13,731,000","14,473,000","5,841,000","-450,000","3,282,000","-20,872,000","4,915,000","-4,399,000","8,250,000","-2,187,000","2,232,000","2,661,000","3,868,000","12,596,000","1,863,000","-3,788,000","-1,165,000","5,456,000","-1,374,000","6,415,000","18,630,000","11,932,000","-1,181,000","2,197,000","600,000","18,415,000","-3,000,000","-300,000","700,000","-8,500,000","5,700,000","900,000","900,000","800,000","1,200,000","1,400,000","1,300,000","4,500,000","1,100,000","2,100,000","1,600,000"
			DeferredIncomeTax,"-4,600,000","-900,000","2,000,000","-5,600,000","-100,000","-39,600,000","-1,900,000","22,000,000","-4,800,000","6,500,000","-7,000,000","11,600,000","-800,000","-7,500,000","-2,000,000","77,600,000","0","-4,100,000","-65,500,000","11,100,000","-1,000,000","3,500,000","-11,300,000","4,300,000","1,300,000","-3,700,000","-400,000","-2,600,000","-700,000","-12,200,000","9,600,000","17,700,000","900,000","-6,400,000","1,900,000","1,500,000","400,000","-200,000","300,000","32,200,000","-4,900,000","-3,600,000","-3,500,000","13,320,000","-287,000","-4,211,000","3,520,000","2,279,000","-1,016,000","310,000","3,023,000","-4,390,000","-664,000","-291,000","5,823,000","96,780,000","-883,000","-641,000","-77,018,000","-26,327,000","-32,398,000","-3,000","27,084,000","-7,013,000","6,879,000","-1,295,000","13,731,000","14,473,000","5,841,000","-450,000","3,282,000","-20,872,000","4,915,000","-4,399,000","8,250,000","-2,187,000","2,232,000","2,661,000","3,868,000","12,596,000","1,863,000","-3,788,000","-1,165,000","5,456,000","-1,374,000","6,415,000","18,630,000","11,932,000","-1,181,000","2,197,000","600,000","18,415,000","-3,000,000","-300,000","700,000","-8,500,000","5,700,000","900,000","900,000","800,000","1,200,000","1,400,000","1,300,000","4,500,000","1,100,000","2,100,000","1,600,000"
		AssetImpairmentCharge,"69,800,000","0","62,400,000","7,400,000","0","200,000","1,300,000","1,600,000","15,500,000","1,300,000","100,000","5,700,000","0","0","2,100,000","4,200,000","800,000","400,000","2,900,000","14,900,000","2,000,000","2,000,000","1,900,000","6,500,000","4,100,000","1,700,000","39,100,000","23,600,000","17,600,000","4,500,000","200,000","70,200,000","15,400,000","0","200,000","29,400,000","2,300,000","2,200,000","100,000","5,000,000","500,000","5,600,000","1,800,000","5,652,000","2,511,000","333,000","487,000","561,000","2,117,000","33,000","206,000","6,184,000","1,712,000","6,741,000","4,879,000","2,930,000","-841,000","4,663,000","5,573,000","187,000","-18,000","88,000","851,000","2,081,000","720,000","4,352,000","1,173,000","2,298,000","214,000","3,839,000","57,000","2,247,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"27,800,000","600,000","15,200,000","800,000","11,200,000","9,300,000","16,300,000","13,200,000","13,500,000","28,000,000","-300,000","-1,200,000","2,500,000","6,700,000",,"-1,300,000","-2,100,000",,,"700,000","-600,000","1,700,000","-600,000","30,700,000",,"0","-600,000","-800,000","3,300,000","0","-300,000","100,000","-300,000","-300,000","-400,000","-14,100,000",,"-500,000","1,000,000","42,000,000",,,,,,,,,,,,,,,,,"1,403,000","993,000","-262,000",,,,,,,,,,,,,,,,"-7,957,000","7,782,000","-482,000",,,,,,,,,,,,,,"-100,000",,,"-200,000","4,300,000","8,600,000",,,,,"1,600,000",,,"200,000","100,000",,
		ChangeInWorkingCapital,"-310,100,000","-51,400,000","-137,200,000","-31,500,000","-90,000,000","64,100,000","-104,400,000","75,300,000","26,700,000","-33,900,000","-85,500,000","55,900,000","10,700,000","-21,100,000","-76,400,000","40,800,000","-50,100,000","-21,000,000","-80,800,000","93,400,000","12,500,000","-15,900,000","-97,900,000","76,000,000","19,300,000","29,100,000","-87,800,000","64,000,000","45,700,000","-24,000,000","-101,300,000","79,000,000","8,900,000","39,300,000","-122,400,000","44,300,000","-7,300,000","28,900,000","-139,300,000","48,200,000","76,900,000","88,500,000","-50,600,000","72,118,000","-56,183,000","-22,821,000","-143,771,000","54,611,000","-766,000","-46,189,000","-153,516,000","90,689,000","80,293,000","22,852,000","-152,336,000","-61,694,000","-17,701,000","-32,526,000","-63,607,000","176,551,000","45,003,000","12,221,000","-80,082,000","28,297,000","38,015,000","26,358,000","-57,872,000","60,367,000","37,387,000","-42,291,000","-35,562,000","147,165,000","-6,200,000","-13,346,000","-22,571,000","-1,810,000","-810,000","17,450,000","-18,697,000","18,527,000","-44,051,000","40,621,000","13,040,000","-59,494,000","11,162,000","25,566,000","13,331,000","-6,580,000","8,527,000","-15,404,000","7,600,000","-34,965,000",,,,"-11,000,000","20,500,000","1,600,000","-4,400,000","7,900,000","-9,300,000","400,000","-6,600,000","-19,600,000","13,400,000","6,800,000","3,200,000"
			ChangeInReceivables,"-236,500,000","-82,600,000","-4,800,000","-62,100,000","-87,000,000","-67,600,000","-30,800,000","-18,500,000","38,100,000","-50,200,000","21,500,000","49,600,000","-7,800,000","700,000","12,600,000","1,600,000","-20,400,000","-23,600,000","8,400,000","8,300,000","-18,700,000","-34,600,000","-2,300,000","10,900,000","-16,900,000","-30,800,000","18,200,000","36,200,000","-11,200,000","-3,900,000","18,400,000","15,100,000","-42,500,000","-14,600,000","-3,300,000","13,700,000","-29,000,000","-33,600,000","13,500,000","46,500,000","5,800,000","32,700,000","10,800,000","16,200,000","-14,372,000","-30,355,000","5,936,000","29,667,000","-38,367,000","-57,136,000","11,790,000","-5,219,000","-3,340,000","12,031,000","69,886,000","37,734,000","-63,067,000","-20,172,000","-20,372,000","38,818,000","-13,421,000","3,163,000","14,316,000","17,207,000","-17,019,000","-22,277,000","-6,693,000","26,949,000","4,445,000","-23,672,000","48,713,000","44,081,000","-37,282,000",,,,,,,,,,,,,,,,,,,,,,,,,"-1,100,000","1,000,000","-7,000,000","-2,700,000","3,700,000","5,200,000","-8,700,000","1,600,000","3,800,000","8,100,000"
				ChangesInAccountReceivables,"-236,500,000","-82,600,000","-4,800,000","-62,100,000","-87,000,000","-67,600,000","-30,800,000","-18,500,000","38,100,000","-50,200,000","21,500,000","49,600,000","-7,800,000","700,000","12,600,000","1,600,000","-20,400,000","-23,600,000","8,400,000","8,300,000","-18,700,000","-34,600,000","-2,300,000","10,900,000","-16,900,000","-30,800,000","18,200,000","36,200,000","-11,200,000","-3,900,000","18,400,000","15,100,000","-42,500,000","-14,600,000","-3,300,000","13,700,000","-29,000,000","-33,600,000","13,500,000","46,500,000","5,800,000","32,700,000","10,800,000","16,200,000","-14,372,000","-30,355,000","5,936,000","29,667,000","-38,367,000","-57,136,000","11,790,000","-5,219,000","-3,340,000","12,031,000","69,886,000","37,734,000","-63,067,000","-20,172,000","-20,372,000","38,818,000","-13,421,000","3,163,000","14,316,000","17,207,000","-17,019,000","-22,277,000","-6,693,000","26,949,000","4,445,000","-23,672,000","48,713,000","44,081,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-190,400,000","6,700,000","-62,900,000","-48,100,000","-86,100,000","-35,900,000","-35,500,000","49,600,000","500,000","-6,000,000","-17,000,000","54,700,000","10,400,000","4,000,000","-35,200,000","35,900,000","7,300,000","-20,000,000","-48,000,000","53,500,000","-900,000","-22,800,000","-36,800,000","7,000,000","-2,800,000","5,600,000","-6,400,000","27,200,000","23,400,000","10,700,000","-22,400,000","21,400,000","-11,100,000","300,000","-39,300,000","28,500,000","-12,700,000","-9,000,000","-10,300,000","30,200,000","-27,800,000","8,400,000","28,700,000","58,649,000","1,315,000","-26,573,000","-17,986,000","5,013,000","-46,393,000","-26,100,000","-20,352,000","-1,094,000","37,893,000","53,543,000","1,414,000","-2,430,000","-45,829,000","-16,588,000","-12,416,000","34,957,000","-3,415,000","9,829,000","-17,251,000","4,271,000","-7,455,000","2,006,000","-5,328,000","37,608,000","13,936,000","-13,748,000","-17,081,000","-9,063,000","-14,938,000",,,,,,,,,,,,,,,,,,,,,,,,,"-3,600,000","-1,100,000","9,800,000","100,000","400,000","-600,000","-10,600,000","6,700,000","4,500,000","5,800,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-21,640,000",,,,"-21,413,000","-13,037,000","-7,764,000","-343,000","-3,084,000","-5,662,000","8,945,000","-350,000","13,120,000","-9,824,000","19,894,000","-26,657,000","8,936,000","8,248,000","-14,384,000","-14,203,000","12,386,000",,,,,,,"-1,235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"127,000,000","12,800,000","9,600,000","26,300,000","78,300,000","112,100,000","13,700,000","12,200,000","5,700,000","52,400,000","-32,200,000","-32,700,000","-12,100,000","-2,200,000","-22,900,000","300,000","26,000,000","23,700,000","-25,700,000","500,000","15,800,000","30,200,000","-26,000,000","32,100,000","20,000,000","34,300,000","-47,000,000","18,200,000","7,400,000","-26,900,000","-55,300,000","39,800,000","20,400,000","59,400,000","-50,700,000","-8,200,000","11,200,000","38,800,000","-78,900,000","-5,400,000","43,200,000","48,100,000","-82,400,000","49,131,000","-23,599,000","62,560,000","-113,258,000","73,011,000","39,925,000","65,550,000","-175,031,000","88,273,000","81,946,000","-115,967,000","-167,212,000","-11,813,000","90,680,000","2,345,000","-34,801,000","22,908,000","37,336,000","39,982,000","-57,700,000","5,668,000","48,043,000","42,451,000","-35,049,000","20,398,000","-4,815,000","8,357,000","-55,331,000","88,781,000","33,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"8,000,000","-5,800,000","4,900,000","2,900,000","600,000","-6,600,000","6,300,000","-3,300,000","5,400,000","-13,900,000"
				ChangeInPayable,"127,000,000","12,800,000","9,600,000","26,300,000","78,300,000","112,100,000","13,700,000","12,200,000","5,700,000","52,400,000","-32,200,000","-32,700,000","-12,100,000","-2,200,000","-22,900,000","300,000","26,000,000","23,700,000","-25,700,000","500,000","15,800,000","30,200,000","-26,000,000","32,100,000","20,000,000","34,300,000","-47,000,000","18,200,000","7,400,000","-26,900,000","-55,300,000","39,800,000","20,400,000","59,400,000","-50,700,000","-8,200,000","11,200,000","38,800,000","-78,900,000","-5,400,000","43,200,000","48,100,000","-82,400,000","47,280,000","-32,687,000","46,500,000","-94,453,000","55,917,000","28,479,000","47,769,000","-147,578,000","75,057,000","75,092,000","-127,467,000","-115,131,000","-25,082,000","84,071,000","-11,273,000","-7,889,000","7,579,000","26,316,000","28,065,000","-32,909,000","-8,843,000","41,436,000","31,648,000","-24,070,000","301,000","-3,882,000","2,148,000","-41,402,000","77,466,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"127,000,000","12,800,000","9,600,000","26,300,000","78,300,000","112,100,000","13,700,000","12,200,000","5,700,000","52,400,000","-32,200,000","-32,700,000","-12,100,000","-2,200,000","-22,900,000","300,000","26,000,000","23,700,000","-25,700,000","500,000","15,800,000","30,200,000","-26,000,000","32,100,000","20,000,000","34,300,000","-47,000,000","18,200,000","7,400,000","-26,900,000","-55,300,000","39,800,000","20,400,000","59,400,000","-50,700,000","-8,200,000","11,200,000","38,800,000","-78,900,000","-5,400,000","43,200,000","48,100,000","-82,400,000","47,280,000","-32,687,000","46,500,000","-94,453,000","55,917,000","28,479,000","47,769,000","-147,578,000","75,057,000","75,092,000","-127,467,000","-115,131,000","-25,082,000","84,071,000","-11,273,000","-7,889,000","7,579,000","26,316,000","28,065,000","-32,909,000","-8,843,000","41,436,000","31,648,000","-24,070,000","301,000","-3,882,000","2,148,000","-41,402,000","77,466,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,851,000","9,088,000","16,060,000","-18,805,000","17,094,000","11,446,000","17,781,000","-27,453,000","13,216,000","6,854,000","11,500,000","-52,081,000","13,269,000","6,609,000","13,618,000","-26,912,000","15,329,000","11,020,000","11,917,000","-24,791,000","14,511,000","6,607,000","10,803,000","-10,979,000","20,097,000","-933,000","6,209,000","-13,929,000","11,315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-22,074,000","-10,424,000",,"-1,230,000",,,,"9,077,000",,,,,,,,,,,,,,,,,,,,,,,"-24,500,000","14,700,000","1,400,000","1,600,000","-2,800,000","-10,500,000",,,"-2,100,000",,,"600,000"
			ChangeInOtherCurrentLiabilities,,,,,,,,,"-14,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,400,000","-7,600,000","-3,100,000","5,093,000","23,555,000","-8,730,000","-1,342,000","-70,499,000","2,400,000","30,829,000","-770,000","-24,194,000","17,938,000","-15,565,000","-28,296,000","-6,858,000","27,372,000","6,448,000","-10,652,000","52,932,000","13,937,000","-15,957,000","10,054,000","-885,000","12,319,000","-11,226,000","-3,036,000","-15,553,000","-400,000","-527,000","-2,511,000","-4,755,000","22,269,000",,,,,,,,,,,,,,,,,,,,,,,,,"-3,100,000","-100,000","3,000,000","900,000","-3,300,000","-4,600,000","-4,500,000","6,000,000","-6,300,000","2,600,000"
