name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"2,670,000,000","2,194,000,000","2,400,000,000","2,367,000,000","2,343,000,000","2,086,000,000","1,973,000,000","1,807,000,000","2,132,000,000","1,835,000,000","2,043,000,000","2,090,000,000","2,094,000,000","2,514,100,000","2,614,400,000","2,620,800,000","2,499,200,000","2,448,500,000","2,308,000,000","2,162,800,000","2,080,200,000","2,031,200,000","2,432,400,000","2,273,900,000","2,215,600,000","2,176,300,000","2,209,500,000","2,236,300,000","2,299,000,000","2,353,500,000","2,409,600,000","2,432,300,000","2,494,100,000","2,493,300,000","2,497,500,000","2,571,900,000","2,472,100,000","2,331,000,000","2,313,400,000","2,256,200,000","2,147,200,000","2,139,900,000","2,203,100,000","2,336,400,000","2,392,000,000","2,410,600,000","2,414,700,000","2,527,300,000","2,595,400,000","2,247,400,000","2,382,900,000","2,283,900,000","2,283,400,000","2,188,700,000","2,833,200,000","3,026,000,000","3,157,900,000","3,229,300,000","3,290,800,000","3,382,200,000","3,429,000,000","3,436,400,000","3,420,600,000","3,470,600,000","3,647,900,000","3,598,000,000","3,336,300,000","3,607,500,000","3,562,500,000","3,450,600,000","3,406,500,000","3,300,000,000","3,120,400,000","3,204,400,000","2,886,600,000","2,708,500,000","2,740,700,000","2,773,100,000","2,837,200,000","2,911,100,000","3,030,500,000","3,016,800,000","3,168,900,000","3,209,300,000","3,258,800,000","3,374,700,000","3,498,700,000","3,532,100,000","3,535,400,000","3,488,200,000","3,519,500,000","2,814,200,000","2,793,200,000","2,519,100,000","2,706,700,000","2,948,400,000","2,587,100,000","2,578,400,000","2,588,400,000","2,527,700,000","2,752,400,000","2,588,700,000","2,586,600,000","2,821,500,000","2,768,200,000","2,805,400,000","2,826,900,000","2,648,300,000","2,629,800,000","2,716,200,000","2,697,500,000","2,552,400,000","2,544,800,000","2,466,300,000","2,423,400,000","2,350,000,000","2,391,100,000","2,206,000,000","2,199,500,000","2,166,500,000","2,114,900,000","2,107,100,000","2,151,600,000","2,158,200,000","2,104,500,000","2,104,100,000","2,115,600,000","2,122,100,000","2,062,300,000","2,031,700,000","2,004,900,000","1,942,100,000","1,884,900,000","1,796,400,000","1,971,000,000","1,887,000,000","1,397,200,000"
	CurrentAssets,"1,341,000,000","890,000,000","1,197,000,000","1,230,000,000","1,226,000,000","993,000,000","904,000,000","689,000,000","976,000,000","619,000,000","761,000,000","828,000,000","846,000,000","1,287,200,000","1,426,500,000","1,462,600,000","1,405,600,000","1,359,600,000","1,290,800,000","1,155,700,000","1,074,000,000","1,016,500,000","1,445,800,000","876,100,000","815,600,000","769,100,000","840,800,000","870,800,000","928,800,000","950,300,000","982,700,000","982,300,000","1,039,800,000","1,034,200,000","1,059,000,000","1,137,400,000","1,143,100,000","995,600,000","963,400,000","903,800,000","678,200,000","656,800,000","690,800,000","691,400,000","722,000,000","713,600,000","703,100,000","799,500,000","829,000,000","838,800,000","860,400,000","749,900,000","628,200,000","502,700,000","758,800,000","854,700,000","1,028,600,000","1,075,900,000","1,315,900,000","1,389,200,000","1,442,600,000","1,504,000,000","1,587,300,000","1,640,900,000","1,851,200,000","1,797,200,000","1,544,600,000","1,806,400,000","1,686,300,000","1,604,100,000","1,582,000,000","1,458,000,000","1,277,000,000","1,325,200,000","788,800,000","538,600,000","478,400,000","491,300,000","476,200,000","518,700,000","561,600,000","493,100,000","578,800,000","572,000,000","564,200,000","654,100,000","765,100,000","798,500,000","817,600,000","739,400,000","818,600,000","738,200,000","694,200,000","612,100,000","759,800,000","872,400,000","615,600,000","596,800,000","556,600,000","483,400,000","705,100,000","579,200,000","549,600,000","588,500,000","567,200,000","618,500,000","677,900,000","520,900,000","560,300,000","694,400,000","717,500,000","625,700,000","680,500,000","614,100,000","634,300,000","554,500,000","611,400,000","539,100,000","558,300,000","527,500,000","471,100,000","461,400,000","522,100,000","518,400,000","488,000,000","509,100,000","583,600,000","658,700,000","656,500,000","653,600,000","679,300,000","652,200,000","609,900,000","536,300,000","345,000,000","309,700,000","266,600,000"
		CashCashEquivalentsAndShortTermInvestments,"624,000,000","358,000,000","607,000,000","590,000,000","645,000,000","535,000,000","420,000,000","259,000,000","488,000,000","181,000,000","304,000,000","348,000,000","361,000,000","878,400,000","986,700,000","1,000,900,000","895,700,000","928,000,000","848,700,000","740,000,000","649,500,000","659,300,000","559,700,000","474,800,000","404,200,000","434,700,000","447,700,000","481,000,000","468,300,000","532,700,000","579,900,000","554,700,000","551,700,000","656,800,000","669,500,000","630,700,000","560,500,000","560,900,000","490,500,000","427,100,000","280,500,000","340,000,000","360,100,000","334,000,000","321,200,000","389,300,000","382,100,000","437,100,000","357,400,000","394,100,000","445,800,000","332,100,000","287,700,000","119,100,000","298,600,000","332,800,000","413,800,000","532,200,000","789,500,000","901,600,000","916,100,000","1,062,700,000","1,181,400,000","1,210,400,000","1,310,700,000","1,324,900,000","1,049,200,000","1,291,900,000","1,155,000,000","1,152,900,000","1,146,700,000","1,030,300,000","774,800,000","925,900,000","381,800,000","158,000,000","67,300,000","137,300,000","100,200,000","97,700,000","46,900,000","61,600,000","88,300,000","55,700,000","27,400,000","38,100,000","101,600,000","118,100,000","105,800,000","116,000,000","168,100,000","152,900,000","42,500,000","126,500,000","222,700,000","433,000,000","22,300,000","31,900,000","32,200,000","6,900,000","7,100,000","27,800,000","53,700,000","54,200,000","47,200,000","75,400,000","124,700,000","89,200,000","160,900,000","315,900,000","301,100,000","188,100,000","243,100,000","261,600,000","269,800,000","212,300,000","273,900,000","228,100,000","206,600,000","214,200,000","172,200,000","190,800,000","244,800,000","260,900,000","187,100,000","209,100,000","287,200,000","369,000,000","353,800,000","352,800,000","357,900,000","376,200,000","304,500,000","256,400,000","3,800,000","10,700,000","9,600,000"
			CashAndCashEquivalents,"624,000,000","358,000,000","607,000,000","590,000,000","645,000,000","535,000,000","420,000,000","259,000,000","488,000,000","181,000,000","304,000,000","348,000,000","361,000,000","878,400,000","986,700,000","1,000,900,000","895,700,000","928,000,000","848,700,000","740,000,000","649,500,000","659,300,000","559,700,000","474,800,000","404,200,000","434,700,000","447,700,000","481,000,000","468,300,000","532,700,000","579,900,000","554,700,000","551,700,000","656,800,000","669,500,000","630,700,000","560,500,000","560,900,000","490,500,000","427,100,000","280,500,000","340,000,000","360,100,000","334,000,000","321,200,000","389,300,000","382,100,000","437,100,000","357,400,000","394,100,000","439,800,000","324,700,000","279,900,000","97,700,000","154,700,000","169,400,000","211,700,000","352,100,000","345,100,000","255,700,000","307,400,000","265,700,000","295,700,000","376,100,000","698,100,000","607,600,000","654,400,000","656,500,000","574,400,000","544,700,000","843,100,000","917,000,000","539,100,000","925,900,000","381,800,000","158,000,000","67,300,000","137,300,000","100,200,000","97,700,000","46,900,000","61,600,000","88,300,000","55,700,000","27,400,000","38,100,000","101,600,000","118,100,000","105,800,000","116,000,000","168,100,000","152,900,000","42,500,000","126,500,000","222,700,000","433,000,000","22,300,000","31,900,000","32,200,000","6,900,000","7,100,000","27,800,000","53,700,000","54,200,000","47,200,000","75,400,000","124,700,000","89,200,000","160,900,000","315,900,000","301,100,000","188,100,000","243,100,000","261,600,000","269,800,000","212,300,000","273,900,000","228,100,000","206,600,000","214,200,000","172,200,000","190,800,000","244,800,000","260,900,000","187,100,000","209,100,000","287,200,000","369,000,000","353,800,000","352,800,000","357,900,000","376,200,000","304,500,000","256,400,000","3,800,000","10,700,000","9,600,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6,000,000","7,400,000","7,800,000","21,400,000","143,900,000","163,400,000","202,100,000","180,100,000","444,400,000","645,900,000","608,700,000","797,000,000","885,700,000","834,300,000","612,600,000","717,300,000","394,800,000","635,400,000","580,600,000","608,200,000","303,600,000","113,300,000","235,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"320,000,000","191,000,000","247,000,000","309,000,000","264,000,000","184,000,000","228,000,000","175,000,000","172,000,000","164,000,000","183,000,000","177,000,000","166,000,000","127,600,000","143,500,000","162,300,000","171,500,000","164,700,000","193,600,000","176,000,000","149,100,000","108,300,000","548,000,000","151,400,000","146,400,000","96,400,000","120,000,000","124,600,000","137,200,000","108,400,000","142,600,000","145,400,000","143,000,000","78,100,000","109,200,000","194,900,000","227,200,000","174,100,000","209,600,000","204,000,000","120,900,000","78,600,000","100,600,000","107,000,000","125,900,000","85,500,000","99,700,000","123,900,000","216,600,000","227,600,000","226,900,000","228,100,000","119,300,000","158,000,000","198,800,000","264,200,000","305,700,000","243,100,000","219,200,000","217,900,000","211,200,000","157,400,000","127,400,000","128,400,000","248,000,000","217,600,000","183,100,000","260,100,000","215,900,000","185,500,000","175,600,000","168,900,000","198,300,000","136,100,000","180,000,000","139,300,000","144,800,000","99,300,000","148,800,000","158,400,000","209,200,000","155,800,000","209,400,000","230,200,000","161,200,000","221,100,000","284,400,000","233,400,000","257,000,000","200,700,000","241,900,000","204,200,000","250,400,000","134,700,000","165,200,000","160,500,000","248,400,000","224,200,000","155,600,000","134,900,000","256,800,000","102,500,000","143,800,000","190,900,000","134,900,000","128,700,000","180,200,000","188,100,000","169,900,000","157,400,000","188,300,000","181,200,000","171,400,000","110,900,000","150,800,000","143,900,000","152,900,000","113,000,000","152,700,000","117,700,000","126,100,000","79,700,000","99,500,000","116,000,000","95,000,000","71,200,000","94,500,000","120,000,000","119,900,000","94,100,000","126,000,000","113,300,000","124,500,000","86,600,000","108,200,000","85,900,000","67,700,000"
			AccountsReceivable,"305,000,000","172,000,000","211,000,000","281,000,000","226,000,000","161,000,000","183,000,000","134,000,000","135,000,000","111,000,000","140,000,000","139,000,000","132,000,000","86,700,000","124,600,000","148,300,000","132,300,000","124,600,000","157,100,000","141,100,000","137,400,000","96,100,000","127,600,000","134,300,000","129,700,000","82,600,000","110,400,000","113,100,000","126,400,000","96,100,000","130,600,000","135,600,000","135,900,000","69,200,000","102,100,000","98,200,000","129,500,000","76,000,000","93,700,000","92,100,000","96,000,000","54,800,000","74,500,000","82,100,000","83,200,000","54,900,000","81,700,000","108,600,000","95,800,000","59,800,000","79,600,000","76,700,000","77,700,000","43,800,000","89,800,000","264,200,000","305,700,000","243,100,000","219,200,000","180,800,000","211,200,000","60,100,000","127,400,000","128,400,000","177,200,000","146,800,000","183,100,000","189,300,000","215,900,000","185,500,000","175,600,000","168,900,000","198,300,000","136,100,000","180,000,000","139,300,000","144,800,000","99,300,000","143,800,000","153,500,000","169,700,000","118,300,000","170,200,000","168,500,000","161,200,000","221,100,000",,"233,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,"226,000,000",,"183,000,000","134,000,000","135,000,000","111,000,000","140,000,000","139,000,000","132,000,000","86,700,000","124,600,000","148,300,000","132,300,000","124,600,000","157,100,000","141,100,000","137,400,000","96,100,000","127,600,000","134,300,000","129,700,000","82,600,000","110,400,000","113,100,000","126,400,000","96,100,000","130,600,000","135,600,000","135,900,000","69,200,000","102,100,000","98,200,000","129,500,000","76,000,000","93,700,000","93,200,000","97,200,000","55,900,000","75,700,000","83,500,000","84,500,000","56,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,"-2,000,000","-2,000,000","-1,000,000","-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,100,000","-1,200,000","-1,100,000","-1,200,000","-1,400,000","-1,300,000","-1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000",,,,,,"37,100,000",,,,,"70,800,000","70,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
