name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007
OperatingCashFlow,"-184,992,000","-90,723,000","23,185,000","-194,658,000","77,204,000","-129,139,000","16,072,000","54,854,000","-86,171,000","-78,089,000","-43,469,000","80,012,000","61,067,000","-12,138,000","86,883,000","-59,519,000","34,380,000","18,226,000","67,208,000","165,301,000","39,278,000","108,791,000","179,071,000","82,930,000","-3,436,000","70,143,000","15,120,000","-105,348,000","296,654,000","173,176,000","-218,290,000","102,605,000","107,268,000","-280,783,000","-475,428,000","-27,987,000","-24,397,000","-126,744,000","-280,097,000","-67,842,000","-117,219,000","90,815,000","4,030,000","-86,468,000","-88,827,389","-183,252,887","-159,374,724","-61,363,603","-33,364,957","-15,031,001","-129,400,679","-284,016","5,975,961","-16,835,490","-8,532,634","-56,375,179","-30,539,567","-50,529,183","-41,932,324"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-67,842,000","-117,219,000","90,815,000","4,030,000","-86,468,000","-88,827,389","-183,252,887","-159,374,724","-61,363,603","-33,364,957","-15,031,001","-129,400,679","-284,016","5,975,961","-16,835,490","-8,532,634","-56,375,179","-30,539,567","-50,529,183","-41,932,324"
		NetIncomeFromContinuingOperations,"137,448,000","14,441,000","39,408,000","36,561,000","47,038,000","88,117,000","65,544,000","70,617,000","120,231,000","-165,467,000","13,843,000","13,971,000","19,986,000","64,485,000","27,718,000","33,331,000","24,252,000","19,620,000","-30,441,000","-125,471,000","-6,057,000","8,801,000","-74,242,000","-3,433,000","-5,218,000","4,981,000","-62,886,000","199,000","20,451,000","25,406,000","-30,661,000","28,439,000","20,287,000","30,100,000","33,706,000","26,137,000","26,006,000","31,835,000","17,843,000","27,072,000","22,089,000","20,056,000","10,184,000","-23,744,000","20,832,102","15,670,992","17,447,906","5,375,351","-1,888,228","9,474,875","9,454,352",,,,"-10,272,056","2,859,778","-5,310,123",,
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-45,046,000","-163,264,000","76,525,000","8,670,000","-95,747,000","-93,688,197","-196,158,850","-178,549,953","12,652,084","-13,144,557","142,779,098","-133,510,445","4,286,301","9,017,472",,,"0",,,
			GainLossOnInvestmentSecurities,"-259,860,000","-44,090,000","-16,338,000","-201,669,000","2,237,000","-139,823,000","-129,691,000","-4,998,000","-164,251,000","81,113,000","-24,937,000","14,623,000","53,321,000","-33,820,000","34,917,000","32,211,000","-118,102,000","17,199,000","128,457,000","251,999,000","5,174,000","169,883,000","215,422,000","87,259,000","12,136,000","74,174,000","80,343,000","-59,877,000","206,303,000","187,403,000","-221,559,000","144,602,000","62,932,000","-303,099,000","-481,958,000","-87,275,000","-47,844,000","-166,934,000","-287,164,000","-43,191,000","-138,660,000","76,561,000","9,975,000","-105,944,000","-90,412,522",,,,"0",,,"1,973,200","0",,,"0",,,
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,482,438",,,,
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,482,438",,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-41,914,000","-179,000","-8,048,000","-5,833,000","41,448,000","-18,451,730","372,253","-16,842,523",,,,"-999,294",,,,,,,,
		OtherNonCashItems,"-52,676,000","-12,860,000","-11,604,000","-15,008,000","-13,204,000","-7,026,000","-5,744,000","-5,832,000","-4,328,000","-6,569,000","-2,501,000","-2,779,000","-3,447,000","-6,943,000","-7,450,000","-1,767,000","-1,344,000","139,000","-4,488,000","-2,293,000","-8,965,000","-7,927,000","-7,541,000","-9,390,000","-6,658,000","-7,777,000","-11,888,000","2,511,000","-10,660,000","-8,301,000","-20,971,000","-19,124,000","-14,840,000","-16,145,000","-21,510,000","-13,942,000","-13,982,000","-14,776,000","-15,371,000","-8,570,000","15,328,000","-12,276,000","-8,277,000","-17,221,000","-3,243,020","-2,871,445","2,967,465","-11,277,162","13,478,321","-3,866,557","-2,572,664","-15,480,906","-892,867","7,917,604","-2,991,193","121,235,650","-27,017,965","-104,247,728","2,484,582"
		ChangeInWorkingCapital,"-9,904,000","-48,214,000","11,719,000","-14,542,000","41,133,000","-91,352,000","85,963,000","-4,933,000","-37,823,000","12,834,000","-29,874,000","54,197,000","-8,793,000","-35,860,000","31,698,000","-123,294,000","129,574,000","-16,598,000","-28,454,000","39,073,000","46,492,000","-64,950,000","38,415,000","3,887,000","-7,419,000","-6,482,000","167,000","-39,223,000","72,297,000","-38,009,000","36,898,000","-65,602,000","29,348,000","-5,129,000","-26,812,000","35,365,000","1,825,000","8,560,000","-6,580,000","-469,000","8,070,000","13,794,000","-1,087,000","8,689,000","5,292,683","-2,969","15,193,286","-67,684,277","-34,416,097","-162,241,706","-1,772,628","-6,078,525","-2,148,644","-21,507,698","-13,751,823","-197,419,374","3,896,347","45,964,925","-44,416,906"
