name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
MarketCap,"7,380,438,819","7,964,230,554","9,685,201,652","8,894,432,360","9,960,233,563","10,001,754,111","9,867,586,570","6,647,648,374","6,623,979,219","5,456,071,213","6,940,463,572","6,473,120,056","6,503,222,244","6,398,661,664","6,338,649,347","7,223,687,895","6,390,346,741","6,616,455,468","6,403,030,904","5,875,980,563","4,991,899,175","5,334,104,267","4,604,053,092","5,506,211,725","4,797,642,878","4,380,596,680","3,378,831,697","3,293,732,425","4,073,049,545","3,909,763,202","4,422,578,695","4,273,815,909","4,410,788,644","4,562,192,821","3,934,295,115","3,511,026,244","3,402,962,660","3,413,519,423","2,986,380,364","3,376,376,445","4,346,475,436","4,090,246,656","3,316,504,701","3,002,487,543","4,747,348,954","5,513,949,250","7,487,752,004","6,367,494,255","10,412,367,725","9,819,382,110","8,008,885,228","4,347,899,992","4,214,816,257","3,845,693,746","3,688,149,006","3,957,966,183","4,523,727,510","4,046,267,215","5,521,221,837","3,838,928,782","3,895,275,279","3,780,753,368","3,378,816,307","2,129,133,549","2,484,044,455","2,208,615,985","1,793,128,057","1,662,539,200","2,284,980,381","2,426,828,033"
EnterpriseValue,"6,401,961,819","6,894,853,554","8,493,100,652","7,703,116,360","8,873,559,563","8,919,542,111","8,829,899,570","5,684,669,374","5,806,025,219","4,617,997,213","6,024,107,572","5,635,823,056","5,617,947,244","5,432,317,664","5,242,448,347","6,198,782,895","5,444,330,741","5,767,458,468","5,528,256,904","5,035,699,563","4,264,394,175","4,656,448,267","3,966,312,092","4,787,442,725","4,172,173,878","3,774,353,680","2,708,004,697","2,657,031,425","3,370,891,545","3,289,205,202","3,622,898,695","3,502,272,909","3,672,807,644","3,898,146,821","3,339,631,115","2,993,123,244","2,950,039,660","2,978,645,423","2,551,506,364","2,383,569,445","3,529,751,436","3,273,522,656","2,499,780,701","2,185,763,543","3,930,624,954","4,697,225,250","6,671,028,004","5,550,770,255","9,595,643,725","9,026,463,110","7,236,935,228","3,619,862,992","3,648,091,257","3,287,615,746","3,113,006,006","3,452,913,183","4,114,283,510","3,680,261,215","5,051,028,837","3,314,036,782","3,374,739,279","3,264,539,368","2,905,451,307","1,694,222,549","2,049,133,455","1,770,844,985","1,434,195,057","1,303,606,200","1,937,229,381","2,090,656,033"
PeRatio,"35.168","32.057","32.061","31.429","33.432","32.052","43.169","27.388","30.78","27.379","28.197","21.475","24.286","24.313","54.246","78.618","73.44","99.313","31.795","29.497","26.609","25.946","24.967","26.483","27.034","26.339","19.229","18.844","22.292","19.469","21.668","20.895","22.737","25.141","20.957","18.259","16.082","14.655","12.808","12.22","15.018","14.308","11.095","9.978","16.331","18.927","25.361","23.093","27.617","27.037","23.629","18.1","17.34","16.166","16.38","20.224","23.567","23.244","35.262","31.945","35.41","37.923","38.775","26.824","31.486","29.437","34.1","32","61.278","67.143"
ForwardPeRatio,"17.857","20.877","25.707","22.831","31.348","33.557","31.847","20.704","22.727","21.097","20.243","21.186","20.833","22.676",,"26.81","23.753","21.186","23.148","25","17.422","27.027","23.148","20.492","23.365","18.018","15.504","13.928","17.182","16.367","20.534","16.779","17.212","19.96","16.863","13.831","12.755","12.531","9.2","10.65","11.614","14.97","12.392","10.246","15.244","16.556","21.552",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.076","1.304","1.608","1.429",,,"1.99","1.295","1.42","1.318","1.265","1.325","1.302","1.416",,"1.676","1.483","1.324","1.446","1.563","1.089","1.689","1.448",,,,,,,"1.638","2.053","1.678","1.72","1.997","1.685","1.383","1.275","1.254","0.92","1.065","1.453","1.356","0.93","0.603","0.984","1.205","1.487",,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"6.057","6.582","7.775","7.236","8.294","8.083","8.606","5.739","5.471","4.571","5.794","5.245","5.662","5.782","5.645","6.427","5.586","5.933","5.921","5.574","4.852","5.131","4.512","5.413","5.015","4.593","3.601","3.515","4.312","4.117","4.654","4.542","4.767","5.054","4.357","3.913","3.816","3.833","3.35","3.778","4.768","4.485","3.594","3.232","5.126","5.907","8.108","7.104","8.456","8.503","7.261","6.123","5.972","5.588","5.612","6.309","7.616","7.253","10.744","8.652","9.298","9.57","8.846","5.879","6.901","6.427","5.418","5.084","7.258","7.45"
PbRatio,"2.839","3.019","3.728","3.393","3.849","3.899","4.056","2.734","2.802","2.338","3.008","2.797","2.771","2.731","2.895","3.311","2.976","3.228","2.997","2.777","2.451","2.675","2.337","2.85","2.6","2.429","1.87","1.807","2.285","2.253","2.586","2.567","2.702","2.982","2.656","2.452","2.447","2.571","2.249","1.953","2.463","2.375","1.994","1.805","2.906","3.407","4.829","4.26","4.806","4.593","3.861","3.242","3.301","3.218","3.272","3.772","4.472","4.27","6.367","5.165","5.587","5.853","5.685","3.797","4.429","4.183","3.888","3.605","5.237","5.799"
EnterprisesValueRevenueRatio,"5.09","20.62","24.153","27.026","30.94","27.912","22.648","20.962","23.515","13.126","20.639","18.86","18.593","16.06","17.338","23.363","17.15","19.138","19.209","20.805","13.951","17.409","14.896","20.547","15.03","13.758","11.245","11.416","14.548","12.095","15.467","15.431","16.444","13.992","14.44","13.815","14.246","11.946","10.784","10.605","16.98","12.578","10.711","8.967","17.948","18.787","27.485","24.366","41.671","37.082","32.714","22.089","21.303","16.106","17.27","21.167","26.661","21.328","33.623","25.698","28.214","25.305","27.819","16.587","21.881","16.91","15.756","16.517","24.313","24.567"
EnterprisesValueEBITDARatio,"18.392","98.636","71.402","90.377","107.513","80.527","46.666","92.395","91.131","35.312","80.574","71.681","87.995","41.53","55.577","100.155","46.378","52.282","52.775","108.788","36.505","52.626","44.32","91.761","40.616","35.96","44.157","32.153","52.152","33.92","51.131","47.001","55.698","33.686","45.61","41.245","57.709","30.22","31.035","27.788","43.345","24.67","22.091","17.119","38.021","35.032","55.184","51.335","89.994","62.846","63.332","48.402","42.36","28.236","25.729","47.897","54.829","40.066","69.56","59.711","76.742","54.599","68.38","42.294","67.344","39.818","52.181","50.59","68.395","100.271"
