name,03/31/2022,12/31/2021,09/30/2021,12/31/2020
TotalAssets,"46,846,000,000","48,086,000,000","48,010,000,000","48,094,000,000"
	CurrentAssets,"8,767,000,000","7,981,000,000","8,587,000,000","6,947,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,605,000,000","504,000,000","1,957,000,000","226,000,000"
			CashAndCashEquivalents,"1,605,000,000","504,000,000","1,957,000,000","226,000,000"
		Receivables,"2,270,000,000","2,421,000,000","2,009,000,000","1,841,000,000"
			AccountsReceivable,"1,936,000,000","1,669,000,000","1,328,000,000","1,298,000,000"
				GrossAccountsReceivable,"1,986,000,000","1,724,000,000","1,412,000,000","1,330,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-50,000,000","-55,000,000","-84,000,000","-32,000,000"
			DuefromRelatedPartiesCurrent,"0","160,000,000","184,000,000","153,000,000"
			OtherReceivables,"334,000,000","592,000,000","497,000,000","390,000,000"
		Inventory,"1,211,000,000","1,288,000,000","1,238,000,000","1,211,000,000"
			RawMaterials,"1,211,000,000","1,288,000,000","1,238,000,000","1,211,000,000"
		RestrictedCash,"91,000,000","72,000,000","62,000,000","89,000,000"
		AssetsHeldForSaleCurrent,,"13,000,000","11,000,000","958,000,000"
		HedgingAssetsCurrent,"1,775,000,000","2,169,000,000","1,505,000,000","644,000,000"
		OtherCurrentAssets,"1,815,000,000","1,514,000,000","1,805,000,000","1,978,000,000"
	TotalNonCurrentAssets,"38,079,000,000","40,105,000,000","39,423,000,000","41,147,000,000"
		NetPPE,"19,837,000,000","19,612,000,000","19,574,000,000","22,214,000,000"
			GrossPPE,"35,844,000,000","35,485,000,000","35,540,000,000","35,584,000,000"
				Properties,,"29,910,000,000",,"29,724,000,000"
				OtherProperties,,"5,176,000,000",,"5,410,000,000"
				ConstructionInProgress,,"399,000,000",,"450,000,000"
			AccumulatedDepreciation,"-16,007,000,000","-15,873,000,000","-15,966,000,000","-13,370,000,000"
		GoodwillAndOtherIntangibleAssets,,,"47,000,000","47,000,000"
			Goodwill,,,"47,000,000","47,000,000"
		InvestmentsAndAdvances,"15,489,000,000","16,112,000,000","15,569,000,000","14,648,000,000"
			InvestmentinFinancialAssets,"15,272,000,000","15,938,000,000","15,404,000,000","14,464,000,000"
				AvailableForSaleSecurities,"15,272,000,000","15,938,000,000","15,404,000,000","14,464,000,000"
			OtherInvestments,"217,000,000","174,000,000","165,000,000","184,000,000"
		FinancialAssets,"565,000,000","949,000,000","664,000,000","555,000,000"
		NonCurrentAccountsReceivable,,,"265,000,000","293,000,000"
		NonCurrentDeferredAssets,"36,000,000","32,000,000","13,000,000","6,000,000"
			NonCurrentDeferredTaxesAssets,"36,000,000","32,000,000","13,000,000","6,000,000"
		DefinedPensionBenefit,"0","1,683,000,000","1,702,000,000","1,558,000,000"
		OtherNonCurrentAssets,"2,152,000,000","1,717,000,000","1,589,000,000","1,826,000,000"
TotalLiabilitiesNetMinorityInterest,"35,341,000,000","36,472,000,000","35,975,000,000","33,418,000,000"
	CurrentLiabilities,"6,434,000,000","7,996,000,000","7,796,000,000","5,219,000,000"
		PayablesAndAccruedExpenses,"2,650,000,000","2,625,000,000","2,457,000,000","2,148,000,000"
			Payables,"1,847,000,000","1,888,000,000","1,766,000,000","1,360,000,000"
				AccountsPayable,"1,847,000,000","1,757,000,000","1,612,000,000","1,253,000,000"
				DuetoRelatedPartiesCurrent,"0","131,000,000","154,000,000","107,000,000"
			CurrentAccruedExpenses,"803,000,000","737,000,000","691,000,000","788,000,000"
		CurrentDebtAndCapitalLeaseObligation,"1,271,000,000","3,302,000,000","2,596,000,000","1,322,000,000"
			CurrentDebt,"1,271,000,000","3,302,000,000","2,596,000,000","1,322,000,000"
				OtherCurrentBorrowings,"1,271,000,000","3,302,000,000","2,596,000,000","1,322,000,000"
		CurrentDeferredLiabilities,,,"2,000,000","7,000,000"
			CurrentDeferredRevenue,,,"2,000,000","7,000,000"
		OtherCurrentLiabilities,"2,513,000,000","2,069,000,000","2,741,000,000","1,742,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"28,907,000,000","28,476,000,000","28,179,000,000","28,199,000,000"
		LongTermProvisions,"13,276,000,000","12,819,000,000","12,635,000,000","12,054,000,000"
