name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,03/31/2000
TotalRevenue,"1,159,258,000","290,536,000","291,672,000","294,874,000","282,177,000","271,608,000","261,484,000","257,152,000","239,751,000","230,473,000","231,271,000","233,903,000","216,455,000","225,019,000","218,918,000","214,583,000","209,247,000","209,294,000","168,575,782","207,221,311","132,929,314","111,325,311","90,452,230","109,851,790","98,112,479","94,609,983","76,502,544","78,183,768","67,583,717","66,560,228","55,063,452","62,425,314","59,823,778","58,643,511","49,141,158","55,960,149","54,924,204","54,660,482","46,110,565","51,361,942","50,094,909","49,453,343","49,019,497","48,435,641","47,604,793","44,344,690","44,722,260","44,654,174","46,266,445","45,045,553","13,732,309","50,022,241","41,114,615","41,835,775","37,931,691","38,534,437","36,740,614","35,726,524","28,620,927","24,291,429","23,212,572","22,108,011","22,325,767","21,583,203","21,275,288","11,555,054","9,787,819","8,754,766","8,208,256","7,680,772","7,664,442","6,976,410","5,718,698","5,377,648","4,816,348","4,409,808","3,861,716","3,098,417","2,891,937","2,776,594","2,276,892","1,985,825","1,917,602","1,254,381","1,029,270","629,856","0"
	OperatingRevenue,"1,159,258,000","290,536,000","291,672,000","294,874,000","282,177,000","271,608,000","261,484,000","257,152,000","239,751,000","230,473,000","231,271,000","233,903,000","216,455,000","225,019,000","218,918,000","214,583,000","209,247,000","209,294,000","168,575,782","207,221,311","132,929,314","111,325,311","90,452,230","109,851,790","98,112,479","94,609,983","76,502,544","78,183,768","67,583,717","66,560,228","55,063,452","62,425,314","59,823,778","58,643,511","49,141,158","55,960,149","54,924,204","54,660,482","46,110,565","51,361,942","50,094,909","49,453,343","49,019,497","48,435,641","47,604,793","44,344,690","44,722,260","44,654,174","46,266,445","45,045,553","13,732,309","50,022,241","41,114,615","41,835,775","37,931,691","38,534,437","36,740,614","35,726,524","28,620,927","24,291,429","23,212,572","22,108,011","22,325,767","21,583,203","21,275,288","11,555,054","9,787,819","8,754,766","8,208,256","7,680,772","7,664,442","6,976,410","5,718,698","5,377,648","4,816,348","4,409,808","3,861,716","3,098,417","2,891,937","2,776,594","2,276,892","1,985,825","1,917,602","1,254,381","1,029,270","629,856","0"
PretaxIncome,"655,847,000","157,590,000","166,394,000","169,405,000","162,458,000","153,648,000","133,944,000","137,049,000","73,674,000","26,691,000","118,520,000","137,224,000","124,719,000","117,074,000","118,757,000","118,183,000","109,865,000","103,143,000","81,965,005","99,502,616","63,074,333","53,444,069","54,344,983","48,692,404","46,545,354","41,801,121","40,431,742","36,134,598","33,916,022","32,615,568","28,263,666","27,214,765","25,667,569","24,506,680","22,594,988","21,952,381","21,288,690","20,048,417","18,011,696","16,371,007","15,545,303","12,599,392","9,206,715","9,127,980","6,660,261","3,504,724","3,099,213","2,090,974","-20,733,599","-4,346,922","-5,934,608","-7,129,215","-54,812,185","2,983,216","11,635,948","12,083,246","10,877,996","8,643,743","8,599,203","8,409,707","7,828,270","8,196,354","8,138,768","7,942,239","6,463,361","3,838,656","3,119,010","2,867,625","2,762,347","2,498,648","2,263,384","1,960,430","1,656,365","1,611,014","1,345,051","1,227,787","839,423","568,127","411,511","348,063","172,701","71,911",,,,,"-87,098"
TaxProvision,"124,842,000","28,480,000","32,866,000","32,828,000","30,668,000","28,220,000","23,068,000","26,404,000","11,230,000","-1,665,000","22,441,000","26,703,000","24,398,000","23,114,000","23,439,000","24,436,000","23,000,000","19,633,000","55,167,231","35,060,471","19,987,812","13,791,022","18,248,519","16,316,209","15,758,582","13,835,857","13,577,634","11,985,846","11,252,191","10,772,857","9,526,428","9,017,943","8,497,589","8,139,557","7,274,394","7,305,431","6,978,160","6,600,292","6,281,538","5,021,882","5,105,659","4,234,438","1,446,918","-16,973,019","288,414","0","-696,576","0","5,630,431","-523,697","-3,467,354","-3,782,045","-23,036,434","893,008","3,583,095","3,288,104","2,916,863","2,578,953","2,357,363","2,637,897","2,402,405","2,594,513","2,492,875","2,595,465","2,140,887","1,226,760","880,907","789,382","803,178","718,895","574,504","569,897","487,890","539,992","486,826","441,218","302,556","195,148","126,688","136,585","65,526","27,327",,,,,"0"
NetIncomeCommonStockholders,"515,813,000","125,312,000","129,730,000","132,779,000","127,992,000","121,630,000","107,078,000","106,847,000","62,444,000","28,356,000","96,079,000","110,521,000","100,321,000","93,960,000","95,318,000","93,747,000","86,865,000","83,510,000","26,797,774","64,442,145","43,086,521","39,653,047","36,096,464","32,376,195","30,786,772","27,965,264","26,854,108","24,148,752","22,663,831","21,842,711","18,737,238","18,196,822","17,169,980","16,367,123","15,320,594","14,646,950","14,310,530","13,448,125","11,730,158","11,349,125","7,784,770","7,205,788","5,680,689","24,537,293","4,843,496","2,011,250","2,248,346","549,048","-27,871,190","-5,368,719","-3,976,070","-4,851,164","-33,246,057","643,366","7,743,513","8,795,142","7,961,133","6,064,790","6,241,840","5,771,810","5,425,865","5,601,841","5,645,893","5,346,774","4,322,474","2,611,896","2,238,103","2,078,243","1,959,169","1,779,753","1,688,880","1,390,533","1,168,475","1,071,022","858,225","786,569","536,867","372,979","284,823","211,478","107,175","44,584","1,731,715","-651,340","-935,428","-1,281,612","-87,098"
	NetIncome,"531,005,000","129,110,000","133,528,000","136,577,000","131,790,000","125,428,000","110,876,000","110,645,000","62,444,000","28,356,000","96,079,000","110,521,000","100,321,000","93,960,000","95,318,000","93,747,000","86,865,000","83,510,000","26,797,774","64,442,145","43,086,521","39,653,047","36,096,464","32,376,195","30,786,772","27,965,264","26,854,108","24,148,752","22,663,831","21,842,711","18,737,238","18,196,822","17,169,980","16,367,123","15,320,594","14,646,950","14,310,530","13,448,125","11,730,158","11,349,125","10,439,644","8,364,954","7,759,797","26,100,999","6,371,847","3,504,724","3,795,789","2,090,974","-26,364,030","-3,823,225","-2,467,254","-3,347,170","-31,775,751","2,090,208","8,052,853","8,795,142","7,961,133","6,064,790","6,241,840","5,771,810","5,425,865","5,601,841","5,645,893","5,346,774","4,322,474","2,611,896","2,238,103","2,078,243","1,959,169","1,779,753","1,688,880","1,390,533","1,168,475","1,071,022","858,225","786,569","536,867","372,979","284,823","211,478","107,175","44,584","1,731,715","-651,340","-935,428","-1,281,612","-87,098"
		NetIncomeIncludingNoncontrollingInterests,"531,005,000","129,110,000","133,528,000","136,577,000","131,790,000","125,428,000","110,876,000","110,645,000","62,444,000","28,356,000","96,079,000","110,521,000","100,321,000","93,960,000","95,318,000","93,747,000","86,865,000","83,510,000","26,797,774","64,442,145","43,086,521","39,653,047","36,096,464","32,376,195","30,786,772","27,965,264","26,854,108","24,148,752","22,663,831","21,842,711","18,737,238","18,196,822","17,169,980","16,367,123","15,320,594","14,646,950","14,310,530","13,448,125","11,730,158","11,349,125","10,439,644","8,364,954","7,759,797","26,100,999","6,371,847","3,504,724","3,795,789","2,090,974","-26,364,030","-3,823,225","-2,467,254","-3,347,170","-31,775,751","2,090,208","8,052,853","8,795,142","7,961,133","6,064,790","6,241,840","5,771,810","5,425,865","5,601,841","5,645,893","5,346,774","4,322,474","2,611,896","2,238,103","2,078,243","1,959,169","1,779,753","1,688,880","1,390,533","1,168,475","1,071,022","858,225","786,569","536,867","372,979","284,823","211,478","107,175","44,584","1,731,715","-651,340","-935,428","-1,281,612","-87,098"
			NetIncomeContinuousOperations,"531,005,000","129,110,000","133,528,000","136,577,000","131,790,000","125,428,000","110,876,000","110,645,000","62,444,000","28,356,000","96,079,000","110,521,000","100,321,000","93,960,000","95,318,000","93,747,000","86,865,000","83,510,000","26,797,774","64,442,145","43,086,521","39,653,047","36,096,464","32,376,195","30,786,772","27,965,264","26,854,108","24,148,752","22,663,831","21,842,711","18,737,238","18,196,822","17,169,980","16,367,123","15,320,594","14,646,950","14,310,530","13,448,125","11,730,158","11,349,125","10,439,644","8,364,954","7,759,797","26,100,999","6,371,847","3,504,724","3,795,789","2,090,974","-26,364,030","-3,823,225","-2,467,254","-3,347,170","-31,775,751","2,090,208","8,052,853","8,795,142","7,961,133","6,064,790","6,241,840","5,771,810","5,425,865","5,601,841","5,645,893","5,346,774","4,322,474","2,611,896","2,238,103","2,078,243","1,959,169","1,779,753","1,688,880","1,390,533","1,168,475","1,071,022","858,225","786,569","536,867","372,979","284,823","211,478","107,175","44,584","1,731,715","-651,340","-935,428","-1,281,612","-87,098"
	PreferredStockDividends,"15,192,000","3,798,000","3,798,000","3,798,000","3,798,000","3,798,000","3,798,000","3,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"760,349","900,519","1,004,410","1,213,889","1,200,694","1,187,500","1,880,996","1,869,963","1,813,626","1,903,488","1,803,743","1,794,099","-1,200,694","1,706,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"1,894,525","258,647","1,074,698","349,817","327,657","305,974","-333,553","-328,037","-306,466","-357,994","-294,927","-290,105","2,671,000","-259,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
