name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015
OtherIncomeExpense,"175,000,000","13,000,000","21,000,000","119,000,000","22,000,000","27,000,000","26,000,000","73,000,000","16,000,000","15,000,000","19,000,000","-56,000,000","13,000,000","9,000,000","11,000,000","-26,000,000","21,000,000","14,000,000","17,000,000","63,000,000","7,000,000","16,000,000","30,000,000","1,000,000","7,000,000","4,000,000","7,000,000","2,200,000","3,100,000"
	EarningsFromEquityInterest,"42,000,000","10,000,000","15,000,000","8,000,000","9,000,000","13,000,000","14,000,000","11,000,000","8,000,000","6,000,000","9,000,000","11,000,000","11,000,000","9,000,000","9,000,000","-15,000,000","8,000,000","12,000,000","9,000,000","-8,000,000","5,000,000","5,000,000","10,000,000","1,400,000","5,000,000","6,000,000","5,000,000","2,200,000","3,400,000"
	SpecialIncomeCharges,"16,000,000","-6,000,000","-3,000,000","26,000,000","-1,000,000","0","-1,000,000","30,000,000","-1,000,000","0","1,000,000","0","0","-3,000,000","0","0","3,000,000","-8,000,000","-2,000,000","-5,000,000","-15,000,000","-6,000,000","-6,000,000","-400,000","0","-1,000,000","0","0","-300,000"
		RestructuringAndMergernAcquisition,"-16,000,000","6,000,000","3,000,000","-26,000,000","1,000,000","0","1,000,000","-30,000,000","1,000,000","0","-1,000,000","0","0","3,000,000","0","0","-3,000,000","8,000,000","2,000,000","5,000,000","15,000,000","6,000,000","6,000,000","400,000","0","1,000,000","0","0","300,000"
	OtherNonOperatingIncomeExpenses,"117,000,000","9,000,000","9,000,000","85,000,000","14,000,000","14,000,000","13,000,000","32,000,000","9,000,000","9,000,000","9,000,000","-67,000,000","2,000,000","3,000,000","2,000,000","-30,000,000","10,000,000","10,000,000","10,000,000","76,000,000","17,000,000","17,000,000","26,000,000",,"2,000,000","-1,000,000","2,000,000",,
PretaxIncome,"557,000,000","108,000,000","113,000,000","208,000,000","128,000,000","90,000,000","117,000,000","188,000,000","78,000,000","88,000,000","97,000,000","28,000,000","85,000,000","80,000,000","72,000,000","57,000,000","97,000,000","94,000,000","84,000,000","177,000,000","94,000,000","109,000,000","110,000,000","108,800,000","113,000,000","103,000,000","96,000,000","44,900,000","109,000,000"
TaxProvision,"124,000,000","27,000,000","26,000,000","40,000,000","31,000,000","22,000,000","30,000,000","66,000,000","19,000,000","25,000,000","24,000,000","1,000,000","20,000,000","17,000,000","19,000,000","12,000,000","33,000,000","27,000,000","94,000,000","72,000,000","38,000,000","38,000,000","38,000,000","43,500,000","38,000,000","35,000,000","31,000,000","11,900,000","36,400,000"
NetIncomeCommonStockholders,"433,000,000","81,000,000","87,000,000","168,000,000","97,000,000","68,000,000","87,000,000","122,000,000","59,000,000","63,000,000","73,000,000","27,000,000","65,000,000","63,000,000","53,000,000","45,000,000","64,000,000","67,000,000","-10,000,000","105,000,000","56,000,000","71,000,000","72,000,000","65,300,000","75,000,000","68,000,000","65,000,000","-82,000,000","72,600,000"
	NetIncome,"433,000,000","81,000,000","87,000,000","168,000,000","97,000,000","68,000,000","87,000,000","122,000,000","59,000,000","63,000,000","73,000,000","27,000,000","65,000,000","63,000,000","53,000,000","45,000,000","64,000,000","67,000,000","-10,000,000","105,000,000","56,000,000","71,000,000","72,000,000","65,300,000","75,000,000","68,000,000","65,000,000","33,000,000","72,600,000"
		NetIncomeIncludingNoncontrollingInterests,"433,000,000","81,000,000","87,000,000","168,000,000","97,000,000","68,000,000","87,000,000","122,000,000","59,000,000","63,000,000","73,000,000","27,000,000","65,000,000","63,000,000","53,000,000","45,000,000","64,000,000","67,000,000","-10,000,000","105,000,000","56,000,000","71,000,000","72,000,000","65,300,000","75,000,000","68,000,000","65,000,000","33,000,000","72,600,000"
			NetIncomeContinuousOperations,"433,000,000","81,000,000","87,000,000","168,000,000","97,000,000","68,000,000","87,000,000","122,000,000","59,000,000","63,000,000","73,000,000","27,000,000","65,000,000","63,000,000","53,000,000","45,000,000","64,000,000","67,000,000","-10,000,000","105,000,000","56,000,000","71,000,000","72,000,000","65,300,000","75,000,000","68,000,000","65,000,000","33,000,000","72,600,000"
DilutedNIAvailtoComStockholders,"433,000,000","81,000,000","87,000,000","168,000,000","97,000,000","68,000,000","87,000,000","122,000,000","59,000,000","63,000,000","73,000,000","27,000,000","65,000,000","63,000,000","53,000,000","45,000,000","64,000,000","67,000,000","-10,000,000","105,000,000","56,000,000","71,000,000","72,000,000","65,300,000","75,000,000","68,000,000","65,000,000","-82,000,000","72,600,000"
BasicEPS,,"0.45","0.48","0.93","0.53","0.37","0.47","0.66","0.32","0.33","0.39","0.14","0.34","0.33","0.28","0.23","0.33","0.33","-0.05","0.52","0.27","0.35","0.35",,"0.375","0.34","0.325",,
DilutedEPS,,"0.45","0.48","0.92","0.53","0.37","0.47","0.66","0.32","0.33","0.39","0.14","0.34","0.33","0.28","0.23","0.33","0.33","-0.05","0.52","0.27","0.35","0.35",,"0.375","0.34","0.325",,
BasicAverageShares,,"180,000,000","181,000,000","181,000,000","182,000,000","182,000,000","185,000,000","186,000,000","186,000,000","188,000,000","189,000,000","189,000,000","189,000,000","189,000,000","188,000,000","190,000,000","195,000,000","200,000,000","202,000,000","203,000,000","204,000,000","205,000,000","205,000,000",,"200,000,000","200,000,000","200,000,000",,
DilutedAverageShares,,"181,000,000","182,000,000","182,000,000","183,000,000","183,000,000","186,000,000","186,000,000","186,000,000","188,000,000","189,000,000","189,000,000","189,000,000","189,000,000","189,000,000","191,000,000","196,000,000","200,000,000","202,000,000","203,000,000","204,000,000","205,000,000","205,000,000",,"200,000,000","200,000,000","200,000,000",,
TotalOperatingIncomeAsReported,"511,000,000","117,000,000","121,000,000","142,000,000","131,000,000","131,000,000","124,000,000","176,000,000","88,000,000","117,000,000","104,000,000","113,000,000","102,000,000","96,000,000","87,000,000","105,000,000","102,000,000","100,000,000","88,000,000","191,000,000","104,000,000","117,000,000","120,000,000","118,200,000","113,000,000","104,000,000","96,000,000","44,900,000","109,300,000"
TotalExpenses,"2,918,000,000","773,000,000","749,000,000","727,000,000","669,000,000","583,000,000","542,000,000","517,000,000","435,000,000","467,000,000","513,000,000","527,000,000","522,000,000","501,000,000","479,000,000","474,000,000","486,000,000","473,000,000","464,000,000","419,000,000","437,000,000","413,000,000","399,000,000","377,000,000","393,000,000","381,000,000","367,000,000","441,100,000","403,800,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"433,000,000","81,000,000","87,000,000","168,000,000","97,000,000","68,000,000","87,000,000","122,000,000","59,000,000","63,000,000","73,000,000","27,000,000","65,000,000","63,000,000","53,000,000","45,000,000","64,000,000","67,000,000","-10,000,000","105,000,000","56,000,000","71,000,000","72,000,000","65,300,000","75,000,000","68,000,000","65,000,000","33,000,000","72,600,000"
NormalizedIncome,"420,561,938.959","85,500,000","89,310,000","147,000,000","97,758,000","68,000,000","87,744,000","102,531,914.894","59,756,000","63,000,000","72,247,000","27,000,000","65,000,000","65,361,000","53,000,000","45,000,000","62,020,000","72,704,000","-8,800,000","108,000,000","65,000,000","74,906,000","75,930,000","65,540,073.529","75,000,000","68,660,000","65,000,000","33,000,000","72,799,816.514"
InterestExpense,"71,000,000","18,000,000","17,000,000","19,000,000","17,000,000","55,000,000","20,000,000","20,000,000","19,000,000","38,000,000","16,000,000","18,000,000","19,000,000","19,000,000","17,000,000","18,000,000","15,000,000","16,000,000","14,000,000","14,000,000","10,000,000","8,000,000","10,000,000",,"0","0","0",,
NetInterestIncome,"-71,000,000","-18,000,000","-17,000,000","-19,000,000","-17,000,000","-55,000,000","-20,000,000","-20,000,000","-19,000,000","-38,000,000","-16,000,000","-18,000,000","-19,000,000","-19,000,000","-17,000,000","-18,000,000","-15,000,000","-16,000,000","-14,000,000","-14,000,000","-10,000,000","-8,000,000","-10,000,000",,"0","0","0",,
EBIT,"628,000,000","126,000,000","130,000,000","227,000,000","145,000,000","145,000,000","137,000,000","208,000,000","97,000,000","126,000,000","113,000,000","46,000,000","104,000,000","99,000,000","89,000,000","75,000,000","112,000,000","110,000,000","98,000,000","191,000,000","104,000,000","117,000,000","120,000,000","127,800,000","113,000,000","103,000,000","96,000,000","42,700,000","105,900,000"
EBITDA,"726,000,000"
ReconciledCostOfRevenue,"2,372,000,000","636,000,000","614,000,000","589,000,000","533,000,000","454,000,000","425,000,000","394,000,000","329,000,000","371,000,000","396,000,000","412,000,000","406,000,000","388,000,000","374,000,000","391,000,000","376,000,000","362,000,000","350,000,000","349,000,000","337,000,000","316,000,000","304,000,000","300,200,000","300,000,000","288,000,000","280,000,000","326,300,000","320,600,000"
ReconciledDepreciation,"98,000,000","25,000,000","25,000,000","24,000,000","24,000,000","23,000,000","21,000,000","18,000,000","17,000,000","15,000,000","16,000,000","18,000,000","15,000,000","14,000,000","14,000,000","15,000,000","14,000,000","14,000,000","11,000,000","12,000,000","12,000,000","9,000,000","9,000,000","9,400,000","9,600,000","10,000,000","9,000,000","10,100,000","9,100,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"433,000,000","81,000,000","87,000,000","168,000,000","97,000,000","68,000,000","87,000,000","122,000,000","59,000,000","63,000,000","73,000,000","27,000,000","65,000,000","63,000,000","53,000,000","45,000,000","64,000,000","67,000,000","-10,000,000","105,000,000","56,000,000","71,000,000","72,000,000","65,300,000","75,000,000","68,000,000","65,000,000","33,000,000","72,600,000"
TotalUnusualItemsExcludingGoodwill,"16,000,000","-6,000,000","-3,000,000","26,000,000","-1,000,000","0","-1,000,000","30,000,000","-1,000,000","0","1,000,000","0","0","-3,000,000","0","0","3,000,000","-8,000,000","-2,000,000","-5,000,000","-15,000,000","-6,000,000","-6,000,000","-400,000","0","-1,000,000","0","0","-300,000"
TotalUnusualItems,"16,000,000","-6,000,000","-3,000,000","26,000,000","-1,000,000","0","-1,000,000","30,000,000","-1,000,000","0","1,000,000","0","0","-3,000,000","0","0","3,000,000","-8,000,000","-2,000,000","-5,000,000","-15,000,000","-6,000,000","-6,000,000","-400,000","0","-1,000,000","0","0","-300,000"
NormalizedEBITDA,"710,000,000","157,000,000","158,000,000","225,000,000","170,000,000","168,000,000","159,000,000","196,000,000","115,000,000","141,000,000","128,000,000","64,000,000","119,000,000","116,000,000","103,000,000","90,000,000","123,000,000","132,000,000","111,000,000","208,000,000","131,000,000","132,000,000","135,000,000","137,600,000","122,600,000","114,000,000","105,000,000","52,800,000","115,300,000"
TaxRateForCalcs,"0.223","0.25","0.23","0.192","0.242","0.244","0.256","0.351","0.244","0.284","0.247","0.036","0.235","0.213","0.264","0.211","0.34","0.287","0.4","0.4","0.4","0.349","0.345","0.4","0.336","0.34","0.323","0.265","0.334"
TaxEffectOfUnusualItems,"3,561,938.959","-1,500,000","-690,000","5,000,000","-242,000","0","-256,000","10,531,914.894","-244,000","0","247,000","0","0","-639,000","0","0","1,020,000","-2,296,000","-800,000","-2,000,000","-6,000,000","-2,094,000","-2,070,000","-159,926.471","0","-340,000","0","0","-100,183.486"
