name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"1,227,400,000","312,400,000","316,300,000","303,900,000","294,800,000","288,800,000","266,500,000","264,800,000","269,800,000","290,800,000","305,900,000","195,400,000","172,800,000","174,200,000","171,200,000","169,500,000","164,700,000","157,000,000","150,500,000","146,700,000","138,300,000","130,300,000","151,600,000","120,300,000","119,000,000","118,900,000","273,300,000","102,200,000","100,500,000","89,100,000","79,200,000","70,300,000","65,700,000","39,600,000","60,400,000","80,800,000"
	OperatingRevenue,"1,227,100,000","312,100,000","316,300,000","303,900,000","294,800,000","288,800,000","266,500,000","264,700,000","269,800,000","290,600,000","305,500,000","195,400,000","172,700,000","174,000,000","171,100,000","169,300,000","164,500,000","156,800,000","150,300,000","146,700,000","138,300,000","130,300,000","151,600,000","120,300,000","119,000,000","118,900,000","273,300,000","102,200,000","100,500,000","89,100,000","79,200,000","70,300,000","65,700,000","39,600,000","60,400,000","80,800,000"
CostOfRevenue,"169,800,000","44,400,000","43,500,000","41,500,000","40,400,000","40,200,000","40,000,000","39,500,000","38,900,000","38,500,000","41,400,000","34,500,000","34,000,000","32,600,000","32,200,000","30,600,000","30,200,000","30,000,000","29,300,000","28,500,000","28,500,000","26,800,000","27,600,000","24,700,000","24,800,000","22,600,000","45,400,000","13,700,000","13,200,000","13,800,000","13,200,000","13,600,000","13,900,000","3,700,000","46,000,000","61,100,000"
GrossProfit,"1,057,600,000","268,000,000","272,800,000","262,400,000","254,400,000","248,600,000","226,500,000","225,300,000","230,900,000","252,300,000","264,500,000","160,900,000","138,800,000","141,600,000","139,000,000","138,900,000","134,500,000","127,000,000","121,200,000","118,200,000","109,800,000","103,500,000","124,000,000","95,600,000","94,200,000","96,300,000","227,900,000","88,500,000","87,300,000","75,300,000","66,000,000","56,700,000","51,800,000","35,900,000","14,400,000","19,700,000"
OperatingExpense,"317,400,000","72,500,000","72,900,000","103,200,000","68,800,000","66,100,000","71,800,000","88,100,000","99,100,000","99,500,000","175,600,000","60,400,000","47,300,000","45,900,000","46,800,000","41,800,000","39,500,000","37,700,000","43,600,000","41,300,000","41,200,000","40,400,000","54,400,000","47,200,000","52,900,000","49,300,000","138,500,000","49,500,000","49,800,000","46,300,000","46,600,000","40,800,000","39,000,000","49,200,000","75,500,000","49,800,000"
	SellingGeneralAndAdministration,"22,400,000","6,000,000","6,100,000","5,100,000","5,200,000","6,300,000","5,200,000","4,200,000","4,100,000","7,600,000","40,800,000","3,900,000","3,700,000","4,000,000","3,600,000","2,400,000","2,400,000","3,100,000","2,500,000","1,700,000","2,400,000","1,500,000","2,800,000","2,300,000","3,900,000","1,400,000","6,900,000","400,000","1,000,000","1,000,000","1,700,000","900,000","1,300,000","1,000,000","3,100,000","3,400,000"
		GeneralAndAdministrativeExpense,"22,400,000","6,000,000","6,100,000","5,100,000","5,200,000","6,300,000","5,200,000","4,200,000","4,100,000","7,600,000","40,800,000","3,900,000","3,700,000","4,000,000","3,600,000","2,400,000","2,400,000","3,100,000","2,500,000","1,700,000","2,400,000","1,500,000","2,800,000","2,300,000","3,900,000","1,400,000","6,900,000","400,000","1,000,000","1,000,000","1,700,000","900,000","1,300,000","1,000,000","3,100,000","3,400,000"
			OtherGandA,"22,400,000","6,000,000","6,100,000","5,100,000","5,200,000","6,300,000","5,200,000","4,200,000","4,100,000","7,600,000","40,800,000","3,900,000","3,700,000","4,000,000","3,600,000","2,400,000","2,400,000","3,100,000","2,500,000","1,700,000","2,400,000","1,500,000","2,800,000","2,300,000","3,900,000","1,400,000","6,900,000","400,000","1,000,000","1,000,000","1,700,000","900,000","1,300,000","1,000,000","3,100,000","3,400,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,"28,500,000",,,,,,,,,,,,"13,600,000",,,"2,400,000","2,900,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,"28,500,000",,,,,,,,,,,,"13,600,000",,,"2,400,000","2,900,000"
