name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998
TotalAssets,"2,186,800,000","2,261,000,000","2,318,800,000","2,313,500,000","2,289,600,000","2,354,000,000","2,385,300,000","2,439,700,000","2,539,500,000","2,565,400,000","2,523,800,000","2,395,000,000","2,255,700,000","2,142,400,000","1,980,600,000","1,884,800,000","1,755,200,000","1,859,200,000","1,848,500,000","1,775,100,000","1,733,000,000","1,792,000,000","1,773,100,000","1,733,600,000","1,675,900,000","1,808,600,000","1,791,400,000","1,734,400,000","1,648,000,000","1,721,800,000","1,735,800,000","1,702,800,000","1,656,200,000","1,726,700,000","1,775,800,000","1,687,700,000","1,618,200,000","1,689,600,000","1,766,700,000","1,699,100,000","1,663,400,000","1,701,000,000","1,733,800,000","1,747,400,000","1,981,400,000","1,996,500,000","1,750,300,000","1,667,200,000","1,627,400,000","1,677,200,000","1,746,900,000","1,699,800,000","1,642,000,000","1,750,000,000","1,959,200,000","2,020,400,000","2,041,200,000","2,124,400,000","2,430,800,000","2,330,200,000","2,317,100,000","2,399,400,000","2,423,100,000","2,614,200,000","2,330,800,000","2,344,500,000","2,325,400,000","2,291,400,000","2,238,800,000","2,364,600,000","2,356,100,000","2,318,300,000","2,285,500,000","2,350,400,000","2,303,800,000","2,327,900,000","2,300,800,000","2,342,200,000","2,477,200,000","2,586,600,000","2,582,300,000","2,967,500,000","3,145,500,000","3,026,600,000","3,194,700,000","3,157,000,000","3,190,200,000","3,179,500,000","3,097,900,000","3,037,600,000","2,973,900,000","2,768,600,000","2,775,900,000","2,182,500,000","2,181,400,000","2,081,200,000","2,008,700,000","2,007,200,000"
	CurrentAssets,"917,600,000","959,200,000","1,003,500,000","1,030,000,000","992,100,000","1,045,400,000","1,084,800,000","1,132,600,000","1,230,200,000","1,188,800,000","1,132,300,000","1,013,300,000","866,400,000","948,600,000","796,900,000","769,700,000","761,100,000","853,900,000","847,100,000","793,200,000","750,900,000","819,200,000","802,800,000","779,400,000","719,900,000","823,900,000","913,700,000","860,300,000","783,200,000","855,500,000","867,500,000","852,800,000","824,100,000","889,900,000","945,000,000","757,200,000","692,700,000","778,600,000","779,100,000","735,600,000","680,400,000","702,100,000","751,400,000","742,900,000","975,200,000","1,012,300,000","726,400,000","652,800,000","623,200,000","643,600,000","698,400,000","657,800,000","615,400,000","751,400,000","867,200,000","844,700,000","843,600,000","934,700,000","1,269,000,000","1,173,600,000","1,155,600,000","1,229,600,000","1,227,200,000","1,424,400,000","1,121,900,000","1,128,100,000","1,100,400,000","1,041,600,000","961,900,000","1,057,300,000","998,100,000","957,000,000","897,000,000","942,000,000","918,300,000","896,600,000","802,500,000","814,100,000","757,000,000","811,000,000","774,600,000","882,000,000","1,070,500,000","1,068,800,000","1,209,200,000","1,205,700,000","1,244,300,000","1,248,000,000","1,181,400,000","1,127,300,000","1,121,300,000","1,002,600,000","1,013,800,000","737,400,000","886,200,000","865,200,000","809,900,000","825,000,000"
		CashCashEquivalentsAndShortTermInvestments,"116,700,000","200,900,000","275,200,000","360,700,000","397,200,000","489,800,000","484,400,000","515,900,000","637,500,000","541,000,000","367,700,000","229,100,000","152,700,000","261,300,000","51,000,000","45,700,000","134,900,000","283,100,000","244,100,000","204,100,000","181,200,000","270,500,000","235,800,000","198,100,000","151,800,000","266,000,000","265,700,000","207,300,000","156,000,000","244,800,000","216,200,000","229,800,000","243,100,000","321,300,000","297,000,000","171,200,000","146,800,000","250,900,000","213,400,000","155,400,000","132,600,000","191,200,000","165,900,000","155,900,000","398,800,000","493,000,000","194,400,000","147,700,000","139,600,000","179,300,000","183,500,000","142,000,000","118,500,000","193,600,000","220,000,000","128,700,000","143,000,000","264,000,000","544,100,000","478,700,000","449,900,000","560,300,000","525,000,000","707,000,000","386,300,000","423,800,000","331,600,000","287,100,000","238,000,000","348,200,000","271,900,000","240,200,000","206,000,000","262,200,000","201,100,000","172,600,000","91,800,000","131,100,000","52,100,000","44,200,000","26,400,000","71,200,000","125,300,000","43,500,000","104,300,000","39,500,000","30,100,000","46,100,000","57,300,000","88,600,000","60,400,000","23,400,000","47,700,000","67,500,000","200,100,000","192,700,000","142,400,000","103,100,000"
			CashAndCashEquivalents,"116,700,000","200,900,000","275,200,000","360,700,000","397,200,000","489,800,000","484,400,000","515,900,000","637,500,000","541,000,000","367,700,000","229,100,000","152,700,000","261,300,000","51,000,000","45,700,000","134,900,000","283,100,000","244,100,000","139,300,000","143,900,000","197,100,000","139,100,000","151,500,000","133,400,000","181,900,000","150,300,000","161,400,000","110,500,000","176,500,000","128,800,000","155,700,000","158,300,000","201,800,000","149,100,000","127,800,000","103,100,000","150,400,000","136,000,000","103,200,000","80,500,000","112,100,000","114,900,000","104,400,000","82,200,000","142,200,000","119,000,000","84,200,000","74,400,000","111,100,000","114,100,000","74,700,000","43,800,000","117,600,000","163,400,000","70,800,000","88,700,000","213,900,000","467,600,000","409,900,000","393,600,000","527,200,000","525,000,000","707,000,000","386,300,000","423,800,000","331,600,000","287,100,000","238,000,000","216,600,000","271,900,000","240,200,000","206,000,000","262,200,000","201,100,000","172,600,000","91,800,000","128,900,000","52,100,000","44,200,000","26,400,000","69,400,000","125,300,000","43,500,000","104,300,000","25,300,000","30,100,000","46,100,000","57,300,000","73,700,000","60,400,000","23,400,000","47,700,000","67,500,000","200,100,000","192,700,000","142,400,000","103,100,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"0","0","64,800,000","37,300,000","73,400,000","96,700,000","46,600,000","18,400,000","84,100,000","115,400,000","45,900,000","45,500,000","68,300,000","87,400,000","74,100,000","84,800,000","119,500,000","147,900,000","43,400,000","43,700,000","100,500,000","77,400,000","52,200,000","52,100,000","79,100,000","51,000,000","51,500,000","316,600,000","350,800,000","75,400,000","63,500,000","65,200,000","68,200,000","69,400,000","67,300,000","74,700,000","76,000,000","56,600,000","57,900,000","54,300,000","50,100,000","76,500,000","68,800,000","56,300,000","33,100,000",,,,,,,,"131,600,000",,,,,,,,"2,200,000",,,,"1,800,000",,,,"14,200,000",,,,"14,900,000",,,,,,,,
		Receivables,"365,400,000","374,100,000","384,300,000","376,600,000","319,300,000","270,300,000","274,300,000","319,100,000","254,700,000","372,400,000","447,800,000","467,300,000","402,500,000","390,300,000","422,900,000","409,700,000","336,800,000","300,300,000","347,500,000","340,900,000","328,100,000","307,600,000","328,100,000","325,900,000","327,200,000","322,700,000","346,600,000","368,900,000","331,700,000","325,600,000","355,000,000","346,800,000","322,100,000","306,800,000","359,900,000","331,500,000","301,500,000","287,300,000","313,800,000","333,400,000","309,300,000","271,400,000","315,100,000","322,900,000","312,000,000","271,000,000","301,200,000","264,800,000","258,900,000","242,500,000","274,200,000","263,700,000","244,800,000","280,300,000","368,300,000","430,800,000","395,800,000","397,000,000","437,200,000","391,800,000","391,400,000","352,600,000","398,100,000","396,300,000","401,500,000","381,900,000","409,400,000","407,000,000","382,400,000","378,100,000","470,400,000","459,800,000","437,200,000","413,700,000","455,300,000","461,200,000","432,800,000","414,300,000","501,200,000","556,400,000","526,600,000","561,700,000","670,000,000","713,100,000","781,500,000","873,600,000","894,400,000","888,900,000","605,900,000","781,600,000","783,000,000","708,200,000","708,400,000","489,300,000","508,000,000","500,800,000","491,400,000","539,200,000"
			AccountsReceivable,"349,000,000","332,400,000","333,300,000","324,900,000","260,300,000","270,300,000","274,300,000","319,100,000","254,700,000","372,400,000","447,800,000","467,300,000","402,500,000","390,300,000","422,900,000","409,700,000","336,800,000","300,300,000","347,500,000","340,900,000","328,100,000","307,600,000","328,100,000","325,900,000","327,200,000","322,700,000","346,600,000","368,900,000","331,700,000","325,600,000","355,000,000","346,800,000","322,100,000","306,800,000","359,900,000","331,500,000","301,500,000","287,300,000","313,800,000","333,400,000","309,300,000","271,400,000","315,100,000","322,900,000","312,000,000","271,000,000","301,200,000","264,800,000","258,900,000","242,500,000","274,200,000","263,700,000","244,800,000","280,300,000","368,300,000","430,800,000","395,800,000","397,000,000","437,200,000","391,800,000","391,400,000","352,600,000","398,100,000","396,300,000","401,500,000","381,900,000","409,400,000","407,000,000","382,400,000","378,100,000","406,500,000","387,100,000","376,400,000","362,200,000","388,300,000","398,700,000","400,500,000","367,200,000","365,600,000","410,100,000","382,800,000","367,200,000","438,700,000","489,100,000","554,200,000","603,200,000",,,,,,,,,,,,
				GrossAccountsReceivable,"357,200,000","348,400,000","341,800,000","334,000,000","269,400,000","279,000,000","283,600,000","329,000,000","264,100,000","381,800,000","458,100,000","477,300,000","411,000,000","399,000,000","431,000,000","421,400,000","348,000,000","311,400,000","358,700,000","352,900,000","339,600,000","318,800,000","339,400,000","337,500,000","339,200,000","334,400,000","359,800,000","383,200,000","346,200,000","340,200,000","368,200,000","359,700,000","334,900,000","319,800,000","372,300,000","343,200,000","315,300,000","301,800,000","331,800,000","350,000,000","327,200,000","291,000,000","337,600,000","346,900,000","335,200,000","294,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-8,200,000","-16,000,000","-8,500,000","-9,100,000","-9,100,000","-8,700,000","-9,300,000","-9,900,000","-9,400,000","-9,400,000","-10,300,000","-10,000,000","-8,500,000","-8,700,000","-8,100,000","-11,700,000","-11,200,000","-11,100,000","-11,200,000","-12,000,000","-11,500,000","-11,200,000","-11,300,000","-11,600,000","-12,000,000","-11,700,000","-13,200,000","-14,300,000","-14,500,000","-14,600,000","-13,200,000","-12,900,000","-12,800,000","-13,000,000","-12,400,000","-11,700,000","-13,800,000","-14,500,000","-18,000,000","-16,600,000","-17,900,000","-19,600,000","-22,500,000","-24,000,000","-23,200,000","-23,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,900,000","72,700,000","60,800,000","51,500,000","67,000,000","62,500,000","32,300,000","47,100,000","135,600,000","146,300,000","143,800,000","194,500,000","231,300,000",,"227,300,000",,,,,,,,,,,,,
