name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"3,000,000","3,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"3,000,000","3,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"97,033,000","27,795,000","24,526,000","22,683,000","22,029,000","16,827,000","14,586,000","13,711,000","13,012,000","11,735,000","11,068,000","9,842,000","8,445,000","6,322,000","4,542,000","3,317,000","3,010,000","1,912,000"
	SellingGeneralAndAdministration,"34,469,000","9,486,000","8,724,000","8,325,000","7,934,000","6,914,000","5,682,000","5,602,000","5,044,000","4,520,000","3,979,000","3,324,000","2,422,000","2,189,000","1,538,000","1,090,000","1,122,000","660,000"
		GeneralAndAdministrativeExpense,"34,469,000","9,486,000","8,724,000","8,325,000","7,934,000","6,914,000","5,682,000","5,602,000","5,044,000","4,520,000","3,979,000","3,324,000","2,422,000","2,189,000","1,538,000","1,090,000","1,122,000","660,000"
			OtherGandA,"34,469,000","9,486,000","8,724,000","8,325,000","7,934,000","6,914,000","5,682,000","5,602,000","5,044,000","4,520,000","3,979,000","3,324,000","2,422,000","2,189,000","1,538,000","1,090,000","1,122,000","660,000"
	ResearchAndDevelopment,"62,564,000","18,309,000","15,802,000","14,358,000","14,095,000","9,913,000","8,904,000","8,109,000","7,968,000","7,215,000","7,089,000","6,518,000","6,023,000","4,133,000","3,004,000","2,227,000","1,888,000","1,252,000"
OperatingIncome,"-94,033,000","-24,795,000","-24,526,000","-22,683,000","-22,029,000","-16,827,000","-14,586,000","-13,711,000","-13,012,000","-11,735,000","-11,068,000","-9,842,000","-8,445,000","-6,322,000","-4,542,000","-3,317,000","-3,010,000","-1,912,000"
NetNonOperatingInterestIncomeExpense,"218,000","104,000","36,000","44,000","34,000","18,000","10,000","11,000","50,000","674,000","904,000","1,236,000","629,000","580,000","270,000","0","0","0"
	InterestIncomeNonOperating,,,,,,"18,000","10,000","11,000","50,000","674,000","904,000","1,236,000","629,000","580,000","270,000","0","0","0"
	TotalOtherFinanceCost,"-218,000","-104,000","-36,000","-44,000","-34,000",,,,,,,,,,,,,
OtherIncomeExpense,"154,000","42,000","42,000","42,000","28,000","16,000","15,000","16,000","3,000","22,000","4,000","2,000","-3,000",,,,,
	OtherNonOperatingIncomeExpenses,"154,000","42,000","42,000","42,000","28,000","16,000","15,000","16,000","3,000","22,000","4,000","2,000","-3,000",,,,,
PretaxIncome,"-93,661,000","-24,649,000","-24,448,000","-22,597,000","-21,967,000","-16,793,000","-14,561,000","-13,684,000","-12,959,000","-11,039,000","-10,160,000","-8,604,000","-7,819,000","-5,742,000","-4,282,000","-3,317,000","-3,010,000","-1,912,000"
NetIncomeCommonStockholders,"-93,661,000","-24,649,000","-24,448,000","-22,597,000","-21,967,000","-16,793,000","-14,561,000","-13,684,000","-12,959,000","-11,039,000","-10,160,000","-8,604,000","-7,819,000","-5,742,000","-4,282,000","-3,317,000","-3,010,000","-1,912,000"
	NetIncome,"-93,661,000","-24,649,000","-24,448,000","-22,597,000","-21,967,000","-16,793,000","-14,561,000","-13,684,000","-12,959,000","-11,039,000","-10,160,000","-8,604,000","-7,819,000","-5,742,000","-4,282,000","-3,317,000","-3,010,000","-1,912,000"
		NetIncomeIncludingNoncontrollingInterests,"-93,661,000","-24,649,000","-24,448,000","-22,597,000","-21,967,000","-16,793,000","-14,561,000","-13,684,000","-12,959,000","-11,039,000","-10,160,000","-8,604,000","-7,819,000","-5,742,000","-4,282,000","-3,317,000","-3,010,000","-1,912,000"
			NetIncomeContinuousOperations,"-93,661,000","-24,649,000","-24,448,000","-22,597,000","-21,967,000","-16,793,000","-14,561,000","-13,684,000","-12,959,000","-11,039,000","-10,160,000","-8,604,000","-7,819,000","-5,742,000","-4,282,000","-3,317,000","-3,010,000","-1,912,000"
DilutedNIAvailtoComStockholders,"-93,661,000","-24,649,000","-24,448,000","-22,597,000","-21,967,000","-16,793,000","-14,561,000","-13,684,000","-12,959,000","-11,039,000","-10,160,000","-8,604,000","-7,819,000","-5,742,000","-4,282,000","-3,317,000","-3,010,000","-1,912,000"
BasicEPS,,"-0.66","-0.66","-0.61","-0.6","-0.46",,"-0.41","-0.39","-0.34",,"-0.26","-1.54","-0.24",,"-0.141","-0.128","-0.081"
DilutedEPS,,"-0.66","-0.66","-0.61","-0.6","-0.46",,"-0.41","-0.39","-0.34",,"-0.26","-1.54","-0.24",,"-0.141","-0.128","-0.081"
BasicAverageShares,,"37,448,301","36,836,072","36,759,319","36,708,188","36,643,205",,"33,273,597","33,054,656","32,897,395",,"32,707,647","5,083,620","23,511,755",,"23,511,755","23,511,755","23,511,755"
DilutedAverageShares,,"37,448,301","36,836,072","36,759,319","36,708,188","36,643,205",,"33,273,597","33,054,656","32,897,395",,"32,707,647","5,083,620","23,511,755",,"23,511,755","23,511,755","23,511,755"
TotalOperatingIncomeAsReported,"-94,033,000","-24,795,000","-24,526,000","-22,683,000","-22,029,000","-16,827,000","-14,586,000","-13,711,000","-13,012,000","-11,735,000","-11,068,000","-9,842,000","-8,445,000","-6,322,000","-4,542,000","-3,317,000","-3,010,000","-1,912,000"
TotalExpenses,"97,033,000","27,795,000","24,526,000","22,683,000","22,029,000","16,827,000","14,586,000","13,711,000","13,012,000","11,735,000","11,068,000","9,842,000","8,445,000","6,322,000","4,542,000","3,317,000","3,010,000","1,912,000"
