name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
OperatingCashFlow,"205,296,000","18,854,000","73,768,000","52,345,000","60,329,000","31,276,000","72,786,000","77,717,000","-13,038,000","27,282,000","61,483,000","66,248,000","59,553,000","33,168,000","78,358,000","64,593,000","65,363,000","50,004,000","71,548,000","70,857,000","54,149,000","56,605,000","61,550,000","72,745,000","50,990,000","54,031,000","45,727,000","74,328,000","46,311,000","54,389,000","40,265,000","64,397,000","41,607,000","42,502,000","50,417,000","61,655,000","40,123,000","35,291,000","36,602,000","46,354,000","40,212,000","42,597,000","31,184,000","44,941,000","28,830,000","31,039,000","21,302,000","43,157,000","25,313,000","28,728,000","31,877,000","37,625,000","27,265,000","30,530,000","24,901,000","35,837,000","18,594,000","17,638,000","29,644,000","26,083,000","20,191,000","22,670,000","31,126,000","20,610,000","20,454,000","16,200,000","23,599,000","18,965,000","23,531,000","17,807,000","23,645,000","20,777,000","20,297,000","20,097,000","12,074,000","11,243,000","12,527,000","8,942,000","11,567,000","12,049,000","9,435,000","6,116,000","15,621,000","12,304,000","8,169,000","8,532,000","8,063,000","10,804,000","9,815,000","9,621,000","9,375,000","9,200,000","13,200,000","11,400,000","5,887,000","13,200,000","8,200,000","8,500,000","13,914,000","8,800,000","7,800,000","8,700,000","9,951,000","8,700,000","8,000,000","11,400,000","6,700,000","9,000,000","6,600,000","10,100,000","6,800,000","5,300,000","4,900,000","4,300,000","4,300,000","3,500,000"
	CashFlowFromContinuingOperatingActivities,"205,296,000","18,854,000","73,768,000","52,345,000","60,329,000","31,276,000","72,786,000","77,717,000","-13,038,000","27,282,000","61,483,000","66,248,000","59,553,000","33,168,000","78,358,000","64,593,000","65,363,000","50,004,000","71,548,000","70,857,000","54,149,000","56,605,000","61,550,000","72,745,000","50,990,000","54,031,000","45,727,000","74,328,000","46,311,000","54,389,000","40,265,000","64,397,000","41,607,000","42,502,000","50,417,000","61,655,000","40,123,000","35,291,000","36,602,000","46,354,000","40,212,000","42,597,000","31,184,000","44,941,000","28,830,000","31,039,000","21,302,000","43,157,000","25,313,000","28,728,000","31,877,000","37,625,000","27,265,000","30,530,000","24,901,000","35,837,000","18,594,000","17,638,000","29,644,000","26,083,000","20,191,000","22,670,000","31,126,000","20,610,000","20,454,000","16,200,000","23,599,000","18,965,000","23,531,000","17,807,000","23,645,000","20,777,000","20,297,000","20,097,000","12,074,000","11,243,000","12,527,000","8,942,000","11,567,000","12,049,000","9,435,000","6,116,000","15,621,000","12,304,000","8,169,000","8,532,000","8,063,000","10,804,000","9,815,000","9,621,000","9,375,000","9,200,000","13,200,000","11,400,000","5,887,000","13,200,000","8,200,000","8,500,000","13,914,000","8,800,000","7,800,000","8,700,000","9,951,000","8,700,000","8,000,000","11,400,000","6,700,000","9,000,000","6,600,000","10,100,000","6,800,000","5,300,000","4,900,000","4,300,000","4,300,000","3,500,000"
		NetIncomeFromContinuingOperations,"26,678,000","21,462,000","13,691,000","-11,071,000","2,596,000","4,342,000","277,000","13,719,000","-23,890,000","-28,119,000","-12,379,000","24,809,000","14,457,000","65,841,000","20,619,000","-23,031,000","24,290,000","23,685,000","33,449,000","-16,034,000","30,947,000","23,514,000","25,636,000","72,774,000","77,302,000","28,617,000","113,963,000","46,460,000","25,359,000","36,386,000","18,520,000","24,297,000","19,895,000","15,440,000","23,136,000","56,180,000","17,776,000","16,229,000","19,014,000","16,170,000","12,458,000","8,834,000","15,138,000","14,192,000",,,"15,096,000","14,753,000","5,392,000","3,003,000","13,076,000","4,364,000","13,587,000","36,468,000","9,505,000","10,278,000","1,288,000","6,961,000","10,473,000","8,397,000","6,425,000","3,281,000","8,759,000","7,414,000","6,289,000","14,847,000","125,000","4,413,000","3,480,000","-2,929,000","4,304,000","-2,015,000","3,745,000","1,012,000","4,831,000","3,520,000","2,307,000","2,191,000","5,620,000","2,308,000","1,634,000","1,445,000","3,307,000","1,770,000","1,578,000","795,000","599,000","2,541,000","-1,497,000","2,669,000","6,045,000","4,600,000","2,900,000","2,600,000","1,366,000","2,900,000","3,300,000","4,100,000","4,000,000","3,100,000","2,800,000","2,900,000","4,231,000","2,900,000","2,700,000","2,800,000","3,000,000","2,900,000","2,600,000","2,700,000","3,200,000","2,900,000","2,400,000","2,700,000","2,600,000","1,600,000"
		OperatingGainsLosses,"38,212,000","-2,513,000","-2,146,000","31,560,000","11,311,000","-1,769,000","-2,616,000","-2,282,000","2,975,000","-1,527,000","-2,235,000","-2,329,000","-1,646,000","-45,051,000","5,309,000","-1,833,000","-2,206,000","-2,194,000","-3,138,000","41,519,000","-9,317,000","-2,318,000","-3,192,000","-48,391,000","-52,724,000","-8,386,000","-89,688,000","-23,928,000","-2,046,000","-16,269,000","-10,510,000","-2,479,000","-1,788,000","-337,000","-933,000","-35,016,000","-503,000","-590,000","-319,000","829,000","1,096,000","1,689,000","1,519,000","-407,000","858,000","94,000","270,000","-339,000","6,869,000","208,000","316,000","-34,708,000","-9,758,000","1,065,000","696,000","8,314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,"0","0","0","0","-43,422,000","0",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-161,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,"1,517,000","2,282,000","2,151,000","1,699,000","1,455,000","1,860,000","1,749,000","2,134,000","2,198,000","2,569,000","3,176,000","2,479,000","2,473,000","3,091,000","3,103,000","4,759,000","2,709,000","3,334,000","3,268,000","2,816,000","2,719,000","-2,093,000","1,467,000","1,336,000","1,363,000","1,438,000","2,286,000","1,836,000","293,000",,,,,,,,,,,,,,,,,"696,000","-596,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-9,648,000","-2,513,000","-2,146,000","-2,261,000","-2,728,000","-1,769,000","-2,616,000","42,000","2,975,000","-1,527,000","-2,235,000","-2,329,000","-1,646,000","-1,629,000","5,309,000","-1,833,000","-2,206,000","-2,194,000","-3,138,000","5,893,000","-2,374,000","-2,318,000","-3,192,000","-46,973,000","-52,724,000","-3,499,000","-3,182,000","-3,713,000","-2,046,000","-2,543,000","-2,853,000","-2,479,000","-1,788,000","-1,933,000","-933,000","-35,016,000","-503,000","-590,000","-319,000","829,000","1,096,000","1,689,000","1,241,000","-129,000","858,000","94,000","270,000","-339,000","164,000","369,000","826,000","-428,000","709,000","1,065,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"108,101,000","26,243,000","27,182,000","26,944,000","27,732,000","28,150,000","29,177,000","29,903,000","28,646,000","29,417,000","30,305,000","30,103,000","31,146,000","31,760,000","33,055,000","32,850,000","32,694,000","33,123,000","32,569,000","30,976,000","32,905,000","31,294,000","33,279,000","29,205,000","26,306,000","26,567,000","26,890,000","28,785,000","24,272,000","23,989,000","25,398,000","25,774,000","25,197,000","26,063,000","27,063,000","24,223,000","22,172,000","22,288,000","23,436,000","24,809,000","24,923,000","25,515,000","25,228,000","22,964,000","17,858,000","17,965,000","17,651,000","16,805,000","17,143,000","26,527,000","20,239,000","20,213,000","19,620,000","20,429,000","16,760,000","15,741,000","14,296,000","15,583,000","14,939,000","14,989,000","15,539,000","18,487,000","14,082,000","13,578,000","13,593,000","16,066,000","12,430,000","12,108,000","11,420,000","12,930,000","12,293,000","14,147,000","13,183,000","12,376,000","8,145,000","7,084,000","7,139,000","7,329,000","7,417,000","7,201,000","7,198,000","7,173,000","7,233,000","7,202,000","6,926,000","7,211,000","6,706,000","6,537,000","6,537,000","6,438,000","5,524,000","6,500,000","6,300,000","6,500,000","4,954,000","6,000,000","5,800,000","5,400,000","3,939,000","5,100,000","4,900,000","4,500,000","3,458,000","4,400,000","4,400,000","4,200,000","3,900,000","4,000,000","3,800,000","3,600,000","3,100,000","2,100,000","1,900,000","1,700,000",,
			DepreciationAndAmortization,"108,101,000","26,243,000","27,182,000","26,944,000","27,732,000","28,150,000","29,177,000","29,903,000","28,646,000","29,417,000","30,305,000","30,103,000","31,146,000","31,760,000","33,055,000","32,850,000","32,694,000","33,123,000","32,569,000","30,976,000","32,905,000","31,294,000","33,279,000","29,205,000","26,306,000","26,567,000","26,890,000","28,785,000","24,272,000","23,989,000","25,398,000","25,774,000","25,197,000","26,063,000","27,063,000","24,223,000","22,172,000","22,288,000","23,436,000","24,809,000","24,923,000","25,515,000","25,228,000","22,964,000","17,858,000","17,965,000","17,651,000","16,805,000","17,143,000","26,527,000","20,239,000","20,213,000","19,620,000","20,429,000","16,760,000","15,741,000","14,296,000","15,583,000","14,939,000","14,989,000","15,539,000","18,487,000","14,082,000","13,578,000","13,593,000","16,066,000","12,430,000","12,108,000","11,420,000","12,930,000","12,293,000","14,147,000","13,183,000","12,376,000","8,145,000","7,084,000","7,139,000","7,329,000","7,417,000","7,201,000","7,198,000","7,173,000","7,233,000","7,202,000","6,926,000","7,211,000","6,706,000","6,537,000","6,537,000","6,438,000","5,524,000","6,500,000","6,300,000","6,500,000","4,954,000","6,000,000","5,800,000","5,400,000","3,939,000","5,100,000","4,900,000","4,500,000","3,458,000","4,400,000","4,400,000","4,200,000","3,900,000","4,000,000","3,800,000","3,600,000","3,100,000","2,100,000","1,900,000","1,700,000",,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"752,000","-96,000","313,000","342,000","493,000","503,000","490,000",,"281,000","475,000","-37,000","265,000","325,000","275,000","1,541,000","442,000",,,,,,"417,000","418,000","-3,796,000","693,000","298,000","298,000","49,000","-336,000","-1,094,000","353,000","347,000","380,000","364,000","363,000","349,000","332,000","309,000","314,000","311,000","270,000","285,000","343,000","10,000","326,000","340,000","633,000","336,000","325,000","315,000","288,000",,,,,,,,,,,,,,,,,,,,,,,,,,
