name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
OperatingCashFlow,"144,593,000","-11,198,000","-125,559,000","51,184,000","229,841,000","7,829,000","-119,294,000","17,488,000","192,056,000","-24,879,000","-81,256,000","15,262,000"
	CashFlowFromContinuingOperatingActivities,"144,593,000","-11,198,000","-125,559,000","51,184,000","229,841,000","7,829,000","-119,294,000","17,488,000","192,056,000","-24,879,000","-81,256,000","15,262,000"
		NetIncomeFromContinuingOperations,"141,452,000","-7,440,000","-14,451,000","44,541,000","118,802,000","-6,452,000","-30,257,000","42,054,000","72,520,000","-29,826,000","-26,187,000","780,000"
		OperatingGainsLosses,"265,000","101,000","17,000","62,000","85,000","1,893,000","5,523,000","299,000","16,000","27,000","443,000","1,339,000"
		DepreciationAmortizationDepletion,"29,512,000","6,576,000","9,241,000","7,348,000","6,347,000","6,263,000","6,595,000","8,340,000","6,497,000","6,812,000","7,276,000","7,554,000"
			DepreciationAndAmortization,"29,512,000","6,576,000","9,241,000","7,348,000","6,347,000","6,263,000","6,595,000","8,340,000","6,497,000","6,812,000","7,276,000","7,554,000"
		DeferredTax,"12,864,000","-102,000","1,407,000","2,651,000","8,908,000","-565,000","-8,146,000","-7,101,000","-3,755,000","361,000","2,672,000","13,511,000"
			DeferredIncomeTax,"12,864,000","-102,000","1,407,000","2,651,000","8,908,000","-565,000","-8,146,000","-7,101,000","-3,755,000","361,000","2,672,000","13,511,000"
		ProvisionandWriteOffofAssets,"2,459,000","169,000","249,000","1,971,000","70,000","5,000","59,000","209,000","219,000","91,000","58,000","169,000"
		StockBasedCompensation,"15,641,000","2,784,000","2,751,000","3,626,000","6,480,000","1,951,000","12,160,000","-7,000","597,000","598,000","597,000","679,000"
		OtherNonCashItems,"2,335,000","490,000","496,000","932,000","417,000","486,000","648,000","941,000","863,000","837,000","848,000","828,000"
		ChangeInWorkingCapital,"-59,935,000","-13,776,000","-125,269,000","-9,947,000","88,732,000","4,248,000","-105,876,000","-27,247,000","115,099,000","-3,779,000","-66,963,000","-9,598,000"
			ChangeInReceivables,"5,655,000","5,565,000","-742,000","7,017,000","-6,185,000","-4,622,000","-5,694,000","4,121,000","8,738,000","4,796,000","-15,842,000","6,180,000"
				ChangesInAccountReceivables,,,,,,,,,,,,"6,180,000"
			ChangeInInventory,"-52,331,000","-88,635,000","-43,723,000","26,614,000","53,413,000","-102,245,000","-25,569,000","32,142,000","63,553,000","-59,531,000","-34,402,000","37,384,000"
			ChangeInPrepaidAssets,"-537,000","-2,713,000","-17,593,000","-3,615,000","29,762,000","-18,188,000","-5,285,000","-10,034,000","3,185,000","-21,565,000","1,502,000","1,227,000"
			ChangeInPayablesAndAccruedExpense,"-1,375,000","74,705,000","-55,062,000","-49,678,000","28,335,000","129,961,000","-67,486,000","-59,211,000","49,575,000","72,751,000","-28,635,000","-54,491,000"
				ChangeInPayable,"-1,375,000","74,705,000","-55,062,000","-49,678,000","28,335,000","129,961,000","-67,486,000","-59,211,000","49,575,000","72,751,000","-28,635,000","-54,491,000"
					ChangeInTaxPayable,"0","-411,000","-6,534,000","-11,961,000","18,906,000","0","-1,857,000","1,857,000","0","0","-6,713,000","6,713,000"
						ChangeInIncomeTaxPayable,"0","-411,000","-6,534,000","-11,961,000","18,906,000","0","-1,857,000","1,857,000","0","0","-6,713,000","6,713,000"
					ChangeInAccountPayable,"-1,375,000","75,116,000","-48,528,000","-37,717,000","9,429,000","129,961,000","-65,629,000","-61,068,000","49,575,000","72,751,000","-21,922,000","-61,204,000"
			ChangeInOtherCurrentAssets,"-9,936,000","-2,181,000","-2,741,000","4,532,000","-15,924,000","101,000","127,000","-1,302,000","82,000","75,000","75,000","102,000"
			ChangeInOtherWorkingCapital,"-1,411,000","-517,000","-5,408,000","5,183,000","-669,000","-759,000","-1,969,000","5,735,000",,"-305,000","10,339,000","102,000"
InvestingCashFlow,"-66,132,000","-33,376,000","-10,527,000","-13,179,000","-9,050,000","-12,824,000","-302,000","-5,147,000","-3,004,000","-6,740,000","-11,920,000","-6,438,000"
	CashFlowFromContinuingInvestingActivities,"-66,132,000","-33,376,000","-10,527,000","-13,179,000","-9,050,000","-12,824,000","-302,000","-5,147,000","-3,004,000","-6,740,000","-11,920,000","-6,438,000"
		NetPPEPurchaseAndSale,"-33,316,000","-8,534,000","-5,381,000","-11,117,000","-8,284,000","-6,784,000","-302,000","-5,147,000","-3,004,000","-6,740,000","-5,732,000","-6,438,000"
			PurchaseOfPPE,"-33,763,000","-8,920,000","-5,402,000","-11,132,000","-8,309,000","-6,784,000","-2,706,000","-5,147,000","-3,005,000","-6,740,000","-5,738,000","-6,445,000"
			SaleOfPPE,"447,000","386,000","21,000","15,000","25,000","0","2,404,000","0","1,000","0","6,000","7,000"
		NetBusinessPurchaseAndSale,"-32,816,000","-24,842,000","-5,146,000","-2,062,000","-766,000","-6,040,000","0","0","0","0","-6,188,000","0"
			PurchaseOfBusiness,"-32,816,000","-24,842,000","-5,146,000","-2,062,000","-766,000","-6,040,000","0","0","0","0","-6,188,000","0"
