name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
OperatingCashFlow,"3,347,432,000","266,585,000","863,411,000","1,009,817,000","1,207,619,000","-453,903,000","903,053,000","1,299,232,000","-87,899,000","852,897,000","142,810,000","672,822,000","567,869,000","624,364,000","478,968,000","665,345,000","823,285,000","-87,568,000","10,326,000","1,380,454,000","-244,700,000","798,739,000","-430,355,000","1,356,539,000","191,372,000","879,738,000","750,848,000","1,160,114,000","1,121,581,000","741,720,000","896,964,000","830,658,000","519,842,000","1,116,296,000","-1,003,643,000","-30,939,000","75,409,000","985,362,000","-241,707,000","545,394,000","91,931,000","236,421,000","431,703,000","360,103,000","230,641,000","676,404,000","-99,200,000","549,233,000","212,998,000","388,082,000","-41,689,000","353,304,000","398,041,000","336,784,000","-304,366,000","514,114,000","130,672,000","193,313,000","-101,030,000","127,577,000","369,520,000","422,936,000","287,871,000","-77,410,000","182,037,000","472,131,000","230,507,000","276,088,000","57,544,000","1,070,273,000","122,733,000","163,709,000","639,354,000","476,416,000","-454,398,000","1,147,219,000","-177,133,000","51,078,000","-666,349,000","407,848,000","-103,226,000","644,003,000","-412,699,000","213,791,000","-193,372,000","173,706,000","-234,129,000","204,475,000","-72,782,000","245,687,000","-160,800,000","121,400,000","-126,300,000","195,500,000","-187,600,000","84,700,000","87,700,000","146,800,000","-193,300,000","-78,900,000","149,200,000","124,100,000","-203,700,000","48,300,000","-12,500,000","56,600,000","-52,400,000","-2,700,000","93,600,000","33,500,000","-160,000,000"
	CashFlowFromContinuingOperatingActivities,"3,347,432,000","266,585,000","863,411,000","1,009,817,000","1,207,619,000","-453,903,000","903,053,000","1,299,232,000","-87,899,000","852,897,000","142,810,000","672,822,000","567,869,000","624,364,000","478,968,000","665,345,000","823,285,000","-87,568,000","10,326,000","1,380,454,000","-244,700,000","798,739,000","-430,355,000","1,356,539,000","191,372,000","879,738,000","750,848,000","1,160,114,000","1,121,581,000","741,720,000","896,964,000","830,658,000","519,842,000","1,116,296,000","-996,097,000","-33,051,000","36,815,000","949,549,000","-251,325,000","510,487,000","91,931,000","236,421,000","431,703,000","360,103,000","230,641,000","676,404,000","-99,200,000","549,233,000","212,998,000","388,082,000","-41,689,000","353,304,000","404,368,000","338,912,000","-305,588,000","522,341,000","-96,060,000","193,313,000","-101,030,000","100,665,000","369,520,000","422,936,000","287,871,000","-77,878,000","182,037,000","473,284,000","229,354,000","276,088,000","57,544,000","1,070,273,000","122,733,000","163,709,000","639,354,000","476,416,000","-454,398,000","1,147,219,000","-177,133,000","51,078,000","-666,349,000","407,848,000","-103,226,000","644,003,000","-412,699,000","213,791,000","-193,372,000","173,706,000","-234,129,000","204,475,000","-72,782,000","245,687,000","-160,800,000","121,400,000","-126,300,000","195,500,000","-187,600,000","84,700,000","87,700,000","146,800,000","-193,300,000","-78,900,000","149,200,000","124,100,000","-203,700,000","48,300,000","-12,500,000","56,600,000","-52,400,000","-2,700,000","93,600,000","33,500,000","-160,000,000"
		NetIncomeFromContinuingOperations,"1,736,557,000","555,245,000","449,416,000","436,448,000","295,448,000","434,005,000","378,707,000","-4,844,505,000","287,268,000","971,111,000","186,568,000","132,307,000","302,002,000","28,073,000","391,753,000","194,004,000","277,875,000","282,160,000","861,853,000","-344,587,000","50,352,000","411,473,000","247,246,000","143,614,000","349,803,000","604,135,000","330,377,000","364,287,000","214,163,000","-513,390,000","-199,947,000","67,802,000","-12,780,000","180,077,000","48,931,000","50,561,000","64,110,000","216,539,000","162,225,000","152,694,000","181,271,000","212,105,000","162,116,000","147,324,000","184,419,000","214,381,000","160,500,000","141,228,000","163,205,000","181,008,000","151,307,000","130,147,000","125,134,000","145,515,000","111,056,000","114,907,000","-108,020,000","133,852,000","109,820,000","87,576,000","129,908,000","129,496,000","122,187,000","121,978,000","119,468,000","129,001,000","97,267,000","19,501,000","94,776,000","85,919,000","64,449,000","91,989,000","125,775,000","142,152,000","108,474,000","119,530,000","112,546,000","116,414,000","92,739,000","94,960,000","90,224,000","91,874,000","67,883,000","34,583,000","31,506,000","31,516,000","26,191,000","27,996,000","25,120,000","24,298,000","21,600,000","12,700,000","20,000,000","20,400,000","17,800,000","3,300,000","16,500,000","16,200,000","14,500,000","16,100,000","6,400,000","13,100,000","11,800,000","13,300,000","10,400,000","10,100,000","8,900,000","10,800,000","9,800,000","6,700,000","900,000"
		OperatingGainsLosses,,,,,,,,"0",,,,"0","0",,,"-6,444,000","0","42,328,000","23,766,000",,,,,"260,617,000","-83,704,000","-505,070,000","516,106,000","-192,662,000","-13,586,000","760,520,000","371,405,000","155,739,000","177,994,000","5,663,000","116,297,000","52,142,000","35,815,000",,,,,,,"269,000",,,,"7,381,000",,,,"218,000",,,"37,000","274,000","1,386,000","-771,000","745,000","-1,302,000","3,946,000","-2,520,000","-212,000","4,099,000","-50,154,000","10,622,000","14,660,000","132,130,000","13,795,000","18,890,000","9,566,000","1,171,000","24,058,000","-5,184,000","-4,557,000","18,870,000","17,306,000","18,360,000","9,056,000","26,465,000","16,309,000","16,951,000","17,877,000","26,509,000","6,225,000","4,989,000","4,332,000","2,363,000","5,291,000","1,886,000","800,000","10,900,000","700,000","1,700,000","600,000","3,000,000","200,000","5,200,000","3,000,000","2,000,000","3,900,000","3,600,000","2,000,000","8,200,000","4,800,000","300,000","-100,000","6,000,000","-7,900,000","19,800,000","-700,000"
			GainLossOnSaleOfBusiness,,,,,,,,,"0",,,"0","0",,,,,,,,,,,,"0",,,"3,825,000","1,314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"249,000",,,,"269,000",,,,"7,381,000",,,,"218,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,"260,617,000","-83,704,000","-503,946,000","467,375,000","-196,487,000","-14,900,000","752,706,000","371,405,000","155,739,000","145,040,000","5,663,000","116,297,000","50,479,000","35,815,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-1,124,000","48,731,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"665,457,000","179,634,000","180,402,000","174,297,000","131,124,000","105,082,000","104,283,000","99,060,000","98,785,000","100,823,000","109,345,000","113,387,000","112,296,000","136,597,000","135,232,000","127,457,000","145,418,000","125,510,000","111,724,000","112,071,000","107,882,000","106,127,000","106,251,000","108,111,000","99,115,000","97,471,000","87,469,000","71,787,000","69,983,000","56,660,000","51,170,000","51,515,000","49,267,000","46,241,000","45,710,000","44,148,000","42,998,000","40,251,000","43,396,000","30,869,000","42,852,000","37,852,000","35,621,000","33,679,000","32,012,000","30,391,000","29,859,000","27,771,000","26,009,000","25,188,000","25,204,000","24,922,000","23,551,000","28,030,000","17,813,000","22,268,000","21,709,000","26,348,000","25,557,000","25,219,000","27,359,000","24,991,000","26,775,000","25,054,000","24,956,000","23,229,000","23,694,000","23,310,000","20,779,000","23,322,000","23,471,000","23,200,000","22,916,000","21,363,000","19,609,000","24,414,000","18,241,000","18,743,000","19,045,000","18,261,000","16,167,000","15,904,000","16,246,000","10,104,000","4,786,000","5,298,000","4,526,000","4,511,000","4,126,000","4,583,000","4,200,000","7,100,000","4,400,000","4,200,000","4,200,000","4,300,000","4,300,000","4,100,000","3,900,000","3,800,000","3,900,000","3,500,000","3,100,000","3,200,000","3,100,000","2,600,000","2,700,000","2,900,000","2,500,000","2,200,000","2,500,000"
