name,ttm,05/31/2021,05/31/2020,05/31/2019,05/31/2018
MarketCap,"1,096,300,293","1,040,663,369","741,598,859","1,877,369,514","2,167,767,869"
PeRatio,"3.259",,,"6.489",
PsRatio,"3.211",,,"8.186",
PbRatio,"0.973","1.192","0.423","0.909","1.187"
