name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011
MarketCap,"1,181,579,720","1,473,703,376","883,239,343","744,488,840","661,494,890","431,435,596","177,804,329","96,549,509","96,290,524","116,681,459","351,177,207","439,537,923","463,327,347","448,600,561","385,162,098","431,608,115","373,833,801","368,169,652","371,568,141","365,903,993","395,357,565","526,765,810","680,830,649","600,399,741","925,521,864","611,352,253","585,757,362","683,699,956","923,543,363","961,567,318","712,217,922","1,003,891,329","1,366,491,875","1,549,263,410","1,203,439,157","1,293,481,308","1,660,770,632","1,827,359,151","1,844,164,133","1,918,118,371","1,768,809,124","1,920,713,459","1,812,405,791","1,717,759,413","1,639,646,257"
EnterpriseValue,"1,593,249,720","1,974,881,376","1,411,139,343","1,345,486,840","1,249,545,890","1,040,367,596","768,020,329","701,531,509","674,909,524","715,616,459","902,250,207","1,004,263,923","996,533,347","1,015,813,561","951,913,098","1,030,766,115","939,370,801","944,900,652","926,769,141","938,723,993","937,599,565","1,094,277,810","1,240,031,649","1,149,450,741","998,516,864","686,385,253","677,507,362","741,718,956","975,905,363","1,006,653,318","769,213,922","1,050,421,329","1,405,572,875","1,589,121,410","1,241,273,157","1,306,599,308","1,632,528,632","1,824,511,151","1,841,316,133","1,846,724,371","1,668,236,124","1,808,738,459","1,681,891,791","1,587,245,413","1,534,895,257"
PeRatio,"6.056","18.874","8,269",,,,,,,,,,,,,,,,,,,,"42.929","66.25","11.841","9.835","8.613","7.248","10.888","12.644","9.019","11.636","13.162","13.08","11.352","10.994","14.118","16.346","16.497","13.467","12.119","17.77","21.306","20.199","26.318"
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.204","11.574","10.04","9.671","11.976","13.736","11.737","10.504","9.174","16.863","13.298","13.158",
PsRatio,"1.719","2.768","2.051","2.056","2.035","1.291","0.522","0.277","0.249","0.289","0.844","1.078","1.276","1.278","1.163","1.346","1.149","1.113","1.101","1.056","1.073","1.348","1.661","1.43","2.219","2.114","1.968","2.171","2.966","3.22","2.31","3.231","4.242","4.794","3.925","4.142","5.447","6.055","6.111","5.919","5.463","6.345","7.115","6.745","7.324"
PbRatio,"3.215","4.262","2.831","2.521","2.294","1.372","0.511","0.27","0.24","0.278","0.776","0.895","0.965","0.898","0.768","0.839","0.704","0.67","0.644","0.601","0.643","0.843","1.065","0.893","2.41","1.586","1.598","1.674","2.231","2.323","1.743","2.391","3.176","3.522","2.744","2.805","3.541","4.095","4.133","4.02","3.701","3.924","3.705","3.511","3.386"
EnterprisesValueRevenueRatio,"2.294","8.861","7.469","9.297","9.053","17.077","8.505","8.826","6.422","9.531","10.484","11.337","7.239","11.057","9.702","12.899","10.079","11.832","11.852","13.528","9.578","12.825","14.602","14.648","8.335","9.391","10.265","15.037","12.076","10.818","10.339","15.741","18.203","19.786","14.737","18.882","18.377","22.411","27.243","24.619","20.486","23.107","19.197","20.559","19.026"
EnterprisesValueEBITDARatio,"4.807","16.001","15.211","21.106","24.276","222.586","42.512","46.841","-288.3","67.181","83.844","90.678","16.718","39.005","29.016","55.435","47.825","72.329","120.126","261.994","29.11","52.597","67.04","60.94","61.709","25.752","24.479","-171.179","27.306","26.282","22.962","49.387","54.909","53.351","33.789","46.785","37.683","42.82","88.089","49.05","40.395","49.013","35.386","37.49","34.803"
