name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
OperatingCashFlow,"-208,053,000","-61,270,000","-44,611,000","-53,167,000","-49,005,000","-74,755,000","-62,314,000","-55,686,000","-17,213,000","-43,289,000","-33,508,000","-31,949,000","-29,290,000","-11,414,000","-31,141,000","-25,404,000","-36,557,000","-11,144,000","-28,396,000","-21,464,000","-24,290,000","-21,192,000","-13,468,000","-14,349,000","-16,330,000","-15,680,000","-16,451,000","-13,706,000","-12,486,000","-13,026,000","-9,122,000","-12,691,000","-12,154,000","-21,106,000","-13,979,000","-6,473,000","-20,723,000","-6,583,000","-15,371,000"
	CashFlowFromContinuingOperatingActivities,"-208,053,000","-61,270,000","-44,611,000","-53,167,000","-49,005,000","-74,755,000","-62,314,000","-55,686,000","-17,213,000","-43,289,000","-33,508,000","-31,949,000","-29,290,000","-11,414,000","-31,141,000","-25,404,000","-36,557,000","-11,144,000","-28,396,000","-21,464,000","-24,290,000","-21,192,000","-13,468,000","-14,349,000","-16,330,000","-15,680,000","-16,451,000","-13,706,000","-12,486,000","-13,026,000","-9,122,000","-12,691,000","-12,154,000","-21,106,000","-13,979,000","-6,473,000","-20,723,000","-6,583,000","-15,371,000"
		NetIncomeFromContinuingOperations,"-274,013,000","-64,342,000","-63,098,000","-74,376,000","-72,197,000","-71,639,000","-78,309,000","-81,257,000","-60,590,000","-61,933,000","-45,326,000","-41,409,000","-37,390,000","-35,304,000","-40,616,000","-32,834,000","-34,081,000","-35,037,000","-35,907,000","-30,651,000","-26,873,000","-27,156,000","-26,802,000","-17,978,000","-24,602,000","-19,888,000","-22,094,000","-19,175,000","-16,805,000","-15,402,000","-14,212,000","-13,977,000","-13,302,000","-21,426,000","-10,079,000","-8,883,000","-11,829,000","-21,657,000","-10,901,000"
		OperatingGainsLosses,,,,,,,,,,,"-1,000",,,,"-136,000","-1,434,000","70,000","34,000","380,000","44,000","107,000","60,000","12,000","167,000","414,000","14,000","-58,000","-13,000","-60,000","42,000","273,000","-67,000","77,000","8,432,000","-916,000","226,000","-11,000","-642,000","-1,938,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,"-1,000",,,,"14,000",,,,,,,,,,,,"9,000","0",,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,"46,000","70,000","34,000","380,000","44,000","107,000","60,000","13,000","167,000","414,000","14,000","-67,000","-13,000","-89,000","42,000","273,000","-67,000","77,000","101,000","-916,000","226,000","-11,000","-642,000","-1,938,000"
		DepreciationAmortizationDepletion,"20,988,000","5,376,000","5,419,000","5,150,000","5,043,000","4,241,000","4,319,000","3,779,000","1,413,000","739,000","757,000","734,000","790,000","628,000","475,000","444,000","417,000","390,000","372,000","374,000","365,000","357,000","377,000","369,000","355,000","344,000","409,000","511,000","544,000","531,000","490,000","542,000","531,000","488,000","496,000","475,000","457,000","453,000","447,000"
			DepreciationAndAmortization,"20,988,000","5,376,000","5,419,000","5,150,000","5,043,000","4,241,000","4,319,000","3,779,000","1,413,000","739,000","757,000","734,000","790,000","628,000","475,000","444,000","417,000","390,000","372,000","374,000","365,000","357,000","377,000","369,000","355,000","344,000","409,000","511,000","544,000","531,000","490,000","542,000","531,000","488,000","496,000","475,000","457,000","453,000","447,000"
				Depreciation,"2,909,000",,,,,,,,,,"757,000","734,000","790,000","628,000","475,000","444,000","417,000","390,000","372,000","374,000","365,000","357,000","377,000","369,000","355,000","344,000","409,000","511,000","544,000","531,000","490,000","542,000","531,000","488,000",,,"457,000","453,000",
		AmortizationOfSecurities,"222,000","78,000","105,000","89,000","-50,000","-55,000","-72,000","-240,000","-598,000","-513,000","-422,000","-734,000","-832,000","-649,000","-199,000","-294,000","-355,000","-255,000","28,000","56,000","132,000","194,000","183,000","243,000","330,000","456,000","237,000","236,000",,,,,,,,,,,
