name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
TotalAssets,"286,982,000","286,480,000","259,745,000","251,648,000","253,362,000","253,356,000","251,527,000","243,613,000"
	CurrentAssets,"77,967,000","75,167,000","39,363,000","31,045,000","31,449,000","32,485,000","32,967,000","22,542,000"
		CashCashEquivalentsAndShortTermInvestments,"59,794,000","53,266,000","20,892,000","16,350,000","22,643,000","20,992,000","19,537,000","9,788,000"
			CashAndCashEquivalents,"59,794,000","53,266,000","20,892,000","16,350,000","22,643,000","20,992,000","19,537,000","9,788,000"
		Receivables,"14,518,000","18,278,000","15,308,000","10,124,000","6,905,000","5,449,000","8,876,000","9,968,000"
			AccountsReceivable,"5,518,000","9,281,000","15,188,000","9,501,000","6,691,000","5,264,000","8,764,000","10,032,000"
			DuefromRelatedPartiesCurrent,"8,940,000","8,940,000",,,,,,
			OtherReceivables,"60,000","57,000","120,000","623,000","214,000","185,000","112,000","8,000"
			ReceivablesAdjustmentsAllowances,,,,,,"0","0","-72,000"
		PrepaidAssets,"3,655,000","2,846,000","3,045,000","4,571,000","1,901,000","6,044,000","4,403,000","2,779,000"
		RestrictedCash,,,"118,000",,,,"151,000","7,000"
		AssetsHeldForSaleCurrent,"0","777,000",,,,,,
	TotalNonCurrentAssets,"209,015,000","211,313,000","220,382,000","220,603,000","221,913,000","220,871,000","218,560,000","221,071,000"
		NetPPE,"178,494,000","181,198,000","179,685,000","184,676,000","182,824,000","187,632,000","190,520,000","194,267,000"
			GrossPPE,"324,709,000","323,539,000","321,129,000","321,081,000","315,149,000","314,561,000","326,187,000","315,137,000"
				Properties,"0","0","0","0","0","0","0","0"
				LandAndImprovements,"595,000","595,000",,,,,,
				BuildingsAndImprovements,"28,967,000","28,693,000","28,251,000","28,251,000","28,070,000","28,065,000","28,266,000","13,999,000"
				MachineryFurnitureEquipment,"247,667,000","246,670,000","249,337,000","246,745,000","246,448,000","246,874,000","254,074,000","229,793,000"
				OtherProperties,"34,782,000","34,856,000","34,929,000","35,001,000","35,066,000","35,137,000","41,014,000","41,220,000"
				ConstructionInProgress,"12,698,000","12,725,000","8,612,000","11,084,000","5,565,000","4,485,000","2,833,000","30,125,000"
