name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
			AccumulatedDepreciation,"-146,215,000","-142,341,000","-141,444,000","-136,405,000","-132,325,000","-126,929,000","-135,667,000","-120,870,000"
		GoodwillAndOtherIntangibleAssets,"13,898,000","14,113,000","15,033,000","13,411,000","13,742,000","14,033,000","14,453,000","12,398,000"
			Goodwill,"60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
			OtherIntangibleAssets,"13,838,000","14,053,000","14,973,000","13,351,000","13,682,000","13,973,000","14,393,000","12,338,000"
		InvestmentsAndAdvances,,,,,,,,"0"
		FinancialAssets,"368,000",,,,,,,
		NonCurrentAccountsReceivable,,,"7,140,000","7,140,000","7,140,000",,,
		DuefromRelatedPartiesNonCurrent,,,"7,140,000","7,140,000","7,140,000",,,
		NonCurrentDeferredAssets,"10,806,000","10,570,000","13,697,000","10,560,000","13,756,000","14,822,000","9,117,000","8,745,000"
			NonCurrentDeferredTaxesAssets,"10,806,000","10,570,000","13,697,000","10,560,000","13,756,000","14,822,000","9,117,000","8,745,000"
		OtherNonCurrentAssets,"5,449,000","5,432,000","4,827,000","4,816,000","4,451,000","4,384,000","4,470,000","5,661,000"
TotalLiabilitiesNetMinorityInterest,"103,561,000","104,187,000","85,651,000","89,024,000","88,627,000","93,734,000","94,660,000","89,356,000"
	CurrentLiabilities,"26,143,000","24,557,000","29,009,000","29,075,000","26,031,000","28,462,000","26,430,000","22,696,000"
		PayablesAndAccruedExpenses,"14,469,000","15,796,000","18,241,000","18,242,000","15,150,000","17,503,000","15,446,000","12,529,000"
			Payables,"5,118,000","4,973,000","5,800,000","5,559,000","5,595,000","5,964,000","4,480,000","3,844,000"
				AccountsPayable,"5,118,000","4,973,000","5,800,000","5,294,000","5,520,000","5,964,000","4,403,000","3,844,000"
				TotalTaxPayable,,,,"265,000","75,000",,"77,000","0"
					IncomeTaxPayable,,,,"265,000","75,000",,"77,000","0"
			CurrentAccruedExpenses,"9,351,000","10,823,000","12,441,000","12,683,000","9,555,000","11,539,000","10,966,000","8,685,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,"1,863,000","849,000"
		CurrentDebtAndCapitalLeaseObligation,"8,053,000","8,111,000","9,927,000","9,876,000","9,820,000","9,774,000","9,690,000","9,579,000"
			CurrentDebt,"7,828,000","7,815,000","9,633,000","9,584,000","9,536,000","9,492,000","9,443,000","9,310,000"
				OtherCurrentBorrowings,"7,828,000","7,815,000","9,633,000","9,584,000","9,536,000","9,492,000","9,443,000","9,310,000"
			CurrentCapitalLeaseObligation,"225,000","296,000","294,000","292,000","284,000","282,000","247,000","269,000"
		OtherCurrentLiabilities,"3,621,000","650,000","841,000","957,000","1,061,000","1,185,000","1,294,000","588,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"77,418,000","79,630,000","56,642,000","59,949,000","62,596,000","65,272,000","68,230,000","66,660,000"
		LongTermProvisions,"5,379,000","5,301,000","5,883,000","5,824,000","5,783,000","5,689,000","5,991,000","5,928,000"
		LongTermDebtAndCapitalLeaseObligation,"69,452,000","71,419,000","49,125,000","51,626,000","54,112,000","56,588,000","58,987,000","57,767,000"
			LongTermDebt,"69,427,000","71,392,000","49,023,000","51,449,000","53,863,000","56,268,000","58,656,000","57,256,000"
			LongTermCapitalLeaseObligation,"25,000","27,000","102,000","177,000","249,000","320,000","331,000","511,000"
		DerivativeProductLiabilities,"0","189,000","408,000","579,000","781,000","1,075,000","1,332,000","1,045,000"
		OtherNonCurrentLiabilities,"2,587,000","2,721,000","1,226,000","1,920,000","1,920,000","1,920,000","1,920,000","1,920,000"
TotalEquityGrossMinorityInterest,"183,421,000","182,293,000","174,094,000","162,624,000","164,735,000","159,622,000","156,867,000","154,257,000"
	StockholdersEquity,"183,421,000","182,293,000","174,094,000","162,624,000","164,735,000","159,622,000","156,867,000","154,257,000"
		CapitalStock,"1,410,000","1,410,000","1,410,000","1,410,000","1,410,000",,,
			CommonStock,"1,410,000","1,410,000","1,410,000","1,410,000","1,410,000",,,
		AdditionalPaidInCapital,"198,558,000","196,224,000","193,518,000","190,944,000","188,403,000",,,
		RetainedEarnings,"-5,643,000","-4,528,000","-10,021,000","-18,917,000","-14,265,000",,,
		TreasuryStock,"10,904,000","10,813,000","10,813,000","10,813,000","10,813,000",,,
TotalCapitalization,"252,848,000","253,685,000","223,117,000","214,073,000","218,598,000","215,890,000","215,523,000","211,513,000"
CommonStockEquity,"183,421,000","182,293,000","174,094,000","162,624,000","164,735,000","159,622,000","156,867,000","154,257,000"
CapitalLeaseObligations,"250,000","323,000","396,000","469,000","533,000","602,000","578,000","780,000"
NetTangibleAssets,"169,523,000","168,180,000","159,061,000","149,213,000","150,993,000","145,589,000","142,414,000","141,859,000"
WorkingCapital,"51,824,000","50,610,000","10,354,000","1,970,000","5,418,000","4,023,000","6,537,000","-154,000"
InvestedCapital,"260,676,000","261,500,000","232,750,000","223,657,000","228,134,000","65,760,000","68,099,000","66,566,000"
TangibleBookValue,"169,523,000","168,180,000","159,061,000","149,213,000","150,993,000","145,589,000","142,414,000","141,859,000"
TotalDebt,"77,505,000","79,530,000","59,052,000","61,502,000","63,932,000","66,362,000","68,677,000","67,346,000"
NetDebt,"17,461,000","25,941,000","37,764,000","44,683,000","40,756,000","44,768,000","48,562,000","56,778,000"
ShareIssued,"142,017,116","141,965,427","141,965,427","141,965,427","141,965,427","140,662,713","140,662,713","140,662,713"
OrdinarySharesNumber,"141,057,772","141,015,213","141,015,213","141,015,213","141,015,213","140,662,713","140,662,713","140,662,713"
TreasurySharesNumber,"959,344","950,214","950,214","950,214","950,214",,,
