name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"2,011,600,000","2,025,400,000","1,924,000,000","1,846,700,000","1,190,600,000","1,102,500,000","1,060,300,000","1,114,800,000","1,072,200,000","1,019,300,000","992,877,000","1,008,958,000","1,003,245,000","965,477,000","986,632,000","643,745,000","680,837,000","563,412,000","500,753,000","453,843,000","423,280,000","380,697,000","352,295,000","358,336,000","345,950,000","336,153,000","356,106,000","341,552,000","342,713,000","296,142,000","284,353,000","303,827,000","312,935,000","292,543,000","267,353,000","269,330,000","270,412,000","265,929,000","278,401,000","166,820,000","193,200,000","178,299,000","174,895,000","193,985,000","184,641,000","172,995,000","160,026,000","144,384,000","149,535,000","131,310,000","105,041,000","94,709,000","108,072,000","117,411,000","190,634,000","186,947,000","199,961,000","195,027,000","197,845,000","191,271,000","195,193,000","187,047,000","185,776,000","186,682,000","100,071,000","75,009,000","70,320,000","68,424,000","74,236,000","67,698,000","68,154,000","71,857,000","104,411,000","50,155,000"
	CurrentAssets,"1,122,700,000","1,137,100,000","1,052,700,000","999,300,000","636,200,000","545,100,000","514,100,000","565,800,000","527,900,000","467,000,000","442,910,000","454,591,000","474,100,000","462,925,000","484,847,000","483,439,000","521,048,000","407,448,000","350,364,000","307,890,000","279,041,000","237,450,000","209,031,000","214,315,000","200,720,000","190,139,000","205,379,000","211,185,000","211,015,000","208,447,000","198,074,000","214,703,000","222,730,000","200,459,000","173,027,000","173,913,000","172,327,000","165,119,000","176,588,000","143,894,000","169,509,000","154,120,000","155,025,000","174,144,000","165,575,000","154,466,000","142,340,000","126,650,000","132,306,000","114,465,000","88,405,000","77,604,000","85,786,000","94,492,000","116,045,000","111,637,000","127,835,000","125,341,000","130,183,000","123,765,000","129,047,000","121,267,000","119,574,000","120,919,000","78,292,000","53,263,000","48,426,000","45,792,000","51,417,000","44,658,000","46,590,000","50,554,000","83,275,000","28,894,000"
		CashCashEquivalentsAndShortTermInvestments,"367,000,000","466,500,000","457,000,000","451,400,000","264,300,000","200,300,000","176,100,000","214,400,000","208,100,000","162,500,000","158,690,000","168,128,000","154,774,000","144,145,000","160,340,000","141,146,000","162,365,000","68,306,000","65,939,000","59,482,000","54,935,000","52,465,000","47,270,000","44,053,000","45,539,000","50,103,000","59,783,000","76,614,000","69,607,000","78,997,000","75,147,000","69,365,000","74,289,000","60,415,000","65,941,000","71,333,000","64,943,000","54,311,000","58,329,000","51,137,000","54,770,000","52,155,000","37,872,000","37,636,000","35,283,000","34,654,000","27,728,000","23,101,000","27,744,000","26,697,000","30,695,000","30,200,000","29,768,000","29,620,000","28,468,000","32,571,000","24,968,000","33,447,000","28,038,000","19,942,000","24,642,000","23,321,000","18,923,000","18,958,000","19,804,000","10,663,000","14,124,000","11,292,000","10,843,000","11,440,000","9,933,000","7,476,000","7,235,000","6,035,000"
			CashAndCashEquivalents,"367,000,000","466,500,000","457,000,000","451,400,000","264,300,000","200,300,000","176,100,000","214,400,000","208,100,000","162,500,000","158,690,000","168,128,000","154,774,000","144,145,000","160,340,000","141,146,000","162,365,000","68,306,000","65,939,000","59,482,000","54,935,000","52,465,000","47,270,000","44,053,000","45,539,000","50,103,000","59,783,000","76,614,000","69,607,000","78,997,000","75,147,000","69,365,000","74,289,000","60,415,000","65,941,000","71,333,000","64,943,000","54,311,000","58,329,000","51,137,000","54,770,000","52,155,000","37,872,000","37,636,000","35,283,000","34,654,000","27,728,000","23,101,000","27,744,000","26,697,000","30,695,000","30,200,000","29,768,000","29,620,000","28,468,000","32,571,000","24,968,000","33,447,000","28,038,000","19,942,000","24,642,000","23,321,000","18,923,000","18,958,000","19,804,000","10,663,000","14,124,000","11,292,000","10,843,000","11,440,000","9,933,000","7,476,000","7,235,000","6,035,000"
				CashFinancial,,,,"451,400,000","264,300,000",,"176,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"279,300,000","250,100,000","232,500,000","210,400,000","168,000,000","145,500,000","145,500,000","138,900,000","113,200,000","112,700,000","110,388,000","98,306,000","110,971,000","106,956,000","95,056,000","98,608,000","83,660,000","90,213,000","107,662,000","101,874,000","94,848,000","74,663,000","65,805,000","73,069,000","66,669,000","59,148,000","57,534,000","57,513,000","69,625,000","61,817,000","57,459,000","67,947,000","72,197,000","67,450,000","49,728,000","47,070,000","49,571,000","50,074,000","47,549,000","41,942,000","48,974,000","41,051,000","47,670,000","57,779,000","58,002,000","54,589,000","46,554,000","45,691,000","45,522,000","34,787,000","15,515,000","10,326,000","10,466,000","13,790,000","28,817,000","26,638,000","47,757,000","34,846,000","42,861,000","49,844,000","47,485,000","44,543,000","47,108,000","51,982,000","26,257,000","19,528,000","15,805,000","17,170,000","18,779,000","13,785,000","15,940,000","21,635,000","58,739,000","11,724,000"
			AccountsReceivable,"279,300,000","250,100,000","232,500,000","210,400,000","168,000,000","145,500,000","145,500,000","138,900,000","113,200,000","112,700,000","110,388,000","98,306,000","110,971,000","106,956,000","95,056,000","98,608,000","83,660,000","90,213,000","107,662,000","101,874,000","94,848,000","74,663,000","65,805,000","73,069,000","66,669,000","59,148,000","57,534,000","57,513,000","69,625,000","61,817,000","57,459,000","67,947,000","72,197,000","67,450,000","49,728,000","47,070,000","49,571,000","50,074,000","47,549,000","41,942,000","48,974,000","41,051,000","47,670,000","57,779,000","58,002,000","54,589,000","46,554,000","45,691,000","45,522,000","34,787,000","15,515,000","10,326,000","10,466,000","13,790,000","28,817,000","26,638,000","47,757,000","34,846,000","42,861,000","49,844,000","47,485,000","44,543,000","47,108,000","51,982,000","26,257,000","19,528,000","15,805,000","17,170,000","18,779,000","13,785,000","15,940,000","21,635,000","19,679,000","11,724,000"
				GrossAccountsReceivable,"280,000,000","250,400,000","232,700,000","210,900,000","168,200,000","145,800,000","145,800,000","139,100,000","113,400,000","113,000,000","110,694,000","98,573,000","111,056,000","107,079,000","95,291,000","98,675,000","83,763,000","90,282,000","107,706,000","101,958,000","94,930,000","74,728,000","65,847,000","73,228,000","66,828,000","59,306,000","57,666,000","57,620,000","69,706,000","61,898,000","57,580,000","67,993,000","72,202,000","67,455,000","49,733,000","47,075,000","49,658,000","50,082,000","47,557,000","41,950,000","48,979,000","41,056,000","47,714,000","57,904,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-700,000","-300,000","-200,000","-500,000","-200,000","-300,000","-300,000","-200,000","-200,000","-300,000","-306,000","-267,000","-85,000","-123,000","-235,000","-67,000","-103,000","-69,000","-44,000","-84,000","-82,000","-65,000","-42,000","-159,000","-159,000","-158,000","-132,000","-107,000","-81,000","-81,000","-121,000","-46,000","-5,000","-5,000","-5,000","-5,000","-87,000","-8,000","-8,000","-8,000","-5,000","-5,000","-44,000","-125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,060,000",
