name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalAssets,"5,231,154,000","5,441,446,000","5,296,678,000","5,133,170,000","5,061,189,000","5,063,840,000","4,829,985,000","4,590,423,000","4,835,547,000","4,830,358,000","4,532,721,000","4,393,578,000","4,278,324,000","4,088,807,000","3,995,893,000","3,869,401,000","3,841,999,000","3,965,904,000","3,966,321,000","3,847,574,000","3,805,162,000","3,894,170,000","3,894,953,000","3,800,366,000","3,449,659,000","3,546,470,000","3,483,429,000","3,417,786,000","3,315,582,000","3,388,967,000","3,434,667,000","3,404,895,000","3,407,516,000","3,465,915,000","3,506,759,000","3,105,336,000","3,014,716,000","3,107,070,000","3,053,461,000","2,960,729,000","2,944,231,000","3,014,076,000","2,899,173,000","2,896,574,000","2,750,013,000","2,755,542,000","2,627,504,000","2,816,359,000","2,839,014,000","2,981,894,000","3,010,129,000","2,967,747,000","2,872,309,000","3,008,404,000","3,046,926,000","2,967,372,000","2,841,889,000","2,871,643,000","2,843,515,000","2,276,433,000","2,105,492,000","2,089,023,000","1,956,593,000","1,859,979,000","1,772,767,000","1,778,941,000","1,785,457,000","1,771,922,000","1,767,486,000","1,817,969,000","1,894,477,000","1,807,904,000","1,789,340,000","1,795,247,000","1,838,635,000","1,774,487,000","1,720,442,000","1,758,491,000","1,581,165,000","1,501,219,000","1,503,204,000","1,349,664,000","1,315,236,000","1,313,153,000","1,273,089,000","1,261,864,000","1,256,020,000","1,197,479,000","1,091,715,000","1,056,500,000","1,030,300,000","936,700,000","782,400,000","801,000,000","777,100,000","756,500,000","752,600,000","660,700,000","667,900,000","621,000,000","645,000,000","614,700,000","599,500,000","597,900,000","687,200,000","710,900,000","685,200,000","673,000,000","675,200,000","707,500,000","829,200,000","784,900,000","784,600,000"
	CurrentAssets,"3,216,405,000","3,390,994,000","3,226,567,000","3,113,354,000","3,105,631,000","3,120,936,000","2,897,090,000","2,679,080,000","2,685,388,000","2,659,883,000","2,558,113,000","2,420,635,000","2,313,861,000","2,386,207,000","2,324,192,000","2,190,223,000","2,169,777,000","2,284,509,000","2,231,972,000","2,099,836,000","2,041,792,000","2,210,847,000","2,247,116,000","2,141,908,000","1,980,927,000","2,067,419,000","2,015,146,000","1,937,734,000","1,827,293,000","1,886,603,000","1,926,670,000","1,887,833,000","1,881,180,000","1,930,105,000","1,968,486,000","2,058,697,000","1,962,193,000","2,044,453,000","1,985,913,000","1,886,878,000","1,861,627,000","1,936,653,000","1,826,315,000","1,809,354,000","1,941,871,000","1,980,167,000","1,889,470,000","1,859,362,000","1,839,659,000","1,977,365,000","2,014,296,000","1,965,097,000","1,873,950,000","2,010,740,000","2,075,563,000","2,002,405,000","1,893,627,000","1,935,790,000","1,921,677,000","1,852,607,000","1,678,568,000","1,662,413,000","1,570,771,000","1,479,063,000","1,387,695,000","1,389,803,000","1,401,957,000","1,385,117,000","1,378,044,000","1,425,571,000","1,492,573,000","1,403,289,000","1,386,763,000","1,389,156,000","1,415,341,000","1,348,728,000","1,297,703,000","1,334,935,000","1,288,669,000","1,232,144,000","1,250,350,000","1,217,324,000","1,189,663,000","1,191,926,000","1,150,714,000","1,138,760,000","1,120,737,000","1,065,282,000","960,420,000","928,000,000","906,900,000","810,800,000","714,100,000","732,000,000","720,800,000","712,900,000","711,100,000","622,700,000","633,300,000","587,200,000","609,700,000","578,700,000","566,500,000","557,100,000","607,800,000","632,900,000","608,800,000","583,700,000","583,400,000","614,200,000","665,600,000","565,400,000","575,900,000"
		CashCashEquivalentsAndShortTermInvestments,"514,513,000","821,345,000","663,905,000","668,908,000","758,833,000","902,867,000","679,342,000","481,391,000","347,092,000","358,818,000","368,073,000","213,374,000","252,031,000","363,907,000","353,912,000","306,624,000","352,443,000","467,430,000","480,496,000","385,396,000","302,754,000","464,617,000","504,558,000","443,019,000","392,364,000","486,831,000","445,400,000","360,849,000","368,894,000","432,056,000","437,446,000","437,119,000","406,668,000","439,813,000","444,037,000","530,385,000","499,102,000","605,303,000","474,380,000","434,272,000","438,655,000","511,322,000","476,366,000","406,546,000","631,984,000","710,836,000","641,111,000","599,941,000","600,561,000","726,975,000","648,231,000","521,471,000","395,076,000","405,869,000","340,849,000","275,511,000","224,989,000","251,637,000","223,077,000","336,335,000","276,569,000","273,735,000","244,522,000","180,900,000","91,144,000","103,785,000","67,999,000","70,634,000","69,272,000","70,404,000","101,025,000","50,219,000","52,996,000","78,260,000","82,162,000","57,752,000","55,875,000","93,103,000","88,853,000","89,716,000","142,517,000","189,766,000","174,732,000","165,722,000","148,670,000","137,685,000","79,904,000","62,429,000","58,114,000","58,600,000","37,900,000","28,200,000","94,200,000","83,100,000","68,300,000","95,400,000","123,900,000","49,400,000","44,000,000","35,300,000","61,100,000","50,700,000","45,500,000","59,000,000","54,800,000","53,000,000","41,300,000","39,600,000","45,200,000","52,500,000","39,700,000","37,000,000","42,000,000"
			CashAndCashEquivalents,"514,513,000","821,345,000","663,905,000","668,908,000","758,833,000","902,867,000","679,342,000","481,391,000","347,092,000","358,818,000","368,073,000","213,374,000","252,031,000","363,907,000","353,912,000","306,624,000","352,443,000","467,430,000","480,496,000","385,396,000","302,754,000","464,617,000","504,558,000","443,019,000","392,364,000","486,831,000","445,400,000","360,849,000","368,894,000","432,056,000","437,446,000","437,119,000","406,668,000","439,813,000","444,037,000","530,385,000","499,102,000","605,303,000","474,380,000","434,272,000","438,655,000","511,322,000","476,366,000","406,546,000","631,984,000","710,836,000","641,111,000","599,941,000","600,561,000","726,975,000","648,231,000","521,471,000","395,076,000","405,869,000","340,849,000","275,511,000","224,989,000","251,637,000","223,077,000","336,335,000","276,569,000","273,735,000","244,522,000","180,900,000","91,144,000","103,785,000","67,999,000","70,634,000","69,272,000","70,404,000","101,025,000","50,219,000","52,996,000","78,260,000","82,162,000","57,752,000","55,875,000","93,103,000","88,853,000","89,716,000","142,517,000","189,766,000","174,732,000","165,722,000","148,670,000","137,685,000","79,904,000","62,429,000","58,114,000","58,600,000","37,900,000","28,200,000","94,200,000","83,100,000","68,300,000","95,400,000","123,900,000","49,400,000","44,000,000","35,300,000","61,100,000","50,700,000","45,500,000","59,000,000","54,800,000","53,000,000","41,300,000","39,600,000","45,200,000","52,500,000","39,700,000","37,000,000","42,000,000"
				CashFinancial,,,,,,,,,"227,092,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,"120,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,565,568,000","2,434,662,000","2,427,219,000","2,306,088,000","2,229,894,000","2,094,052,000","2,129,654,000","2,107,831,000","2,250,748,000","2,208,643,000","2,105,770,000","2,126,250,000","1,975,845,000","1,931,863,000","1,884,127,000","1,791,423,000","1,731,814,000","1,730,543,000","1,673,421,000","1,633,260,000","1,653,373,000","1,626,128,000","1,638,119,000","1,588,229,000","1,487,048,000","1,477,596,000","1,462,651,000","1,445,034,000","1,349,720,000","1,337,388,000","1,355,493,000","1,313,933,000","1,356,481,000","1,358,953,000","1,396,478,000","1,402,980,000","1,351,006,000","1,315,017,000","1,270,706,000","1,194,191,000","1,175,629,000","1,302,668,000","1,138,777,000","1,175,768,000","1,103,195,000","1,090,927,000","1,053,355,000","1,050,509,000","1,043,570,000","1,057,171,000","1,182,851,000","1,249,020,000","1,281,517,000","1,390,973,000","1,620,303,000","1,613,496,000","1,556,163,000","1,574,971,000","1,597,358,000","1,451,319,000","1,344,031,000","1,332,266,000","1,273,994,000","1,237,537,000","1,245,272,000","1,232,014,000","1,297,650,000","1,261,947,000","1,268,739,000","1,314,170,000","1,355,311,000","1,302,017,000","1,280,531,000","1,258,563,000","1,285,880,000","1,244,295,000","1,198,125,000","1,200,777,000","1,163,587,000","880,071,000","1,077,987,000","998,374,000","997,955,000","1,009,582,000","986,063,000","983,876,000","1,023,791,000","985,438,000","885,835,000","850,600,000","852,700,000","765,500,000","602,700,000","630,000,000","636,800,000","600,000,000","570,500,000","555,000,000","571,000,000","531,900,000","531,700,000","510,700,000","505,300,000","410,500,000","410,500,000","436,000,000","434,300,000","418,000,000","465,000,000","439,000,000","460,100,000","431,500,000","434,900,000"
			AccountsReceivable,"2,303,449,000","2,204,519,000","2,181,730,000","2,102,735,000","2,037,525,000","1,922,096,000","1,942,341,000","1,936,442,000","2,055,483,000","2,030,813,000","1,926,765,000","1,946,811,000","1,797,479,000","1,773,620,000","1,715,462,000","1,635,289,000","1,572,919,000","1,607,922,000","1,537,819,000","1,501,036,000","1,508,471,000","1,495,431,000","1,495,566,000","1,448,323,000","1,352,416,000","1,359,862,000","1,333,823,000","1,309,095,000","1,230,581,000","1,234,187,000","1,233,916,000","1,203,666,000","1,251,473,000","1,268,226,000","1,286,237,000","1,293,160,000","1,253,264,000","1,221,956,000","1,270,706,000","1,194,191,000","1,175,629,000","1,187,832,000","1,138,777,000","1,175,768,000","1,103,195,000","1,090,927,000","1,053,355,000","1,050,509,000","1,043,570,000","1,057,171,000","1,182,851,000","1,249,020,000","1,281,517,000","1,390,973,000","1,620,303,000","1,613,496,000","1,556,163,000","1,574,971,000","1,597,358,000","1,451,319,000","1,344,031,000","1,332,266,000","1,273,994,000","1,237,537,000","1,066,577,000","1,046,380,000","1,078,995,000","1,041,338,000","1,038,357,000","1,073,454,000","1,114,532,000","1,066,924,000","1,042,265,000","1,009,170,000","1,012,911,000","986,307,000","927,320,000","964,968,000","926,291,000","880,071,000","868,527,000","777,102,000","786,397,000","810,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"2,326,405,000","2,228,053,000","2,204,357,000","2,125,252,000","2,055,588,000","1,940,127,000","1,961,685,000","1,957,418,000","2,075,476,000","2,045,279,000","1,941,860,000","1,962,104,000","1,812,136,000","1,788,981,000","1,731,352,000","1,651,388,000","1,591,284,000","1,625,152,000","1,554,719,000","1,515,436,000","1,522,471,000","1,507,683,000","1,510,866,000","1,464,823,000","1,363,316,000","1,371,037,000","1,345,323,000","1,319,195,000","1,240,681,000","1,244,611,000","1,243,116,000","1,213,866,000","1,262,673,000","1,280,116,000","1,297,437,000","1,303,960,000","1,263,164,000","1,233,428,000",,,,"1,204,517,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-22,956,000","-23,534,000","-22,627,000","-22,517,000","-18,063,000","-18,031,000","-19,344,000","-20,976,000","-19,993,000","-14,466,000","-15,095,000","-15,293,000","-14,657,000","-15,361,000","-15,890,000","-16,099,000","-18,365,000","-17,230,000","-16,900,000","-14,400,000","-14,000,000","-12,252,000","-15,300,000","-16,500,000","-10,900,000","-11,175,000","-11,500,000","-10,100,000","-10,100,000","-10,424,000","-9,200,000","-10,200,000","-11,200,000","-11,890,000","-11,200,000","-10,800,000","-9,900,000","-11,472,000",,,,"-16,685,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
