name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"3,232,000","641,000","756,000","966,000","869,000","1,222,000","1,302,000","1,528,000","1,277,000","935,000","0","0","0","0","0","0","0","0"
	OperatingRevenue,"3,232,000","641,000","756,000","966,000","869,000","1,222,000","1,302,000","1,528,000","1,277,000","935,000","0","0","0","0","0","0","0","0"
OperatingExpense,"76,657,000","21,418,000","18,790,000","19,499,000","16,950,000","17,783,000","14,387,000","16,109,000","13,788,000","13,972,000","12,815,000","10,315,000","10,959,000","9,544,000","9,671,000","10,545,000","8,368,000","8,363,000"
	SellingGeneralAndAdministration,"16,773,000","4,748,000","4,491,000","3,774,000","3,760,000","4,012,000","3,483,000","3,197,000","2,802,000","3,289,000","2,625,000","1,733,000","2,692,000","1,674,000","1,291,000","1,364,000","1,468,000","1,057,000"
		GeneralAndAdministrativeExpense,"16,773,000","4,748,000","4,491,000","3,774,000","3,760,000","4,012,000","3,483,000","3,197,000","2,802,000","3,289,000","2,625,000","1,733,000","2,692,000","1,674,000","1,291,000","1,364,000","1,468,000","1,057,000"
			OtherGandA,"16,773,000","4,748,000","4,491,000","3,774,000","3,760,000","4,012,000","3,483,000","3,197,000","2,802,000","3,289,000","2,625,000","1,733,000","2,692,000","1,674,000","1,291,000","1,364,000","1,468,000","1,057,000"
	ResearchAndDevelopment,"59,884,000","16,670,000","14,299,000","15,725,000","13,190,000","13,771,000","10,904,000","12,912,000","10,986,000","10,683,000","10,190,000","8,582,000","8,267,000","7,870,000","8,380,000","9,181,000","6,900,000","7,306,000"
OperatingIncome,"-73,425,000","-20,777,000","-18,034,000","-18,533,000","-16,081,000","-16,561,000","-13,085,000","-14,581,000","-12,511,000","-13,037,000","-12,815,000","-10,315,000","-10,959,000","-9,544,000","-9,671,000","-10,545,000","-8,368,000","-8,363,000"
OtherIncomeExpense,"267,000","309,000","105,000","-118,000","-29,000","47,000","549,000","237,000","391,000","135,000","259,000","344,000","333,000","356,000","241,000","261,000","164,000","132,000"
	OtherNonOperatingIncomeExpenses,"267,000","309,000","105,000","-118,000","-29,000","47,000","549,000","237,000","391,000","135,000","259,000","344,000","333,000","356,000","241,000","261,000","164,000","132,000"
PretaxIncome,"-73,158,000","-20,468,000","-17,929,000","-18,651,000","-16,110,000","-16,514,000","-12,536,000","-14,344,000","-12,120,000","-12,902,000","-12,556,000","-9,971,000","-10,626,000","-9,188,000","-9,430,000","-10,284,000","-8,204,000","-8,231,000"
TaxProvision,,,"0","0","0","0","199,000","287,000","267,000","237,000","660,000",,"0",,,,,
NetIncomeCommonStockholders,"-73,158,000","-20,468,000","-17,929,000","-18,651,000","-16,110,000","-16,514,000","-12,735,000","-14,631,000","-12,387,000","-13,139,000","-13,216,000","-9,971,000","-10,626,000","-9,188,000","-9,430,000","-10,284,000","-8,204,000","-8,231,000"
	NetIncome,"-73,158,000","-20,468,000","-17,929,000","-18,651,000","-16,110,000","-16,514,000","-12,735,000","-14,631,000","-12,387,000","-13,139,000","-13,216,000","-9,971,000","-10,626,000","-9,188,000","-9,430,000","-10,284,000","-8,204,000","-8,231,000"
		NetIncomeIncludingNoncontrollingInterests,"-73,158,000","-20,468,000","-17,929,000","-18,651,000","-16,110,000","-16,514,000","-12,735,000","-14,631,000","-12,387,000","-13,139,000","-13,216,000","-9,971,000","-10,626,000","-9,188,000","-9,430,000","-10,284,000","-8,204,000","-8,231,000"
			NetIncomeContinuousOperations,"-73,158,000","-20,468,000","-17,929,000","-18,651,000","-16,110,000","-16,514,000","-12,735,000","-14,631,000","-12,387,000","-13,139,000","-13,216,000","-9,971,000","-10,626,000","-9,188,000","-9,430,000","-10,284,000","-8,204,000","-8,231,000"
