name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
TotalRevenue,"163,114,000","48,127,000","42,018,000","37,951,000","35,018,000","31,204,000","28,161,000","32,432,000","21,207,000","19,297,000","17,164,000","15,737,000","13,600,000","13,557,000","11,492,000","8,407,000","6,541,000","6,166,000","4,313,000","3,466,000"
	OperatingRevenue,"163,114,000","48,127,000","42,018,000","37,951,000","35,018,000","31,204,000","28,161,000","32,432,000","21,207,000","19,297,000","17,164,000","15,737,000","13,600,000","13,557,000","11,492,000","8,407,000","6,541,000","6,166,000","4,313,000","3,466,000"
CostOfRevenue,"100,200,000","29,714,000","27,056,000","22,497,000","20,933,000","19,028,000","18,162,000","17,577,000","16,472,000","13,564,000","13,792,000","12,385,000","11,394,000","11,789,000","11,857,000","9,093,000","7,503,000","8,095,000","7,498,000","6,829,000"
GrossProfit,"62,914,000","18,413,000","14,962,000","15,454,000","14,085,000","12,176,000","9,999,000","14,855,000","4,735,000","5,733,000","3,372,000","3,352,000","2,206,000","1,768,000","-365,000","-686,000","-962,000","-1,929,000","-3,185,000","-3,363,000"
OperatingExpense,"270,958,000","85,229,000","73,728,000","57,686,000","54,316,000","50,180,000","42,792,000","38,822,000","32,931,000","37,819,000","36,702,000","34,920,000","30,327,000","28,031,000","22,532,000","19,018,000","16,524,000","14,689,000","13,566,000","13,260,000"
	SellingGeneralAndAdministration,"177,816,000","53,998,000","51,098,000","38,243,000","34,478,000","34,389,000","28,792,000","27,185,000","22,487,000","27,190,000","26,405,000","24,423,000","21,320,000","19,124,000","15,259,000","12,953,000","11,256,000","9,978,000","9,263,000","8,409,000"
	ResearchAndDevelopment,"93,142,000","31,231,000","22,630,000","19,443,000","19,838,000","15,791,000","14,000,000","11,637,000","10,444,000","10,629,000","10,297,000","10,497,000","9,007,000","8,907,000","7,273,000","6,065,000","5,268,000","4,711,000","4,303,000","4,851,000"
OperatingIncome,"-208,044,000","-66,816,000","-58,766,000","-42,232,000","-40,231,000","-38,004,000","-32,793,000","-23,967,000","-28,196,000","-32,086,000","-33,330,000","-31,568,000","-28,121,000","-26,263,000","-22,897,000","-19,704,000","-17,486,000","-16,618,000","-16,751,000","-16,623,000"
NetNonOperatingInterestIncomeExpense,"348,000","230,000","128,000","-25,000","16,000","62,000","16,000","-32,000","66,000","361,000","316,000","502,000","486,000","435,000","316,000","23,000","-53,000","-169,000","-115,000","-61,000"
	InterestIncomeNonOperating,"556,000","259,000","154,000","58,000","86,000","157,000","134,000","111,000","247,000","576,000","564,000","789,000","804,000","775,000","664,000","409,000","284,000","148,000","158,000","187,000"
	InterestExpenseNonOperating,"208,000","29,000","26,000","83,000","70,000","95,000","118,000","143,000","181,000","215,000","248,000","287,000","318,000","340,000","348,000","386,000","337,000","317,000","273,000","248,000"
OtherIncomeExpense,"7,595,000","5,769,000","2,670,000","1,356,000","-2,199,000","84,000","-77,000","-57,000","-56,000","18,000","-22,587,000","-2,000","-227,000","-21,000","-15,000","-45,000","-14,000","-43,000","-19,000","-206,000"
	SpecialIncomeCharges,"9,374,000","6,014,000","2,826,000","2,421,000","-1,887,000","0","0","0","0","0","-22,500,000",,,,,,,,,
		RestructuringAndMergernAcquisition,"-9,374,000","-6,014,000","-2,826,000","-2,421,000","1,887,000",,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,"0",,,"22,500,000",,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-1,779,000","-245,000","-156,000","-1,065,000","-312,000","84,000","-77,000","-57,000","-56,000","18,000","-87,000","-2,000","-227,000","-21,000","-15,000","-45,000","-14,000","-43,000","-19,000","-206,000"
PretaxIncome,"-200,101,000","-60,817,000","-55,968,000","-40,901,000","-42,414,000","-37,858,000","-32,854,000","-24,056,000","-28,186,000","-31,707,000","-55,601,000","-31,068,000","-27,862,000","-25,849,000","-22,596,000","-19,726,000","-17,553,000","-16,830,000","-16,885,000","-16,890,000"
TaxProvision,"-12,591,000","-149,000","-10,405,000","341,000","-2,377,000","61,000","46,000","262,000","21,000","61,000","37,000","113,000","54,000","84,000","43,000","76,000","71,000","43,000","52,000","119,000"
NetIncomeCommonStockholders,"-187,510,000","-60,668,000","-45,563,000","-41,242,000","-40,037,000","-37,919,000","-32,900,000","-24,318,000","-28,207,000","-31,768,000","-55,638,000","-31,181,000","-27,916,000","-25,933,000","-22,639,000","-19,802,000","-17,624,000","-16,873,000","-16,937,000","-17,009,000"
	NetIncome,"-187,510,000","-60,668,000","-45,563,000","-41,242,000","-40,037,000","-37,919,000","-32,900,000","-24,318,000","-28,207,000","-31,768,000","-55,638,000","-31,181,000","-27,916,000","-25,933,000","-22,639,000","-19,802,000","-17,624,000","-16,873,000","-16,937,000","-17,009,000"
		NetIncomeIncludingNoncontrollingInterests,"-187,510,000","-60,668,000","-45,563,000","-41,242,000","-40,037,000","-37,919,000","-32,900,000","-24,318,000","-28,207,000","-31,768,000","-55,638,000","-31,181,000","-27,916,000","-25,933,000","-22,639,000","-19,802,000","-17,624,000","-16,873,000","-16,937,000","-17,009,000"
			NetIncomeContinuousOperations,"-187,510,000","-60,668,000","-45,563,000","-41,242,000","-40,037,000","-37,919,000","-32,900,000","-24,318,000","-28,207,000","-31,768,000","-55,638,000","-31,181,000","-27,916,000","-25,933,000","-22,639,000","-19,802,000","-17,624,000","-16,873,000","-16,937,000","-17,009,000"
DilutedNIAvailtoComStockholders,"-187,510,000","-60,668,000","-45,563,000","-41,242,000","-40,037,000","-37,919,000","-32,900,000","-24,318,000","-28,207,000","-31,768,000","-55,638,000","-31,181,000","-27,916,000","-25,933,000","-22,639,000","-19,802,000","-17,624,000","-16,873,000","-16,937,000","-17,009,000"
BasicEPS,,"-1.13","-0.91","-0.84","-0.82","-0.78","-0.72","-0.54","-0.67","-0.85","-1.69","-0.96","-0.92","-0.93","-1.18","-0.744","-0.938","-0.898","-0.902",
DilutedEPS,,"-1.13","-0.91","-0.84","-0.82","-0.78","-0.72","-0.54","-0.67","-0.85","-1.69","-0.96","-0.92","-0.93","-1.18","-0.744","-0.938","-0.898","-0.902",
BasicAverageShares,,"53,472,000","49,912,000","49,350,000","48,963,000","48,709,000","46,000,000","44,778,000","41,838,498","37,163,684","32,976,145","32,572,937","30,290,150","27,891,700","19,187,533","26,609,991","18,780,785","18,780,785","18,780,785",
DilutedAverageShares,,"53,472,000","49,912,000","49,350,000","48,963,000","48,709,000","46,000,000","44,778,000","41,838,498","37,163,684","32,976,145","32,572,937","30,290,150","27,891,700","19,187,533","26,609,991","18,780,785","18,780,785","18,780,785",
TotalOperatingIncomeAsReported,"-198,670,000","-60,802,000","-55,940,000","-39,811,000","-42,118,000","-38,004,000","-32,793,000","-23,967,000","-28,196,000","-32,086,000","-55,830,000","-31,568,000","-28,121,000","-26,263,000","-22,897,000","-19,704,000","-17,486,000","-16,618,000","-16,751,000","-16,623,000"
