name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalRevenue,"287,959,000","75,415,000","77,889,000","68,147,000","66,508,000","47,542,000","37,880,000","34,560,000","14,116,000","32,536,000"
	OperatingRevenue,"287,959,000","75,415,000","77,889,000","68,147,000","66,508,000","47,542,000","37,880,000","34,560,000","14,116,000","32,536,000"
CostOfRevenue,"85,935,000","23,478,000","21,128,000","22,072,000","19,257,000","15,802,000","14,843,000","13,603,000","9,840,000","13,607,000"
GrossProfit,"202,024,000","51,937,000","56,761,000","46,075,000","47,251,000","31,740,000","23,037,000","20,957,000","4,276,000","18,929,000"
OperatingExpense,"254,006,000","64,898,000","63,973,000","51,531,000","73,604,000","29,358,000","27,748,000","18,172,000","12,195,000","26,265,000"
	SellingGeneralAndAdministration,"245,033,000","62,668,000","62,098,000","49,651,000","70,616,000","27,906,000","26,888,000","17,595,000","11,598,000","24,889,000"
		GeneralAndAdministrativeExpense,"114,138,000","26,261,000","25,045,000","19,200,000","44,402,000","10,811,000","10,990,000","7,054,000","5,412,000","7,192,000"
			OtherGandA,"114,138,000","26,261,000","25,045,000","19,200,000","44,402,000","10,811,000","10,990,000","7,054,000","5,412,000","7,192,000"
		SellingAndMarketingExpense,"130,895,000","36,407,000","37,053,000","30,451,000","26,214,000","17,095,000","15,898,000","10,541,000","6,186,000","17,697,000"
	ResearchAndDevelopment,"8,973,000","2,230,000","1,875,000","1,880,000","2,988,000","1,452,000","860,000","577,000","597,000","1,376,000"
OperatingIncome,"-51,982,000","-12,961,000","-7,212,000","-5,456,000","-26,353,000","2,382,000","-4,711,000","2,785,000","-7,919,000","-7,336,000"
NetNonOperatingInterestIncomeExpense,"-9,478,000","-3,400,000","-3,488,000","-530,000","-2,060,000","-5,699,000","-5,828,000","-5,629,000","-5,667,000","-4,150,000"
	InterestIncomeNonOperating,,,,,,"85,152",,,,
	InterestExpenseNonOperating,"9,478,000","3,400,000","3,488,000","530,000","2,060,000","5,699,000","5,828,000","5,629,000","5,667,000","4,150,000"
OtherIncomeExpense,"-277,188,000","51,483,000","-5,548,000","-210,288,000","-112,835,000","-263,000","-2,000","37,000","137,000","-198,000"
	GainOnSaleOfSecurity,"-224,708,000","52,420,000","-5,388,000","-199,737,000","-72,003,000","-256,000","129,000","14,000","81,000","-203,000"
	OtherNonOperatingIncomeExpenses,"-52,480,000","-937,000","-160,000","-10,551,000","-40,832,000","-7,000","-131,000","23,000","56,000","5,000"
PretaxIncome,"-338,648,000","35,122,000","-16,248,000","-216,274,000","-141,248,000","-3,580,000","-10,541,000","-2,807,000","-13,449,000","-11,684,000"
TaxProvision,"679,000","2,615,000","1,063,000","-1,129,000","-1,870,000","-306,000","-3,048,000","-593,000","-3,052,000","-2,614,000"
NetIncomeCommonStockholders,"-339,327,000","32,507,000","-17,311,000","-215,145,000","-139,378,000","-3,475,000","-8,233,000","-2,214,000","-10,397,000","-9,258,000"
	NetIncome,"-339,327,000","32,507,000","-17,311,000","-215,145,000","-139,378,000","-3,274,000","-7,493,000","-2,214,000","-10,397,000","-9,070,000"
		NetIncomeIncludingNoncontrollingInterests,"-339,327,000","32,507,000","-17,311,000","-215,145,000","-139,378,000","-3,274,000","-7,493,000","-2,214,000","-10,397,000","-9,070,000"
			NetIncomeContinuousOperations,"-339,327,000","32,507,000","-17,311,000","-215,145,000","-139,378,000","-3,274,000","-7,493,000","-2,214,000","-10,397,000","-9,070,000"
	PreferredStockDividends,,,,,,"201,000",,,,"188,000"
AverageDilutionEarnings,,"-52,052,000",,,,,,,,
DilutedNIAvailtoComStockholders,"-391,379,000","-19,545,000","-17,311,000","-215,145,000","-139,378,000","-3,475,000","-8,233,000","-2,214,000","-10,397,000","-9,258,000"
BasicEPS,,"0.22","-0.12","-1.63","-1.52","-0.026",,"-0.018","-0.083","-0.074"
DilutedEPS,,"-0.13","-0.12","-1.63","-1.52","-0.026",,"-0.018","-0.083","-0.074"
BasicAverageShares,,"150,598,105","146,314,776","132,306,346","91,798,837","125,399,913",,"125,399,913","125,399,913","125,399,913"
DilutedAverageShares,,"152,711,698","146,314,776","132,306,346","91,798,837","125,399,913",,"125,399,913","125,399,913","125,399,913"
TotalOperatingIncomeAsReported,"-51,982,000","-12,961,000","-7,212,000","-5,456,000","-26,353,000","2,382,000","-4,711,000","2,785,000","-7,919,000","-7,336,000"
TotalExpenses,"339,941,000","88,376,000","85,101,000","73,603,000","92,861,000","45,160,000","42,591,000","31,775,000","22,035,000","39,872,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-339,327,000","32,507,000","-17,311,000","-215,145,000","-139,378,000","-3,274,000","-7,493,000","-2,214,000","-10,397,000","-9,070,000"
NormalizedIncome,"-204,502,200","-16,007,710","-13,377,760","-16,466,606.1","-68,325,439.6","-3,039,888","-7,584,698.795","-2,225,046","-10,459,613","-8,912,431.4"
InterestIncome,,,,,,"85,152",,,,
InterestExpense,"9,478,000","3,400,000","3,488,000","530,000","2,060,000","5,699,000","5,828,000","5,629,000","5,667,000","4,150,000"
NetInterestIncome,"-9,478,000","-3,400,000","-3,488,000","-530,000","-2,060,000","-5,699,000","-5,828,000","-5,629,000","-5,667,000","-4,150,000"
EBIT,"-329,170,000","38,522,000","-12,760,000","-215,744,000","-139,188,000","2,119,000","-4,713,000","2,822,000","-7,782,000","-7,534,000"
EBITDA,"-305,597,000"
ReconciledCostOfRevenue,"85,935,000","23,478,000","21,128,000","22,072,000","19,257,000","15,802,000","14,843,000","13,603,000","9,840,000","13,607,000"
ReconciledDepreciation,"23,573,000","6,049,000","9,349,000","4,513,000","3,662,000","3,611,000","3,493,000","3,670,000","3,769,000","3,469,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-339,327,000","32,507,000","-17,311,000","-215,145,000","-139,378,000","-3,274,000","-7,493,000","-2,214,000","-10,397,000","-9,070,000"
TotalUnusualItemsExcludingGoodwill,"-224,708,000","52,420,000","-5,388,000","-199,737,000","-72,003,000","-256,000","129,000","14,000","81,000","-203,000"
TotalUnusualItems,"-224,708,000","52,420,000","-5,388,000","-199,737,000","-72,003,000","-256,000","129,000","14,000","81,000","-203,000"
