name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
OperatingCashFlow,"74,849,000","30,636,000","21,105,000","5,414,000","17,694,000","26,903,000","24,684,000","6,136,000","-10,292,000","5,374,000","13,791,000","10,948,000","900,000","14,363,000","10,989,000","13,671,000","17,924,000","12,200,000","9,948,000","5,023,000","8,415,000","14,666,000","10,400,000","5,049,000","14,699,000","7,667,000","11,815,000","4,996,000","-4,521,000","16,731,000","2,764,000","5,528,000","11,203,000","4,792,000","4,134,000","5,878,000","6,742,000","11,590,000","4,970,000","6,621,000","10,284,000","10,544,000","5,149,000","11,380,000","12,292,000","10,289,000","1,570,000","4,638,000","4,672,000","6,533,000","-894,000","2,418,000","4,766,000","6,495,000","3,560,000","5,335,000","4,484,000","4,102,000","3,307,000","4,355,000","3,265,000","4,142,000","407,000","4,742,000","3,151,000","7,651,000","885,000","3,450,000","3,247,000","9,787,000","-2,016,000","8,616,000","3,766,000","6,941,000"
	CashFlowFromContinuingOperatingActivities,"74,849,000","30,636,000","21,105,000","5,414,000","17,694,000","26,903,000","24,684,000","6,136,000","-10,292,000","5,374,000","13,791,000","10,948,000","900,000","14,363,000","10,989,000","13,671,000","17,924,000","12,200,000","9,948,000","5,023,000","8,415,000","14,666,000","10,400,000","5,049,000","14,699,000","7,667,000","11,815,000","4,996,000","-4,521,000","16,731,000","2,764,000","5,528,000","11,203,000","4,792,000","4,134,000","5,878,000","6,742,000","11,590,000","4,970,000","6,621,000","10,284,000","10,544,000","5,149,000","11,380,000","12,292,000","10,289,000","1,570,000","4,638,000","4,672,000","6,533,000","-894,000","2,418,000","4,766,000","6,495,000","3,560,000","5,335,000","4,484,000","4,102,000","3,307,000","4,355,000","3,265,000","4,142,000","407,000","4,742,000","3,151,000","7,651,000","885,000","3,450,000","3,247,000","9,787,000","-2,016,000","8,616,000","3,766,000","6,941,000"
		NetIncomeFromContinuingOperations,"74,660,000","17,693,000","18,769,000","19,715,000","18,483,000","16,423,000","16,948,000","11,379,000","13,689,000","9,254,000","10,652,000","11,370,000","8,811,000","11,417,000","10,768,000","11,146,000","7,718,000","5,377,000","1,269,000","5,232,000","4,404,000","4,068,000","5,464,000","4,667,000","4,881,000","4,168,000","3,797,000","2,976,000","-3,341,000","3,878,000","2,169,000","2,923,000","2,829,000","1,786,000","2,987,000","2,586,000","1,925,000","1,744,000","1,177,000","1,660,000","1,198,000","1,392,000","470,000","2,018,000","3,833,000","2,688,000","-5,000","1,335,000","2,012,000","1,864,000","1,841,000","1,095,000","1,113,000","1,304,000","2,238,000","1,736,000","825,000","2,673,000","1,376,000","1,030,000","219,000","242,000","547,000","926,000","1,872,000","2,446,000","2,326,000","2,964,000","8,084,000","3,826,000","3,192,000","3,796,000","3,659,000","3,693,000"
		OperatingGainsLosses,"-4,081,000","-358,000","-1,306,000","-988,000","-1,429,000","-927,000","-2,348,000","-1,492,000","17,000","-2,794,000","-438,000","-10,000","-294,000","35,000","-60,000","-185,000","-123,000","-333,000","-190,000","-395,000","-513,000","-207,000","-475,000","-283,000","-128,000","338,000","-59,000","-544,000","-3,000","-52,000","3,000","-5,000","-9,000","-847,000","-215,000","-42,000","528,000","-907,000","-1,341,000","194,000","-5,991,000","3,321,000","3,299,000","2,001,000","4,999,000","1,938,000",,,"-523,000",,,,"-2,000","10,000","-133,000","415,000",,,"2,000","-7,000","0","94,000",,,"35,000","-972,000","0","-51,000","-7,634,000","0","0","-71,000",,
			GainLossOnSaleOfPPE,"-1,367,000","0","-355,000","-1,000","-1,011,000","14,000","26,000","0","41,000","0","236,000","106,000","5,000","-7,000","30,000","-6,000","0","3,000","-1,000","8,000","2,000","0",,,"0","0","0","-14,000","-1,000","12,000","0","-25,000","0","0","0","0","-5,000","0","0","-100,000","9,000","2,000",,,"-13,000","-22,000",,,"-6,000",,,,"-2,000",,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-317,000","-3,000","0","-1,000","-313,000","-18,000","-813,000","377,000","-19,000","-2,234,000","-11,000","14,000","141,000",,,,"-15,000","-1,000",,,"0","0",,,"0","0",,,"0","0",,,"0","0",,,,,,,"-52,000","0",,,"-696,000",,,,"-509,000","0","0","0","0","0","0","415,000",,,"2,000","-7,000","0","97,000","-152,000","0","0","-937,000","0","-86,000","-7,634,000","0","0","-71,000","0","0"
			PensionAndEmployeeBenefitExpense,"318,000","21,000","19,000","20,000","258,000","20,000","21,000","21,000","-813,000","5,000","5,000","475,000","-244,000","11,000","11,000","-47,000","11,000","11,000","11,000","-72,000","16,000","16,000","16,000","17,000","4,000","494,000","19,000","-458,000","18,000","18,000","19,000","20,000","11,000","10,000","11,000","11,000","25,000","25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"6,699,000","1,649,000","1,677,000","1,683,000","1,690,000","1,735,000","1,727,000","1,690,000","1,490,000","1,444,000","1,444,000","1,434,000","1,442,000","1,391,000","1,329,000","1,295,000","1,255,000","798,000","778,000","757,000","725,000","713,000","759,000","784,000","788,000","793,000","795,000","779,000","801,000","753,000","801,000","780,000","716,000","725,000","671,000","655,000","679,000","690,000","689,000","690,000","709,000","720,000","708,000","683,000","733,000","633,000","504,000","440,000","437,000","444,000","454,000","432,000","431,000","66,000","614,000","695,000","864,000","719,000","949,000","628,000","899,000","843,000","1,126,000","648,000","44,000","1,248,000","631,000","611,000","628,000","600,000","482,000","475,000","418,000","515,000"
			DepreciationAndAmortization,"6,699,000","1,649,000","1,677,000","1,683,000","1,690,000","1,735,000","1,727,000","1,690,000","1,490,000","1,444,000","1,444,000","1,434,000","1,442,000","1,391,000","1,329,000","1,295,000","1,255,000","798,000","778,000","757,000","725,000","713,000","759,000","784,000","788,000","793,000","795,000","779,000","801,000","753,000","801,000","780,000","716,000","725,000","671,000","655,000","679,000","690,000","689,000","690,000","709,000","720,000","708,000","683,000","733,000","633,000","504,000","440,000","437,000","444,000","454,000","432,000","431,000","66,000","614,000","695,000","864,000","719,000","949,000","628,000","899,000","843,000","1,126,000","648,000","44,000","1,248,000","631,000","611,000","628,000","600,000","482,000","475,000","418,000","515,000"
				Depreciation,"5,977,000","1,471,000","1,497,000","1,502,000","1,507,000","1,472,000","1,458,000","1,425,000","1,243,000","1,141,000","1,137,000","1,126,000","1,132,000","1,118,000","1,055,000","1,017,000","977,000","772,000","749,000","726,000","693,000","679,000","723,000","748,000","747,000","753,000","752,000","736,000","732,000","707,000","751,000","752,000","687,000","696,000","640,000","622,000","646,000","657,000","654,000","653,000","672,000","683,000","668,000","642,000","637,000","633,000","504,000","440,000","436,000","437,000","447,000","425,000","423,000",,,,,,,"469,000",,,,"489,000",,,"472,000","452,000","469,000","441,000","323,000","316,000","259,000","356,000"
