name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"4,206,200,000","4,048,200,000","4,094,300,000","3,986,100,000","3,980,600,000","2,685,700,000","2,788,200,000","2,860,700,000","2,583,400,000","2,687,200,000","2,616,700,000","2,571,300,000","2,504,400,000","2,360,800,000","2,325,600,000","2,292,800,000","2,252,500,000","2,331,039,000","2,279,507,000","2,223,186,000","2,002,736,000","2,088,740,000","2,056,829,000","2,083,846,000","2,020,535,000","1,886,241,000","1,766,493,000","1,842,034,000","1,923,267,000","1,934,257,000","1,896,350,000","1,909,835,000","1,888,965,000","1,881,242,000","1,872,009,000","1,897,613,000","1,859,773,000","1,992,465,000"
	CurrentAssets,"910,800,000","767,800,000","826,600,000","764,700,000","793,400,000","625,200,000","743,200,000","840,300,000","602,600,000","710,800,000","664,900,000","656,300,000","612,900,000","570,100,000","541,300,000","536,500,000","518,200,000","614,294,000","575,760,000","565,744,000","396,946,000","515,554,000","528,079,000","571,981,000","490,591,000","435,667,000","421,319,000","529,024,000","648,520,000","665,882,000","663,101,000","699,909,000","686,327,000","682,416,000","616,070,000","671,057,000","641,236,000","821,962,000"
		CashCashEquivalentsAndShortTermInvestments,"356,200,000","256,400,000","301,300,000","165,000,000","304,100,000","163,600,000","317,500,000","403,600,000","200,300,000","280,300,000","247,700,000","178,600,000","180,400,000","184,500,000","75,400,000","71,900,000","144,100,000","170,028,000","169,014,000","197,095,000","36,256,000","153,813,000","206,692,000","254,210,000","195,701,000","102,335,000","65,302,000","121,445,000","287,671,000","328,105,000","294,264,000","260,237,000","369,424,000","294,741,000","262,499,000","59,588,000","74,322,000","57,373,000"
			CashAndCashEquivalents,"356,200,000","256,400,000","301,300,000","165,000,000","304,100,000","163,600,000","317,500,000","403,600,000","200,300,000","280,300,000","247,700,000","178,600,000","180,400,000","184,500,000","75,400,000","71,900,000","144,100,000","170,028,000","169,014,000","197,095,000","36,256,000","153,813,000","206,692,000","254,210,000","195,701,000","102,335,000","65,302,000","121,445,000","287,671,000","328,105,000","294,264,000","260,237,000","369,424,000","294,741,000","64,347,000","59,588,000","74,322,000","57,373,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198,152,000",,,
		Receivables,"260,400,000","195,700,000","208,400,000","260,200,000","182,100,000","168,800,000","142,700,000","161,300,000","136,300,000","172,900,000","164,300,000","236,300,000","227,300,000","138,800,000","231,200,000","230,500,000","198,000,000","225,268,000","192,443,000","164,372,000","156,453,000","183,519,000","139,692,000","148,211,000","128,120,000","136,253,000","144,208,000","174,149,000","165,257,000","140,091,000","206,956,000","257,163,000","212,340,000","193,181,000","225,736,000","393,574,000","388,053,000","529,023,000"
			AccountsReceivable,"260,400,000","195,700,000","208,400,000","260,200,000","182,100,000","168,800,000","142,700,000","161,300,000","136,300,000","172,900,000","164,300,000","236,300,000","227,300,000","138,800,000","231,200,000","230,500,000","198,000,000","225,268,000","192,443,000","164,372,000","156,453,000","183,519,000","139,692,000","148,211,000","128,120,000","136,253,000","144,208,000","174,149,000","165,257,000","140,091,000","206,956,000","257,163,000","212,340,000","193,181,000","225,736,000","393,574,000","388,053,000","529,023,000"
				GrossAccountsReceivable,"260,500,000","195,800,000","208,500,000","260,300,000","182,200,000","168,900,000","142,800,000","161,400,000","136,400,000","174,100,000","165,500,000","237,400,000","228,400,000","139,900,000","232,300,000","231,600,000","199,100,000","226,362,000","193,537,000","166,293,000","158,344,000","185,410,000","141,680,000","150,199,000","130,102,000","138,216,000","148,664,000","178,605,000","169,713,000","144,547,000","211,412,000","261,619,000","216,796,000","197,637,000","230,284,000","398,122,000","392,601,000","533,571,000"
				AllowanceForDoubtfulAccountsReceivable,"-100,000","-100,000","-100,000","-100,000","-100,000","-100,000","-100,000","-100,000","-100,000","-1,200,000","-1,200,000","-1,100,000","-1,100,000","-1,100,000","-1,100,000","-1,100,000","-1,100,000","-1,094,000","-1,094,000","-1,921,000","-1,891,000","-1,891,000","-1,988,000","-1,988,000","-1,982,000","-1,963,000","-4,456,000","-4,456,000","-4,456,000","-4,456,000","-4,456,000","-4,456,000","-4,456,000","-4,456,000","-4,548,000","-4,548,000","-4,548,000","-4,548,000"
		Inventory,"265,900,000","292,300,000","289,300,000","311,700,000","283,000,000","279,100,000","268,100,000","257,700,000","243,500,000","227,600,000","233,800,000","211,300,000","178,700,000","221,500,000","215,100,000","205,100,000","148,500,000","182,477,000","200,765,000","179,044,000","166,476,000","153,351,000","152,542,000","152,494,000","155,450,000","155,906,000","165,092,000","207,558,000","184,972,000","182,914,000","145,818,000","166,035,000","88,900,000","179,055,000","114,894,000","197,684,000","161,379,000","217,394,000"
