name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,09/30/2013
MarketCap,"507,599,853","481,904,862","743,181,430","661,823,344","723,446,632","767,536,834","704,544,557","584,982,705","655,555,609","562,430,965","982,596,328","890,527,133","767,021,115","821,594,032","781,597,432","925,683,809","899,844,447","709,966,566","723,113,632","781,035,125","784,722,195","853,017,902","1,015,240,230","829,789,681","742,704,630","711,742,536","634,557,521","651,446,938","748,861,235","1,089,087,071","1,102,585,088","994,576,753","1,229,020,323","1,396,429,902","816,345,785"
EnterpriseValue,"6,813,599,853","6,911,904,862","7,198,181,430","7,753,823,344","7,788,446,632","7,979,536,834","7,573,544,557","7,441,982,705","7,620,555,609","7,915,430,965","8,238,745,328","9,467,716,133","9,411,671,115","8,956,030,032","9,252,723,432","15,132,420,809","16,089,215,447","13,238,503,566","13,833,812,632","13,617,629,125","13,245,530,195","13,114,691,902","14,116,628,230","13,446,915,681","13,927,765,630","14,229,266,536","14,621,831,521","15,303,239,938","15,155,090,235","15,028,455,071","15,598,252,088","16,521,555,753","16,408,037,323","16,733,060,902","16,374,799,785"
PeRatio,,,,,,,,,,,,,,"4.541","4.31","9.77","8.941",,,,,"11.5","1.85","12.951","2.588","1.474","1.178","0.655","1.438","2.347",,,,,
PsRatio,"1.926","1.936","2.642","2.248","2.261","4.952","4.404","1.873","2.021","1.141","2.174","2.419","1.797","1.662","1.237","1.452","1.36","1.154","1.099","1.167","1.303","1.72","2.344","2.214","1.487","1.128","1.178","1.108","1.735","2.816","1.328","1.197","1.48","11.3","6.606"
PbRatio,"0.555","0.466","0.7","0.624","0.681","0.716","0.681","0.547","0.655","0.382","0.626","0.596","0.473","0.518","0.445","0.514","0.488","0.515","0.48","0.467","0.483","0.498","0.533","0.462","0.426","0.422","0.468","0.367","0.479","0.778","1.13","1.049","1.289","1.986","2.843"
EnterprisesValueRevenueRatio,"24.958","57.599","135.815","149.112","155.769","83.995","87.052","118.127","101.607","-113.078","90.195","43.799","105.6","89.232","178.105","112.916","106.811","77.444","73.116","102.414","77.609","106.203","59.442","92.735","135.03","908.232","85.646","177.388","65.324","96.594","191.193","106.358","286.188","153.32","95.395"
