name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"2,769,315,000","678,187,000","715,357,000","706,471,000","669,300,000","443,809,000","486,145,000","544,187,000","508,639,000","370,768,000","393,424,000","495,905,000","413,708,000","272,218,000","318,113,000","406,555,000","387,847,000","250,114,000","320,832,000","401,049,000","358,359,000","244,184,000","294,716,000","360,785,000","357,576,000","245,398,000","312,827,000","383,329,000","349,124,000","208,876,000","278,176,000","364,724,000","328,297,000","181,232,000","260,644,000","332,727,000","292,579,000","184,537,000"
	OperatingRevenue,"2,769,315,000","678,187,000","715,357,000","706,471,000","669,300,000","443,809,000","486,145,000","544,187,000","508,639,000","370,768,000","393,424,000","495,905,000","413,708,000","272,218,000","318,113,000","406,555,000","387,847,000","250,114,000","320,832,000","401,049,000","358,359,000","244,184,000","294,716,000","360,785,000","357,576,000","245,398,000","312,827,000","383,329,000","349,124,000","208,876,000","278,176,000","364,724,000","328,297,000","181,232,000","260,644,000","332,727,000","292,579,000","184,537,000"
CostOfRevenue,"1,968,931,000","487,958,000","506,380,000","506,414,000","468,179,000","316,592,000","317,640,000","338,330,000","320,136,000","262,013,000","270,066,000","349,381,000","475,866,000","212,714,000","245,714,000","311,182,000","288,156,000","201,999,000","243,006,000","311,248,000","271,620,000","204,933,000","225,275,000","270,273,000","260,970,000","189,990,000","239,504,000","299,594,000","276,538,000","207,355,000","228,059,000","282,282,000","256,264,000","157,327,000","201,302,000","267,139,000","236,229,000","169,858,000"
GrossProfit,"800,384,000","190,229,000","208,977,000","200,057,000","201,121,000","127,217,000","168,505,000","205,857,000","188,503,000","108,755,000","123,358,000","146,524,000","-62,158,000","59,504,000","72,399,000","95,373,000","99,691,000","48,115,000","77,826,000","89,801,000","86,739,000","39,251,000","69,441,000","90,512,000","96,606,000","55,408,000","73,323,000","83,735,000","72,586,000","1,521,000","50,117,000","82,442,000","72,033,000","23,905,000","59,342,000","65,588,000","56,350,000","14,679,000"
OperatingExpense,"385,068,000","108,608,000","95,197,000","89,397,000","91,866,000","93,306,000","84,562,000","83,656,000","79,758,000","101,124,000","80,583,000","87,301,000","137,482,000","50,724,000","47,352,000","48,300,000","47,531,000","48,454,000","48,703,000","50,248,000","51,819,000","57,381,000","46,127,000","46,519,000","60,946,000","57,690,000","49,838,000","50,080,000","42,039,000","22,636,000","41,150,000","41,279,000","42,419,000","49,551,000","32,625,000","34,910,000","32,227,000","21,555,000"
	SellingGeneralAndAdministration,"321,094,000","90,863,000","80,059,000","73,951,000","76,221,000","73,491,000","66,606,000","65,701,000","61,776,000","68,549,000","66,990,000","78,001,000","135,940,000","48,789,000","45,376,000","46,315,000","45,547,000","46,457,000","46,691,000","48,233,000","49,775,000","55,264,000","44,011,000","44,391,000","58,759,000","55,515,000","47,656,000","47,739,000","39,513,000","20,517,000","38,794,000","38,641,000","39,778,000","46,715,000","30,012,000","32,290,000","29,607,000","19,646,000"
		GeneralAndAdministrativeExpense,"321,094,000","90,863,000",,,,"162,774,000","36,069,000","35,115,000","33,616,000","37,784,000","37,023,000","48,030,000","109,575,000","24,610,000","22,116,000","21,584,000","21,382,000","24,041,000","23,788,000","23,887,000","26,676,000","32,521,000","22,719,000","21,181,000","34,529,000","32,238,000","25,776,000","25,145,000","18,286,000","-181,000","19,519,000","18,879,000","20,532,000","24,124,000","13,647,000","13,655,000","13,087,000","688,000"
			SalariesAndWages,"11,254,000","11,254,000",,,,"0","0","0","0","0","0","0","78,142,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"309,840,000","79,609,000",,,,"162,774,000","36,069,000","35,115,000","33,616,000","37,784,000","37,023,000","48,030,000","31,433,000","24,610,000","22,116,000","21,584,000","21,382,000","24,041,000","23,788,000","23,887,000","26,676,000","32,521,000","22,719,000","21,181,000","34,529,000","32,238,000","25,776,000","25,145,000","18,286,000","-181,000","19,519,000","18,879,000","20,532,000","24,124,000","13,647,000","13,655,000","13,087,000","688,000"
		SellingAndMarketingExpense,,,,,,,"30,537,000","30,586,000","28,160,000","30,765,000","29,967,000","29,971,000","26,365,000","24,179,000","23,260,000","24,731,000","24,165,000","22,416,000","22,903,000","24,346,000","23,099,000","22,743,000","21,292,000","23,210,000","24,230,000","23,277,000","21,880,000","22,594,000","21,227,000","20,698,000","19,275,000","19,762,000","19,246,000","22,591,000","16,365,000","18,635,000","16,520,000","18,958,000"
