name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
TotalAssets,"251,226,000","260,906,000","166,303,000","166,484,000","171,750,000","178,827,000","43,404,000","37,662,000"
	CurrentAssets,"242,983,000","252,893,000","157,485,000","157,186,000","162,959,000","170,967,000","34,416,000","28,580,000"
		CashCashEquivalentsAndShortTermInvestments,"223,120,000","224,073,000","138,815,000","141,314,000","148,959,000","159,227,000","19,712,000","17,913,000"
			CashAndCashEquivalents,"223,120,000","224,073,000","138,815,000","141,314,000","148,959,000","159,227,000","19,712,000","17,913,000"
				CashFinancial,"222,833,000",,,,,,,
				CashEquivalents,"287,000",,,,,,,
		Receivables,"6,323,000","16,375,000","8,396,000","5,478,000","4,422,000","6,872,000","9,439,000","5,079,000"
			AccountsReceivable,"6,323,000","16,375,000","8,286,000","5,324,000","4,367,000","6,825,000","9,312,000","5,005,000"
				GrossAccountsReceivable,"8,073,000","18,125,000","10,036,000","7,074,000",,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,750,000","-1,750,000","-1,750,000","-1,750,000",,,,
			OtherReceivables,,,"110,000","154,000","55,000","47,000","127,000","74,000"
		Inventory,"9,632,000","7,918,000","8,272,000","7,953,000","6,822,000","4,568,000","4,835,000","5,237,000"
			RawMaterials,"6,666,000","6,242,000","5,165,000","3,642,000","3,104,000","2,099,000","2,148,000","2,013,000"
			WorkInProcess,"2,102,000","551,000","1,586,000","1,648,000","1,800,000","213,000","1,418,000","412,000"
			FinishedGoods,"864,000","1,125,000","1,521,000","2,663,000","1,918,000","2,256,000","1,269,000","2,812,000"
		PrepaidAssets,"3,908,000","4,527,000","2,002,000","2,441,000","2,696,000","300,000","430,000","351,000"
		RestrictedCash,,,,,"60,000",,,
	TotalNonCurrentAssets,"8,243,000","8,013,000","8,818,000","9,298,000","8,791,000","7,860,000","8,988,000","9,082,000"
		NetPPE,"7,063,000","6,785,000","7,062,000","7,362,000","6,993,000","7,137,000","7,401,000","8,571,000"
