name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
TotalAssets,"17,981,000,000","16,994,000,000","17,161,000,000","17,800,000,000","18,233,000,000","17,956,000,000","18,663,000,000","18,567,000,000","19,715,000,000","20,245,000,000","20,373,000,000","21,282,000,000","21,410,000,000","21,321,000,000","21,778,000,000","21,871,000,000","21,634,000,000","22,012,000,000","22,947,000,000","24,241,000,000","24,537,000,000","31,094,000,000","32,310,000,000","32,527,000,000","32,868,000,000","32,311,000,000","34,674,000,000","35,770,000,000","34,736,000,000","36,011,000,000","36,700,000,000","35,935,000,000","36,151,000,000","35,620,000,000","35,776,000,000","35,048,000,000","35,109,000,000","35,306,000,000","34,558,000,000","32,250,000,000","31,851,000,000","31,371,000,000","30,541,000,000","30,490,000,000","51,865,000,000","50,014,000,000","48,123,000,000","47,496,000,000","47,725,000,000","47,052,000,000","45,415,000,000","44,441,000,000","43,312,000,000","42,686,000,000","48,906,000,000","48,690,000,000","44,765,000,000","42,746,000,000","35,959,000,000","33,605,000,000","31,396,000,000","30,831,000,000","30,829,000,000","30,450,000,000","27,804,000,000","28,498,000,000","25,985,000,000","27,096,000,000","23,714,000,000","23,423,000,000","22,070,000,000","21,476,000,000","20,491,000,000","19,482,000,000","19,056,000,000","18,864,000,000","18,737,000,000","17,812,000,000","17,541,000,000","17,643,000,000","17,016,000,000","16,129,000,000","15,841,000,000","16,004,000,000","15,932,000,000","15,232,000,000","16,376,000,000","16,421,000,000","15,772,000,000","15,705,000,000","15,413,000,000","14,905,000,000","14,670,000,000","14,544,000,000","15,123,000,000","14,401,000,000","13,758,000,000","10,565,000,000","10,248,000,000","10,108,000,000","9,975,000,000","10,151,000,000","10,103,000,000","9,927,000,000","10,091,000,000","10,109,000,000","10,749,000,000","10,844,000,000","10,901,000,000","10,951,000,000","10,835,000,000","10,920,000,000","10,660,000,000","10,806,000,000","10,995,000,000","11,031,000,000","11,153,000,000","11,141,000,000","12,285,000,000","11,600,000,000","11,371,000,000","11,644,000,000","11,818,000,000","11,773,000,000","11,710,000,000","11,931,000,000"
	CurrentAssets,"2,230,000,000","1,821,000,000","1,655,000,000","2,075,000,000","2,150,000,000","1,612,000,000","1,922,000,000","1,405,000,000","1,909,000,000","2,135,000,000","2,520,000,000","2,688,000,000","2,776,000,000","2,921,000,000","3,065,000,000","3,087,000,000","2,902,000,000","2,566,000,000","3,690,000,000","4,424,000,000","3,743,000,000","3,665,000,000","3,042,000,000","3,754,000,000","3,268,000,000","2,590,000,000","3,858,000,000","4,130,000,000","2,968,000,000","4,593,000,000","4,204,000,000","4,218,000,000","4,787,000,000","2,975,000,000","3,455,000,000","3,281,000,000","3,777,000,000","3,762,000,000","4,037,000,000","3,254,000,000","3,445,000,000","3,224,000,000","7,154,000,000","7,314,000,000","15,775,000,000","13,829,000,000","11,600,000,000","11,260,000,000","11,739,000,000","10,637,000,000","9,626,000,000","9,114,000,000","8,583,000,000","8,403,000,000","12,373,000,000","14,054,000,000","11,414,000,000","10,587,000,000","13,463,000,000","11,699,000,000","10,337,000,000","10,096,000,000","10,946,000,000","11,305,000,000","8,585,000,000","9,383,000,000","8,523,000,000","9,936,000,000","8,982,000,000","8,867,000,000","8,015,000,000","7,615,000,000","6,938,000,000","6,040,000,000","5,165,000,000","5,084,000,000","5,380,000,000","4,479,000,000","4,457,000,000","4,650,000,000","4,250,000,000","4,411,000,000","4,797,000,000","4,835,000,000","4,759,000,000","4,985,000,000","4,698,000,000","4,756,000,000","4,052,000,000","4,102,000,000","4,002,000,000","3,525,000,000","3,365,000,000","2,976,000,000","3,765,000,000","4,173,000,000","3,660,000,000","2,018,000,000","1,906,000,000","1,909,000,000","1,862,000,000","2,046,000,000","2,091,000,000","1,911,000,000","2,035,000,000","1,888,000,000","1,866,000,000","1,896,000,000","1,787,000,000","1,737,000,000","1,747,000,000","1,780,000,000","1,534,000,000","1,598,000,000","1,813,000,000","1,823,000,000","1,960,000,000","1,934,000,000","2,761,000,000","2,182,000,000","1,905,000,000","2,153,000,000","2,409,000,000","2,312,000,000","2,264,000,000","2,357,000,000"
		CashCashEquivalentsAndShortTermInvestments,"681,000,000","580,000,000","485,000,000","970,000,000","1,125,000,000","742,000,000","1,119,000,000","522,000,000","817,000,000","858,000,000","1,165,000,000","961,000,000","1,019,000,000","1,462,000,000","1,564,000,000","1,667,000,000","1,613,000,000","563,000,000","1,795,000,000","2,614,000,000","2,490,000,000","2,490,000,000","1,953,000,000","2,584,000,000","2,072,000,000","1,221,000,000","2,380,000,000","2,497,000,000","1,126,000,000","2,398,000,000","761,000,000","1,169,000,000","1,964,000,000","264,000,000","354,000,000","246,000,000","768,000,000","684,000,000","671,000,000","452,000,000","513,000,000","493,000,000","4,633,000,000","4,711,000,000","5,716,000,000","3,951,000,000","1,643,000,000","2,062,000,000","2,718,000,000","2,057,000,000","1,370,000,000","1,496,000,000","1,869,000,000","1,285,000,000","1,479,000,000","1,270,000,000","1,189,000,000","1,199,000,000","3,269,000,000","2,331,000,000","2,347,000,000","2,585,000,000","2,797,000,000","3,026,000,000","1,269,000,000","2,617,000,000","1,043,000,000","3,462,000,000","3,191,000,000","3,369,000,000","2,492,000,000","2,214,000,000","2,080,000,000","1,396,000,000","441,000,000","501,000,000","565,000,000","488,000,000","375,000,000","295,000,000","237,000,000","657,000,000","512,000,000","469,000,000","411,000,000","340,000,000","165,000,000","162,000,000","102,000,000","111,000,000","87,000,000","79,000,000","59,000,000","137,000,000","465,000,000","550,000,000","475,000,000","36,000,000","50,000,000","90,000,000","62,000,000","32,000,000","51,000,000","79,000,000","89,000,000","77,000,000","61,000,000","72,000,000","83,000,000","28,000,000","63,000,000","37,000,000","89,000,000","185,000,000","141,000,000","10,000,000","75,000,000","35,000,000","591,000,000","100,000,000","94,000,000","200,000,000","152,000,000","151,000,000","179,000,000","193,000,000"
			CashAndCashEquivalents,"681,000,000","580,000,000","485,000,000","970,000,000","1,125,000,000","742,000,000","1,119,000,000","522,000,000","817,000,000","858,000,000","1,165,000,000","961,000,000","1,019,000,000","1,462,000,000","1,564,000,000","1,667,000,000","1,613,000,000","563,000,000","1,795,000,000","2,614,000,000","2,490,000,000","2,490,000,000","1,953,000,000","2,584,000,000","2,072,000,000","1,221,000,000","1,680,000,000","1,572,000,000","1,126,000,000","2,398,000,000","761,000,000","1,169,000,000","1,964,000,000","264,000,000","354,000,000","246,000,000","768,000,000","684,000,000","671,000,000","452,000,000","513,000,000","493,000,000","4,633,000,000","4,711,000,000","5,716,000,000","3,951,000,000","1,643,000,000","2,062,000,000","2,718,000,000","2,057,000,000","1,370,000,000","1,496,000,000","1,869,000,000","1,285,000,000","1,479,000,000","1,270,000,000","1,189,000,000","1,199,000,000","3,269,000,000","2,331,000,000","2,347,000,000","2,585,000,000","2,797,000,000","3,026,000,000","1,269,000,000","2,617,000,000","1,043,000,000","3,462,000,000","3,191,000,000","3,369,000,000","2,492,000,000","2,214,000,000","2,080,000,000","1,396,000,000","441,000,000","501,000,000","565,000,000","488,000,000","375,000,000","295,000,000","237,000,000","657,000,000","512,000,000","469,000,000","411,000,000","340,000,000","165,000,000","162,000,000","102,000,000","111,000,000","87,000,000","79,000,000","59,000,000","137,000,000","465,000,000","550,000,000","475,000,000","36,000,000","50,000,000","90,000,000","62,000,000","32,000,000","51,000,000","79,000,000","89,000,000","77,000,000","61,000,000","72,000,000","83,000,000","28,000,000","63,000,000","37,000,000","89,000,000","185,000,000","141,000,000","10,000,000","75,000,000","35,000,000","591,000,000","100,000,000","94,000,000","200,000,000","152,000,000","151,000,000","179,000,000","193,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,"700,000,000","925,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,443,000,000","1,142,000,000","1,068,000,000","1,008,000,000","921,000,000","747,000,000","643,000,000","620,000,000","703,000,000","1,122,000,000","1,148,000,000","1,144,000,000","1,086,000,000","1,079,000,000","1,335,000,000","1,176,000,000","1,100,000,000","1,830,000,000","1,690,000,000","1,509,000,000","751,000,000","877,000,000","783,000,000","822,000,000","779,000,000","912,000,000","991,000,000","1,195,000,000","1,341,000,000","1,729,000,000","2,048,000,000","2,042,000,000","2,222,000,000","2,134,000,000","2,562,000,000","2,443,000,000","2,466,000,000","2,416,000,000","2,575,000,000","2,064,000,000","2,233,000,000","1,952,000,000","1,721,000,000","1,843,000,000","6,557,000,000","6,030,000,000","5,416,000,000","5,028,000,000","4,952,000,000","4,759,000,000","4,368,000,000","3,929,000,000","2,939,000,000","3,150,000,000","6,232,000,000","7,624,000,000","6,144,000,000","5,919,000,000","5,423,000,000","4,867,000,000","4,237,000,000","4,209,000,000","3,950,000,000","4,289,000,000","3,689,000,000","3,534,000,000","3,931,000,000","2,695,000,000","3,210,000,000","3,235,000,000","2,973,000,000","3,073,000,000","2,509,000,000","2,530,000,000","2,350,000,000","2,321,000,000","2,494,000,000","1,854,000,000","1,843,000,000","2,088,000,000","1,831,000,000","1,772,000,000","2,132,000,000","2,187,000,000","2,149,000,000","2,267,000,000","2,212,000,000","2,167,000,000","1,837,000,000","1,866,000,000","1,686,000,000","1,296,000,000","1,140,000,000","1,277,000,000","1,507,000,000","1,327,000,000","1,321,000,000","856,000,000","513,000,000","522,000,000","494,000,000","613,000,000","603,000,000","516,000,000","575,000,000","552,000,000","501,000,000","476,000,000","412,000,000","438,000,000","413,000,000","418,000,000","331,000,000","337,000,000","404,000,000","489,000,000","529,000,000","525,000,000","622,000,000","592,000,000","456,000,000","621,000,000","591,000,000","539,000,000","527,000,000","721,000,000"
			AccountsReceivable,"1,443,000,000","1,142,000,000","1,068,000,000","1,008,000,000","921,000,000","747,000,000","643,000,000","620,000,000","703,000,000","1,122,000,000","1,148,000,000","1,144,000,000","1,086,000,000","1,079,000,000","1,335,000,000","1,176,000,000","1,100,000,000","1,082,000,000","945,000,000","767,000,000","751,000,000","877,000,000","783,000,000","822,000,000","779,000,000","912,000,000","991,000,000","1,195,000,000","1,341,000,000","1,729,000,000","2,048,000,000","2,042,000,000","2,222,000,000","2,134,000,000","2,562,000,000","2,443,000,000","2,466,000,000","2,389,000,000","2,553,000,000","2,047,000,000","2,198,000,000","1,917,000,000","1,696,000,000","1,790,000,000",,,,,,,,,,"3,094,000,000","6,232,000,000","7,624,000,000","6,144,000,000","5,919,000,000","5,423,000,000","4,867,000,000","4,237,000,000","4,114,000,000","3,877,000,000","4,210,000,000","3,614,000,000","3,476,000,000","3,808,000,000","2,638,000,000","3,109,000,000","3,146,000,000","2,828,000,000","2,817,000,000","2,430,000,000","2,463,000,000","2,276,000,000","2,255,000,000","2,421,000,000","1,854,000,000","1,843,000,000","2,088,000,000","1,831,000,000","1,772,000,000","2,132,000,000","2,187,000,000","2,149,000,000","2,267,000,000","2,212,000,000","2,167,000,000","1,837,000,000","1,866,000,000","1,686,000,000","1,296,000,000","1,140,000,000","1,277,000,000","1,507,000,000","1,327,000,000","1,321,000,000","856,000,000","513,000,000","522,000,000","494,000,000","613,000,000","603,000,000","516,000,000","575,000,000","552,000,000","501,000,000","476,000,000","412,000,000","438,000,000","413,000,000","418,000,000","331,000,000",,,,,,,,,,,,,
				GrossAccountsReceivable,"1,458,000,000","1,157,000,000","1,087,000,000","1,027,000,000","945,000,000","769,000,000","668,000,000","643,000,000","733,000,000","1,133,000,000","1,160,000,000","1,156,000,000","1,098,000,000","1,090,000,000",,"1,184,000,000","1,109,000,000","1,094,000,000","952,000,000","772,000,000","756,000,000","883,000,000","787,000,000","826,000,000","783,000,000","916,000,000","995,000,000","1,199,000,000","1,345,000,000","1,732,000,000",,,,,,,,,,,,"1,917,000,000",,"1,792,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-15,000,000","-15,000,000","-19,000,000","-19,000,000","-24,000,000","-22,000,000","-25,000,000","-23,000,000","-30,000,000","-11,000,000","-12,000,000","-12,000,000","-12,000,000","-11,000,000",,"-8,000,000","-9,000,000","-12,000,000","-7,000,000","-5,000,000","-5,000,000","-6,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000","-3,000,000",,,,,,,,,,,,"0",,"-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,"0","0",,,"748,000,000","745,000,000","742,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
