name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,09/30/2009,06/30/2009
TotalRevenue,"1,002,677,000","257,459,000","255,857,000","252,174,000","237,187,000","315,704,000","338,844,000","316,677,000","372,366,000","507,513,000","552,361,000","652,495,000","573,439,000","632,903,000","634,244,000","674,769,000","689,599,000","666,664,000","720,344,000","789,853,000","679,372,000","607,165,000","235,622,000","228,751,000","270,641,000","203,218,000","241,482,000","262,978,000","220,904,000","116,612,000","85,597,000","77,282,000","65,973,000","59,207,000","58,420,000","47,470,000","40,764,000","33,585,000","32,674,000","27,050,000","25,614,000","21,817,000","19,181,000","21,808,000","13,270,000","11,210,000","9,922,000","7,641,000","5,777,000","4,085,000","3,000",
	OperatingRevenue,"983,582,000","250,514,000","249,441,000","248,166,000","235,461,000","311,571,000","326,705,000","304,857,000","359,732,000","501,789,000","537,577,000","614,246,000","559,276,000","619,880,000","621,731,000","663,026,000","674,745,000","655,426,000","709,653,000","779,837,000","666,113,000","595,648,000","231,500,000","224,697,000","267,826,000","200,016,000","238,208,000","258,653,000","217,384,000","116,279,000","85,403,000","76,435,000","65,742,000","58,982,000","58,137,000","47,174,000","40,447,000","33,214,000","30,701,000","27,050,000","25,614,000","21,817,000","19,181,000","21,808,000","13,270,000","11,210,000","9,922,000","7,641,000","5,323,000","3,915,000","3,000",
CostOfRevenue,"351,248,000","93,568,000","87,180,000","87,489,000","83,011,000","140,372,000","128,795,000","138,925,000","205,037,000","275,811,000","293,272,000","287,447,000","299,257,000","312,058,000","311,119,000","318,912,000","346,625,000","324,423,000","335,066,000","350,427,000","267,457,000","228,156,000","35,210,000","34,018,000","35,182,000","37,717,000","40,168,000","42,419,000","42,231,000","16,628,000","4,502,000","2,552,000","2,211,000","2,109,000","1,555,000","720,000","542,000","608,000","2,977,000","0","0","0","0","0","0","0","0","0","0","0","0",
GrossProfit,"651,429,000","163,891,000","168,677,000","164,685,000","154,176,000","175,332,000","210,049,000","177,752,000","167,329,000","231,702,000","259,089,000","365,048,000","274,182,000","320,845,000","323,125,000","355,857,000","342,974,000","342,241,000","385,278,000","439,426,000","411,915,000","379,009,000","200,412,000","194,733,000","235,459,000","165,501,000","201,314,000","220,559,000","178,673,000","99,984,000","81,095,000","74,730,000","63,762,000","57,098,000","56,865,000","46,750,000","40,222,000","32,977,000","29,697,000","27,050,000","25,614,000","21,817,000","19,181,000","21,808,000","13,270,000","11,210,000","9,922,000","7,641,000","5,777,000","4,085,000","3,000",
OperatingExpense,"916,728,000","201,642,000","246,099,000","245,788,000","223,199,000","273,310,000","243,542,000","203,925,000","218,661,000","213,469,000","193,034,000","296,140,000","188,107,000","213,649,000","270,608,000","223,139,000","232,778,000","224,427,000","291,569,000","279,334,000","265,082,000","261,876,000","104,087,000","92,635,000","83,092,000","90,410,000","86,926,000","106,039,000","80,879,000","42,050,000","20,403,000","14,994,000","13,837,000","14,484,000","9,416,000","8,334,000","8,158,000","8,213,000","6,016,000","5,845,000","6,513,000","6,954,000","4,811,000","4,657,000","4,084,000","3,498,000","3,041,000","2,207,000","2,164,000","1,959,000","46,000",
	SellingGeneralAndAdministration,"387,891,000","73,075,000","113,244,000","116,602,000","84,970,000","102,343,000","113,704,000","78,192,000","83,756,000","76,611,000","82,948,000","119,902,000","63,722,000","59,241,000","110,212,000","70,004,000","80,949,000","74,347,000","120,181,000","111,524,000","110,904,000","117,732,000","44,088,000","42,473,000","37,338,000","39,638,000","41,020,000","36,888,000","40,156,000","19,742,000","15,323,000","13,402,000","12,584,000","13,232,000","9,106,000","8,334,000","8,158,000","8,213,000","6,016,000","5,845,000","6,513,000","6,954,000","4,811,000","4,657,000","4,084,000","3,498,000","3,041,000","2,207,000","2,164,000","1,959,000","46,000",
		GeneralAndAdministrativeExpense,"387,891,000","73,075,000","113,244,000","116,602,000","84,970,000","102,343,000","113,704,000","78,192,000","83,756,000","76,611,000","82,948,000","119,902,000","63,722,000","59,241,000","110,212,000","70,004,000","80,949,000","74,347,000","120,181,000","111,524,000","110,904,000","117,732,000","44,088,000","42,473,000","37,338,000","39,638,000","41,020,000","36,888,000","40,156,000","19,742,000","15,323,000","13,402,000","12,584,000","13,232,000","9,106,000","8,334,000","8,158,000","8,213,000","6,016,000","5,845,000","6,513,000","6,954,000",,"4,657,000","4,084,000","3,498,000","3,041,000","2,207,000","2,164,000","1,959,000","46,000",
			SalariesAndWages,"268,312,000","45,190,000","78,988,000","87,669,000","56,465,000","83,386,000","78,740,000","54,692,000","63,351,000","43,853,000","57,136,000","97,889,000","43,576,000","35,227,000","85,850,000","46,726,000","55,159,000","49,484,000","89,286,000","85,022,000","80,759,000","91,818,000","31,149,000","29,582,000","24,240,000","26,867,000","29,513,000","25,734,000","28,644,000","5,897,000","2,593,000",,"5,981,000","4,071,000","3,012,000","3,091,000",,"1,118,000","-300,000","2,942,000","2,364,000",,,,,,,,,,,
			OtherGandA,"119,579,000","27,885,000","34,256,000","28,933,000","28,505,000","18,957,000","34,964,000","23,500,000","20,405,000","32,758,000","25,812,000","22,013,000","20,146,000","24,014,000","24,362,000","23,278,000","25,790,000","24,863,000","30,895,000","26,502,000","30,145,000","25,914,000","12,939,000","12,891,000","13,098,000","12,771,000","11,507,000","11,154,000","11,512,000","19,742,000","15,323,000","13,402,000","12,584,000","13,232,000","9,106,000","8,334,000","8,158,000","8,213,000","5,662,000","2,903,000","4,149,000",,,"4,657,000","4,084,000","3,498,000",,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"528,837,000","128,567,000","132,855,000","129,186,000","138,229,000","170,967,000","129,838,000","125,733,000","134,905,000","136,858,000","110,053,000","159,005,000","109,382,000","150,797,000","144,495,000","145,310,000","137,896,000","144,705,000","164,554,000","162,694,000","153,111,000","137,420,000","42,406,000","43,593,000","39,541,000","46,142,000","39,368,000","42,656,000","36,645,000","22,308,000","5,080,000","1,592,000","1,253,000","1,252,000","310,000",,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"528,837,000","128,567,000","132,855,000","129,186,000","138,229,000","170,967,000","129,838,000","125,733,000","134,905,000","136,858,000","110,053,000","159,005,000","109,382,000","150,797,000","144,495,000","145,310,000","137,896,000","144,705,000","164,554,000","162,694,000","153,111,000","137,420,000","42,406,000","43,593,000","39,541,000","46,142,000","39,368,000","42,656,000","36,645,000","22,308,000","5,080,000","1,592,000","1,253,000","1,252,000","310,000",,,,,,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,,,,,,,"0","0","0","0","33,000","17,233,000","15,003,000","3,611,000","15,901,000","7,825,000","13,933,000","5,375,000","6,834,000","5,116,000","1,067,000","6,724,000","17,593,000","6,569,000","6,213,000","4,630,000","6,538,000","26,495,000","4,078,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,"25,951,000","18,653,000","23,629,000","18,421,000","13,740,000","11,807,000","6,218,000",,,,,,"80,286,000",,,,,,,,,,,,,,,"491,000",,"264,000",,,,,,
OperatingIncome,"-265,299,000","-37,751,000","-77,422,000","-81,103,000","-69,023,000","-97,978,000","-33,493,000","-26,173,000","-51,332,000","18,233,000","66,055,000","68,908,000","86,075,000","107,196,000","52,517,000","132,718,000","110,196,000","117,814,000","93,709,000","160,092,000","146,833,000","117,133,000","96,325,000","102,098,000","152,367,000","75,091,000","114,388,000","114,520,000","97,794,000","57,934,000","60,692,000","59,736,000","49,925,000","42,614,000","47,449,000","38,416,000","32,064,000","24,764,000","23,681,000","21,205,000","19,101,000","14,863,000","14,370,000","17,151,000","9,186,000","7,712,000","6,881,000","5,434,000","3,613,000","2,126,000","-43,000",
NetNonOperatingInterestIncomeExpense,"-191,199,000","-44,030,000","-69,336,000","-39,895,000","-37,938,000","-72,485,000","-96,507,000","-71,849,000","-106,786,000","-123,413,000","-130,306,000","-130,098,000","-141,738,000","-149,825,000","-149,608,000","-150,301,000","-153,309,000","-148,889,000","-156,230,000","-152,054,000","-140,260,000","-126,278,000","-43,448,000","-42,196,000","-42,568,000","-41,871,000","-37,550,000","-38,027,000","-30,924,000","-26,593,000","-16,285,000","-12,431,000","-10,700,000","-8,949,000","-6,340,000","-5,327,000","-4,816,000","-2,355,000","-2,375,000","-2,550,000","-1,829,000","-1,494,000","-1,359,000","-656,000","-486,000","-510,000","-505,000","-50,000","454,000","170,000","3,000",
	InterestIncomeNonOperating,"153,569,000",,,,,,,"14,816,000","22,376,000","32,868,000","45,409,000","40,237,000","35,055,000","46,250,000","47,340,000","59,990,000","44,183,000","63,854,000","83,339,000","106,479,000","111,263,000","115,544,000","94,355,000","98,275,000","103,860,000","89,361,000","127,629,000","142,269,000","101,270,000","46,137,000","54,447,000","62,849,000","41,373,000","33,102,000","26,486,000","22,122,000","17,455,000","11,412,000","10,752,000",,,,,,,,,"670,000","454,000","170,000","3,000",
	InterestExpenseNonOperating,"191,199,000","44,030,000","69,336,000","39,895,000","37,938,000","72,485,000","96,507,000","71,849,000","106,786,000","123,413,000","128,877,000","130,034,000","141,738,000","149,516,000","148,236,000","145,117,000","153,309,000","148,889,000","156,230,000","152,054,000","140,260,000","126,278,000","43,448,000","42,196,000","42,568,000","41,871,000","37,550,000","38,027,000","30,924,000","26,593,000","16,285,000","12,431,000","10,700,000","8,949,000","6,340,000","5,327,000","4,816,000","2,355,000","2,375,000","2,550,000","1,829,000","1,494,000","1,359,000","656,000","486,000","510,000","505,000","50,000",,,,
