name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,12/31/2018
		NonCurrentDeferredAssets,,,,,,,,,,,"1,000,000",
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,"1,000,000",
		OtherNonCurrentAssets,"39,000,000","36,000,000","33,000,000","33,000,000","32,000,000","25,000,000","24,000,000","17,000,000","15,000,000","9,000,000","7,000,000","6,000,000"
TotalLiabilitiesNetMinorityInterest,"3,043,000,000","3,056,000,000","3,039,000,000","3,021,000,000","2,996,000,000","3,107,000,000","3,173,000,000","3,232,000,000","3,217,000,000","4,978,000,000","4,928,000,000","7,448,000,000"
	CurrentLiabilities,"482,000,000","484,000,000","468,000,000","455,000,000","424,000,000","432,000,000","401,000,000","389,000,000","385,000,000","378,000,000","409,000,000","1,385,000,000"
		PayablesAndAccruedExpenses,"457,000,000","373,000,000","443,000,000","430,000,000","399,000,000","324,000,000","376,000,000","364,000,000","360,000,000","311,000,000","342,000,000","1,114,000,000"
			Payables,"317,000,000","299,000,000","287,000,000","275,000,000","273,000,000","226,000,000","215,000,000","221,000,000","233,000,000","207,000,000","225,000,000","415,000,000"
				AccountsPayable,"258,000,000","261,000,000","252,000,000","240,000,000","203,000,000","185,000,000","169,000,000","144,000,000","144,000,000","135,000,000","119,000,000","136,000,000"
				TotalTaxPayable,"18,000,000",,,"0","34,000,000",,,"28,000,000","10,000,000","0","13,000,000","11,000,000"
					IncomeTaxPayable,"18,000,000",,,"0","34,000,000",,,"28,000,000","10,000,000","0","13,000,000","11,000,000"
				DividendsPayable,,,,,,,,,"31,000,000",,,
				DuetoRelatedPartiesCurrent,"41,000,000","38,000,000","35,000,000","35,000,000","36,000,000","41,000,000","46,000,000","49,000,000","48,000,000","72,000,000","93,000,000","268,000,000"
			CurrentAccruedExpenses,"140,000,000","74,000,000","156,000,000","155,000,000","126,000,000","98,000,000","161,000,000","143,000,000","127,000,000","104,000,000","117,000,000","699,000,000"
				InterestPayable,,,,,,"0","0","0","0","18,000,000","42,000,000","576,000,000"
		CurrentDebtAndCapitalLeaseObligation,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","21,000,000","22,000,000","271,000,000"
			CurrentDebt,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","21,000,000","22,000,000","271,000,000"
				OtherCurrentBorrowings,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","21,000,000","22,000,000","271,000,000"
		OtherCurrentLiabilities,,"86,000,000",,,,"83,000,000",,,,"46,000,000","45,000,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,561,000,000","2,572,000,000","2,571,000,000","2,566,000,000","2,572,000,000","2,675,000,000","2,772,000,000","2,843,000,000","2,832,000,000","4,600,000,000","4,519,000,000","6,063,000,000"
		LongTermDebtAndCapitalLeaseObligation,"2,126,000,000","2,133,000,000","2,138,000,000","2,145,000,000","2,154,000,000","2,259,000,000","2,371,000,000","2,470,000,000","2,477,000,000","4,239,000,000","4,172,000,000","5,709,000,000"
			LongTermDebt,"2,082,000,000","2,087,000,000","2,092,000,000","2,097,000,000","2,102,000,000","2,208,000,000","2,313,000,000","2,418,000,000","2,423,000,000","4,204,000,000","4,142,000,000","5,709,000,000"
			LongTermCapitalLeaseObligation,"44,000,000","46,000,000","46,000,000","48,000,000","52,000,000","51,000,000","58,000,000","52,000,000","54,000,000","35,000,000","30,000,000",
		NonCurrentDeferredLiabilities,"349,000,000","351,000,000","335,000,000","324,000,000","322,000,000","326,000,000","315,000,000","300,000,000","288,000,000","294,000,000","288,000,000","296,000,000"
			NonCurrentDeferredTaxesLiabilities,"349,000,000","351,000,000","335,000,000","324,000,000","322,000,000","326,000,000","315,000,000","300,000,000","288,000,000","294,000,000","288,000,000","296,000,000"
		EmployeeBenefits,"49,000,000","50,000,000","55,000,000","54,000,000","54,000,000","53,000,000","49,000,000","48,000,000","49,000,000","48,000,000","44,000,000","44,000,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"49,000,000","50,000,000","55,000,000","54,000,000","54,000,000","53,000,000","49,000,000","48,000,000","49,000,000","48,000,000","44,000,000","44,000,000"
		OtherNonCurrentLiabilities,"37,000,000","38,000,000","43,000,000","43,000,000","42,000,000","37,000,000","37,000,000","25,000,000","18,000,000","19,000,000","15,000,000","14,000,000"
TotalEquityGrossMinorityInterest,"1,767,000,000","1,756,000,000","1,694,000,000","1,676,000,000","1,643,000,000","1,615,000,000","1,551,000,000","1,484,000,000","1,370,000,000","-818,000,000","-798,000,000","-1,027,000,000"
	StockholdersEquity,"1,767,000,000","1,756,000,000","1,694,000,000","1,676,000,000","1,643,000,000","1,615,000,000","1,551,000,000","1,484,000,000","1,370,000,000","-818,000,000","-798,000,000","-1,027,000,000"
		CapitalStock,"0","0","0","0","0","0","0","0","0",,"-807,000,000","-1,034,000,000"
			CommonStock,"0","0","0","0","0","0","0","0","0",,"-807,000,000","-1,034,000,000"
		AdditionalPaidInCapital,"1,381,000,000","1,381,000,000","1,382,000,000","1,382,000,000","1,380,000,000","1,381,000,000","1,380,000,000","1,379,000,000","1,378,000,000",,,
		RetainedEarnings,"369,000,000","365,000,000","309,000,000","291,000,000","259,000,000","233,000,000","168,000,000","101,000,000","-11,000,000","-823,000,000","-807,000,000","-1,034,000,000"
		GainsLossesNotAffectingRetainedEarnings,"17,000,000","10,000,000","3,000,000","3,000,000","4,000,000","1,000,000","3,000,000","4,000,000","3,000,000","5,000,000","9,000,000","7,000,000"
			OtherEquityAdjustments,,,,,,,,,,,"9,000,000","7,000,000"
TotalCapitalization,"3,849,000,000","3,843,000,000","3,786,000,000","3,773,000,000","3,745,000,000","3,823,000,000","3,864,000,000","3,902,000,000","3,793,000,000","3,386,000,000","3,344,000,000","4,682,000,000"
CommonStockEquity,"1,767,000,000","1,756,000,000","1,694,000,000","1,676,000,000","1,643,000,000","1,615,000,000","1,551,000,000","1,484,000,000","1,370,000,000","-818,000,000","-798,000,000","-1,027,000,000"
CapitalLeaseObligations,"44,000,000","46,000,000","46,000,000","48,000,000","52,000,000","51,000,000","58,000,000","52,000,000","54,000,000","35,000,000","30,000,000",
NetTangibleAssets,"-1,166,000,000","-1,184,000,000","-1,254,000,000","-1,280,000,000","-1,320,000,000","-1,356,000,000","-1,428,000,000","-1,502,000,000","-1,624,000,000","-3,820,000,000","-3,808,000,000","-4,061,000,000"
WorkingCapital,"627,000,000","620,000,000","573,000,000","549,000,000","547,000,000","621,000,000","678,000,000","705,000,000","588,000,000","192,000,000","155,000,000","-869,000,000"
InvestedCapital,"3,874,000,000","3,868,000,000","3,811,000,000","3,798,000,000","3,770,000,000","3,848,000,000","3,889,000,000","3,927,000,000","3,818,000,000","3,407,000,000","3,366,000,000","4,953,000,000"
TangibleBookValue,"-1,166,000,000","-1,184,000,000","-1,254,000,000","-1,280,000,000","-1,320,000,000","-1,356,000,000","-1,428,000,000","-1,502,000,000","-1,624,000,000","-3,820,000,000","-3,808,000,000","-4,061,000,000"
TotalDebt,"2,151,000,000","2,158,000,000","2,163,000,000","2,170,000,000","2,179,000,000","2,284,000,000","2,396,000,000","2,495,000,000","2,502,000,000","4,260,000,000","4,194,000,000","5,980,000,000"
NetDebt,"2,006,000,000","1,948,000,000","2,047,000,000","2,073,000,000","1,983,000,000","1,921,000,000","1,987,000,000","2,051,000,000","2,248,000,000","4,123,000,000","4,149,000,000","5,957,000,000"
ShareIssued,"209,826,389","209,760,472","210,000,000","210,000,000","210,000,000","209,700,000","209,700,000","209,700,000","209,700,500","202,625,000","202,625,000","202,625,000"
OrdinarySharesNumber,"209,826,389","209,760,472","210,000,000","210,000,000","210,000,000","209,700,000","209,700,000","209,700,000","209,700,500","202,625,000","202,625,000","202,625,000"
