name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"2,187,697,000","2,219,600,000","2,240,615,000","2,255,278,000","2,218,233,000","2,246,947,000","2,276,647,000","2,322,710,000","2,433,124,000","2,553,234,000","3,008,686,000","3,065,514,000","3,089,440,000","2,900,840,000","3,288,655,000","3,249,345,000","2,307,038,000","2,307,283,000","2,286,906,000","2,174,171,000","2,087,240,000","2,073,220,000","1,620,833,000","1,249,153,000","1,268,300,000","1,108,619,000","1,156,593,000","1,174,670,000","1,193,353,000","1,238,153,000","1,067,089,000","922,861,000","883,177,000","863,461,000","848,505,000","705,478,000","694,061,000","686,810,000","697,189,000","678,459,000","643,050,000","605,796,000","543,504,000","533,232,000","501,756,000","508,534,000"
	CurrentAssets,"576,912,000","575,915,000","572,955,000","569,190,000","497,133,000","486,313,000","457,741,000","457,898,000","514,566,000","509,040,000","574,123,000","590,064,000","579,072,000","600,237,000","785,629,000","787,421,000","670,389,000","703,244,000","771,047,000","842,177,000","884,129,000","892,945,000","434,323,000","585,703,000","607,718,000","439,140,000","483,749,000","499,297,000","523,749,000","562,325,000","423,494,000","380,769,000","341,220,000","321,496,000","310,895,000","180,732,000","168,752,000","177,267,000","208,479,000","220,249,000","203,430,000","175,569,000","148,659,000","148,567,000","120,242,000","126,860,000"
		CashCashEquivalentsAndShortTermInvestments,"239,768,000","239,425,000","250,587,000","212,700,000","154,411,000","150,920,000","134,923,000","158,676,000","144,701,000","185,740,000","187,289,000","189,388,000","161,615,000","202,498,000","345,583,000","322,357,000","329,512,000","384,567,000","463,650,000","598,535,000","660,903,000","711,225,000","264,060,000","454,208,000","470,235,000","298,926,000","299,772,000","322,228,000","327,808,000","342,424,000","196,863,000","181,075,000","160,768,000","153,236,000","153,673,000","47,068,000","42,919,000","61,022,000","93,010,000","102,625,000","84,641,000","59,199,000","73,809,000","79,195,000","54,638,000","64,500,000"
			CashAndCashEquivalents,"239,768,000","239,425,000","250,587,000","212,700,000","154,411,000","150,920,000","134,923,000","158,676,000","144,701,000","185,740,000","187,289,000","189,388,000","161,615,000","202,498,000","345,583,000","322,357,000","329,512,000","384,567,000","463,650,000","598,535,000","660,903,000","711,225,000","264,060,000","454,208,000","463,395,000","277,077,000","253,765,000","251,488,000","252,555,000","267,281,000","121,708,000","105,974,000","85,700,000","78,256,000","128,687,000","47,068,000","42,919,000","61,022,000","93,010,000","102,625,000","84,641,000","59,199,000","73,809,000","79,195,000","54,638,000","64,500,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,"0",,"0","6,840,000","21,849,000","46,007,000","70,740,000","75,253,000","75,143,000","75,155,000","75,101,000","75,068,000","74,980,000","24,986,000",,,,,,,,,,,
		Receivables,"198,835,000","202,759,000","176,759,000","223,229,000","211,840,000","206,934,000","173,827,000","158,346,000","232,855,000","182,238,000","204,591,000","237,393,000","258,348,000","215,486,000","247,692,000","280,019,000","251,275,000","212,586,000","206,099,000","159,110,000","139,970,000","89,006,000","70,725,000","54,293,000","59,078,000","58,706,000","85,605,000","77,777,000","96,355,000","120,881,000","129,755,000","108,452,000","97,369,000","75,207,000","74,661,000","61,784,000","65,249,000","59,564,000","59,471,000","49,904,000","56,766,000","50,495,000","39,899,000","40,656,000","36,865,000","32,194,000"
			AccountsReceivable,"195,570,000","177,744,000","152,528,000","198,988,000","187,569,000","164,626,000","126,450,000","111,642,000","183,773,000","169,198,000","196,159,000","214,452,000","233,663,000","191,684,000","241,228,000","274,178,000","239,928,000","210,549,000","204,433,000","158,159,000","138,533,000","86,940,000","69,904,000","53,132,000","57,776,000","57,135,000","84,286,000","76,735,000","93,697,000","118,069,000","127,840,000","107,222,000","96,672,000","73,847,000","74,532,000","61,507,000","61,654,000","55,466,000","59,471,000","49,180,000","56,103,000","45,315,000","38,040,000","38,431,000","34,788,000","29,265,000"
				GrossAccountsReceivable,"201,081,000","182,992,000","157,406,000","204,587,000","194,170,000","171,230,000","133,127,000","119,682,000","193,372,000","178,182,000","205,295,000","223,523,000","241,100,000","198,435,000","248,361,000","281,951,000","247,178,000","217,649,000","211,936,000","164,737,000","145,146,000","93,982,000","77,262,000","60,675,000","65,279,000","64,821,000","93,404,000","86,817,000","107,308,000","128,498,000","132,228,000","110,279,000","99,871,000","76,223,000","75,588,000","62,562,000","62,710,000","56,519,000","60,481,000","50,144,000","57,023,000","46,094,000","38,811,000",,,"30,097,000"
				AllowanceForDoubtfulAccountsReceivable,"-5,511,000","-5,248,000","-4,878,000","-5,599,000","-6,601,000","-6,604,000","-6,677,000","-8,040,000","-9,599,000","-8,984,000","-9,136,000","-9,071,000","-7,437,000","-6,751,000","-7,133,000","-7,773,000","-7,250,000","-7,100,000","-7,503,000","-6,578,000","-6,613,000","-7,042,000","-7,358,000","-7,543,000","-7,503,000","-7,686,000","-9,118,000","-10,082,000","-13,611,000","-10,429,000","-4,388,000","-3,057,000","-3,199,000","-2,376,000","-1,056,000","-1,055,000","-1,056,000","-1,053,000","-1,010,000","-964,000","-920,000","-779,000","-771,000",,,"-832,000"
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","3,895,000","1,089,000","2,225,000","1,312,000","2,150,000"
