name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
MarketCap,"348,844,648","419,165,760","542,344,845","697,553,972","864,593,657","817,616,345"
PeRatio,"6.855","6.864","0.409","0.247","0.255",
ForwardPeRatio,"10.132","9.852",,,,
PsRatio,"2.858","2.872","0.157","0.142","0.161",
PbRatio,"2.5","2.944","4.163","6.356","7.635",
